RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,20127,Chris Riley,91.38,53,58,-0.49
2,0,01157,Tom Byrum,87.80,72,82,-0.28
3,0,02214,Kirk Triplett,87.64,78,89,-0.27
4,0,07867,Woody Austin,87.50,91,104,-0.29
5,0,02010,Loren Roberts,86.81,79,91,-0.30
6,0,10201,Matt Gogel,86.54,90,104,-0.43
7,0,01527,Scott Hoch,86.49,64,74,-0.36
8,0,20645,John Senden,86.32,82,95,-0.28
9,0,08537,J.P. Hayes,86.27,88,102,-0.30
9,0,01706,Davis Love III,86.27,44,51,-0.25
11,0,23623,Bo Van Pelt,86.25,69,80,-0.35
12,0,01378,David Frost,85.71,78,91,-0.26
12,0,02104,Jeff Sluman,85.71,90,105,-0.32
14,0,20472,Alex Cejka,85.42,41,48,-0.22
15,0,02223,Bob Tway,85.00,68,80,-0.32
16,0,12510,Chad Campbell,84.62,55,65,-0.31
17,0,01577,Lee Janzen,84.52,71,84,-0.35
18,0,01203,Russ Cochran,84.42,65,77,-0.25
19,0,20229,Stewart Cink,84.34,70,83,-0.36
20,0,01457,Jay Haas,84.13,53,63,-0.40
21,0,10585,Scott McCarron,84.09,74,88,-0.32
21,0,26287,Roland Thatcher,84.09,74,88,-0.36
23,0,06522,Ernie Els,83.78,31,37,-0.26
23,0,01928,Corey Pavin,83.78,62,74,-0.40
25,0,01313,Steve Elkington,83.67,41,49,-0.32
26,0,01042,Paul Azinger,83.58,56,67,-0.32
27,0,01553,John Huston,83.33,40,48,-0.28
27,0,01797,Rocco Mediate,83.33,30,36,-0.33
29,0,07457,Steve Flesch,83.17,84,101,-0.33
30,0,01945,Kenny Perry,83.12,64,77,-0.31
31,0,20498,Briny Baird,83.02,88,106,-0.26
32,0,10860,Justin Leonard,82.89,63,76,-0.21
33,0,06621,Joe Durant,82.76,72,87,-0.33
34,0,01329,Brad Faxon,82.72,67,81,-0.28
35,0,01320,Bob Estes,82.69,43,52,-0.40
36,0,19824,Craig Barlow,82.65,81,98,-0.33
37,0,07223,Brian Bateman,82.61,57,69,-0.35
38,0,01677,Tom Lehman,82.54,52,63,-0.44
39,0,22371,Aaron Baddeley,82.46,47,57,-0.45
40,0,01132,Mark Brooks,82.43,61,74,-0.21
41,0,07721,Pat Bates,82.35,98,119,-0.38
42,0,01381,Fred Funk,82.22,74,90,-0.26
43,0,22046,Geoff Ogilvy,82.19,60,73,-0.35
44,0,10885,Robert Allenby,82.14,46,56,-0.15
44,0,21731,Freddie Jacobson,82.14,46,56,-0.17
46,0,06595,Kevin Sutherland,82.09,55,67,-0.22
46,0,02206,David Toms,82.09,55,67,-0.40
48,0,24502,Adam Scott,82.05,32,39,-0.41
49,0,20572,Rod Pampling,81.82,63,77,-0.32
50,0,21407,Arjun Atwal,81.69,58,71,-0.31
50,0,20382,Stephen Leaney,81.69,58,71,-0.31
52,0,06567,Vijay Singh,81.55,84,103,-0.36
