RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,01378,David Frost,1.547,2228,1440
2,0,22371,Aaron Baddeley,1.549,1868,1206
3,0,20127,Chris Riley,1.550,2511,1620
4,0,02010,Loren Roberts,1.558,2412,1548
5,0,01024,Billy Andrade,1.564,2816,1800
5,0,20229,Stewart Cink,1.564,2816,1800
5,0,11011,Mike Sposa,1.564,1971,1260
8,0,10201,Matt Gogel,1.566,2058,1314
8,0,06643,Paul Goydos,1.566,2340,1494
10,0,01619,Skip Kendall,1.567,3103,1980
11,0,20593,Greg Chalmers,1.568,2682,1710
11,0,01329,Brad Faxon,1.568,2681,1710
11,0,20572,Rod Pampling,1.568,2342,1494
11,0,10107,Deane Pappas,1.568,2061,1314
15,0,10860,Justin Leonard,1.569,2118,1350
16,0,20573,Scott Laycock,1.572,1952,1242
16,0,01928,Corey Pavin,1.572,2434,1548
16,0,22913,John Rollins,1.572,2405,1530
19,0,20436,Garrett Willis,1.573,2719,1728
20,0,07457,Steve Flesch,1.574,3059,1944
20,0,01810,Phil Mickelson,1.574,2267,1440
20,0,01948,Tim Petrovic,1.574,2946,1872
20,0,06527,Steve Stricker,1.574,1587,1008
20,0,10423,Mike Weir,1.574,2125,1350
20,0,12602,Dean Wilson,1.574,2323,1476
26,0,01161,Mark Calcavecchia,1.575,2381,1512
26,0,12782,Tim Herron,1.575,2835,1800
26,0,22548,Patrick Sheehan,1.575,2806,1782
29,0,01457,Jay Haas,1.576,2355,1494
30,0,01941,Tom Pernice Jr.,1.577,2895,1836
30,0,10213,Dicky Pride,1.577,2072,1314
32,0,01388,Robert Gamez,1.578,3239,2052
32,0,06567,Vijay Singh,1.578,2898,1836
34,0,01132,Mark Brooks,1.580,2475,1566
34,0,10585,Scott McCarron,1.580,2304,1458
36,0,23552,Hank Kuehne,1.582,2022,1278
36,0,07749,Brett Quigley,1.582,2506,1584
38,0,08931,Glen Day,1.583,2878,1818
38,0,20628,Arron Oberholser,1.583,2279,1440
40,0,20568,Anthony Painter,1.584,2423,1530
41,0,26420,Richard Johnson,1.585,2539,1602
41,0,01968,Nick Price,1.585,1769,1116
43,0,20771,Steven Alker,1.586,2427,1530
43,0,01157,Tom Byrum,1.586,2770,1746
43,0,06251,Chris DiMarco,1.586,2655,1674
43,0,19846,Brian Gay,1.586,2769,1746
43,0,21806,Paul Gow,1.586,1770,1116
43,0,06575,Dudley Hart,1.586,1884,1188
43,0,06617,Brian Henninger,1.586,1599,1008
43,0,24361,Pat Perez,1.586,2655,1674
51,0,20098,Stuart Appleby,1.587,2428,1530
