RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,06617,Brian Henninger,59.8
2,0,01457,Jay Haas,61.0
3,0,23541,Ben Crane,68.8
4,0,22046,Geoff Ogilvy,72.3
5,0,01761,Len Mattiace,73.4
6,0,01378,David Frost,76.7
7,0,10585,Scott McCarron,77.8
8,0,22371,Aaron Baddeley,86.3
9,0,01157,Tom Byrum,88.7
10,0,07749,Brett Quigley,91.3
11,0,20229,Stewart Cink,92.9
12,0,20593,Greg Chalmers,93.7
13,0,12645,Brent Geiberger,93.9
14,0,19825,Darren Clarke,97.0
15,0,01226,Fred Couples,100.8
16,0,20663,Brenden Pappas,102.3
17,0,01139,Olin Browne,106.6
18,0,12782,Tim Herron,106.7
19,0,10213,Dicky Pride,109.8
20,0,08537,J.P. Hayes,110.4
21,0,01329,Brad Faxon,112.0
22,0,01553,John Huston,112.6
23,0,02010,Loren Roberts,114.5
23,0,12602,Dean Wilson,114.5
25,0,20098,Stuart Appleby,118.8
26,0,10201,Matt Gogel,120.0
27,0,06251,Chris DiMarco,121.3
28,0,10809,Jim Furyk,122.0
29,0,01941,Tom Pernice Jr.,124.3
30,0,10860,Justin Leonard,125.4
31,0,12660,Jesper Parnevik,126.8
32,0,06004,Stephen Ames,129.8
33,0,01361,Dan Forsman,132.3
34,0,01948,Tim Petrovic,132.8
35,0,08793,Tiger Woods,134.8
36,0,10733,Kent Jones,135.2
37,0,25345,Carl Pettersson,137.8
38,0,06643,Paul Goydos,141.3
39,0,02223,Bob Tway,141.4
40,0,01320,Bob Estes,142.7
41,0,08375,Paul Stankowski,142.8
42,0,01666,Bernhard Langer,145.3
43,0,12680,Shigeki Maruyama,146.8
44,0,10107,Deane Pappas,147.7
45,0,25031,Andy Miller,148.9
46,0,26420,Richard Johnson,149.7
47,0,20634,Peter Lonard,150.0
48,0,01619,Skip Kendall,150.5
49,0,02239,Scott Verplank,152.0
50,0,22913,John Rollins,154.4
51,0,12705,Cliff Kresge,155.7
52,0,07457,Steve Flesch,157.3
53,0,23983,Luke Donald,160.0
54,0,20628,Arron Oberholser,161.4
55,0,01810,Phil Mickelson,161.8
56,0,20121,Todd Fischer,163.5
57,0,20573,Scott Laycock,164.2
58,0,21961,Charles Howell III,164.9
59,0,02170,Hal Sutton,165.9
60,0,02206,David Toms,167.3
61,0,01307,Joel Edwards,170.1
62,0,20572,Rod Pampling,171.2
63,0,24361,Pat Perez,171.4
64,0,22892,Jason Gore,171.6
65,0,01766,Billy Mayfair,172.1
66,0,06575,Dudley Hart,174.2
67,0,01968,Nick Price,177.3
67,0,02214,Kirk Triplett,177.3
69,0,08931,Glen Day,179.2
70,0,20127,Chris Riley,180.3
71,0,07101,Dave Stockton Jr.,181.7
72,0,01475,Donnie Hammond,182.2
73,0,02246,Duffy Waldorf,185.6
74,0,01024,Billy Andrade,185.9
75,0,01938,David Peoples,186.0
76,0,21633,Steve Allan,187.2
77,0,23135,Tim Clark,187.7
78,0,01161,Mark Calcavecchia,188.8
79,0,10912,Craig Perks,189.6
80,0,24356,Jason Buha,190.3
81,0,06573,Brandt Jobe,191.9
82,0,08339,Spike McRoy,193.8
82,0,20548,Hidemichi Tanaka,193.8
84,0,22293,Heath Slocum,195.3
85,0,06522,Ernie Els,197.4
86,0,01724,Jeff Maggert,198.6
87,0,23552,Hank Kuehne,200.0
88,0,23125,Brad Elder,202.1
89,0,01569,Peter Jacobsen,206.1
90,0,01723,Andrew Magee,208.3
91,0,06595,Kevin Sutherland,208.4
92,0,21739,Aaron Barber,208.7
92,0,20094,Jonathan Kaye,208.7
94,0,11011,Mike Sposa,212.7
95,0,20940,Kenichi Kuboya,212.8
96,0,20157,Retief Goosen,214.2
97,0,10423,Mike Weir,214.3
98,0,24925,Jonathan Byrd,214.5
98,0,06567,Vijay Singh,214.5
100,0,11032,Frank Lickliter II,215.5
101,0,01035,Tommy Armour III,216.6
101,0,06332,Neal Lancaster,216.6
103,0,06078,Esteban Toledo,216.8
104,0,20771,Steven Alker,217.1
105,0,20566,Kaname Yokoo,217.8
106,0,07223,Brian Bateman,218.8
106,0,01945,Kenny Perry,218.8
108,0,19846,Brian Gay,219.3
109,0,10425,Jay Williamson,219.8
110,0,23036,Chris Anderson,220.6
111,0,20436,Garrett Willis,222.5
112,0,20498,Briny Baird,222.8
113,0,01577,Lee Janzen,223.2
114,0,07941,Mike Grob,223.4
115,0,26489,Cameron Yancey,223.8
116,0,20472,Alex Cejka,224.1
117,0,07721,Pat Bates,225.0
118,0,21805,Harrison Frazar,225.3
119,0,24357,K.J. Choi,225.9
120,0,12510,Chad Campbell,226.4
121,0,01381,Fred Funk,227.3
122,0,01042,Paul Azinger,229.4
123,0,22548,Patrick Sheehan,231.2
124,0,07867,Woody Austin,233.2
125,0,06527,Steve Stricker,234.8
126,0,01132,Mark Brooks,235.4
127,0,01928,Corey Pavin,236.6
128,0,21806,Paul Gow,238.8
129,0,02104,Jeff Sluman,239.3
130,0,20645,John Senden,239.8
131,0,01706,Davis Love III,241.8
132,0,22621,Ben Curtis,243.5
133,0,19881,Robert Damron,243.8
134,0,19824,Craig Barlow,244.2
135,0,22295,Darron Stiles,244.8
136,0,23108,Matt Kuchar,246.3
137,0,10885,Robert Allenby,249.8
138,0,08337,Mike Heinen,251.5
139,0,01098,Jay Don Blake,252.1
140,0,01175,Jim Carter,252.8
141,0,06515,Shaun Micheel,253.3
142,0,08123,Jeff Brehaut,254.9
143,0,08075,Jerry Kelly,255.0
144,0,01388,Robert Gamez,255.4
145,0,02101,Joey Sindelar,256.4
146,0,01797,Rocco Mediate,258.8
147,0,20029,Notah Begay III,260.8
148,0,20099,Doug Barron,262.2
149,0,01707,Steve Lowery,263.5
150,0,23353,J.J. Henry,265.2
151,0,08725,Tom Gillis,266.4
152,0,12388,Michael Clark II,267.7
153,0,02002,John Riegger,269.5
154,0,12652,Cameron Beckman,270.6
155,0,08545,Glen Hnatiuk,272.8
156,0,21878,Mark Wilson,273.5
157,0,23656,Jason Caron,274.7
158,0,24502,Adam Scott,276.9
159,0,06034,Marco Dawson,278.3
160,0,01249,John Daly,280.9
161,0,08633,Per-Ulrik Johansson,282.8
162,0,02106,Chris Smith,283.3
163,0,23621,Rory Sabbatini,285.1
164,0,01685,J.L. Lewis,285.4
164,0,25450,Ty Tryon,285.4
166,0,20568,Anthony Painter,287.3
167,0,20623,Gavin Coles,288.1
168,0,23614,Rich Beem,288.8
168,0,25692,Akio Sadakata,288.8
170,0,20095,Carl Paulson,292.2
171,0,06809,Bob Burns,296.8
171,0,12662,Thomas Levet,296.8
171,0,12755,Vance Veazey,296.8
174,0,23034,Brent Schwarzrock,305.8
175,0,26950,John Morgan,310.6
176,0,21209,Sergio Garcia,313.8
177,0,12823,Carlos Franco,319.2
178,0,23338,David Gossett,321.8
179,0,23177,Kenneth Staton,325.5
180,0,01677,Tom Lehman,325.8
181,0,08547,John Maginnes,329.8
182,0,20574,Mathew Goggin,333.0
183,0,12661,Todd Barranger,340.7
184,0,01887,Mark O'Meara,349.3
185,0,10565,Ian Leggatt,359.2
186,0,06581,David Sutherland,366.3
187,0,19972,José Coceres,367.5
188,0,06621,Joe Durant,375.6
189,0,06475,Jeff Klein,378.4
190,0,02049,Gene Sauers,379.1
