RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,19846,Brian Gay,43.15,831,1926
2,0,22371,Aaron Baddeley,43.13,590,1368
3,0,20099,Doug Barron,42.85,563,1314
4,0,20850,Daniel Chopra,42.42,817,1926
5,0,12680,Shigeki Maruyama,42.21,699,1656
6,0,23718,Nathan Green,42.09,788,1872
7,0,01761,Len Mattiace,41.71,443,1062
8,0,01042,Paul Azinger,41.70,653,1566
9,0,08537,J.P. Hayes,41.62,412,990
10,0,01887,Mark O'Meara,41.56,374,900
10,0,01941,Tom Pernice Jr.,41.56,778,1872
12,0,01329,Brad Faxon,41.45,582,1404
13,0,20593,Greg Chalmers,41.38,499,1206
14,0,06197,Michael Allen,41.34,625,1512
15,0,20608,David Howell,41.23,334,810
16,0,06527,Steve Stricker,41.22,460,1116
17,0,21949,Joe Ogilvie,41.21,675,1638
18,0,23325,Vaughn Taylor,41.10,651,1584
19,0,20127,Chris Riley,41.06,606,1476
20,0,20229,Stewart Cink,41.04,650,1584
21,0,20572,Rod Pampling,41.01,620,1512
22,0,07867,Woody Austin,40.86,787,1926
23,0,21805,Harrison Frazar,40.78,668,1638
24,0,23497,Tag Ridings,40.72,733,1800
25,0,09011,David Duval,40.66,505,1242
26,0,23541,Ben Crane,40.63,585,1440
27,0,25936,Alex Aragon,40.62,446,1098
28,0,02239,Scott Verplank,40.44,626,1548
29,0,01553,John Huston,40.43,524,1296
30,0,10505,Shane Bertsch,40.41,742,1836
31,0,12660,Jesper Parnevik,40.34,610,1512
32,0,23135,Tim Clark,40.30,573,1422
32,0,23983,Luke Donald,40.30,457,1134
34,0,20121,Todd Fischer,40.29,718,1782
35,0,06034,Marco Dawson,40.23,630,1566
36,0,12760,Danny Ellis,40.19,463,1152
37,0,12602,Dean Wilson,40.09,801,1998
38,0,06567,Vijay Singh,40.06,721,1800
39,0,01249,John Daly,40.02,353,882
39,0,25345,Carl Pettersson,40.02,670,1674
41,0,20766,Padraig Harrington,40.00,360,900
41,0,22046,Geoff Ogilvy,40.00,504,1260
43,0,06575,Dudley Hart,39.96,597,1494
44,0,01810,Phil Mickelson,39.94,496,1242
45,0,25240,D.A. Points,39.93,575,1440
45,0,10423,Mike Weir,39.93,611,1530
47,0,26596,Ryan Moore,39.91,467,1170
48,0,23048,Eric Axley,39.89,639,1602
48,0,23621,Rory Sabbatini,39.89,596,1494
50,0,21731,Freddie Jacobson,39.88,402,1008
50,0,02214,Kirk Triplett,39.88,402,1008
52,0,19881,Robert Damron,39.87,653,1638
53,0,01577,Lee Janzen,39.80,566,1422
54,0,20098,Stuart Appleby,39.67,557,1404
55,0,07457,Steve Flesch,39.66,821,2070
56,0,20382,Stephen Leaney,39.62,599,1512
57,0,02206,David Toms,39.53,491,1242
58,0,27095,Nick Watney,39.47,675,1710
59,0,06004,Stephen Ames,39.43,440,1116
60,0,01139,Olin Browne,39.42,738,1872
61,0,01035,Tommy Armour III,39.40,461,1170
61,0,12645,Brent Geiberger,39.40,688,1746
61,0,11011,Mike Sposa,39.40,461,1170
64,0,01219,John Cook,39.39,475,1206
65,0,10733,Kent Jones,39.38,716,1818
65,0,01948,Tim Petrovic,39.38,645,1638
67,0,21407,Arjun Atwal,39.36,673,1710
68,0,23320,Ryan Palmer,39.34,701,1782
69,0,24925,Jonathan Byrd,39.31,467,1188
69,0,01161,Mark Calcavecchia,39.31,658,1674
71,0,01685,J.L. Lewis,39.28,403,1026
72,0,01473,Todd Hamilton,39.27,509,1296
73,0,07749,Brett Quigley,39.26,742,1890
74,0,23409,James Driscoll,39.24,565,1440
