RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
43,0,21209,Sergio Garcia,47.6,110,231,+1.55
43,0,25240,D.A. Points,47.6,178,374,+0.51
46,0,34021,Bud Cauley,47.7,226,474,+0.93
46,0,24663,Y.E. Yang,47.7,125,262,+2.56
48,0,26329,Louis Oosthuizen,47.8,117,245,+0.77
48,0,26476,Chez Reavie,47.8,138,289,+1.59
50,0,27770,Camilo Villegas,48.0,179,373,+2.40
51,0,29420,Billy Horschel,48.1,99,206,+2.73
52,0,23983,Luke Donald,48.3,116,240,+0.52
52,0,27556,Ted Potter Jr.,48.3,146,302,+1.23
54,0,24358,Robert Garrigus,48.4,203,419,+1.33
54,0,23718,Nathan Green,48.4,154,318,+2.34
54,0,27797,Derek Lamely,48.4,171,353,+3.51
57,0,27064,Jhonattan Vegas,48.5,204,421,+2.21
58,0,20070,Matt Bettencourt,48.6,179,368,+2.29
58,0,23135,Tim Clark,48.6,90,185,+1.56
58,0,27644,Brian Harman,48.6,193,397,+2.18
58,0,29289,S.Y. Noh,48.6,224,461,-0.13
58,0,22582,Kyle Thompson,48.6,89,183,+2.58
63,0,20098,Stuart Appleby,48.7,150,308,+1.53
63,0,24361,Pat Perez,48.7,170,349,+1.47
65,0,01724,Jeff Maggert,48.8,168,344,+1.79
66,0,27895,Jonas Blixt,48.9,174,356,+0.40
66,0,28093,Miguel Angel Carballo,48.9,157,321,+1.91
66,0,26596,Ryan Moore,48.9,181,370,+1.27
66,0,30692,Scott Stallings,48.9,176,360,+1.25
70,0,10809,Jim Furyk,49.0,123,251,+1.14
70,0,20572,Rod Pampling,49.0,167,341,+1.86
72,0,32150,Michael Thompson,49.1,169,344,+1.54
73,0,25396,Kevin Na,49.3,143,290,+1.54
74,0,12510,Chad Campbell,49.4,192,389,+1.67
75,0,21407,Arjun Atwal,49.5,164,331,+1.89
76,0,20574,Mathew Goggin,49.8,151,303,+1.85
77,0,31202,William McGirt,49.9,209,419,+0.72
77,0,25834,Daniel Summerhays,49.9,172,345,+1.51
79,0,08075,Jerry Kelly,50.0,128,256,+3.98
80,0,23108,Matt Kuchar,50.3,162,322,+1.73
81,0,24024,Zach Johnson,50.5,156,309,+0.77
81,0,01706,Davis Love III,50.5,142,281,+0.85
81,0,20645,John Senden,50.5,147,291,+1.22
81,0,27214,Kevin Streelman,50.5,195,386,+2.00
85,0,27974,Sung Kang,50.7,181,357,+2.15
85,0,21528,Henrik Stenson,50.7,103,203,+0.78
87,0,21731,Freddie Jacobson,50.8,126,248,+2.78
88,0,28087,Kris Blanks,50.9,140,275,+2.07
88,0,06522,Ernie Els,50.9,190,373,+0.37
90,0,28307,Matt Every,51.0,172,337,+0.81
90,0,32102,Rickie Fowler,51.0,156,306,+1.22
90,0,01766,Billy Mayfair,51.0,181,355,+1.22
90,0,27963,Chris Stroud,51.0,198,388,+1.41
94,0,24604,Hunter Haas,51.1,136,266,+2.13
94,0,26300,Matt Jones,51.1,135,264,+2.15
96,0,24494,Erik Compton,51.2,186,363,+1.61
96,0,30711,Colt Knost,51.2,152,297,+2.63
98,0,32200,Roberto Castro,51.3,179,349,+1.12
99,0,32698,Bobby Gates,51.6,214,415,+1.82
99,0,12716,Charley Hoffman,51.6,199,386,+1.66
99,0,27933,John Merrick,51.6,177,343,+2.15
102,0,29479,Scott Brown,51.7,136,263,+2.06
103,0,28259,Sangmoon Bae,51.8,174,336,+2.47
103,0,33141,Keegan Bradley,51.8,183,353,+2.13
103,0,27141,J.B. Holmes,51.8,231,446,+1.00
103,0,35139,Richard Lee,51.8,130,251,+2.00
103,0,23320,Ryan Palmer,51.8,206,398,+1.84
108,0,28089,Jason Day,51.9,151,291,+1.06
108,0,20766,Padraig Harrington,51.9,122,235,+1.80
108,0,23548,Bill Lunde,51.9,188,362,+1.54
108,0,26287,Roland Thatcher,51.9,112,216,+4.38
112,0,30944,Jason Kokrak,52.0,220,423,+1.45
113,0,12652,Cameron Beckman,52.1,184,353,+1.63
114,0,30750,Tommy Gainey,52.2,279,534,+1.61
114,0,12782,Tim Herron,52.2,216,414,+1.57
114,0,25562,Andres Romero,52.2,167,320,+2.40
117,0,22961,David Mathis,52.3,179,342,+1.56
118,0,24357,K.J. Choi,52.4,142,271,+1.13
118,0,23204,Gary Christian,52.4,163,311,+2.21
120,0,06004,Stephen Ames,52.5,104,198,+2.98
120,0,01941,Tom Pernice Jr.,52.5,146,278,+2.60
122,0,20593,Greg Chalmers,52.6,201,382,+1.39
123,0,25686,Jason Dufner,52.7,154,292,+1.36
123,0,19970,Robert Karlsson,52.7,128,243,+1.88
123,0,28237,Rory McIlroy,52.7,125,237,+0.88
126,0,29926,Danny Lee,52.9,171,323,+1.23
127,0,24140,Sean O'Hair,53.0,212,400,+1.65
128,0,27436,Graham DeLaet,53.1,195,367,+1.69
129,0,01797,Rocco Mediate,53.2,158,297,+2.53
130,0,22371,Aaron Baddeley,53.3,177,332,+0.73
130,0,11123,Chris Couch,53.3,128,240,+0.86
130,0,27120,Troy Matteson,53.3,274,514,+1.82
133,0,24138,Ian Poulter,53.4,86,161,+0.81
134,0,02206,David Toms,53.5,99,185,+1.31
135,0,27649,Brandt Snedeker,53.7,188,350,+2.13
136,0,32334,Charlie Beljan,53.8,127,236,+0.87
136,0,19846,Brian Gay,53.8,214,398,+1.40
138,0,20848,Ángel Cabrera,54.0,109,202,+1.83
138,0,29478,Kevin Kisner,54.0,147,272,+1.97
140,0,21753,Brian Davis,54.3,188,346,+1.91
141,0,20229,Stewart Cink,54.5,186,341,+1.56
141,0,34174,John Huh,54.5,199,365,+2.11
141,0,31558,J.J. Killeen,54.5,267,490,+1.39
141,0,22913,John Rollins,54.5,186,341,+1.56
145,0,25804,Bubba Watson,54.6,149,273,-0.40
146,0,30852,Ryo Ishikawa,54.7,127,232,+0.87
147,0,29518,Brendan Steele,54.8,177,323,+1.75
148,0,29910,Blake Adams,55.0,216,393,+2.22
148,0,24846,Ricky Barnes,55.0,252,458,+2.50
148,0,23409,James Driscoll,55.0,242,440,+2.11
151,0,20691,Greg Owen,55.1,226,410,+1.46
151,0,26331,Charl Schwartzel,55.1,109,198,+0.92
151,0,25632,Jimmy Walker,55.1,312,566,+1.19
154,0,30110,Kyle Stanley,55.2,207,375,+0.82
155,0,33419,Cameron Tringale,55.5,201,362,+2.19
156,0,06251,Chris DiMarco,55.6,169,304,+2.66
157,0,26289,Boo Weekley,55.8,150,269,+1.40
158,0,25818,Scott Piercy,56.1,270,481,+1.11
159,0,22405,Justin Rose,56.2,145,258,+1.59
160,0,01320,Bob Estes,56.3,191,339,+1.62
160,0,26758,David Hearn,56.3,250,444,+1.60
162,0,24924,Bill Haas,56.4,167,296,+1.26
162,0,30926,Chris Kirk,56.4,254,450,+1.85
162,0,24781,Hunter Mahan,56.4,159,282,+2.33
165,0,27060,John Mallinger,56.8,159,280,+2.70
165,0,06567,Vijay Singh,56.8,231,407,+1.73
167,0,22548,Patrick Sheehan,56.9,140,246,+1.79
168,0,06573,Brandt Jobe,57.1,129,226,+2.56
168,0,24490,George McNeill,57.1,213,373,+2.02
170,0,33122,Russell Knox,58.1,143,246,+1.75
171,0,25457,Alexandre Rocha,58.2,142,244,+0.63
171,0,22293,Heath Slocum,58.2,160,275,+2.19
173,0,24502,Adam Scott,58.3,130,223,+2.15
174,0,20104,Ken Duke,58.4,243,416,+2.02
174,0,23621,Rory Sabbatini,58.4,219,375,+2.42
176,0,28475,Jeff Overton,58.6,275,469,+2.25
177,0,33120,Mark Anderson,58.7,223,380,+2.74
178,0,06036,Scott Dunlap,58.9,129,219,+0.62
179,0,20160,Charlie Wi,59.2,219,370,+1.14
180,0,20850,Daniel Chopra,59.4,170,286,+1.71
181,0,34099,Harris English,59.5,276,464,+2.03
182,0,32366,Kevin Chappell,59.8,251,420,+1.67
182,0,27095,Nick Watney,59.8,251,420,+1.75
184,0,21961,Charles Howell III,60.6,288,475,+1.32
184,0,27936,Martin Laird,60.6,180,297,+1.83
186,0,23800,Bryce Molder,60.9,223,366,+1.79
187,0,27330,Josh Teater,61.4,258,420,+2.44
188,0,21878,Mark Wilson,62.8,179,285,+1.62
189,0,22378,Trevor Immelman,63.2,201,318,+2.09
190,0,23903,Stephen Gangluff,63.4,173,273,+2.66
191,0,26851,Marc Leishman,64.9,298,459,+1.34
