RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,29222,Billy Hurley III,36.2,110,304,+2.55
2,0,06034,Marco Dawson,39.3,106,270,+2.64
3,0,20623,Gavin Coles,39.4,108,274,+1.11
4,0,26679,Kevin Stadler,40.9,131,320,+1.68
5,0,01810,Phil Mickelson,41.1,145,353,+1.10
6,0,24940,Edward Loar,41.2,103,250,+2.72
7,0,23353,J.J. Henry,41.7,150,360,+1.53
7,0,31323,Gary Woodland,41.7,128,307,+3.83
9,0,25345,Carl Pettersson,42.0,193,459,+1.76
10,0,22621,Ben Curtis,42.2,87,206,+0.34
11,0,06527,Steve Stricker,42.7,112,262,-0.27
12,0,21805,Harrison Frazar,43.2,124,287,+3.23
13,0,21350,Ryuji Imada,43.5,177,407,+2.66
14,0,20396,Lee Westwood,43.9,90,205,+2.11
15,0,08725,Tom Gillis,44.0,139,316,+2.95
16,0,24925,Jonathan Byrd,44.2,142,321,+0.99
17,0,28500,Martin Flores,44.3,222,501,+1.35
17,0,27466,Spencer Levin,44.3,175,395,+2.40
19,0,25892,Steve Wheatcroft,44.5,94,211,+1.06
20,0,22046,Geoff Ogilvy,44.6,127,285,+2.28
20,0,26951,Johnson Wagner,44.6,173,388,+1.91
22,0,01116,Michael Bradley,44.8,156,348,+2.88
22,0,23623,Bo Van Pelt,44.8,142,317,+1.55
24,0,08793,Tiger Woods,45.1,110,244,+0.82
25,0,27302,Garth Mulroy,45.2,109,241,+1.93
26,0,29476,Kyle Reifers,45.4,174,383,+1.90
27,0,28308,Troy Kelly,45.5,145,319,+0.83
27,0,29221,Webb Simpson,45.5,155,341,-0.39
29,0,28455,Will Claxton,45.6,180,395,+1.89
29,0,10860,Justin Leonard,45.6,165,362,+1.88
31,0,10213,Dicky Pride,46.0,115,250,+1.30
32,0,23541,Ben Crane,46.1,135,293,-0.22
33,0,23325,Vaughn Taylor,46.5,154,331,+2.34
33,0,23788,D.J. Trahan,46.5,146,314,+2.53
35,0,25572,Graeme McDowell,46.6,69,148,+1.88
36,0,30927,Brendon Todd,46.9,166,354,+2.59
37,0,10885,Robert Allenby,47.0,173,368,+2.83
37,0,01249,John Daly,47.0,102,217,+0.49
39,0,22348,Nick O'Hern,47.3,158,334,+1.46
40,0,23638,Brendon de Jonge,47.4,236,498,+1.57
41,0,24507,Jason Bohn,47.5,144,303,+2.43
41,0,30925,Dustin Johnson,47.5,144,303,+1.04
43,0,23542,Tommy Biershenk,47.6,150,315,+3.47
