RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
76,0,25562,Andres Romero,47.8,153,320,+1.70
79,0,12652,Cameron Beckman,47.9,169,353,+3.31
80,0,30944,Jason Kokrak,48.0,203,423,+1.82
81,0,28089,Jason Day,48.1,140,291,+1.29
81,0,20766,Padraig Harrington,48.1,113,235,+0.97
81,0,23548,Bill Lunde,48.1,174,362,+0.92
81,0,26287,Roland Thatcher,48.1,104,216,+0.67
85,0,28259,Sangmoon Bae,48.2,162,336,+2.22
85,0,33141,Keegan Bradley,48.2,170,353,+0.88
85,0,27141,J.B. Holmes,48.2,215,446,+1.44
85,0,35139,Richard Lee,48.2,121,251,+2.48
85,0,23320,Ryan Palmer,48.2,192,398,+1.04
90,0,29479,Scott Brown,48.3,127,263,+2.36
91,0,32698,Bobby Gates,48.4,201,415,+1.54
91,0,12716,Charley Hoffman,48.4,187,386,+1.66
91,0,27933,John Merrick,48.4,166,343,+1.20
94,0,32200,Roberto Castro,48.7,170,349,+1.47
95,0,24494,Erik Compton,48.8,177,363,+2.37
95,0,30711,Colt Knost,48.8,145,297,+3.45
97,0,24604,Hunter Haas,48.9,130,266,+1.46
97,0,26300,Matt Jones,48.9,129,264,+1.94
99,0,28307,Matt Every,49.0,165,337,+1.64
99,0,32102,Rickie Fowler,49.0,150,306,+2.13
99,0,01766,Billy Mayfair,49.0,174,355,+2.41
99,0,27963,Chris Stroud,49.0,190,388,+2.05
103,0,28087,Kris Blanks,49.1,135,275,+1.93
103,0,06522,Ernie Els,49.1,183,373,+1.64
105,0,21731,Freddie Jacobson,49.2,122,248,+2.62
106,0,27974,Sung Kang,49.3,176,357,+2.67
106,0,21528,Henrik Stenson,49.3,100,203,+1.90
108,0,24024,Zach Johnson,49.5,153,309,+2.68
108,0,01706,Davis Love III,49.5,139,281,+0.79
108,0,20645,John Senden,49.5,144,291,+1.18
108,0,27214,Kevin Streelman,49.5,191,386,+2.36
112,0,23108,Matt Kuchar,49.7,160,322,+1.63
113,0,08075,Jerry Kelly,50.0,128,256,+2.03
114,0,31202,William McGirt,50.1,210,419,+1.05
114,0,25834,Daniel Summerhays,50.1,173,345,+2.14
116,0,20574,Mathew Goggin,50.2,152,303,+1.38
117,0,21407,Arjun Atwal,50.5,167,331,+3.47
118,0,12510,Chad Campbell,50.6,197,389,+1.83
119,0,25396,Kevin Na,50.7,147,290,+1.36
120,0,32150,Michael Thompson,50.9,175,344,+2.51
121,0,10809,Jim Furyk,51.0,128,251,+0.63
121,0,20572,Rod Pampling,51.0,174,341,+2.70
123,0,27895,Jonas Blixt,51.1,182,356,+1.43
123,0,28093,Miguel Angel Carballo,51.1,164,321,+2.26
123,0,26596,Ryan Moore,51.1,189,370,+2.01
123,0,30692,Scott Stallings,51.1,184,360,+1.47
127,0,01724,Jeff Maggert,51.2,176,344,+2.56
128,0,20098,Stuart Appleby,51.3,158,308,+1.58
128,0,24361,Pat Perez,51.3,179,349,+1.40
130,0,20070,Matt Bettencourt,51.4,189,368,+3.23
130,0,23135,Tim Clark,51.4,95,185,+2.21
130,0,27644,Brian Harman,51.4,204,397,+2.16
130,0,29289,S.Y. Noh,51.4,237,461,+1.77
130,0,22582,Kyle Thompson,51.4,94,183,+2.34
135,0,27064,Jhonattan Vegas,51.5,217,421,+2.03
136,0,24358,Robert Garrigus,51.6,216,419,+0.88
136,0,23718,Nathan Green,51.6,164,318,+1.71
136,0,27797,Derek Lamely,51.6,182,353,+1.32
139,0,23983,Luke Donald,51.7,124,240,+0.08
139,0,27556,Ted Potter Jr.,51.7,156,302,+2.56
141,0,29420,Billy Horschel,51.9,107,206,+0.65
142,0,27770,Camilo Villegas,52.0,194,373,+2.06
143,0,26329,Louis Oosthuizen,52.2,128,245,+0.94
143,0,26476,Chez Reavie,52.2,151,289,+2.58
145,0,34021,Bud Cauley,52.3,248,474,+1.45
145,0,24663,Y.E. Yang,52.3,137,262,+1.75
147,0,23542,Tommy Biershenk,52.4,165,315,+1.33
147,0,21209,Sergio Garcia,52.4,121,231,+0.83
147,0,25240,D.A. Points,52.4,196,374,+1.58
150,0,24507,Jason Bohn,52.5,159,303,+1.57
150,0,30925,Dustin Johnson,52.5,159,303,+0.69
152,0,23638,Brendon de Jonge,52.6,262,498,+0.99
153,0,22348,Nick O'Hern,52.7,176,334,+2.67
154,0,10885,Robert Allenby,53.0,195,368,+2.21
154,0,01249,John Daly,53.0,115,217,+3.30
156,0,30927,Brendon Todd,53.1,188,354,+1.70
157,0,25572,Graeme McDowell,53.4,79,148,+1.65
158,0,23325,Vaughn Taylor,53.5,177,331,+2.15
158,0,23788,D.J. Trahan,53.5,168,314,+2.20
160,0,23541,Ben Crane,53.9,158,293,+1.08
161,0,10213,Dicky Pride,54.0,135,250,+2.22
162,0,28455,Will Claxton,54.4,215,395,+0.93
162,0,10860,Justin Leonard,54.4,197,362,+2.39
164,0,28308,Troy Kelly,54.5,174,319,+1.72
164,0,29221,Webb Simpson,54.5,186,341,+0.59
166,0,29476,Kyle Reifers,54.6,209,383,+0.81
167,0,27302,Garth Mulroy,54.8,132,241,+0.83
168,0,08793,Tiger Woods,54.9,134,244,-0.45
169,0,01116,Michael Bradley,55.2,192,348,+1.51
169,0,23623,Bo Van Pelt,55.2,175,317,+0.80
171,0,22046,Geoff Ogilvy,55.4,158,285,+1.90
171,0,26951,Johnson Wagner,55.4,215,388,+0.79
173,0,25892,Steve Wheatcroft,55.5,117,211,+1.79
174,0,28500,Martin Flores,55.7,279,501,+1.54
174,0,27466,Spencer Levin,55.7,220,395,+1.95
176,0,24925,Jonathan Byrd,55.8,179,321,+1.40
177,0,08725,Tom Gillis,56.0,177,316,+2.03
178,0,20396,Lee Westwood,56.1,115,205,+1.39
179,0,21350,Ryuji Imada,56.5,230,407,+1.52
180,0,21805,Harrison Frazar,56.8,163,287,+1.60
181,0,06527,Steve Stricker,57.3,150,262,+0.80
182,0,22621,Ben Curtis,57.8,119,206,+1.76
183,0,25345,Carl Pettersson,58.0,266,459,+1.58
184,0,23353,J.J. Henry,58.3,210,360,+2.43
184,0,31323,Gary Woodland,58.3,179,307,+1.23
186,0,24940,Edward Loar,58.8,147,250,+2.45
187,0,01810,Phil Mickelson,58.9,208,353,+0.48
188,0,26679,Kevin Stadler,59.1,189,320,+2.28
189,0,20623,Gavin Coles,60.6,166,274,+2.23
190,0,06034,Marco Dawson,60.7,164,270,+2.50
191,0,29222,Billy Hurley III,63.8,194,304,+2.32
