RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,26851,Marc Leishman,35.1,161,459,+0.99
2,0,23903,Stephen Gangluff,36.6,100,273,+3.50
3,0,22378,Trevor Immelman,36.8,117,318,+1.54
4,0,21878,Mark Wilson,37.2,106,285,+1.89
5,0,27330,Josh Teater,38.6,162,420,+0.68
6,0,23800,Bryce Molder,39.1,143,366,+1.12
7,0,21961,Charles Howell III,39.4,187,475,+1.07
7,0,27936,Martin Laird,39.4,117,297,+2.22
9,0,32366,Kevin Chappell,40.2,169,420,+2.49
9,0,27095,Nick Watney,40.2,169,420,+1.72
11,0,34099,Harris English,40.5,188,464,+1.70
12,0,20850,Daniel Chopra,40.6,116,286,+0.43
13,0,20160,Charlie Wi,40.8,151,370,+2.65
14,0,06036,Scott Dunlap,41.1,90,219,+3.00
15,0,33120,Mark Anderson,41.3,157,380,+1.34
16,0,28475,Jeff Overton,41.4,194,469,+0.88
17,0,20104,Ken Duke,41.6,173,416,+1.45
17,0,23621,Rory Sabbatini,41.6,156,375,+2.18
19,0,24502,Adam Scott,41.7,93,223,+1.51
20,0,25457,Alexandre Rocha,41.8,102,244,+2.94
20,0,22293,Heath Slocum,41.8,115,275,+2.87
22,0,33122,Russell Knox,41.9,103,246,+1.07
23,0,06573,Brandt Jobe,42.9,97,226,+2.37
23,0,24490,George McNeill,42.9,160,373,+2.31
25,0,22548,Patrick Sheehan,43.1,106,246,+2.64
26,0,27060,John Mallinger,43.2,121,280,+1.32
26,0,06567,Vijay Singh,43.2,176,407,+0.97
28,0,24924,Bill Haas,43.6,129,296,+1.32
28,0,30926,Chris Kirk,43.6,196,450,+1.12
28,0,24781,Hunter Mahan,43.6,123,282,+2.11
31,0,01320,Bob Estes,43.7,148,339,+2.57
31,0,26758,David Hearn,43.7,194,444,+1.65
33,0,22405,Justin Rose,43.8,113,258,-0.27
34,0,25818,Scott Piercy,43.9,211,481,+0.71
35,0,26289,Boo Weekley,44.2,119,269,+2.35
36,0,06251,Chris DiMarco,44.4,135,304,+2.59
37,0,33419,Cameron Tringale,44.5,161,362,+2.05
38,0,30110,Kyle Stanley,44.8,168,375,+0.95
39,0,20691,Greg Owen,44.9,184,410,+1.30
39,0,26331,Charl Schwartzel,44.9,89,198,E
39,0,25632,Jimmy Walker,44.9,254,566,+0.91
42,0,29910,Blake Adams,45.0,177,393,+2.03
42,0,24846,Ricky Barnes,45.0,206,458,+1.99
42,0,23409,James Driscoll,45.0,198,440,+1.41
45,0,29518,Brendan Steele,45.2,146,323,+2.53
46,0,30852,Ryo Ishikawa,45.3,105,232,+1.33
47,0,25804,Bubba Watson,45.4,124,273,+0.48
48,0,20229,Stewart Cink,45.5,155,341,+1.48
48,0,34174,John Huh,45.5,166,365,+1.51
48,0,31558,J.J. Killeen,45.5,223,490,+1.93
48,0,22913,John Rollins,45.5,155,341,+1.68
52,0,21753,Brian Davis,45.7,158,346,+1.96
53,0,20848,Ángel Cabrera,46.0,93,202,+0.86
53,0,29478,Kevin Kisner,46.0,125,272,+1.36
55,0,32334,Charlie Beljan,46.2,109,236,+1.01
55,0,19846,Brian Gay,46.2,184,398,+1.90
57,0,27649,Brandt Snedeker,46.3,162,350,+0.86
58,0,02206,David Toms,46.5,86,185,+2.44
59,0,24138,Ian Poulter,46.6,75,161,+1.87
60,0,22371,Aaron Baddeley,46.7,155,332,+0.97
60,0,11123,Chris Couch,46.7,112,240,+2.32
60,0,27120,Troy Matteson,46.7,240,514,+0.88
63,0,01797,Rocco Mediate,46.8,139,297,+1.73
64,0,27436,Graham DeLaet,46.9,172,367,+1.28
65,0,24140,Sean O'Hair,47.0,188,400,+1.97
66,0,29926,Danny Lee,47.1,152,323,+0.86
67,0,25686,Jason Dufner,47.3,138,292,+1.45
67,0,19970,Robert Karlsson,47.3,115,243,+2.61
67,0,28237,Rory McIlroy,47.3,112,237,+0.18
70,0,20593,Greg Chalmers,47.4,181,382,+1.82
71,0,06004,Stephen Ames,47.5,94,198,+2.55
71,0,01941,Tom Pernice Jr.,47.5,132,278,+2.50
73,0,24357,K.J. Choi,47.6,129,271,+2.56
73,0,23204,Gary Christian,47.6,148,311,+3.78
75,0,22961,David Mathis,47.7,163,342,+2.39
76,0,30750,Tommy Gainey,47.8,255,534,+2.82
76,0,12782,Tim Herron,47.8,198,414,+2.47
