RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
140,0,24846,Ricky Barnes,58.10,714,1229
140,0,30692,Scott Stallings,58.10,635,1093
142,0,28259,Sangmoon Bae,58.08,622,1071
143,0,21731,Freddie Jacobson,57.98,487,840
144,0,23320,Ryan Palmer,57.95,656,1132
145,0,24925,Jonathan Byrd,57.88,551,952
145,0,28093,Miguel Angel Carballo,57.88,525,907
147,0,20574,Mathew Goggin,57.86,493,852
148,0,25345,Carl Pettersson,57.63,740,1284
149,0,27974,Sung Kang,57.53,569,989
150,0,29926,Danny Lee,57.44,529,921
151,0,27466,Spencer Levin,57.30,632,1103
152,0,23542,Tommy Biershenk,57.22,543,949
153,0,20848,Ángel Cabrera,57.02,398,698
154,0,32366,Kevin Chappell,56.73,687,1211
155,0,06522,Ernie Els,56.71,617,1088
156,0,28237,Rory McIlroy,56.61,428,756
157,0,24358,Robert Garrigus,56.58,701,1239
158,0,30925,Dustin Johnson,56.30,527,936
159,0,21350,Ryuji Imada,56.13,595,1060
160,0,31558,J.J. Killeen,56.09,728,1298
161,0,25818,Scott Piercy,56.06,745,1329
162,0,06034,Marco Dawson,56.04,422,753
163,0,24940,Edward Loar,56.01,415,741
164,0,01249,John Daly,55.78,357,640
165,0,30750,Tommy Gainey,55.63,761,1368
166,0,26300,Matt Jones,55.49,379,683
167,0,19970,Robert Karlsson,55.22,402,728
168,0,26851,Marc Leishman,55.20,647,1172
169,0,25562,Andres Romero,54.90,459,836
170,0,21805,Harrison Frazar,54.68,415,759
171,0,21961,Charles Howell III,54.60,748,1370
172,0,31323,Gary Woodland,54.55,527,966
173,0,27141,J.B. Holmes,54.40,624,1147
174,0,01810,Phil Mickelson,54.31,599,1103
175,0,22371,Aaron Baddeley,54.30,549,1011
176,0,30944,Jason Kokrak,53.92,564,1046
177,0,28500,Martin Flores,53.58,696,1299
178,0,20229,Stewart Cink,53.43,499,934
179,0,30852,Ryo Ishikawa,53.28,357,670
180,0,27064,Jhonattan Vegas,53.09,558,1051
181,0,25632,Jimmy Walker,52.74,742,1407
182,0,27120,Troy Matteson,52.67,690,1310
183,0,28308,Troy Kelly,52.60,455,865
184,0,28089,Jason Day,52.48,402,766
185,0,20070,Matt Bettencourt,52.29,525,1004
186,0,33120,Mark Anderson,52.23,504,965
187,0,27797,Derek Lamely,52.08,450,864
188,0,01116,Michael Bradley,51.88,428,825
189,0,23409,James Driscoll,51.32,564,1099
190,0,23903,Stephen Gangluff,49.93,356,713
191,0,20850,Daniel Chopra,47.27,337,713
