RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,08075,Jerry Kelly,73.00,814,1115
2,0,22293,Heath Slocum,71.69,851,1187
3,0,23135,Tim Clark,71.60,600,838
4,0,10809,Jim Furyk,70.71,828,1171
5,0,25572,Graeme McDowell,70.11,530,756
6,0,02206,David Toms,69.75,565,810
7,0,22621,Ben Curtis,69.70,566,812
8,0,06251,Chris DiMarco,69.24,761,1099
9,0,23204,Gary Christian,68.95,817,1185
10,0,35139,Richard Lee,68.72,624,908
11,0,34174,John Huh,68.69,950,1383
12,0,21878,Mark Wilson,68.62,748,1090
13,0,26476,Chez Reavie,68.57,792,1155
14,0,24024,Zach Johnson,68.53,897,1309
15,0,30711,Colt Knost,68.00,731,1075
16,0,27060,John Mallinger,67.93,661,973
17,0,24781,Hunter Mahan,67.74,777,1147
18,0,21753,Brian Davis,67.24,815,1212
19,0,01724,Jeff Maggert,67.16,777,1157
20,0,33122,Russell Knox,67.03,618,922
21,0,25686,Jason Dufner,66.90,764,1142
22,0,29420,Billy Horschel,66.58,512,769
23,0,08725,Tom Gillis,66.09,690,1044
24,0,20645,John Senden,65.93,716,1086
25,0,25396,Kevin Na,65.91,727,1103
26,0,28087,Kris Blanks,65.84,586,890
27,0,29910,Blake Adams,65.83,946,1437
28,0,22405,Justin Rose,65.82,624,948
29,0,26596,Ryan Moore,65.75,816,1241
30,0,20104,Ken Duke,65.69,915,1393
31,0,11123,Chris Couch,65.49,537,820
32,0,20098,Stuart Appleby,65.45,648,990
33,0,27644,Brian Harman,65.44,922,1409
34,0,32200,Roberto Castro,65.36,785,1201
34,0,28455,Will Claxton,65.36,866,1325
36,0,01766,Billy Mayfair,65.20,783,1201
37,0,23983,Luke Donald,65.16,563,864
38,0,26289,Boo Weekley,65.15,600,921
39,0,24138,Ian Poulter,65.13,510,783
40,0,26679,Kevin Stadler,65.09,701,1077
41,0,20623,Gavin Coles,65.08,600,922
42,0,23108,Matt Kuchar,65.06,743,1142
43,0,24507,Jason Bohn,65.00,678,1043
44,0,23623,Bo Van Pelt,64.79,749,1156
45,0,06036,Scott Dunlap,64.66,461,713
45,0,25240,D.A. Points,64.66,796,1231
47,0,27933,John Merrick,64.46,711,1103
48,0,32102,Rickie Fowler,64.43,748,1161
49,0,33419,Cameron Tringale,64.41,789,1225
50,0,23541,Ben Crane,64.36,650,1010
51,0,22913,John Rollins,64.25,690,1074
52,0,27556,Ted Potter Jr.,64.18,654,1019
53,0,21528,Henrik Stenson,64.13,422,658
54,0,24357,K.J. Choi,64.08,628,980
55,0,08793,Tiger Woods,63.93,599,937
56,0,24924,Bill Haas,63.62,696,1094
57,0,25457,Alexandre Rocha,63.47,497,783
58,0,29518,Brendan Steele,63.44,649,1023
59,0,23638,Brendon de Jonge,63.42,983,1550
60,0,22348,Nick O'Hern,63.34,653,1031
61,0,06527,Steve Stricker,63.31,623,984
62,0,22961,David Mathis,63.22,679,1074
63,0,23353,J.J. Henry,63.18,748,1184
64,0,20572,Rod Pampling,62.72,700,1116
65,0,22582,Kyle Thompson,62.65,411,656
66,0,06573,Brandt Jobe,62.48,463,741
67,0,26329,Louis Oosthuizen,62.41,548,878
68,0,25892,Steve Wheatcroft,62.37,436,699
69,0,24361,Pat Perez,62.33,685,1099
70,0,26951,Johnson Wagner,62.32,769,1234
71,0,27963,Chris Stroud,62.31,749,1202
72,0,26758,David Hearn,62.25,826,1327
73,0,12716,Charley Hoffman,62.23,763,1226
74,0,01797,Rocco Mediate,62.22,555,892
75,0,26287,Roland Thatcher,62.19,426,685
76,0,20396,Lee Westwood,62.17,470,756
77,0,19846,Brian Gay,62.10,752,1211
78,0,22046,Geoff Ogilvy,62.01,622,1003
78,0,27770,Camilo Villegas,62.01,666,1074
80,0,20593,Greg Chalmers,62.00,752,1213
81,0,25834,Daniel Summerhays,61.93,667,1077
82,0,28475,Jeff Overton,61.91,837,1352
83,0,06004,Stephen Ames,61.88,448,724
84,0,24604,Hunter Haas,61.82,544,880
85,0,29476,Kyle Reifers,61.70,704,1141
86,0,12652,Cameron Beckman,61.67,663,1075
87,0,33141,Keegan Bradley,61.65,762,1236
87,0,20160,Charlie Wi,61.65,738,1197
89,0,27214,Kevin Streelman,61.63,747,1212
90,0,06567,Vijay Singh,61.62,851,1381
91,0,23800,Bryce Molder,61.59,680,1104
92,0,29221,Webb Simpson,61.47,654,1064
93,0,26331,Charl Schwartzel,61.41,463,754
94,0,10213,Dicky Pride,61.38,464,756
95,0,23788,D.J. Trahan,61.33,590,962
96,0,27330,Josh Teater,61.30,795,1297
97,0,01941,Tom Pernice Jr.,61.26,495,808
98,0,21209,Sergio Garcia,61.15,477,780
99,0,24490,George McNeill,61.14,689,1127
100,0,21407,Arjun Atwal,61.12,621,1016
101,0,29478,Kevin Kisner,61.10,520,851
102,0,24663,Y.E. Yang,61.06,530,868
103,0,23621,Rory Sabbatini,61.04,716,1173
104,0,28307,Matt Every,60.89,646,1061
105,0,01320,Bob Estes,60.72,660,1087
106,0,23325,Vaughn Taylor,60.59,635,1048
107,0,31202,William McGirt,60.58,776,1281
108,0,29222,Billy Hurley III,60.56,559,923
109,0,27649,Brandt Snedeker,60.50,657,1086
110,0,27436,Graham DeLaet,60.36,632,1047
111,0,10860,Justin Leonard,60.34,630,1044
112,0,34021,Bud Cauley,60.33,832,1379
113,0,29479,Scott Brown,60.22,495,822
114,0,12510,Chad Campbell,60.19,706,1173
115,0,20691,Greg Owen,60.16,755,1255
116,0,22548,Patrick Sheehan,60.11,437,727
117,0,27302,Garth Mulroy,60.10,479,797
118,0,24140,Sean O'Hair,59.98,706,1177
119,0,12782,Tim Herron,59.93,736,1228
120,0,20766,Padraig Harrington,59.86,525,877
121,0,22378,Trevor Immelman,59.70,634,1062
121,0,30926,Chris Kirk,59.70,745,1248
123,0,24502,Adam Scott,59.61,484,812
124,0,30110,Kyle Stanley,59.49,699,1175
125,0,34099,Harris English,59.47,813,1367
126,0,32150,Michael Thompson,59.43,662,1114
127,0,10885,Robert Allenby,59.34,629,1060
127,0,29289,S.Y. Noh,59.34,804,1355
129,0,27936,Martin Laird,59.16,604,1021
130,0,01706,Davis Love III,59.11,529,895
131,0,23548,Bill Lunde,59.10,617,1044
132,0,23718,Nathan Green,58.97,536,909
133,0,27895,Jonas Blixt,58.90,576,978
134,0,27095,Nick Watney,58.86,774,1315
135,0,25804,Bubba Watson,58.84,546,928
136,0,30927,Brendon Todd,58.77,573,975
137,0,32698,Bobby Gates,58.60,678,1157
138,0,24494,Erik Compton,58.33,595,1020
139,0,32334,Charlie Beljan,58.19,430,739
