RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,08075,Jerry Kelly,9.48,96,1013,+0.33
2,0,25572,Graeme McDowell,9.79,52,531,+0.13
3,0,20623,Gavin Coles,10.09,80,793,-0.01
4,0,29222,Billy Hurley III,10.42,82,787,+0.18
5,0,26679,Kevin Stadler,10.91,106,972,+0.06
6,0,23135,Tim Clark,10.94,76,695,+0.12
7,0,08725,Tom Gillis,10.98,105,956,+0.24
8,0,22621,Ben Curtis,11.21,75,669,-0.04
9,0,24507,Jason Bohn,11.38,104,914,+0.14
10,0,26476,Chez Reavie,11.44,105,918,+0.13
11,0,25396,Kevin Na,11.50,104,904,+0.03
12,0,22293,Heath Slocum,11.70,122,1043,+0.19
13,0,01724,Jeff Maggert,11.84,128,1081,+0.16
14,0,10809,Jim Furyk,11.93,108,905,+0.10
15,0,06527,Steve Stricker,11.94,90,754,-0.08
16,0,24024,Zach Johnson,11.96,123,1028,+0.02
17,0,06034,Marco Dawson,12.01,76,633,+0.07
18,0,28455,Will Claxton,12.08,144,1192,+0.13
19,0,23623,Bo Van Pelt,12.11,109,900,+0.03
20,0,22348,Nick O'Hern,12.19,114,935,+0.07
21,0,23204,Gary Christian,12.26,128,1044,+0.19
22,0,23353,J.J. Henry,12.27,121,986,+0.13
23,0,22046,Geoff Ogilvy,12.37,94,760,+0.05
24,0,27644,Brian Harman,12.39,151,1219,+0.11
25,0,28087,Kris Blanks,12.48,104,833,+0.16
26,0,20098,Stuart Appleby,12.50,113,904,+0.12
27,0,27556,Ted Potter Jr.,12.57,107,851,+0.06
28,0,29420,Billy Horschel,12.59,84,667,+0.24
29,0,23788,D.J. Trahan,12.63,108,855,+0.13
30,0,24138,Ian Poulter,12.67,67,529,+0.03
31,0,01810,Phil Mickelson,12.80,105,820,+0.06
32,0,29476,Kyle Reifers,12.81,131,1023,+0.18
33,0,26596,Ryan Moore,12.88,145,1126,+0.10
34,0,06251,Chris DiMarco,12.91,129,999,+0.19
35,0,02206,David Toms,12.93,79,611,+0.11
36,0,20572,Rod Pampling,12.94,124,958,+0.16
37,0,20396,Lee Westwood,12.97,72,555,+0.07
38,0,26287,Roland Thatcher,12.99,79,608,+0.28
39,0,24361,Pat Perez,13.14,125,951,+0.06
40,0,34174,John Huh,13.16,156,1185,+0.10
41,0,29221,Webb Simpson,13.20,121,917,-0.12
41,0,26951,Johnson Wagner,13.20,140,1061,+0.14
43,0,32200,Roberto Castro,13.22,138,1044,+0.06
44,0,23541,Ben Crane,13.24,114,861,-0.10
44,0,30711,Colt Knost,13.24,123,929,+0.20
46,0,32102,Rickie Fowler,13.35,122,914,+0.11
47,0,11123,Chris Couch,13.42,100,745,+0.02
48,0,25240,D.A. Points,13.44,150,1116,-0.01
49,0,23638,Brendon de Jonge,13.45,190,1413,+0.14
49,0,10860,Justin Leonard,13.45,127,944,+0.12
49,0,23325,Vaughn Taylor,13.45,119,885,+0.22
52,0,25892,Steve Wheatcroft,13.48,79,586,+0.03
53,0,21753,Brian Davis,13.52,148,1095,+0.16
54,0,21528,Henrik Stenson,13.55,79,583,+0.03
55,0,20645,John Senden,13.57,116,855,+0.09
56,0,25345,Carl Pettersson,13.60,151,1110,+0.13
57,0,24940,Edward Loar,13.61,81,595,+0.21
58,0,10885,Robert Allenby,13.64,124,909,+0.21
59,0,08793,Tiger Woods,13.66,91,666,+0.05
60,0,01766,Billy Mayfair,13.67,147,1075,+0.08
61,0,27933,John Merrick,13.77,137,995,+0.12
62,0,27963,Chris Stroud,13.83,144,1041,+0.04
63,0,27302,Garth Mulroy,13.84,88,636,+0.11
64,0,33419,Cameron Tringale,13.85,147,1061,+0.23
65,0,23983,Luke Donald,13.88,92,663,+0.03
66,0,21407,Arjun Atwal,13.89,127,914,+0.12
66,0,23542,Tommy Biershenk,13.89,111,799,+0.24
68,0,26289,Boo Weekley,13.90,112,806,+0.04
69,0,29910,Blake Adams,13.91,170,1222,+0.10
70,0,21878,Mark Wilson,13.92,131,941,+0.13
71,0,19846,Brian Gay,13.93,150,1077,+0.04
72,0,25686,Jason Dufner,14.00,124,886,+0.10
73,0,24357,K.J. Choi,14.03,110,784,+0.01
74,0,27060,John Mallinger,14.12,123,871,+0.21
75,0,24781,Hunter Mahan,14.13,126,892,+0.13
76,0,26329,Louis Oosthuizen,14.18,95,670,-0.04
77,0,27770,Camilo Villegas,14.19,143,1008,+0.13
78,0,10213,Dicky Pride,14.26,97,680,+0.14
79,0,35139,Richard Lee,14.34,114,795,+0.18
80,0,23108,Matt Kuchar,14.36,131,912,+0.16
81,0,24663,Y.E. Yang,14.37,96,668,+0.27
82,0,21731,Freddie Jacobson,14.40,88,611,+0.23
83,0,21209,Sergio Garcia,14.45,88,609,+0.09
83,0,21350,Ryuji Imada,14.45,137,948,+0.20
85,0,34021,Bud Cauley,14.46,181,1252,-0.01
86,0,33122,Russell Knox,14.52,113,778,+0.09
87,0,06004,Stephen Ames,14.53,78,537,+0.19
88,0,22961,David Mathis,14.58,140,960,+0.06
89,0,12510,Chad Campbell,14.60,147,1007,+0.10
90,0,27214,Kevin Streelman,14.63,156,1066,+0.19
91,0,12716,Charley Hoffman,14.73,155,1052,+0.10
92,0,23718,Nathan Green,14.75,117,793,+0.14
93,0,27466,Spencer Levin,14.80,136,919,+0.14
94,0,24604,Hunter Haas,14.98,108,721,+0.13
95,0,29518,Brendan Steele,15.03,135,898,+0.04
95,0,31323,Gary Woodland,15.03,109,725,+0.19
97,0,28093,Miguel Angel Carballo,15.04,119,791,+0.13
97,0,21805,Harrison Frazar,15.04,100,665,+0.28
97,0,22582,Kyle Thompson,15.04,77,512,+0.17
100,0,31202,William McGirt,15.11,165,1092,+0.01
101,0,20593,Greg Chalmers,15.12,156,1032,+0.11
101,0,25834,Daniel Summerhays,15.12,143,946,+0.09
103,0,33141,Keegan Bradley,15.13,149,985,+0.12
104,0,01116,Michael Bradley,15.18,114,751,+0.13
105,0,22405,Justin Rose,15.28,112,733,+0.11
106,0,29479,Scott Brown,15.34,108,704,+0.17
