RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
70,0,27895,Jonas Blixt,2.59,23,888,+0.57
71,0,08725,Tom Gillis,2.62,25,956,+0.72
72,0,24604,Hunter Haas,2.64,19,721,+0.63
72,0,01706,Davis Love III,2.64,19,719,+0.68
72,0,25834,Daniel Summerhays,2.64,25,946,+0.72
75,0,25804,Bubba Watson,2.68,19,709,E
76,0,32334,Charlie Beljan,2.70,16,593,+0.31
77,0,25686,Jason Dufner,2.71,24,886,+0.54
78,0,25892,Steve Wheatcroft,2.73,16,586,+0.63
79,0,21528,Henrik Stenson,2.74,16,583,+0.38
80,0,28087,Kris Blanks,2.76,23,833,+0.91
81,0,06004,Stephen Ames,2.79,15,537,+0.87
81,0,01320,Bob Estes,2.79,25,897,+0.52
81,0,27936,Martin Laird,2.79,21,753,+0.81
81,0,20160,Charlie Wi,2.79,28,1004,+0.82
85,0,27933,John Merrick,2.81,28,995,+0.57
86,0,27466,Spencer Levin,2.83,26,919,+0.58
87,0,33141,Keegan Bradley,2.84,28,985,+0.61
87,0,23800,Bryce Molder,2.84,28,986,+0.68
89,0,26758,David Hearn,2.87,35,1219,+0.49
90,0,26679,Kevin Stadler,2.88,28,972,+0.68
91,0,27649,Brandt Snedeker,2.89,26,900,+0.69
92,0,22378,Trevor Immelman,2.90,23,793,+0.61
93,0,23548,Bill Lunde,2.91,27,927,+0.41
94,0,06567,Vijay Singh,2.93,33,1125,+0.55
95,0,26476,Chez Reavie,2.94,27,918,+0.52
96,0,32698,Bobby Gates,2.97,31,1043,+0.32
96,0,27330,Josh Teater,2.97,34,1146,+0.59
98,0,30110,Kyle Stanley,2.98,29,973,+0.21
99,0,23983,Luke Donald,3.02,20,663,+0.25
99,0,21961,Charles Howell III,3.02,32,1058,+0.50
101,0,30925,Dustin Johnson,3.03,22,725,+0.59
102,0,24494,Erik Compton,3.04,27,887,+0.48
102,0,27644,Brian Harman,3.04,37,1219,+0.76
104,0,28307,Matt Every,3.06,27,883,+0.78
105,0,21209,Sergio Garcia,3.12,19,609,+0.84
106,0,29479,Scott Brown,3.13,22,704,+0.77
106,0,29478,Kevin Kisner,3.13,23,735,+0.78
108,0,34099,Harris English,3.15,38,1207,+0.71
108,0,23718,Nathan Green,3.15,25,793,+0.88
108,0,22913,John Rollins,3.15,31,984,+0.58
111,0,26851,Marc Leishman,3.16,33,1045,+0.42
112,0,27770,Camilo Villegas,3.17,32,1008,+0.81
113,0,27214,Kevin Streelman,3.19,34,1066,+0.85
114,0,31558,J.J. Killeen,3.20,37,1157,+0.41
114,0,30692,Scott Stallings,3.20,30,937,+0.60
116,0,12782,Tim Herron,3.21,34,1058,+0.82
117,0,25818,Scott Piercy,3.23,38,1178,+0.53
118,0,22548,Patrick Sheehan,3.25,20,615,+1.25
118,0,32150,Michael Thompson,3.25,29,893,+0.62
120,0,01766,Billy Mayfair,3.26,35,1075,+0.63
121,0,29910,Blake Adams,3.27,40,1222,+0.75
121,0,23788,D.J. Trahan,3.27,28,855,+0.64
123,0,12510,Chad Campbell,3.28,33,1007,+0.55
123,0,20574,Mathew Goggin,3.28,25,763,+0.68
125,0,29289,S.Y. Noh,3.32,39,1174,+0.56
126,0,27095,Nick Watney,3.33,35,1052,+0.77
127,0,34021,Bud Cauley,3.35,42,1252,+0.79
128,0,27436,Graham DeLaet,3.36,33,983,+0.45
128,0,29926,Danny Lee,3.36,27,804,+0.63
130,0,24507,Jason Bohn,3.39,31,914,+0.84
131,0,24138,Ian Poulter,3.40,18,529,+0.56
132,0,10885,Robert Allenby,3.41,31,909,+0.68
132,0,32366,Kevin Chappell,3.41,34,998,+0.50
134,0,22348,Nick O'Hern,3.42,32,935,+0.78
134,0,22046,Geoff Ogilvy,3.42,26,760,+0.69
136,0,20098,Stuart Appleby,3.43,31,904,+0.71
137,0,24925,Jonathan Byrd,3.48,27,775,+0.59
138,0,28093,Miguel Angel Carballo,3.54,28,791,+0.64
138,0,01810,Phil Mickelson,3.54,29,820,+0.41
140,0,27963,Chris Stroud,3.55,37,1041,+0.73
141,0,24490,George McNeill,3.58,35,979,+0.46
142,0,30927,Brendon Todd,3.59,31,864,+0.84
143,0,21407,Arjun Atwal,3.61,33,914,+0.91
144,0,22371,Aaron Baddeley,3.69,28,759,+0.32
144,0,23621,Rory Sabbatini,3.69,37,1003,+0.97
146,0,27120,Troy Matteson,3.71,42,1133,+0.64
146,0,29221,Webb Simpson,3.71,34,917,+0.47
148,0,23325,Vaughn Taylor,3.73,33,885,+0.82
149,0,25632,Jimmy Walker,3.76,47,1249,+0.60
150,0,29518,Brendan Steele,3.79,34,898,+0.91
151,0,10860,Justin Leonard,3.81,36,944,+0.64
152,0,24846,Ricky Barnes,3.87,44,1138,+0.86
152,0,28308,Troy Kelly,3.87,27,697,+0.48
152,0,24940,Edward Loar,3.87,23,595,+0.87
152,0,23320,Ryan Palmer,3.87,38,983,+0.53
156,0,12652,Cameron Beckman,3.88,37,954,+0.92
156,0,28500,Martin Flores,3.88,44,1133,+0.86
156,0,24140,Sean O'Hair,3.88,41,1056,+0.56
159,0,11123,Chris Couch,3.89,29,745,+0.76
160,0,12716,Charley Hoffman,3.90,41,1052,+0.49
161,0,25345,Carl Pettersson,3.96,44,1110,+0.64
162,0,31323,Gary Woodland,4.00,29,725,+1.00
163,0,24358,Robert Garrigus,4.01,41,1022,+0.22
163,0,21350,Ryuji Imada,4.01,38,948,+0.71
165,0,27302,Garth Mulroy,4.09,26,636,+0.69
165,0,25396,Kevin Na,4.09,37,904,+0.32
167,0,25562,Andres Romero,4.18,31,741,+0.87
168,0,29222,Billy Hurley III,4.19,33,787,+0.85
169,0,28089,Jason Day,4.20,27,643,+0.74
169,0,23409,James Driscoll,4.20,40,952,+0.60
171,0,01249,John Daly,4.23,22,520,+0.95
172,0,27974,Sung Kang,4.24,36,850,+0.92
173,0,26287,Roland Thatcher,4.28,26,608,+0.88
174,0,01941,Tom Pernice Jr.,4.34,31,715,+0.90
175,0,19970,Robert Karlsson,4.40,25,568,+0.56
176,0,20850,Daniel Chopra,4.51,26,577,+0.58
176,0,21805,Harrison Frazar,4.51,30,665,+0.50
178,0,20070,Matt Bettencourt,4.61,38,825,+0.74
179,0,06034,Marco Dawson,4.90,31,633,+0.97
180,0,20229,Stewart Cink,5.01,37,738,+0.73
181,0,33120,Mark Anderson,5.04,42,833,+0.60
182,0,30750,Tommy Gainey,5.06,63,1246,+0.75
183,0,30944,Jason Kokrak,5.08,48,945,+0.65
184,0,23542,Tommy Biershenk,5.26,42,799,+0.67
185,0,27141,J.B. Holmes,5.27,56,1062,+0.55
186,0,26300,Matt Jones,5.29,32,605,+0.69
187,0,27064,Jhonattan Vegas,5.36,51,951,+0.88
188,0,01116,Michael Bradley,5.46,41,751,+0.93
189,0,20848,Ángel Cabrera,5.68,29,511,+0.41
190,0,27797,Derek Lamely,5.75,44,765,+0.73
191,0,23903,Stephen Gangluff,7.34,43,586,+0.81
