RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
1,0,10809,Jim Furyk,87.02,1019,1171
2,0,22405,Justin Rose,86.71,822,948
3,0,24781,Hunter Mahan,86.14,988,1147
4,0,25686,Jason Dufner,85.55,977,1142
5,0,26476,Chez Reavie,85.54,988,1155
6,0,23135,Tim Clark,85.32,715,838
7,0,02206,David Toms,85.31,691,810
8,0,34174,John Huh,84.96,1175,1383
9,0,25572,Graeme McDowell,84.92,642,756
10,0,21878,Mark Wilson,84.86,925,1090
11,0,24024,Zach Johnson,84.72,1109,1309
12,0,20645,John Senden,84.62,919,1086
13,0,27770,Camilo Villegas,84.54,908,1074
14,0,27644,Brian Harman,84.39,1189,1409
15,0,25804,Bubba Watson,84.38,783,928
16,0,23541,Ben Crane,84.36,852,1010
17,0,28087,Kris Blanks,83.96,759,904
18,0,27933,John Merrick,83.95,926,1103
19,0,25240,D.A. Points,83.92,1033,1231
20,0,23623,Bo Van Pelt,83.91,970,1156
21,0,20098,Stuart Appleby,83.74,829,990
22,0,01724,Jeff Maggert,83.66,968,1157
23,0,29221,Webb Simpson,83.65,890,1064
24,0,23983,Luke Donald,83.45,721,864
25,0,06567,Vijay Singh,83.35,1151,1381
26,0,06527,Steve Stricker,83.33,820,984
27,0,20691,Greg Owen,83.27,1045,1255
28,0,26758,David Hearn,83.20,1104,1327
29,0,24357,K.J. Choi,83.16,815,980
30,0,01766,Billy Mayfair,83.10,998,1201
31,0,11123,Chris Couch,83.05,681,820
32,0,27060,John Mallinger,83.04,808,973
33,0,12716,Charley Hoffman,82.95,1017,1226
34,0,20396,Lee Westwood,82.94,627,756
35,0,26329,Louis Oosthuizen,82.92,728,878
35,0,08793,Tiger Woods,82.92,777,937
37,0,29518,Brendan Steele,82.89,848,1023
38,0,33419,Cameron Tringale,82.86,1015,1225
39,0,33122,Russell Knox,82.84,787,950
40,0,28237,Rory McIlroy,82.80,626,756
41,0,27330,Josh Teater,82.73,1073,1297
42,0,24361,Pat Perez,82.62,908,1099
43,0,26596,Ryan Moore,82.59,1025,1241
43,0,25396,Kevin Na,82.59,911,1103
45,0,22293,Heath Slocum,82.54,1026,1243
46,0,06036,Scott Dunlap,82.46,611,741
47,0,30926,Chris Kirk,82.37,1028,1248
47,0,35139,Richard Lee,82.37,771,936
49,0,24924,Bill Haas,82.36,901,1094
50,0,32102,Rickie Fowler,82.34,956,1161
51,0,23788,D.J. Trahan,82.33,792,962
52,0,22913,John Rollins,82.31,884,1074
53,0,34021,Bud Cauley,82.23,1134,1379
54,0,30110,Kyle Stanley,82.13,965,1175
