RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
55,0,33141,Keegan Bradley,82.12,1015,1236
56,0,23108,Matt Kuchar,81.96,936,1142
57,0,12782,Tim Herron,81.84,1005,1228
58,0,23204,Gary Christian,81.78,992,1213
58,0,34099,Harris English,81.78,1118,1367
60,0,22348,Nick O'Hern,81.77,843,1031
61,0,24140,Sean O'Hair,81.73,962,1177
62,0,27302,Garth Mulroy,81.56,650,797
63,0,08725,Tom Gillis,81.42,850,1044
64,0,26951,Johnson Wagner,81.36,1004,1234
65,0,08075,Jerry Kelly,81.30,952,1171
66,0,24358,Robert Garrigus,81.28,1007,1239
67,0,23800,Bryce Molder,81.25,897,1104
68,0,30692,Scott Stallings,81.24,888,1093
69,0,28455,Will Claxton,81.17,1121,1381
70,0,06251,Chris DiMarco,81.10,914,1127
71,0,24846,Ricky Barnes,81.04,996,1229
72,0,01941,Tom Pernice Jr.,80.94,654,808
73,0,12652,Cameron Beckman,80.93,870,1075
74,0,24138,Ian Poulter,80.84,633,783
75,0,23621,Rory Sabbatini,80.82,948,1173
76,0,21209,Sergio Garcia,80.77,630,780
77,0,22046,Geoff Ogilvy,80.76,810,1003
78,0,20104,Ken Duke,80.68,1169,1449
79,0,06522,Ernie Els,80.61,877,1088
80,0,01706,Davis Love III,80.56,721,895
81,0,24925,Jonathan Byrd,80.46,766,952
82,0,22621,Ben Curtis,80.41,698,868
83,0,30711,Colt Knost,80.37,864,1075
84,0,30925,Dustin Johnson,80.34,752,936
85,0,24502,Adam Scott,80.30,652,812
86,0,29910,Blake Adams,80.24,1198,1493
87,0,23320,Ryan Palmer,80.21,908,1132
88,0,22378,Trevor Immelman,80.13,851,1062
89,0,27963,Chris Stroud,80.12,963,1202
90,0,20574,Mathew Goggin,80.11,705,880
91,0,25818,Scott Piercy,80.06,1064,1329
92,0,23638,Brendon de Jonge,80.01,1285,1606
92,0,29289,S.Y. Noh,80.01,1129,1411
94,0,27095,Nick Watney,80.00,1052,1315
95,0,23353,J.J. Henry,79.92,991,1240
95,0,27936,Martin Laird,79.92,816,1021
97,0,25457,Alexandre Rocha,79.90,648,811
98,0,26679,Kevin Stadler,79.88,905,1133
99,0,32200,Roberto Castro,79.87,1004,1257
100,0,26331,Charl Schwartzel,79.84,602,754
101,0,19846,Brian Gay,79.69,965,1211
102,0,28259,Sangmoon Bae,79.65,853,1071
103,0,21753,Brian Davis,79.57,1009,1268
104,0,22582,Kyle Thompson,79.53,544,684
105,0,29420,Billy Horschel,79.52,656,825
106,0,20593,Greg Chalmers,79.47,964,1213
107,0,24507,Jason Bohn,79.46,851,1071
108,0,20160,Charlie Wi,79.45,951,1197
109,0,20229,Stewart Cink,79.44,742,934
110,0,12510,Chad Campbell,79.37,931,1173
111,0,26851,Marc Leishman,79.35,930,1172
111,0,25834,Daniel Summerhays,79.35,899,1133
113,0,24663,Y.E. Yang,79.26,688,868
114,0,27895,Jonas Blixt,79.22,797,1006
115,0,30750,Tommy Gainey,79.17,1083,1368
116,0,20766,Padraig Harrington,79.13,694,877
117,0,32366,Kevin Chappell,79.03,957,1211
118,0,21961,Charles Howell III,78.98,1082,1370
118,0,28475,Jeff Overton,78.98,1112,1408
118,0,27556,Ted Potter Jr.,78.98,849,1075
121,0,24604,Hunter Haas,78.96,717,908
122,0,25892,Steve Wheatcroft,78.95,574,727
123,0,26289,Boo Weekley,78.92,771,977
124,0,32150,Michael Thompson,78.82,878,1114
125,0,30944,Jason Kokrak,78.78,824,1046
126,0,10860,Justin Leonard,78.74,822,1044
127,0,27649,Brandt Snedeker,78.73,855,1086
128,0,01320,Bob Estes,78.66,855,1087
129,0,32698,Bobby Gates,78.65,932,1185
130,0,31202,William McGirt,78.61,1051,1337
131,0,19970,Robert Karlsson,78.57,572,728
132,0,27214,Kevin Streelman,78.55,974,1240
133,0,10885,Robert Allenby,78.49,832,1060
134,0,29476,Kyle Reifers,78.36,938,1197
135,0,25345,Carl Pettersson,78.35,1006,1284
136,0,20623,Gavin Coles,78.32,766,978
137,0,23548,Bill Lunde,78.18,860,1100
138,0,21805,Harrison Frazar,78.13,593,759
139,0,21731,Freddie Jacobson,78.10,656,840
140,0,31323,Gary Woodland,78.05,754,966
141,0,27436,Graham DeLaet,77.97,860,1103
142,0,27064,Jhonattan Vegas,77.94,841,1079
143,0,01810,Phil Mickelson,77.79,858,1103
144,0,01249,John Daly,77.66,497,640
145,0,20572,Rod Pampling,77.65,910,1172
146,0,28500,Martin Flores,77.47,1028,1327
147,0,23325,Vaughn Taylor,77.45,855,1104
148,0,22961,David Mathis,77.43,875,1130
149,0,28307,Matt Every,77.35,864,1117
150,0,25632,Jimmy Walker,77.26,1087,1407
151,0,21407,Arjun Atwal,77.20,806,1044
152,0,29926,Danny Lee,76.97,752,977
153,0,01797,Rocco Mediate,76.90,729,948
154,0,27466,Spencer Levin,76.88,848,1103
155,0,10213,Dicky Pride,76.85,624,812
156,0,23718,Nathan Green,76.79,741,965
157,0,29478,Kevin Kisner,76.74,696,907
158,0,28093,Miguel Angel Carballo,76.64,738,963
159,0,28089,Jason Day,76.63,587,766
160,0,24490,George McNeill,76.50,905,1183
161,0,06004,Stephen Ames,76.20,573,752
162,0,24494,Erik Compton,76.02,818,1076
163,0,29479,Scott Brown,75.85,666,878
163,0,21350,Ryuji Imada,75.85,804,1060
165,0,22371,Aaron Baddeley,75.77,766,1011
166,0,32334,Charlie Beljan,75.72,602,795
167,0,27141,J.B. Holmes,75.31,906,1203
168,0,31558,J.J. Killeen,75.26,1019,1354
169,0,21528,Henrik Stenson,75.07,536,714
170,0,27974,Sung Kang,74.93,762,1017
171,0,29222,Billy Hurley III,74.87,712,951
172,0,06573,Brandt Jobe,74.78,596,797
173,0,28308,Troy Kelly,74.58,666,893
174,0,26287,Roland Thatcher,74.49,552,741
175,0,27120,Troy Matteson,74.45,1017,1366
176,0,20848,Ángel Cabrera,74.40,561,754
177,0,30927,Brendon Todd,73.81,761,1031
178,0,22548,Patrick Sheehan,73.69,577,783
179,0,27797,Derek Lamely,73.43,655,892
180,0,24940,Edward Loar,73.40,585,797
181,0,23409,James Driscoll,73.16,845,1155
182,0,23542,Tommy Biershenk,72.74,731,1005
183,0,25562,Andres Romero,72.42,646,892
184,0,33120,Mark Anderson,72.28,738,1021
185,0,26300,Matt Jones,72.26,534,739
186,0,06034,Marco Dawson,71.69,580,809
187,0,01116,Michael Bradley,71.17,627,881
188,0,20850,Daniel Chopra,70.31,521,741
189,0,30852,Ryo Ishikawa,69.97,508,726
190,0,20070,Matt Bettencourt,69.91,741,1060
191,0,23903,Stephen Gangluff,68.01,523,769
