RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,02206,David Toms,18' 4",3404.500,186
2,0,24357,K.J. Choi,18' 8",4930.250,264
2,0,23135,Tim Clark,18' 8",3479.167,186
4,0,24024,Zach Johnson,18' 11",5705.167,302
5,0,22293,Heath Slocum,19' 1",5242.417,275
6,0,25572,Graeme McDowell,19' 9",2919.250,148
7,0,10809,Jim Furyk,20' 1",4996.750,249
8,0,23108,Matt Kuchar,20' 10",6682.250,321
9,0,27556,Ted Potter Jr.,20' 11",6119.583,293
10,0,10860,Justin Leonard,21' 4",7434.667,349
11,0,25686,Jason Dufner,21' 5",6007.833,281
12,0,26596,Ryan Moore,21' 6",7860.167,366
13,0,23204,Gary Christian,21' 7",6659.583,309
13,0,08075,Jerry Kelly,21' 7",5433.833,252
15,0,24781,Hunter Mahan,21' 9",6131.667,282
16,0,20104,Ken Duke,21' 10",8890.167,407
17,0,34174,John Huh,22' 0",7948.250,361
18,0,33122,Russell Knox,22' 1",5417.750,245
18,0,01724,Jeff Maggert,22' 1",7562.000,343
20,0,29518,Brendan Steele,22' 2",6873.167,310
20,0,21878,Mark Wilson,22' 2",6347.417,286
22,0,21753,Brian Davis,22' 3",7577.000,340
22,0,08725,Tom Gillis,22' 3",6842.917,308
24,0,22913,John Rollins,22' 4",7390.917,331
25,0,24138,Ian Poulter,22' 6",3559.083,158
26,0,28259,Sangmoon Bae,22' 7",7517.833,333
27,0,22621,Ben Curtis,22' 8",4653.583,205
27,0,22582,Kyle Thompson,22' 8",4054.583,179
29,0,35139,Richard Lee,22' 9",5483.500,241
29,0,28237,Rory McIlroy,22' 9",5413.667,238
31,0,06036,Scott Dunlap,22' 11",4999.083,218
31,0,22961,David Mathis,22' 11",7712.167,336
31,0,06527,Steve Stricker,22' 11",5974.667,261
34,0,27936,Martin Laird,23' 0",6594.167,287
34,0,27466,Spencer Levin,23' 0",9056.167,394
34,0,26476,Chez Reavie,23' 0",6420.333,279
34,0,24663,Y.E. Yang,23' 0",6050.000,263
38,0,20623,Gavin Coles,23' 1",6297.167,273
38,0,06251,Chris DiMarco,23' 1",6764.417,293
38,0,26289,Boo Weekley,23' 1",6118.667,265
41,0,25396,Kevin Na,23' 3",6571.583,283
42,0,22405,Justin Rose,23' 5",6049.667,258
43,0,28087,Kris Blanks,23' 6",6287.750,268
43,0,27649,Brandt Snedeker,23' 6",7986.750,340
45,0,32200,Roberto Castro,23' 7",8132.333,345
46,0,30711,Colt Knost,23' 8",6966.500,294
46,0,22548,Patrick Sheehan,23' 8",5580.583,236
48,0,28455,Will Claxton,23' 9",9321.417,392
48,0,23541,Ben Crane,23' 9",6786.667,286
48,0,21209,Sergio Garcia,23' 9",5372.083,226
48,0,27644,Brian Harman,23' 9",9274.417,390
48,0,26679,Kevin Stadler,23' 9",7442.167,313
48,0,20396,Lee Westwood,23' 9",4885.417,206
54,0,23548,Bill Lunde,23' 10",8343.500,350
54,0,28475,Jeff Overton,23' 10",11055.000,464
54,0,20645,John Senden,23' 10",6972.000,293
57,0,22378,Trevor Immelman,23' 11",7657.333,320
57,0,26951,Johnson Wagner,23' 11",9256.583,387
59,0,29910,Blake Adams,24' 0",9308.417,388
59,0,06004,Stephen Ames,24' 0",4651.500,194
59,0,01797,Rocco Mediate,24' 0",7005.083,292
62,0,27060,John Mallinger,24' 1",6608.583,274
63,0,29420,Billy Horschel,24' 2",4909.500,203
64,0,29478,Kevin Kisner,24' 4",6373.667,262
65,0,23638,Brendon de Jonge,24' 6",12187.500,498
65,0,24604,Hunter Haas,24' 6",6539.000,267
65,0,23353,J.J. Henry,24' 6",8750.750,357
65,0,27330,Josh Teater,24' 6",10151.750,415
69,0,01320,Bob Estes,24' 7",8371.833,340
69,0,31202,William McGirt,24' 7",10193.000,414
71,0,19846,Brian Gay,24' 8",9724.250,394
71,0,21731,Freddie Jacobson,24' 8",6122.500,248
71,0,23621,Rory Sabbatini,24' 8",8964.750,363
74,0,25892,Steve Wheatcroft,24' 9",5049.000,204
75,0,11123,Chris Couch,24' 10",5628.667,227
75,0,23983,Luke Donald,24' 10",5942.750,239
75,0,25457,Alexandre Rocha,24' 10",5985.583,241
75,0,06567,Vijay Singh,24' 10",9870.917,397
75,0,33419,Cameron Tringale,24' 10",9002.833,363
80,0,20098,Stuart Appleby,24' 11",7382.250,296
80,0,25834,Daniel Summerhays,24' 11",8547.750,343
82,0,24361,Pat Perez,25' 0",8613.833,344
83,0,21407,Arjun Atwal,25' 1",8097.167,323
83,0,12652,Cameron Beckman,25' 1",8558.250,341
83,0,20160,Charlie Wi,25' 1",9232.583,368
86,0,20572,Rod Pampling,25' 2",8435.750,335
87,0,29479,Scott Brown,25' 3",6543.500,259
87,0,01766,Billy Mayfair,25' 3",8879.167,352
89,0,22348,Nick O'Hern,25' 4",8348.000,330
89,0,26329,Louis Oosthuizen,25' 4",6256.583,247
89,0,27963,Chris Stroud,25' 4",9612.083,379
92,0,20593,Greg Chalmers,25' 5",9838.333,387
92,0,25345,Carl Pettersson,25' 5",11232.750,442
94,0,12716,Charley Hoffman,25' 6",9561.667,375
94,0,25240,D.A. Points,25' 6",9245.417,363
94,0,23623,Bo Van Pelt,25' 6",8045.250,316
97,0,28093,Miguel Angel Carballo,25' 7",8027.333,314
97,0,28307,Matt Every,25' 7",8439.583,330
97,0,29221,Webb Simpson,25' 7",8600.167,336
100,0,24924,Bill Haas,25' 8",7685.667,299
101,0,24507,Jason Bohn,25' 9",7556.083,293
101,0,23718,Nathan Green,25' 9",8019.417,311
103,0,34021,Bud Cauley,25' 11",12080.000,466
104,0,27436,Graham DeLaet,26' 0",9295.250,358
104,0,26758,David Hearn,26' 0",11405.667,439
104,0,06573,Brandt Jobe,26' 0",5816.000,224
104,0,27933,John Merrick,26' 0",8881.833,342
104,0,23800,Bryce Molder,26' 0",9335.750,359
104,0,29476,Kyle Reifers,26' 0",9937.500,382
110,0,24490,George McNeill,26' 1",9666.000,370
110,0,24140,Sean O'Hair,26' 1",10194.417,391
112,0,27895,Jonas Blixt,26' 2",9188.250,351
112,0,27095,Nick Watney,26' 2",10800.667,413
114,0,32366,Kevin Chappell,26' 3",10826.750,412
114,0,30926,Chris Kirk,26' 3",11795.833,449
116,0,33141,Keegan Bradley,26' 5",9209.167,349
116,0,12510,Chad Campbell,26' 5",10281.250,389
118,0,24925,Jonathan Byrd,26' 6",8467.833,320
118,0,27974,Sung Kang,26' 6",9351.583,353
120,0,29289,S.Y. Noh,26' 7",12193.917,458
121,0,24502,Adam Scott,26' 8",6017.917,226
121,0,27214,Kevin Streelman,26' 8",10118.417,379
123,0,24846,Ricky Barnes,26' 10",12030.417,448
123,0,34099,Harris English,26' 10",12247.750,456
125,0,29222,Billy Hurley III,27' 1",7873.250,291
126,0,06034,Marco Dawson,27' 5",7201.000,263
126,0,06522,Ernie Els,27' 5",10283.667,375
126,0,12782,Tim Herron,27' 5",11143.750,407
129,0,20766,Padraig Harrington,27' 6",6466.833,235
130,0,30852,Ryo Ishikawa,27' 7",6449.167,234
130,0,20691,Greg Owen,27' 7",11436.667,415
130,0,26331,Charl Schwartzel,27' 7",5597.000,203
133,0,32334,Charlie Beljan,27' 8",6551.250,237
133,0,26300,Matt Jones,27' 8",7008.250,253
133,0,26851,Marc Leishman,27' 8",12765.417,461
133,0,32150,Michael Thompson,27' 8",9438.000,341
137,0,32102,Rickie Fowler,27' 10",8433.417,303
137,0,20574,Mathew Goggin,27' 10",8264.000,297
137,0,21528,Henrik Stenson,27' 10",5618.167,202
137,0,26287,Roland Thatcher,27' 10",5782.833,208
141,0,30750,Tommy Gainey,28' 0",14572.000,521
142,0,19970,Robert Karlsson,28' 3",6718.667,238
143,0,24358,Robert Garrigus,28' 4",11838.583,418
143,0,23325,Vaughn Taylor,28' 4",9084.750,321
143,0,23788,D.J. Trahan,28' 4",8760.833,309
146,0,21805,Harrison Frazar,28' 5",8077.083,284
147,0,22046,Geoff Ogilvy,28' 6",7957.667,279
147,0,08793,Tiger Woods,28' 6",7071.333,248
149,0,01706,Davis Love III,28' 7",8036.250,281
149,0,30927,Brendon Todd,28' 7",10047.083,351
151,0,27770,Camilo Villegas,28' 8",10473.417,365
152,0,30110,Kyle Stanley,28' 10",10734.917,372
153,0,10885,Robert Allenby,28' 11",10418.833,360
154,0,32698,Bobby Gates,29' 1",12189.583,419
154,0,23320,Ryan Palmer,29' 1",11290.917,388
156,0,21350,Ryuji Imada,29' 2",11854.750,407
157,0,24494,Erik Compton,29' 3",10488.583,359
157,0,28500,Martin Flores,29' 3",14462.667,495
157,0,31558,J.J. Killeen,29' 3",14463.417,495
157,0,10213,Dicky Pride,29' 3",7376.000,252
161,0,01941,Tom Pernice Jr.,29' 5",7975.083,271
162,0,30692,Scott Stallings,29' 11",10796.750,361
162,0,25804,Bubba Watson,29' 11",8170.500,273
164,0,20229,Stewart Cink,30' 1",10075.833,335
164,0,25818,Scott Piercy,30' 1",14665.083,487
166,0,30925,Dustin Johnson,30' 2",9223.583,306
167,0,30944,Jason Kokrak,30' 3",12534.167,414
168,0,28089,Jason Day,30' 4",8883.833,293
169,0,21961,Charles Howell III,30' 5",14590.500,480
169,0,28308,Troy Kelly,30' 5",9750.417,321
171,0,24940,Edward Loar,30' 7",7499.333,245
172,0,01810,Phil Mickelson,30' 8",10795.167,352
172,0,27302,Garth Mulroy,30' 8",7262.750,237
174,0,25632,Jimmy Walker,30' 9",17342.500,564
175,0,25562,Andres Romero,31' 0",9739.583,314
176,0,20070,Matt Bettencourt,31' 3",11281.750,361
177,0,23542,Tommy Biershenk,31' 4",9615.167,307
178,0,31323,Gary Woodland,31' 6",9663.083,307
179,0,23409,James Driscoll,32' 0",14203.500,444
180,0,27120,Troy Matteson,32' 3",16685.583,517
181,0,01249,John Daly,32' 8",7056.833,216
182,0,29926,Danny Lee,32' 11",10733.250,326
183,0,27064,Jhonattan Vegas,33' 4",13740.333,412
184,0,33120,Mark Anderson,33' 8",13006.917,386
185,0,22371,Aaron Baddeley,33' 9",11242.417,333
185,0,01116,Michael Bradley,33' 9",11531.417,342
185,0,20848,Ángel Cabrera,33' 9",6549.500,194
188,0,27141,J.B. Holmes,35' 6",16007.667,451
189,0,23903,Stephen Gangluff,35' 10",9592.667,268
190,0,20850,Daniel Chopra,36' 6",10869.667,298
191,0,27797,Derek Lamely,36' 11",12954.667,351
