RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
1,0,28089,Jason Day,170.953,2735.250
2,0,30925,Dustin Johnson,150.078,2701.399
3,0,24502,Adam Scott,128.934,2062.950
4,0,34046,Jordan Spieth,115.610,1965.367
5,0,21528,Henrik Stenson,115.562,1386.738
6,0,21209,Sergio Garcia,100.430,1305.587
7,0,33122,Russell Knox,95.274,2000.750
8,0,01810,Phil Mickelson,85.110,1531.983
9,0,25804,Bubba Watson,82.320,1234.800
10,0,29974,Branden Grace,79.123,1186.847
11,0,32839,Hideki Matsuyama,77.260,1467.934
12,0,32139,Danny Willett,76.753,690.780
13,0,26331,Charl Schwartzel,75.138,1127.067
14,0,36689,Brooks Koepka,74.861,1347.500
15,0,27649,Brandt Snedeker,74.657,1717.100
16,0,28237,Rory McIlroy,69.466,972.517
17,0,25396,Kevin Na,66.482,1529.077
18,0,34360,Patrick Reed,65.617,1574.800
19,0,26596,Ryan Moore,65.024,1235.461
20,0,29478,Kevin Kisner,64.814,1490.720
21,0,25632,Jimmy Walker,64.387,1352.133
22,0,25572,Graeme McDowell,63.469,1142.433
23,0,33448,Justin Thomas,62.981,1511.543
24,0,32366,Kevin Chappell,61.804,1421.500
25,0,23108,Matt Kuchar,61.305,1348.699
26,0,40026,Daniel Berger,56.991,1253.811
27,0,31202,William McGirt,56.649,1359.573
28,0,32102,Rickie Fowler,56.525,1130.500
29,0,22405,Justin Rose,55.284,829.267
30,0,26329,Louis Oosthuizen,54.952,769.333
31,0,24924,Bill Haas,53.766,1129.083
32,0,46970,Jon Rahm,53.420,480.783
33,-1,27141,J.B. Holmes,53.098,955.767
34,-1,25686,Jason Dufner,53.033,1272.801
35,-1,31646,Emiliano Grillo,52.796,1108.710
36,-1,25818,Scott Piercy,51.287,1077.035
37,-1,10809,Jim Furyk,49.220,590.640
38,-1,27064,Jhonattan Vegas,48.644,1118.821
39,-1,12716,Charley Hoffman,47.280,1087.431
40,-1,46440,Smylie Kaufman,47.237,1180.921
41,-1,37455,Si Woo Kim,46.053,1381.593
42,-1,06527,Steve Stricker,44.841,582.933
43,-1,34099,Harris English,42.979,1031.500
44,-1,23983,Luke Donald,42.434,848.680
45,-1,21961,Charles Howell III,42.317,930.969
46,-1,29222,Billy Hurley III,41.765,710.000
47,-1,31323,Gary Woodland,41.214,906.716
48,-1,34409,David Lingmerth,40.909,859.083
49,-1,29420,Billy Horschel,40.811,693.780
50,-1,28679,Fabián Gómez,40.156,923.577
51,-1,31560,Brian Stuard,40.003,680.055
52,-1,24024,Zach Johnson,39.667,833.010
53,-1,25364,Paul Casey,39.459,710.267
54,-1,25834,Daniel Summerhays,38.525,963.133
55,-1,32448,James Hahn,38.162,877.725
56,-1,29461,Jamie Lovemark,37.669,904.057
57,-1,29221,Webb Simpson,36.998,665.971
58,-1,23320,Ryan Palmer,36.554,731.083
59,-1,33204,Shane Lowry,36.186,615.167
60,-1,29518,Brendan Steele,35.966,791.250
61,-1,31557,Jim Herman,35.487,922.660
62,-1,24357,K.J. Choi,35.263,705.250
63,-1,32200,Roberto Castro,35.196,809.500
64,-1,24507,Jason Bohn,35.081,666.542
65,-1,22371,Aaron Baddeley,34.966,874.143
66,-1,26851,Marc Leishman,34.785,765.267
67,-1,23325,Vaughn Taylor,34.560,725.750
68,-1,29725,Tony Finau,34.559,863.973
69,-1,20472,Alex Cejka,34.280,754.167
70,-1,30711,Colt Knost,33.465,803.170
71,-1,08075,Jerry Kelly,32.940,691.750
72,-1,25198,Francesco Molinari,32.353,550.000
73,-1,34262,Jon Curran,31.100,839.710
74,-1,20593,Greg Chalmers,30.521,366.250
75,-1,32757,Patton Kizzire,30.400,760.012
76,-1,48084,Wesley Bryan,30.375,121.500
77,-1,27214,Kevin Streelman,30.089,692.053
78,-1,30926,Chris Kirk,29.945,748.633
79,-1,21731,Freddie Jacobson,29.736,713.655
80,-1,33413,Ben Martin,29.627,740.673
81,0,33948,Byeong Hun An,29.321,410.500
82,-2,06567,Vijay Singh,29.318,586.350
83,-2,34021,Bud Cauley,29.231,409.230
84,-2,30944,Jason Kokrak,28.820,720.500
