RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,28089,Jason Day,13.04,534.63,-287.25,384.29
2,0,24502,Adam Scott,7.07,304.07,-161.82,279.21
3,0,29974,Branden Grace,4.89,254.37,-146.96,185.93
4,0,32839,Hideki Matsuyama,4.46,231.83,-160.31,181.95
5,0,26329,Louis Oosthuizen,4.06,198.95,-132.25,144.28
6,0,31646,Emiliano Grillo,3.73,193.81,-87.40,128.57
7,0,26331,Charl Schwartzel,3.71,192.71,-109.47,150.95
8,0,33948,Byeong Hun An,2.98,154.70,-99.67,91.84
9,0,24511,Thongchai Jaidee,2.72,141.37,-104.63,77.33
10,2,37455,Si Woo Kim,2.56,132.96,-24.62,126.21
11,-1,26851,Marc Leishman,2.56,127.84,-101.24,65.35
12,-1,29926,Danny Lee,2.48,128.74,-85.98,80.82
13,0,28258,K.T. Kim,2.39,124.03,-62.15,77.22
14,0,23063,Scott Hend,2.13,110.68,-55.10,97.17
15,4,26908,Yuta Ikeda,2.10,109.07,-56.21,75.88
16,-1,30978,Kiradech Aphibarnrat,2.07,107.49,-84.22,46.29
17,-1,21498,Hideto Tanihara,2.00,102.00,-43.00,81.84
18,0,27064,Jhonattan Vegas,1.95,101.53,-23.53,93.46
19,-2,28679,Fabián Gómez,1.95,101.21,-55.81,93.91
20,1,39958,Jeunghun Wang,1.65,85.77,-36.95,74.52
21,1,24457,Jaco Van Zyl,1.64,80.24,-47.44,44.54
22,-2,31420,Anirban Lahiri,1.63,84.90,-90.27,42.60
23,3,36521,Young-han Song,1.59,82.64,-32.90,69.00
24,1,24083,Marcus Fraser,1.49,77.40,-40.43,66.74
25,-1,26300,Matt Jones,1.49,77.36,-72.34,27.71
26,-3,35225,Brandon Stone,1.47,73.67,-31.69,67.73
27,0,30852,Ryo Ishikawa,1.36,66.70,-44.94,28.56
28,2,24357,K.J. Choi,1.33,58.64,-35.68,66.66
29,-1,26758,David Hearn,1.31,68.02,-45.84,44.63
30,-1,20645,John Senden,1.30,67.66,-69.54,41.69
31,0,34168,Soomin Lee,1.29,65.80,-23.84,60.23
32,3,29833,Yoshinori Fujimoto,1.20,59.76,-42.54,26.42
33,-1,29378,Daisuke Kataoka,1.18,60.08,-28.25,42.77
34,-1,35261,Miguel Tabuena,1.16,49.84,-23.70,39.14
35,7,20218,Shingo Katayama,1.15,54.98,-48.83,12.39
36,-2,06567,Vijay Singh,1.14,52.59,-26.20,43.53
37,-1,22371,Aaron Baddeley,1.14,59.32,-20.65,58.83
38,1,29939,Fabrizio Zanotti,1.13,53.21,-45.06,34.47
39,13,29930,Mike Hendry,1.13,56.54,-19.42,50.61
40,-3,29936,Ryan Fox,1.13,56.29,-29.90,38.87
41,3,23821,Yusaku Miyazato,1.13,58.53,-43.18,18.23
42,-4,29970,Dylan Frittelli,1.12,57.28,-11.42,52.12
43,-3,28937,George Coetzee,1.12,58.08,-64.27,39.30
44,-3,33870,Ashun Wu,1.07,50.14,-30.96,35.79
45,0,27436,Graham DeLaet,1.06,45.44,-42.80,37.93
46,1,20157,Retief Goosen,1.04,43.61,-32.07,38.39
47,-4,32775,Shugo Imahira,1.03,44.48,-14.93,31.39
48,53,24459,Richard Sterne,1.01,46.67,-20.18,47.90
49,-1,33974,Dean Burmester,1.01,49.36,-38.93,30.68
50,-1,35891,Cameron Smith,1.00,49.07,-41.83,27.00
51,-5,23802,Brad Kennedy,1.00,49.05,-31.50,34.60
52,-2,35296,Haotong Li,.98,51.17,-36.69,37.44
53,-2,27974,Sung Kang,.97,50.25,-24.11,42.37
54,-1,29908,C.T. Pan,.95,38.17,-12.24,25.65
55,-1,37338,Zecheng Dou,.95,38.12,-8.84,30.72
56,0,24461,Thomas Aiken,.91,47.58,-38.36,29.49
57,-2,25274,Steven Bowditch,.91,47.48,-70.41,10.85
58,-1,33399,Adam Hadwin,.91,47.43,-36.65,42.22
59,8,34554,Jung-gon Hwang,.90,45.20,-29.58,16.31
60,-2,22080,Prayad Marksaeng,.87,45.29,-50.30,14.92
61,-2,29078,Chan Shih-chang,.87,38.11,-14.50,33.24
62,-2,27118,Toshinori Muto,.84,43.59,-34.85,20.70
63,-2,29229,Jun-won Park,.83,33.07,-9.15,32.41
64,-2,33769,Thanyakorn Khrongpha,.82,42.82,-28.85,29.49
65,-2,29330,Park Sang-eon,.82,40.18,-26.15,31.34
66,-2,33115,Jinho Choi,.82,32.68,-9.15,29.87
67,-2,32791,K.H. Lee,.81,42.32,-31.52,14.38
68,-2,22032,Tomohiro Kondo,.78,37.66,-41.41,23.12
69,3,32816,Satoshi Kodaira,.78,36.70,-37.39,10.27
70,14,47239,Phachara Khongwatmai,.77,36.35,-13.19,20.07
71,-3,27747,Hiroshi Iwata,.76,39.39,-59.67,27.25
72,13,28697,Gaganjeet Bhullar,.75,29.83,-6.06,25.73
73,-2,27784,Wen-Tang Lin,.74,29.65,-12.79,18.66
74,-1,35912,Haydn Porteous,.74,38.38,-24.81,38.32
75,-5,26328,Shaun Norris,.73,38.22,-18.63,26.95
76,-7,35973,Nathan Holman,.73,35.00,-24.91,16.51
77,-3,20593,Greg Chalmers,.73,37.10,-24.04,32.24
78,-3,20213,Katsumasa Miyamoto,.72,36.70,-32.12,21.74
79,-3,23699,Danny Chia,.71,36.80,-22.36,22.81
80,19,32815,Masahiro Kawamura,.70,36.45,-16.46,28.91
81,-4,20721,Darren Fichardt,.69,35.98,-25.38,26.91
