RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 4 AVG,TOTAL PAR
1,0,34046,Jordan Spieth,-67,3.93,38.16
2,0,28089,Jason Day,-58,3.93,31.48
3,0,32839,Hideki Matsuyama,-38,3.96,39.68
4,0,24507,Jason Bohn,-32,3.97,40.76
5,0,21528,Henrik Stenson,-26,3.96,26.08
6,0,33122,Russell Knox,-25,3.98,41.60
7,0,34265,Will Wilcox,-24,3.96,23.36
8,0,24024,Zach Johnson,-18,3.98,39.00
9,0,23108,Matt Kuchar,-14,3.99,40.84
10,0,25804,Bubba Watson,-13,3.98,30.08
11,0,36689,Brooks Koepka,-12,3.99,35.88
12,0,25364,Paul Casey,-11,3.99,36.96
12,0,29518,Brendan Steele,-11,3.99,35.48
14,0,10809,Jim Furyk,-10,3.99,27.48
15,0,23621,Rory Sabbatini,-7,3.99,34.96
16,0,24140,Sean O'Hair,-6,3.99,36.52
16,0,24361,Pat Perez,-6,3.99,40.84
16,0,34431,Robert Streb,-6,4.00,48.88
19,0,30925,Dustin Johnson,-3,4.00,31.52
19,0,23800,Bryce Molder,-3,4.00,37.76
21,0,26329,Louis Oosthuizen,E,4.00,27.60
22,0,34360,Patrick Reed,+1,4.00,43.40
23,0,21209,Sergio Garcia,+2,4.00,24.64
24,0,25198,Francesco Molinari,+3,4.01,23.20
24,0,22405,Justin Rose,+3,4.00,28.80
24,0,25834,Daniel Summerhays,+3,4.00,43.96
27,0,24925,Jonathan Byrd,+5,4.01,27.84
27,0,20691,Greg Owen,+5,4.01,25.20
29,0,34099,Harris English,+6,4.01,44.84
29,0,29725,Tony Finau,+6,4.01,45.80
29,0,35541,John Peterson,+6,4.01,35.96
29,0,36699,Patrick Rodgers,+6,4.01,23.48
29,0,33448,Justin Thomas,+6,4.01,45.56
34,0,26758,David Hearn,+7,4.01,41.72
34,0,08075,Jerry Kelly,+7,4.01,34.36
36,0,24781,Hunter Mahan,+8,4.01,36.32
36,0,31202,William McGirt,+8,4.01,44.68
36,0,23320,Ryan Palmer,+8,4.01,34.00
36,0,27095,Nick Watney,+8,4.01,38.96
40,0,20229,Stewart Cink,+9,4.01,33.76
40,0,20396,Lee Westwood,+9,4.02,22.56
42,0,37454,Whee Kim,+11,4.01,29.80
42,0,27466,Spencer Levin,+11,4.01,42.00
42,0,25396,Kevin Na,+11,4.01,41.32
42,0,27649,Brandt Snedeker,+11,4.01,41.28
