RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
56,0,33419,Cameron Tringale,54.17,91,77,-44,-3
57,0,26300,Matt Jones,53.56,158,137,-99,-11
58,0,24663,Y.E. Yang,53.52,114,99,-58,-8
59,0,24140,Sean O'Hair,53.47,131,114,-78,-3
60,0,21209,Sergio Garcia,53.38,71,62,-38,-3
61,0,01707,Steve Lowery,53.09,103,91,-44,+8
62,0,32640,Troy Merritt,52.96,143,127,-90,+5
63,0,24925,Jonathan Byrd,52.92,145,129,-94,-4
64,0,25364,Paul Casey,52.67,79,71,-57,-11
65,0,23320,Ryan Palmer,52.53,135,122,-79,+8
66,0,26695,Michael Letzig,52.31,147,134,-83,-6
67,0,28475,Jeff Overton,52.26,127,116,-64,-3
68,0,20229,Stewart Cink,52.05,127,117,-75,-16
69,0,06567,Vijay Singh,51.81,100,93,-57,-15
70,0,24490,George McNeill,51.64,126,118,-75,+1
71,0,08375,Paul Stankowski,51.63,95,89,-53,-7
72,0,27797,Derek Lamely,51.58,114,107,-66,+7
73,0,23108,Matt Kuchar,51.47,140,132,-92,-28
74,0,25632,Jimmy Walker,51.38,130,123,-61,+2
75,0,20572,Rod Pampling,51.35,133,126,-70,-1
76,0,26287,Roland Thatcher,51.22,126,120,-59,-5
77,0,26301,James Nitties,51.20,149,142,-73,-21
78,0,27933,John Merrick,51.06,169,162,-105,-17
79,0,28620,Aron Price,50.90,113,109,-52,-14
80,0,20766,Padraig Harrington,50.62,82,80,-52,-10
81,0,25686,Jason Dufner,50.61,124,121,-77,+2
82,0,26881,Jarrod Lyle,50.60,85,83,-46,-7
83,0,26392,Chris Wilson,50.53,96,94,-47,+10
84,0,01161,Mark Calcavecchia,50.39,64,63,-33,-1
85,0,23353,J.J. Henry,50.17,145,144,-80,-19
86,0,24361,Pat Perez,50.00,157,157,-93,E
87,0,21961,Charles Howell III,49.85,162,163,-104,-16
88,0,28087,Kris Blanks,49.82,136,137,-68,-3
89,0,22405,Justin Rose,49.79,117,118,-71,-14
90,0,23307,Roger Tambellini,49.55,111,113,-47,+11
91,0,27613,David Lutterus,49.25,99,102,-49,+8
92,0,24846,Ricky Barnes,49.17,148,153,-75,-13
93,0,25892,Steve Wheatcroft,49.05,103,107,-58,+5
94,0,20436,Garrett Willis,48.85,128,134,-58,-7
95,0,28158,Steve Marino,48.76,118,124,-68,-3
96,0,21949,Joe Ogilvie,48.55,151,160,-89,-18
97,0,27330,Josh Teater,48.52,164,174,-96,-3
98,0,23638,Brendon de Jonge,47.85,156,170,-100,-13
99,0,01945,Kenny Perry,47.49,104,115,-56,-6
100,0,20098,Stuart Appleby,47.40,146,162,-88,-9
101,0,23548,Bill Lunde,47.29,122,136,-71,+9
102,0,27963,Chris Stroud,47.27,121,135,-75,-5
103,0,20686,Jeev Milkha Singh,47.24,77,86,-37,+2
104,0,25240,D.A. Points,47.18,134,150,-68,-15
105,0,32102,Rickie Fowler,46.91,144,163,-77,-18
106,0,12714,Chris Tidland,46.90,121,137,-61,-14
107,0,24138,Ian Poulter,46.55,54,62,-27,+1
108,0,20691,Greg Owen,46.38,109,126,-52,+5
109,0,06595,Kevin Sutherland,46.26,136,158,-79,-22
110,0,01766,Billy Mayfair,46.12,107,125,-52,-4
111,0,20663,Brenden Pappas,46.04,93,109,-44,-1
112,0,25396,Kevin Na,45.83,121,143,-72,-18
113,0,24024,Zach Johnson,45.59,124,148,-66,-25
114,0,01313,Steve Elkington,45.58,98,117,-58,-7
115,0,20105,Jeff Gove,45.51,71,85,-31,+6
116,0,23325,Vaughn Taylor,45.30,135,163,-83,-25
117,0,06621,Joe Durant,45.08,87,106,-44,-15
118,0,12782,Tim Herron,44.58,107,133,-52,-7
119,0,06004,Stephen Ames,44.54,106,132,-58,-3
120,0,12652,Cameron Beckman,44.50,89,111,-44,+10
121,0,07749,Brett Quigley,44.24,142,179,-98,-9
122,0,26951,Johnson Wagner,43.82,117,150,-59,-5
123,0,27060,John Mallinger,43.61,99,128,-64,-4
124,0,07867,Woody Austin,43.49,127,165,-75,-22
125,0,08075,Jerry Kelly,43.14,129,170,-72,-21
126,0,22122,Andrew McLardy,43.04,68,90,-31,+8
127,0,20498,Briny Baird,42.80,113,151,-67,-26
128,0,12510,Chad Campbell,42.76,124,166,-58,-17
129,0,25720,Chad Collins,42.52,108,146,-52,-26
130,0,23613,Rich Barcelo,42.50,85,115,-55,+11
131,0,22046,Geoff Ogilvy,42.35,83,113,-39,-24
132,0,23541,Ben Crane,42.27,93,127,-50,-21
133,0,02206,David Toms,41.95,99,137,-48,-29
134,0,23718,Nathan Green,41.84,118,164,-63,-5
134,0,21878,Mark Wilson,41.84,123,171,-70,-18
136,0,27466,Spencer Levin,41.62,144,202,-74,-31
137,0,09011,David Duval,41.55,91,128,-44,-13
138,0,06527,Steve Stricker,41.38,84,119,-59,-30
139,0,24357,K.J. Choi,41.31,88,125,-55,-24
140,0,21753,Brian Davis,41.28,135,192,-68,-19
141,0,01948,Tim Petrovic,41.23,141,201,-70,-31
142,0,29221,Webb Simpson,40.94,131,189,-73,-34
143,0,01320,Bob Estes,40.83,98,142,-60,-11
144,0,24507,Jason Bohn,40.73,112,163,-63,-24
145,0,10809,Jim Furyk,40.48,85,125,-47,-24
146,0,29910,Blake Adams,40.31,104,154,-57,-9
147,0,10423,Mike Weir,40.15,55,82,-33,-6
148,0,01577,Lee Janzen,40.08,99,148,-58,-19
149,0,21731,Freddie Jacobson,39.55,106,162,-52,-13
150,0,27649,Brandt Snedeker,39.53,102,156,-57,-37
151,0,12705,Cliff Kresge,39.24,62,96,-34,-7
152,0,20160,Charlie Wi,39.03,121,189,-61,-35
153,0,20472,Alex Cejka,39.02,96,150,-48,-15
154,0,31560,Brian Stuard,38.80,97,153,-50,-2
155,0,06251,Chris DiMarco,38.66,104,165,-54,-20
156,0,22378,Trevor Immelman,38.62,56,89,-35,-6
157,0,02239,Scott Verplank,38.54,74,118,-40,-15
158,0,01724,Jeff Maggert,38.07,83,135,-33,-15
159,0,20593,Greg Chalmers,37.89,122,200,-64,-38
160,0,01797,Rocco Mediate,37.85,81,133,-46,-16
161,0,26882,Michael Sim,37.63,73,121,-40,-1
162,0,21350,Ryuji Imada,37.54,113,188,-54,-38
163,0,22293,Heath Slocum,37.41,104,174,-54,-18
164,0,25345,Carl Pettersson,37.29,110,185,-59,-13
165,0,07457,Steve Flesch,36.71,87,150,-56,-24
166,0,20127,Chris Riley,36.28,78,137,-38,-21
167,0,06514,Kevin Johnson,36.21,63,111,-19,+18
168,0,06515,Shaun Micheel,35.94,69,123,-33,-8
169,0,08537,J.P. Hayes,35.63,93,168,-57,-21
170,0,12602,Dean Wilson,35.29,54,99,-25,-22
171,0,26420,Richard Johnson,34.68,86,162,-46,-23
172,0,32617,Jerod Turner,34.33,46,88,-17,E
173,0,01116,Michael Bradley,33.86,85,166,-46,-17
174,0,01619,Skip Kendall,33.52,59,117,-20,-9
175,0,23673,Michael Connell,33.33,91,182,-56,-28
176,0,12755,Vance Veazey,33.14,57,115,-28,+12
177,0,01941,Tom Pernice Jr.,33.00,66,134,-34,-34
178,0,25190,Jeff Quinney,32.84,88,180,-51,-13
179,0,24227,Justin Bolli,32.67,49,101,-25,-3
180,0,10860,Justin Leonard,32.30,73,153,-42,-23
181,0,23983,Luke Donald,32.09,60,127,-42,-17
182,0,10425,Jay Williamson,31.73,66,142,-31,-15
183,0,22621,Ben Curtis,30.53,69,157,-33,-25
184,0,23800,Bryce Molder,29.92,79,185,-47,-27
185,0,06643,Paul Goydos,29.37,74,178,-30,-26
186,0,06012,Greg Kraft,28.15,38,97,-18,-11
187,0,29285,Brent Delahoussaye,27.61,45,118,-20,-3
188,0,23135,Tim Clark,26.18,61,172,-37,-45
189,0,08385,Omar Uresti,25.12,54,161,-18,-25
190,0,19846,Brian Gay,22.97,68,228,-34,-57
191,0,01329,Brad Faxon,21.11,38,142,-17,-19
192,0,07363,Craig Bowden,21.02,37,139,-17,-6
