RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
134,0,24140,Sean O'Hair,29.77,181,608,+0.22
135,0,34563,Chesson Hadley,29.78,240,806,+0.21
136,0,32662,Michael Gligic,29.79,247,829,+0.85
137,0,49771,J.T. Poston,29.85,326,1092,+0.77
138,0,12716,Charley Hoffman,29.88,326,1091,-0.09
139,0,29908,C.T. Pan,29.92,269,899,+0.30
140,0,45486,Joaquin Niemann,29.98,369,1231,+0.16
141,0,30911,Tommy Fleetwood,30.06,196,652,+1.12
142,0,23788,D.J. Trahan,30.09,192,638,+0.31
143,0,32139,Danny Willett,30.13,116,385,+1.55
144,0,29725,Tony Finau,30.14,299,992,+0.27
144,0,32254,Xinjun Zhang,30.14,208,690,+1.11
146,0,28237,Rory McIlroy,30.15,262,869,+0.04
147,0,35658,Kris Ventura,30.28,215,710,+0.56
148,0,31420,Anirban Lahiri,30.31,227,749,-0.35
149,0,36689,Brooks Koepka,30.33,219,722,E
150,0,33597,Harry Higgs,30.34,314,1035,+0.19
150,0,33448,Justin Thomas,30.34,287,946,-0.17
152,0,32618,Rhein Gibson,30.41,156,513,+0.38
152,0,35310,Lanto Griffin,30.41,336,1105,+0.65
154,0,39546,Keith Mitchell,30.43,280,920,+0.36
155,0,27064,Jhonattan Vegas,30.50,280,918,+0.11
156,0,27556,Ted Potter Jr.,30.55,245,802,+1.55
157,0,34255,Joseph Bramlett,30.61,236,771,-0.34
158,0,45157,Cam Davis,30.62,380,1241,+0.42
159,0,34466,Peter Malnati,30.74,280,911,+0.29
160,0,27129,Luke List,30.86,320,1037,+0.25
160,0,24781,Hunter Mahan,30.86,175,567,+1.09
162,0,25804,Bubba Watson,30.87,255,826,+0.43
163,0,32070,Rafael Campos,30.97,175,565,+0.69
164,0,46441,Robby Shelton,31.12,305,980,+1.08
165,0,35104,Tom Lewis,31.19,301,965,+1.00
166,0,26300,Matt Jones,31.35,364,1161,+0.49
167,0,29970,Dylan Frittelli,31.39,259,825,+0.85
168,0,56762,Will Gordon,31.86,296,929,+0.84
169,0,27770,Camilo Villegas,31.88,286,897,+0.66
170,0,35506,Mackenzie Hughes,32.06,336,1048,+0.71
171,0,28679,Fabián Gómez,32.13,151,470,+1.85
172,0,40042,Tyler McCumber,32.18,241,749,+1.00
173,0,49960,Sepp Straka,32.24,343,1064,+1.28
174,0,36699,Patrick Rodgers,32.25,346,1073,+0.61
175,0,27974,Sung Kang,32.30,333,1031,+1.47
176,0,27095,Nick Watney,32.35,186,575,+0.43
177,0,51894,Vince Whaley,32.42,259,799,+0.35
178,0,24502,Adam Scott,32.52,265,815,+1.43
179,0,47483,Will Zalatoris,32.70,308,942,+0.52
180,0,48119,Ben Taylor,32.71,140,428,+0.64
181,0,34046,Jordan Spieth,32.74,333,1017,+0.45
182,0,34314,Sebastian Cappelen,33.20,172,518,+1.22
183,0,29974,Branden Grace,33.49,289,863,+0.48
184,0,47959,Bryson DeChambeau,33.55,316,942,+0.06
185,0,01810,Phil Mickelson,33.61,279,830,+0.14
186,0,35617,Martin Trainer,33.90,221,652,+1.22
187,0,32333,Kevin Tway,33.95,238,701,-0.29
188,0,56278,Matthew Wolff,34.29,239,697,+0.42
189,0,33948,Byeong Hun An,34.49,329,954,+1.31
190,0,28420,Ryan Brehm,36.27,173,477,-0.46
191,0,27141,J.B. Holmes,36.81,219,595,-0.14
192,0,34213,Grayson Murray,37.02,184,497,+2.55
193,0,25632,Jimmy Walker,37.28,321,861,+1.25
194,0,46550,Brandon Hagy,37.55,297,791,+0.07
195,0,51766,Wyndham Clark,37.63,362,962,-0.03
196,0,39975,Michael Kim,37.91,276,728,+1.23
