RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,26476,Chez Reavie,18.15,180,992,+1.89
2,0,19803,Ryan Armour,18.56,173,932,+1.39
3,0,30927,Brendon Todd,18.81,187,994,+2.03
4,0,31560,Brian Stuard,19.95,244,1223,+0.57
5,0,32816,Satoshi Kodaira,19.98,171,856,+0.94
6,0,45526,Abraham Ancer,20.46,231,1129,+0.35
7,0,29478,Kevin Kisner,20.71,199,961,+1.11
8,0,34076,Joel Dahmen,20.72,190,917,+0.89
9,0,23325,Vaughn Taylor,20.84,179,859,+0.67
10,0,50525,Collin Morikawa,21.32,197,924,+1.17
11,0,49298,Kramer Hickok,21.47,166,773,+0.66
12,0,27936,Martin Laird,21.89,211,964,+1.04
13,0,39997,Corey Conners,21.93,255,1163,+0.94
14,0,29535,Brice Garnett,22.00,211,959,+1.28
15,0,52375,Doug Ghim,22.13,222,1003,+0.63
16,0,33413,Ben Martin,22.25,105,472,-0.57
17,0,26758,David Hearn,22.69,145,639,+1.10
17,0,39971,Sungjae Im,22.69,356,1569,+0.37
19,0,40098,Matt Fitzpatrick,22.83,168,736,+0.12
20,0,39324,J.J. Spaun,22.87,166,726,+0.60
21,0,34098,Russell Henley,23.01,248,1078,+0.24
22,0,36801,Mark Hubbard,23.03,284,1233,+1.94
23,0,25364,Paul Casey,23.13,185,800,+0.11
24,0,27214,Kevin Streelman,23.26,271,1165,+0.92
25,0,31646,Emiliano Grillo,23.36,224,959,+0.27
26,0,32448,James Hahn,23.43,202,862,+0.40
27,0,24138,Ian Poulter,23.46,179,763,+1.56
28,0,23108,Matt Kuchar,23.47,192,818,+0.36
29,0,34363,Tyrrell Hatton,23.49,152,647,+1.05
30,0,30163,Henrik Norlander,23.56,245,1040,+0.98
31,0,27644,Brian Harman,23.64,279,1180,+1.43
32,0,34099,Harris English,23.76,259,1090,+0.54
33,0,33141,Keegan Bradley,23.81,256,1075,+0.59
34,0,39953,Chase Seiffert,23.85,186,780,+0.65
35,0,48045,Michael Gellerman,23.96,104,434,+0.38
35,0,30110,Kyle Stanley,23.96,247,1031,+0.97
37,0,53165,Doc Redman,24.00,228,950,+1.32
38,0,35449,Adam Long,24.03,236,982,+1.95
39,0,45609,Tyler Duncan,24.14,254,1052,+1.46
40,0,28252,Seamus Power,24.19,141,583,-0.85
41,0,33410,Andrew Landry,24.32,206,847,+1.17
42,0,32150,Michael Thompson,24.39,231,947,+1.34
43,0,25396,Kevin Na,24.47,265,1083,+0.98
44,0,27330,Josh Teater,24.51,113,461,-0.27
45,0,29420,Billy Horschel,24.59,237,964,+1.05
46,0,33122,Russell Knox,24.66,273,1107,+1.79
47,0,29221,Webb Simpson,24.68,210,851,+0.24
48,0,40026,Daniel Berger,24.90,253,1016,-0.24
49,0,26499,Rafa Cabrera Bello,25.00,209,836,+1.15
50,0,34174,John Huh,25.07,177,706,+1.07
51,0,46435,Austin Cook,25.08,226,901,+1.19
51,0,34264,Hudson Swafford,25.08,231,921,+1.47
53,0,33404,Chris Baker,25.09,133,530,+0.68
53,0,36871,Matthew NeSmith,25.09,277,1104,+1.05
55,0,26329,Louis Oosthuizen,25.15,210,835,+0.19
56,0,29518,Brendan Steele,25.24,235,931,+0.89
57,0,24357,K.J. Choi,25.25,151,598,+1.66
58,0,46970,Jon Rahm,25.39,227,894,+0.31
59,0,34360,Patrick Reed,25.41,232,913,+0.99
60,0,33399,Adam Hadwin,25.43,279,1097,+1.51
61,0,20396,Lee Westwood,25.46,180,707,+1.44
62,0,24361,Pat Perez,25.60,276,1078,+0.51
63,0,25686,Jason Dufner,25.71,264,1027,+1.25
64,0,25900,Lucas Glover,25.78,290,1125,+0.72
65,0,46717,Viktor Hovland,25.83,250,968,+0.64
66,0,25493,Nick Taylor,25.85,298,1153,+1.38
67,0,33667,Carlos Ortiz,26.00,300,1154,+0.27
68,0,33490,Bo Hoag,26.01,271,1042,-0.70
69,0,23320,Ryan Palmer,26.16,243,929,-0.25
70,0,28089,Jason Day,26.27,202,769,+0.35
71,0,27649,Brandt Snedeker,26.31,262,996,+0.04
72,0,37275,Sam Ryder,26.32,249,946,+0.64
73,0,30926,Chris Kirk,26.37,274,1039,+0.15
74,0,19846,Brian Gay,26.43,227,859,+0.84
75,0,32839,Hideki Matsuyama,26.44,308,1165,+0.13
76,0,23983,Luke Donald,26.54,164,618,+1.40
77,0,32791,K.H. Lee,26.55,343,1292,+0.12
78,0,49964,Aaron Wise,26.60,258,970,+0.58
79,0,47993,Denny McCarthy,26.63,294,1104,+0.58
80,0,35891,Cameron Smith,26.72,257,962,+0.12
81,0,27942,Rob Oppenheim,26.77,208,777,+0.34
82,0,46046,Scottie Scheffler,26.87,313,1165,+0.45
82,0,40006,Erik van Rooyen,26.87,252,938,+0.87
84,0,33120,Mark Anderson,26.89,128,476,+0.55
85,0,32102,Rickie Fowler,27.04,242,895,+0.87
86,0,47347,Adam Schenk,27.06,299,1105,+0.10
87,0,33486,Roger Sloan,27.17,232,854,+0.09
88,0,35532,Tom Hoge,27.18,330,1214,+1.06
89,0,48887,Matt Wallace,27.19,143,526,+1.40
90,0,24924,Bill Haas,27.25,118,433,-0.08
91,0,37455,Si Woo Kim,27.27,315,1155,+0.16
92,0,23623,Bo Van Pelt,27.31,207,758,+0.48
93,0,22056,Cameron Percy,27.37,228,833,+0.31
94,0,48822,Sebastián Muñoz,27.42,340,1240,+0.53
95,0,30944,Jason Kokrak,27.47,289,1052,+0.87
96,0,31557,Jim Herman,27.51,225,818,+1.87
97,0,48081,Xander Schauffele,27.52,240,872,-0.21
98,0,29926,Danny Lee,27.53,215,781,+1.07
99,0,21209,Sergio Garcia,27.63,263,952,+0.15
100,0,49766,Hank Lebioda,27.82,207,744,E
101,0,32640,Troy Merritt,27.86,309,1109,+1.36
102,0,46402,Talor Gooch,27.99,321,1147,+0.37
103,0,20229,Stewart Cink,28.01,302,1078,+0.60
104,0,39977,Max Homa,28.05,260,927,+0.92
105,0,25818,Scott Piercy,28.09,264,940,+0.72
105,0,34256,Andrew Putnam,28.09,289,1029,+0.73
107,0,30692,Scott Stallings,28.14,264,938,-0.53
108,0,33419,Cameron Tringale,28.16,319,1133,+0.16
109,0,47504,Sam Burns,28.23,284,1006,-0.49
110,0,33204,Shane Lowry,28.26,247,874,+0.73
111,0,35230,Nelson Ledesma,28.27,136,481,+1.10
111,0,22405,Justin Rose,28.27,160,566,+2.06
113,0,29479,Scott Brown,28.38,250,881,+0.52
113,0,26851,Marc Leishman,28.38,250,881,+0.64
115,0,23621,Rory Sabbatini,28.51,266,933,+1.05
116,0,37189,Harold Varner III,28.56,311,1089,+0.26
117,0,35450,Patrick Cantlay,28.57,270,945,-0.15
117,0,35461,Beau Hossler,28.57,276,966,+0.62
119,0,22371,Aaron Baddeley,28.63,142,496,-0.35
120,0,24024,Zach Johnson,28.77,303,1053,+1.02
121,0,52372,Cameron Champ,28.81,259,899,+1.12
122,0,27554,Scott Harrington,29.07,252,867,+1.03
123,0,29268,Bronson Burgoon,29.09,224,770,+0.36
123,0,27349,Alex Noren,29.09,297,1021,+1.45
125,0,31323,Gary Woodland,29.20,233,798,+0.90
126,0,28775,Nate Lashley,29.22,239,818,+0.84
127,0,34431,Robert Streb,29.26,285,974,+0.63
128,0,47128,Richy Werenski,29.28,337,1151,+1.57
129,0,26331,Charl Schwartzel,29.29,302,1031,-0.20
130,0,32757,Patton Kizzire,29.59,371,1254,-0.11
131,0,30925,Dustin Johnson,29.63,253,854,+0.20
132,0,46442,Maverick McNealy,29.66,272,917,+1.07
133,0,21961,Charles Howell III,29.72,219,737,+0.96
