RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
1,0,30927,Brendon Todd,1.51,15,994,+0.33
2,0,26476,Chez Reavie,1.71,17,992,+0.53
3,0,33490,Bo Hoag,1.82,19,1042,+0.89
4,0,33404,Chris Baker,1.89,10,530,+0.40
5,0,26758,David Hearn,2.03,13,639,+0.38
6,0,31557,Jim Herman,2.08,17,818,+0.82
7,0,31560,Brian Stuard,2.21,27,1223,+0.37
8,0,19803,Ryan Armour,2.36,22,932,+0.32
9,0,39971,Sungjae Im,2.42,38,1569,+0.45
10,0,39324,J.J. Spaun,2.48,18,726,+0.50
11,0,33120,Mark Anderson,2.52,12,476,+0.67
12,0,45526,Abraham Ancer,2.66,30,1129,+0.23
13,0,29535,Brice Garnett,2.71,26,959,+0.08
14,0,34360,Patrick Reed,2.74,25,913,+0.24
15,0,35449,Adam Long,2.75,27,982,+0.56
16,0,48045,Michael Gellerman,2.76,12,434,+0.58
16,0,36801,Mark Hubbard,2.76,34,1233,+0.35
18,0,28679,Fabián Gómez,2.77,13,470,+1.00
19,0,24357,K.J. Choi,2.84,17,598,+0.59
20,0,46717,Viktor Hovland,3.00,29,968,+0.38
20,0,22056,Cameron Percy,3.00,25,833,+0.48
22,0,30110,Kyle Stanley,3.01,31,1031,+0.48
23,0,25686,Jason Dufner,3.02,31,1027,+0.52
24,0,37189,Harold Varner III,3.03,33,1089,+0.30
25,0,35532,Tom Hoge,3.05,37,1214,+0.16
25,0,25396,Kevin Na,3.05,33,1083,+0.55
27,0,40026,Daniel Berger,3.15,32,1016,+0.03
28,0,32150,Michael Thompson,3.17,30,947,+0.53
29,0,52375,Doug Ghim,3.19,32,1003,+0.59
30,0,25900,Lucas Glover,3.20,36,1125,+0.33
31,0,26329,Louis Oosthuizen,3.23,27,835,+0.41
32,0,39997,Corey Conners,3.27,38,1163,+0.16
32,0,32816,Satoshi Kodaira,3.27,28,856,+0.54
34,0,23621,Rory Sabbatini,3.32,31,933,+0.35
35,0,47128,Richy Werenski,3.39,39,1151,+0.79
36,0,34098,Russell Henley,3.43,37,1078,+0.19
37,0,40098,Matt Fitzpatrick,3.53,26,736,+0.19
38,0,30163,Henrik Norlander,3.56,37,1040,+0.57
39,0,50525,Collin Morikawa,3.57,33,924,+0.27
40,0,49298,Kramer Hickok,3.62,28,773,+0.71
41,0,29420,Billy Horschel,3.63,35,964,+0.26
41,0,51894,Vince Whaley,3.63,29,799,+0.38
43,0,21961,Charles Howell III,3.66,27,737,+0.26
44,0,46970,Jon Rahm,3.69,33,894,+0.24
45,0,33122,Russell Knox,3.70,41,1107,+0.71
46,0,26499,Rafa Cabrera Bello,3.71,31,836,+0.65
47,0,27942,Rob Oppenheim,3.73,29,777,+0.72
48,0,31420,Anirban Lahiri,3.74,28,749,+0.43
48,0,35230,Nelson Ledesma,3.74,18,481,+0.78
50,0,27214,Kevin Streelman,3.78,44,1165,+0.59
51,0,34256,Andrew Putnam,3.79,39,1029,+0.49
52,0,32102,Rickie Fowler,3.80,34,895,+0.94
52,0,33419,Cameron Tringale,3.80,43,1133,+0.60
54,0,34076,Joel Dahmen,3.82,35,917,+0.46
54,0,34174,John Huh,3.82,27,706,+0.22
56,0,29478,Kevin Kisner,3.85,37,961,+0.81
56,0,39953,Chase Seiffert,3.85,30,780,+0.53
58,0,24024,Zach Johnson,3.89,41,1053,+0.51
59,0,27644,Brian Harman,3.90,46,1180,+0.28
59,0,30944,Jason Kokrak,3.90,41,1052,+0.49
61,0,27936,Martin Laird,3.94,38,964,+0.58
62,0,37455,Si Woo Kim,3.98,46,1155,+0.24
63,0,39977,Max Homa,3.99,37,927,+0.59
64,0,46435,Austin Cook,4.00,36,901,+0.69
65,0,46442,Maverick McNealy,4.03,37,917,+0.32
65,0,48822,Sebastián Muñoz,4.03,50,1240,+0.38
67,0,32662,Michael Gligic,4.10,34,829,+0.59
68,0,27330,Josh Teater,4.12,19,461,+0.84
69,0,29725,Tony Finau,4.13,41,992,+0.46
70,0,45609,Tyler Duncan,4.18,44,1052,+0.48
70,0,32448,James Hahn,4.18,36,862,+0.47
72,0,33141,Keegan Bradley,4.19,45,1075,+0.42
72,0,24138,Ian Poulter,4.19,32,763,+0.34
74,0,29479,Scott Brown,4.20,37,881,+0.76
75,0,48119,Ben Taylor,4.21,18,428,+0.56
76,0,45486,Joaquin Niemann,4.22,52,1231,+0.40
77,0,30926,Chris Kirk,4.23,44,1039,+0.61
78,0,22405,Justin Rose,4.24,24,566,+0.63
78,0,20396,Lee Westwood,4.24,30,707,+0.77
80,0,36871,Matthew NeSmith,4.26,47,1104,+0.36
81,0,31646,Emiliano Grillo,4.28,41,959,+0.37
81,0,23108,Matt Kuchar,4.28,35,818,+0.31
81,0,28775,Nate Lashley,4.28,35,818,+0.89
84,0,28089,Jason Day,4.29,33,769,+0.33
85,0,32640,Troy Merritt,4.33,48,1109,+0.65
86,0,29221,Webb Simpson,4.35,37,851,+0.30
87,0,33410,Andrew Landry,4.37,37,847,+0.38
88,0,32839,Hideki Matsuyama,4.38,51,1165,+0.43
89,0,34099,Harris English,4.40,48,1090,+0.42
