RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,31557,Jim Herman,3.9,32,134,+0.281
2,0,31560,Brian Stuard,4.2,51,210,+0.216
3,0,52375,Doug Ghim,4.4,44,186,+0.159
4,0,29535,Brice Garnett,4.5,43,184,+0.326
4,0,30927,Brendon Todd,4.5,45,191,+0.200
6,0,29221,Webb Simpson,4.7,40,171,-0.025
7,0,45609,Tyler Duncan,4.8,50,209,+0.360
7,0,33410,Andrew Landry,4.8,41,174,+0.390
7,0,27330,Josh Teater,4.8,22,91,+0.182
10,0,32150,Michael Thompson,4.9,46,191,+0.283
11,0,46442,Maverick McNealy,5.1,47,201,+0.170
12,0,24357,K.J. Choi,5.2,31,133,+0.129
12,0,46550,Brandon Hagy,5.2,41,176,+0.146
12,0,33122,Russell Knox,5.2,58,252,+0.172
15,0,29479,Scott Brown,5.3,47,194,+0.255
15,0,27974,Sung Kang,5.3,55,228,+0.218
15,0,27936,Martin Laird,5.3,51,223,+0.255
15,0,33413,Ben Martin,5.3,25,108,+0.400
19,0,47959,Bryson DeChambeau,5.4,51,219,+0.176
19,0,27554,Scott Harrington,5.4,47,201,+0.106
19,0,35532,Tom Hoge,5.4,66,278,+0.152
19,0,32791,K.H. Lee,5.4,70,303,+0.214
19,0,25818,Scott Piercy,5.4,51,215,+0.118
19,0,33486,Roger Sloan,5.4,46,195,+0.261
19,0,49960,Sepp Straka,5.4,57,242,+0.351
26,0,33120,Mark Anderson,5.5,26,106,+0.308
26,0,29268,Bronson Burgoon,5.5,42,179,+0.167
26,0,48045,Michael Gellerman,5.5,24,99,+0.417
26,0,28679,Fabián Gómez,5.5,26,110,+0.269
26,0,24502,Adam Scott,5.5,45,191,+0.244
31,0,34255,Joseph Bramlett,5.6,43,184,+0.023
31,0,34563,Chesson Hadley,5.6,45,192,+0.067
31,0,26758,David Hearn,5.6,36,152,+0.278
31,0,28775,Nate Lashley,5.6,46,190,+0.152
31,0,28237,Rory McIlroy,5.6,49,211,+0.347
31,0,36871,Matthew NeSmith,5.6,62,259,+0.161
31,0,30163,Henrik Norlander,5.6,58,246,E
31,0,24361,Pat Perez,5.6,60,256,+0.133
31,0,26476,Chez Reavie,5.6,56,236,+0.232
31,0,23325,Vaughn Taylor,5.6,48,203,+0.250
41,0,19803,Ryan Armour,5.7,53,224,+0.264
41,0,40098,Matt Fitzpatrick,5.7,42,183,+0.262
41,0,35461,Beau Hossler,5.7,55,232,+0.127
41,0,50525,Collin Morikawa,5.7,53,222,+0.170
41,0,32333,Kevin Tway,5.7,40,172,+0.025
41,0,25804,Bubba Watson,5.7,47,197,+0.298
47,0,45526,Abraham Ancer,5.8,66,279,+0.288
47,0,32070,Rafael Campos,5.8,33,136,+0.273
47,0,27644,Brian Harman,5.8,69,287,+0.290
47,0,49298,Kramer Hickok,5.8,45,192,+0.356
47,0,34174,John Huh,5.8,41,173,+0.220
47,0,48822,Sebastián Muñoz,5.8,72,304,+0.361
47,0,46046,Scottie Scheffler,5.8,68,292,+0.074
54,0,33597,Harry Higgs,5.9,61,253,+0.311
54,0,24024,Zach Johnson,5.9,62,256,+0.210
56,0,51766,Wyndham Clark,6.0,58,245,+0.414
56,0,39997,Corey Conners,6.0,70,296,+0.314
56,0,36801,Mark Hubbard,6.0,74,310,+0.108
56,0,35230,Nelson Ledesma,6.0,29,126,+0.379
56,0,27942,Rob Oppenheim,6.0,47,202,+0.234
61,0,46435,Austin Cook,6.1,55,240,+0.127
61,0,32102,Rickie Fowler,6.1,55,231,+0.218
61,0,39971,Sungjae Im,6.1,96,406,+0.333
61,0,30926,Chris Kirk,6.1,63,267,+0.190
61,0,27129,Luke List,6.1,63,267,+0.254
61,0,35449,Adam Long,6.1,60,249,+0.300
61,0,24140,Sean O'Hair,6.1,37,156,E
61,0,29908,C.T. Pan,6.1,55,233,+0.182
61,0,53165,Doc Redman,6.1,58,242,+0.207
61,0,29518,Brendan Steele,6.1,57,239,+0.246
61,0,35658,Kris Ventura,6.1,43,183,+0.116
72,0,45157,Cam Davis,6.2,77,321,+0.273
72,0,29420,Billy Horschel,6.2,60,255,+0.250
72,0,32640,Troy Merritt,6.2,69,291,+0.116
72,0,30110,Kyle Stanley,6.2,64,274,+0.063
72,0,25493,Nick Taylor,6.2,72,305,+0.056
77,0,52372,Cameron Champ,6.3,57,244,+0.404
77,0,21209,Sergio Garcia,6.3,60,252,+0.033
77,0,33399,Adam Hadwin,6.3,69,293,+0.203
77,0,32757,Patton Kizzire,6.3,79,335,+0.076
77,0,35104,Tom Lewis,6.3,61,260,+0.230
77,0,39953,Chase Seiffert,6.3,49,208,+0.122
77,0,39324,J.J. Spaun,6.3,46,192,+0.348
84,0,40026,Daniel Berger,6.4,65,276,+0.169
84,0,33141,Keegan Bradley,6.4,69,291,+0.174
84,0,47993,Denny McCarthy,6.4,71,302,+0.183
84,0,39546,Keith Mitchell,6.4,59,248,+0.186
84,0,22056,Cameron Percy,6.4,53,221,+0.358
84,0,47347,Adam Schenk,6.4,71,303,+0.099
84,0,35617,Martin Trainer,6.4,42,180,+0.357
84,0,27770,Camilo Villegas,6.4,57,236,+0.368
84,0,47128,Richy Werenski,6.4,74,309,+0.189
84,0,47483,Will Zalatoris,6.4,60,255,+0.167
94,0,28420,Ryan Brehm,6.5,31,134,+0.258
94,0,32448,James Hahn,6.5,56,237,+0.071
94,0,34098,Russell Henley,6.5,70,297,+0.143
94,0,32816,Satoshi Kodaira,6.5,56,235,+0.250
94,0,40042,Tyler McCumber,6.5,49,208,+0.224
94,0,01810,Phil Mickelson,6.5,54,225,+0.185
94,0,27649,Brandt Snedeker,6.5,65,271,+0.123
94,0,56278,Matthew Wolff,6.5,45,190,+0.378
102,0,25686,Jason Dufner,6.6,68,282,+0.397
102,0,23108,Matt Kuchar,6.6,54,229,+0.333
102,0,49766,Hank Lebioda,6.6,49,210,+0.020
102,0,25396,Kevin Na,6.6,72,303,+0.056
102,0,27349,Alex Noren,6.6,67,283,+0.224
102,0,34256,Andrew Putnam,6.6,68,289,+0.074
102,0,23621,Rory Sabbatini,6.6,62,258,+0.323
102,0,40006,Erik van Rooyen,6.6,62,259,+0.097
110,0,47504,Sam Burns,6.7,67,288,+0.119
110,0,46402,Talor Gooch,6.7,77,326,+0.169
110,0,35506,Mackenzie Hughes,6.7,70,295,+0.229
110,0,37455,Si Woo Kim,6.7,77,317,+0.130
110,0,31420,Anirban Lahiri,6.7,50,212,+0.160
110,0,30692,Scott Stallings,6.7,63,262,+0.286
