RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,08793,Tiger Woods,3.36,328,975
2,0,09011,David Duval,3.34,385,1152
3,0,01096,Phil Blackmar,3.31,333,1007
3,0,01329,Brad Faxon,3.31,265,800
3,0,01960,Don Pooley,3.31,281,849
6,0,01418,Bill Glasson,3.30,284,861
7,0,01577,Lee Janzen,3.26,378,1159
7,0,06613,Tommy Tolles,3.26,330,1012
9,0,01810,Phil Mickelson,3.25,284,875
9,0,12660,Jesper Parnevik,3.25,259,796
11,0,12387,Michael Christie,3.23,344,1066
11,0,01887,Mark O'Meara,3.23,282,873
13,0,10569,Mike Brisky,3.21,370,1151
13,0,01226,Fred Couples,3.21,210,655
13,0,02206,David Toms,3.21,319,995
16,0,08375,Paul Stankowski,3.20,372,1162
17,0,06214,Guy Boros,3.16,276,874
17,0,01196,Brian Claar,3.16,209,661
17,0,01876,Greg Norman,3.16,187,591
17,0,02010,Loren Roberts,3.16,296,937
21,0,01374,Robin Freeman,3.14,236,751
21,0,01682,Wayne Levi,3.14,255,813
23,0,01011,Rafael Alarcon,3.13,265,846
24,0,01161,Mark Calcavecchia,3.12,366,1173
24,0,10809,Jim Furyk,3.12,353,1130
24,0,01968,Nick Price,3.12,215,689
27,0,08931,Glen Day,3.11,272,874
28,0,01024,Billy Andrade,3.10,353,1140
28,0,10860,Justin Leonard,3.10,343,1105
30,0,02131,Mike Springer,3.09,214,693
30,0,02256,Tom Watson,3.09,181,586
32,0,06034,Marco Dawson,3.08,286,928
33,0,01157,Tom Byrum,3.07,362,1181
34,0,01599,Steve Jones,3.05,269,882
34,0,02115,Taylor Smith,3.05,262,860
36,0,01334,Keith Fergus,3.04,215,707
36,0,01475,Donnie Hammond,3.04,235,774
36,0,06012,Greg Kraft,3.04,353,1162
39,0,01353,Bruce Fleisher,3.03,216,713
39,0,10585,Scott McCarron,3.03,279,922
41,0,01388,Robert Gamez,3.02,304,1005
41,0,01707,Steve Lowery,3.02,364,1204
41,0,01723,Andrew Magee,3.02,358,1186
41,0,07749,Brett Quigley,3.02,387,1282
41,0,06581,David Sutherland,3.02,284,940
46,0,01116,Michael Bradley,3.01,288,956
46,0,02095,Larry Silveira,3.01,186,617
46,0,02133,Craig Stadler,3.01,248,823
46,0,02146,Payne Stewart,3.01,295,979
46,0,02214,Kirk Triplett,3.01,324,1077
51,0,01320,Bob Estes,3.00,248,828
51,0,08537,J.P. Hayes,3.00,319,1065
51,0,06527,Steve Stricker,3.00,182,607
51,0,02279,Mark Wiebe,3.00,261,870
55,0,01185,Brandel Chamblee,2.99,277,926
55,0,01249,John Daly,2.99,174,581
55,0,01331,Rick Fehr,2.99,252,844
55,0,02225,Howard Twitty,2.99,150,501
59,0,01035,Tommy Armour III,2.98,336,1126
59,0,01042,Paul Azinger,2.98,211,707
59,0,01444,Ken Green,2.98,177,594
59,0,06617,Brian Henninger,2.98,273,916
59,0,01891,David Ogrin,2.98,326,1095
64,0,06643,Paul Goydos,2.97,346,1164
64,0,01943,Chris Perry,2.97,379,1278
66,0,01098,Jay Don Blake,2.96,319,1077
66,0,06315,Pete Jordan,2.96,345,1166
66,0,02242,Lanny Wadkins,2.96,237,801
69,0,01510,Nolan Henke,2.95,279,945
69,0,12782,Tim Herron,2.95,356,1208
71,0,20099,Doug Barron,2.94,359,1222
71,0,19881,Robert Damron,2.94,331,1125
71,0,11032,Frank Lickliter II,2.94,288,979
71,0,12663,Phil Tataurangi,2.94,249,848
75,0,01323,Brad Fabel,2.93,325,1109
76,0,06522,Ernie Els,2.92,197,675
76,0,01533,P.H. Horgan III,2.92,298,1022
76,0,01706,Davis Love III,2.92,317,1084
76,0,07101,Dave Stockton Jr.,2.92,334,1144
76,0,02170,Hal Sutton,2.92,358,1226
81,0,01203,Russ Cochran,2.91,373,1283
81,0,08547,John Maginnes,2.91,330,1134
83,0,20229,Stewart Cink,2.90,335,1155
83,0,01261,Jay Delsing,2.90,279,961
83,0,12645,Brent Geiberger,2.90,330,1138
83,0,01408,Kelly Gibson,2.90,424,1464
83,0,01553,John Huston,2.90,260,897
83,0,02239,Scott Verplank,2.90,203,699
89,0,02135,Mike Standly,2.89,288,998
90,0,21007,Gabriel Hjertstedt,2.88,226,786
90,0,01945,Kenny Perry,2.88,284,985
90,0,02007,Larry Rinker,2.88,311,1081
90,0,02099,Scott Simpson,2.88,272,946
94,0,01201,Lennie Clements,2.87,288,1003
94,0,06090,Jim McGovern,2.87,283,986
94,0,02166,Chip Sullivan,2.87,246,857
97,0,20098,Stuart Appleby,2.86,242,847
97,0,01549,Mike Hulbert,2.86,332,1159
97,0,08075,Jerry Kelly,2.86,288,1008
100,0,01326,Nick Faldo,2.85,150,527
100,0,06332,Neal Lancaster,2.85,332,1164
100,0,01920,Craig Parry,2.85,236,829
100,0,01941,Tom Pernice Jr.,2.85,273,958
104,0,01905,Joe Ozaki,2.84,209,735
104,0,02218,Ted Tryba,2.84,341,1199
106,0,01385,Jim Gallagher Jr.,2.83,282,997
106,0,01457,Jay Haas,2.83,263,930
106,0,08265,Eric Johnson,2.83,262,925
109,0,01093,Ronnie Black,2.82,276,978
109,0,06124,Patrick Burke,2.82,213,755
109,0,10837,Kevin Burton,2.82,235,833
109,0,06621,Joe Durant,2.82,343,1215
109,0,01527,Scott Hoch,2.82,306,1086
109,0,01724,Jeff Maggert,2.82,307,1088
109,0,02049,Gene Sauers,2.82,183,648
109,0,06567,Vijay Singh,2.82,264,935
109,0,02294,Willie Wood,2.82,268,951
118,0,01143,Brad Bryant,2.81,271,963
118,0,06577,John Wilson,2.81,280,996
