RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,01876,Greg Norman,1.374,1261,918
2,0,01326,Nick Faldo,1.382,1219,882
3,0,12660,Jesper Parnevik,1.423,1793,1260
4,0,01887,Mark O'Meara,1.437,1991,1386
5,0,01329,Brad Faxon,1.438,1941,1350
5,0,01810,Phil Mickelson,1.438,1967,1368
7,0,01116,Michael Bradley,1.444,2288,1584
8,0,01968,Nick Price,1.446,1510,1044
9,0,06522,Ernie Els,1.455,1624,1116
9,0,10809,Jim Furyk,1.455,2567,1764
11,0,01457,Jay Haas,1.460,2103,1440
12,0,01024,Billy Andrade,1.469,2671,1818
12,0,09011,David Duval,1.469,2592,1764
14,0,01905,Joe Ozaki,1.470,1746,1188
14,0,01920,Craig Parry,1.470,1879,1278
16,0,01096,Phil Blackmar,1.473,2440,1656
17,0,08931,Glen Day,1.475,2177,1476
17,0,02133,Craig Stadler,1.475,1832,1242
19,0,06613,Tommy Tolles,1.476,2364,1602
20,0,02239,Scott Verplank,1.478,1650,1116
21,0,10860,Justin Leonard,1.479,2688,1818
22,0,01723,Andrew Magee,1.480,2717,1836
22,0,01975,Tom Purtzer,1.480,1758,1188
24,0,01226,Fred Couples,1.485,1524,1026
25,0,06567,Vijay Singh,1.486,2220,1494
26,0,20098,Stuart Appleby,1.491,2093,1404
27,0,01374,Robin Freeman,1.493,1747,1170
28,0,08075,Jerry Kelly,1.495,2475,1656
29,0,01378,David Frost,1.502,1866,1242
29,0,06527,Steve Stricker,1.502,1595,1062
31,0,01313,Steve Elkington,1.504,1678,1116
31,0,02159,Curtis Strange,1.504,1706,1134
33,0,10457,Frank Nobilo,1.507,1736,1152
34,0,02010,Loren Roberts,1.508,2226,1476
35,0,01864,Larry Nelson,1.509,1467,972
36,0,01633,Tom Kite,1.511,2012,1332
37,0,01132,Mark Brooks,1.512,2423,1602
38,0,01682,Wayne Levi,1.513,1825,1206
38,0,02256,Tom Watson,1.513,1416,936
40,0,01599,Steve Jones,1.514,2125,1404
41,0,02206,David Toms,1.515,2400,1584
42,0,19881,Robert Damron,1.516,2675,1764
43,0,01717,Sandy Lyle,1.519,1722,1134
44,0,02146,Payne Stewart,1.523,2385,1566
45,0,01928,Corey Pavin,1.524,1728,1134
46,0,01042,Paul Azinger,1.528,1705,1116
47,0,10569,Mike Brisky,1.529,2753,1800
47,0,02007,Larry Rinker,1.529,2697,1764
47,0,02223,Bob Tway,1.529,2559,1674
50,0,12387,Michael Christie,1.533,2621,1710
50,0,01527,Scott Hoch,1.533,2400,1566
52,0,01014,Fulton Allem,1.537,1715,1116
52,0,01161,Mark Calcavecchia,1.537,2683,1746
54,0,20229,Stewart Cink,1.542,2748,1782
54,0,01724,Jeff Maggert,1.542,2582,1674
56,0,08375,Paul Stankowski,1.543,2805,1818
57,0,06575,Dudley Hart,1.544,2196,1422
57,0,01489,Steve Hart,1.544,1918,1242
59,0,01418,Bill Glasson,1.545,1891,1224
59,0,07235,John Morse,1.545,2558,1656
61,0,01093,Ronnie Black,1.546,2337,1512
61,0,06643,Paul Goydos,1.546,2783,1800
63,0,02294,Willie Wood,1.547,2394,1548
64,0,06332,Neal Lancaster,1.548,2814,1818
65,0,01577,Lee Janzen,1.549,2760,1782
66,0,08793,Tiger Woods,1.550,2260,1458
67,0,01943,Chris Perry,1.551,2959,1908
68,0,08547,John Maginnes,1.552,2822,1818
69,0,01175,Jim Carter,1.553,2739,1764
69,0,01219,John Cook,1.553,2767,1782
71,0,10875,Todd Demsey,1.556,2072,1332
71,0,06315,Pete Jordan,1.556,2829,1818
73,0,01361,Dan Forsman,1.558,2356,1512
73,0,01748,Doug Martin,1.558,2861,1836
75,0,02115,Taylor Smith,1.559,2273,1458
76,0,07003,David Berganio Jr.,1.560,2330,1494
76,0,01143,Brad Bryant,1.560,2190,1404
76,0,01201,Lennie Clements,1.560,2471,1584
76,0,07749,Brett Quigley,1.560,3117,1998
80,0,06012,Greg Kraft,1.561,2922,1872
80,0,02267,D.A. Weibring,1.561,1742,1116
82,0,01510,Nolan Henke,1.562,2305,1476
83,0,01098,Jay Don Blake,1.563,2561,1638
83,0,01707,Steve Lowery,1.563,2786,1782
85,0,01331,Rick Fehr,1.564,1943,1242
