RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,30110,Kyle Stanley,84.06,116,138,-0.32
2,0,10809,Jim Furyk,82.46,94,114,-0.23
3,0,27095,Nick Watney,81.31,87,107,-0.17
4,0,24361,Pat Perez,80.00,88,110,-0.28
5,1,29535,Brice Garnett,79.87,127,159,-0.27
6,1,30163,Henrik Norlander,79.79,150,188,-0.20
7,1,34098,Russell Henley,79.67,145,182,-0.22
8,1,25632,Jimmy Walker,78.57,99,126,-0.15
9,1,33204,Shane Lowry,78.38,87,111,-0.16
10,1,34563,Chesson Hadley,78.17,111,142,-0.28
11,1,29974,Branden Grace,77.48,86,111,-0.22
11,1,35449,Adam Long,77.48,172,222,-0.23
13,1,33122,Russell Knox,77.42,120,155,-0.19
14,1,12716,Charley Hoffman,76.76,109,142,-0.24
15,1,25364,Paul Casey,76.74,99,129,-0.25
16,1,26596,Ryan Moore,76.67,92,120,-0.27
17,1,25900,Lucas Glover,76.39,110,144,-0.15
18,1,20229,Stewart Cink,76.30,103,135,-0.23
19,3,33419,Cameron Tringale,75.90,126,166,-0.23
20,3,34255,Joseph Bramlett,75.89,85,112,-0.15
21,3,46435,Austin Cook,75.66,115,152,-0.23
22,3,52375,Doug Ghim,75.49,77,102,-0.23
23,3,28307,Matt Every,75.47,80,106,-0.19
24,3,26499,Rafa Cabrera Bello,75.41,92,122,-0.34
25,8,46046,Scottie Scheffler,75.34,168,223,-0.25
26,-5,29221,Webb Simpson,75.31,122,162,-0.33
27,1,34256,Andrew Putnam,75.00,66,88,-0.24
27,1,24502,Adam Scott,75.00,66,88,-0.24
27,1,27214,Kevin Streelman,75.00,120,160,-0.20
30,1,31646,Emiliano Grillo,74.84,119,159,-0.12
31,3,29484,Peter Uihlein,74.53,79,106,-0.28
32,3,27963,Chris Stroud,74.51,76,102,-0.24
33,3,19803,Ryan Armour,74.45,102,137,-0.24
34,3,40098,Matt Fitzpatrick,74.26,101,136,-0.22
35,4,46970,Jon Rahm,74.21,141,190,-0.19
36,3,25686,Jason Dufner,74.16,132,178,-0.23
37,4,34021,Bud Cauley,74.12,126,170,-0.18
38,4,37189,Harold Varner III,74.11,146,197,-0.27
39,-19,45486,Joaquin Niemann,73.91,153,207,-0.25
40,4,36801,Mark Hubbard,73.71,157,213,-0.18
41,4,23623,Bo Van Pelt,73.47,72,98,-0.17
42,4,47993,Denny McCarthy,73.30,129,176,-0.29
43,19,33448,Justin Thomas,73.29,118,161,-0.29
44,3,32618,Rhein Gibson,73.28,85,116,-0.27
45,4,28679,Fabián Gómez,73.24,104,142,-0.25
46,5,25349,Tim Wilkinson,73.20,71,97,-0.17
47,5,21407,Arjun Atwal,73.13,49,67,-0.02
47,-4,34360,Patrick Reed,73.13,147,201,-0.29
49,4,27974,Sung Kang,73.10,144,197,-0.15
50,4,23621,Rory Sabbatini,73.03,111,152,-0.22
51,4,36871,Matthew NeSmith,72.97,135,185,-0.21
52,-14,29478,Kevin Kisner,72.94,124,170,-0.29
53,4,33120,Mark Anderson,72.90,78,107,-0.21
54,1,34099,Harris English,72.86,145,199,-0.22
55,3,27644,Brian Harman,72.73,152,209,-0.30
55,3,27942,Rob Oppenheim,72.73,104,143,-0.11
57,-9,50525,Collin Morikawa,72.69,157,216,-0.20
58,2,35658,Kris Ventura,72.63,69,95,-0.25
59,4,27129,Luke List,72.34,136,188,-0.23
60,4,29970,Dylan Frittelli,72.32,128,177,-0.23
61,4,24924,Bill Haas,72.17,83,115,-0.10
62,4,26329,Louis Oosthuizen,72.03,103,143,-0.22
63,4,27330,Josh Teater,72.00,54,75,-0.20
64,4,28252,Seamus Power,71.95,59,82,-0.19
65,4,56762,Will Gordon,71.79,56,78,-0.13
66,5,23108,Matt Kuchar,71.62,106,148,-0.28
67,20,32839,Hideki Matsuyama,71.56,151,211,-0.25
67,6,23320,Ryan Palmer,71.56,151,211,-0.22
69,5,39997,Corey Conners,71.51,133,186,-0.20
70,6,48045,Michael Gellerman,71.43,65,91,-0.20
70,6,37275,Sam Ryder,71.43,115,161,-0.22
72,6,53165,Doc Redman,71.37,172,241,-0.26
73,-3,52372,Cameron Champ,71.29,149,209,-0.18
74,6,33399,Adam Hadwin,71.25,114,160,-0.18
74,6,31323,Gary Woodland,71.25,114,160,-0.30
76,6,39324,J.J. Spaun,71.24,109,153,-0.19
77,6,33410,Andrew Landry,71.19,126,177,-0.17
78,6,23788,D.J. Trahan,71.17,79,111,-0.11
79,6,40058,Zac Blair,71.14,106,149,-0.19
80,6,26476,Chez Reavie,71.08,118,166,-0.17
81,7,32102,Rickie Fowler,71.05,81,114,-0.21
82,7,47504,Sam Burns,70.97,132,186,-0.22
83,20,46717,Viktor Hovland,70.92,139,196,-0.27
84,6,39953,Chase Seiffert,70.71,70,99,-0.23
85,6,32662,Michael Gligic,70.69,82,116,-0.21
86,6,29908,C.T. Pan,70.63,101,143,-0.14
87,6,27064,Jhonattan Vegas,70.49,86,122,-0.24
88,6,21961,Charles Howell III,70.44,112,159,-0.28
88,-14,48081,Xander Schauffele,70.44,143,203,-0.21
90,16,25396,Kevin Na,70.43,131,186,-0.29
91,4,45609,Tyler Duncan,70.39,164,233,-0.25
92,4,30692,Scott Stallings,70.29,123,175,-0.24
93,4,27556,Ted Potter Jr.,70.19,73,104,-0.33
94,4,46402,Talor Gooch,70.13,162,231,-0.27
95,4,49766,Hank Lebioda,70.00,91,130,-0.23
96,4,35532,Tom Hoge,69.95,128,183,-0.24
97,4,32640,Troy Merritt,69.88,116,166,-0.24
98,-19,28237,Rory McIlroy,69.87,109,156,-0.28
