RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,52375,Doug Ghim,92.31,60,65,-0.57
2,1,32757,Patton Kizzire,92.14,129,140,-0.56
3,2,35732,Wes Roach,91.80,56,61,-0.46
4,2,33404,Chris Baker,91.51,97,106,-0.47
5,2,33490,Bo Hoag,91.41,149,163,-0.44
6,2,53165,Doc Redman,91.04,193,212,-0.55
7,2,27936,Martin Laird,90.74,98,108,-0.49
8,2,29535,Brice Garnett,90.70,117,129,-0.51
9,4,34099,Harris English,90.52,191,211,-0.53
10,1,30110,Kyle Stanley,90.43,104,115,-0.55
11,1,32618,Rhein Gibson,90.22,83,92,-0.46
12,2,34563,Chesson Hadley,90.14,128,142,-0.62
13,2,27649,Brandt Snedeker,90.06,145,161,-0.44
14,2,10809,Jim Furyk,89.89,80,89,-0.51
14,2,56762,Will Gordon,89.89,80,89,-0.48
16,2,27095,Nick Watney,89.83,106,118,-0.54
17,2,33399,Adam Hadwin,89.57,146,163,-0.58
18,3,47128,Richy Werenski,89.33,134,150,-0.57
19,3,19803,Ryan Armour,89.23,116,130,-0.52
20,3,27330,Josh Teater,89.22,91,102,-0.57
21,3,32448,James Hahn,89.11,90,101,-0.60
22,10,29221,Webb Simpson,89.03,138,155,-0.62
23,2,27349,Alex Noren,88.96,137,154,-0.63
24,-4,40026,Daniel Berger,88.83,159,179,-0.63
25,2,24024,Zach Johnson,88.73,126,142,-0.57
26,2,36871,Matthew NeSmith,88.61,140,158,-0.52
27,2,36801,Mark Hubbard,88.58,194,219,-0.64
28,2,33141,Keegan Bradley,88.52,162,183,-0.52
29,2,27129,Luke List,88.51,208,235,-0.55
30,-4,50525,Collin Morikawa,88.41,206,233,-0.62
31,2,29725,Tony Finau,88.38,213,241,-0.60
32,2,22371,Aaron Baddeley,88.10,111,126,-0.55
33,2,46402,Talor Gooch,88.05,199,226,-0.60
34,2,28775,Nate Lashley,87.92,131,149,-0.55
35,2,24138,Ian Poulter,87.91,80,91,-0.69
36,2,29908,C.T. Pan,87.90,109,124,-0.44
37,2,27064,Jhonattan Vegas,87.84,130,148,-0.55
38,2,25686,Jason Dufner,87.82,137,156,-0.50
39,2,21407,Arjun Atwal,87.76,43,49,-0.51
40,2,45157,Cam Davis,87.70,164,187,-0.55
40,2,24924,Bill Haas,87.70,107,122,-0.49
42,2,26476,Chez Reavie,87.65,149,170,-0.58
43,3,19846,Brian Gay,87.50,154,176,-0.49
43,3,29484,Peter Uihlein,87.50,98,112,-0.53
45,3,47993,Denny McCarthy,87.44,174,199,-0.61
46,3,12716,Charley Hoffman,87.43,160,183,-0.55
47,7,48081,Xander Schauffele,87.40,222,254,-0.58
48,2,39997,Corey Conners,87.39,201,230,-0.51
49,2,32640,Troy Merritt,87.36,159,182,-0.52
50,-5,28237,Rory McIlroy,87.16,190,218,-0.58
51,2,33122,Russell Knox,87.10,135,155,-0.47
52,3,30163,Henrik Norlander,87.01,154,177,-0.51
53,3,23623,Bo Van Pelt,87.00,87,100,-0.46
54,3,25349,Tim Wilkinson,86.96,80,92,-0.61
55,3,35532,Tom Hoge,86.93,173,199,-0.53
56,3,32333,Kevin Tway,86.92,113,130,-0.45
57,3,39546,Keith Mitchell,86.89,179,206,-0.52
58,3,26596,Ryan Moore,86.87,86,99,-0.41
59,3,47504,Sam Burns,86.86,205,236,-0.59
60,3,21961,Charles Howell III,86.78,151,174,-0.58
60,3,27963,Chris Stroud,86.78,105,121,-0.40
62,3,37189,Harold Varner III,86.76,177,204,-0.54
63,3,25493,Nick Taylor,86.71,137,158,-0.57
64,10,33448,Justin Thomas,86.69,215,248,-0.63
65,4,34360,Patrick Reed,86.64,214,247,-0.61
66,21,35891,Cameron Smith,86.63,149,172,-0.60
67,0,22056,Cameron Percy,86.61,97,112,-0.55
