RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
48,2,36871,Matthew NeSmith,74.90,728,972,-189.00
49,-8,29725,Tony Finau,74.86,795,1062,-270.00
50,1,47347,Adam Schenk,74.85,741,990,-219.00
50,1,25804,Bubba Watson,74.85,768,1026,-235.00
52,1,33490,Bo Hoag,74.83,660,882,-158.00
53,1,12716,Charley Hoffman,74.77,646,864,-206.00
54,1,22056,Cameron Percy,74.75,444,594,-117.00
55,1,30944,Jason Kokrak,74.73,686,918,-189.00
56,3,24361,Pat Perez,74.58,537,720,-148.00
57,1,48822,Sebastián Muñoz,74.57,1047,1404,-331.00
58,2,31323,Gary Woodland,74.53,711,954,-241.00
59,2,25900,Lucas Glover,74.44,670,900,-197.00
60,2,29974,Branden Grace,74.41,442,594,-125.00
61,2,33204,Shane Lowry,74.38,482,648,-121.00
62,3,46717,Viktor Hovland,74.33,776,1044,-256.00
63,-6,32839,Hideki Matsuyama,74.32,816,1098,-247.00
64,0,46435,Austin Cook,74.31,642,864,-179.00
65,1,33399,Adam Hadwin,74.18,721,972,-204.00
66,1,35450,Patrick Cantlay,74.12,587,792,-189.00
67,1,56278,Matthew Wolff,73.99,839,1134,-281.00
68,1,47504,Sam Burns,73.94,732,990,-249.00
69,1,34255,Joseph Bramlett,73.93,519,702,-130.00
70,1,25686,Jason Dufner,73.91,745,1008,-172.00
71,1,40042,Tyler McCumber,73.68,504,684,-137.00
72,6,39971,Sungjae Im,73.63,1047,1422,-333.00
73,0,46550,Brandon Hagy,73.61,477,648,-140.00
73,0,48119,Ben Taylor,73.61,371,504,-90.00
75,0,33141,Keegan Bradley,73.59,755,1026,-191.00
76,0,32662,Michael Gligic,73.53,450,612,-125.00
77,3,26596,Ryan Moore,73.37,449,612,-126.00
78,3,33667,Carlos Ortiz,73.33,858,1170,-251.00
79,4,26476,Chez Reavie,73.29,752,1026,-207.00
80,4,25349,Tim Wilkinson,73.26,422,576,-107.00
81,4,33413,Ben Martin,73.23,290,396,-76.00
82,4,30911,Tommy Fleetwood,73.21,369,504,-118.00
83,4,32618,Rhein Gibson,73.20,448,612,-120.00
83,-2,34363,Tyrrell Hatton,73.20,448,612,-163.00
85,3,35449,Adam Long,73.16,935,1278,-271.00
86,3,49298,Kramer Hickok,73.15,474,648,-113.00
87,3,36699,Patrick Rodgers,73.11,987,1350,-302.00
88,3,35732,Wes Roach,72.98,289,396,-63.00
89,3,24502,Adam Scott,72.96,394,540,-125.00
90,3,47993,Denny McCarthy,72.91,853,1170,-290.00
91,3,29518,Brendan Steele,72.82,734,1008,-218.00
92,3,36689,Brooks Koepka,72.81,498,684,-156.00
92,3,46441,Robby Shelton,72.81,747,1026,-226.00
94,3,21407,Arjun Atwal,72.78,262,360,-57.00
94,3,48045,Michael Gellerman,72.78,393,540,-106.00
96,5,19803,Ryan Armour,72.72,589,810,-165.00
97,-18,40026,Daniel Berger,72.62,732,1008,-260.00
98,4,45609,Tyler Duncan,72.54,914,1260,-253.00
99,4,24024,Zach Johnson,72.53,705,972,-198.00
100,4,37275,Sam Ryder,72.42,730,1008,-231.00
101,4,46402,Talor Gooch,72.22,975,1350,-312.00
101,-1,35310,Lanto Griffin,72.22,1040,1440,-315.00
103,4,29268,Bronson Burgoon,72.10,584,810,-180.00
103,4,40098,Matt Fitzpatrick,72.10,571,792,-171.00
105,4,32102,Rickie Fowler,72.09,532,738,-177.00
106,10,45526,Abraham Ancer,72.02,726,1008,-226.00
107,3,21961,Charles Howell III,72.00,648,900,-194.00
108,3,31420,Anirban Lahiri,71.98,298,414,-79.00
109,3,35532,Tom Hoge,71.97,855,1188,-247.00
110,3,39953,Chase Seiffert,71.91,466,648,-138.00
111,3,47128,Richy Werenski,71.88,634,882,-191.00
112,3,49766,Hank Lebioda,71.82,530,738,-136.00
113,4,25818,Scott Piercy,71.78,646,900,-195.00
114,4,27556,Ted Potter Jr.,71.73,439,612,-110.00
115,5,20229,Stewart Cink,71.60,580,810,-159.00
116,5,27649,Brandt Snedeker,71.56,644,900,-183.00
117,5,23108,Matt Kuchar,71.54,631,882,-190.00
118,5,46442,Maverick McNealy,71.46,746,1044,-224.00
119,5,33486,Roger Sloan,71.35,488,684,-121.00
120,5,27974,Sung Kang,71.33,796,1116,-220.00
121,5,36801,Mark Hubbard,71.31,937,1314,-294.00
122,-16,29478,Kevin Kisner,71.23,718,1008,-211.00
122,6,28775,Nate Lashley,71.23,577,810,-152.00
124,6,37455,Si Woo Kim,71.20,769,1080,-244.00
124,5,34360,Patrick Reed,71.20,833,1170,-297.00
126,5,34431,Robert Streb,71.18,410,576,-104.00
127,5,34076,Joel Dahmen,71.16,807,1134,-244.00
128,5,32254,Xinjun Zhang,71.09,755,1062,-243.00
129,5,33120,Mark Anderson,71.02,473,666,-108.00
130,5,28679,Fabián Gómez,70.94,498,702,-141.00
131,5,33597,Harry Higgs,70.93,881,1242,-237.00
132,5,32757,Patton Kizzire,70.92,600,846,-187.00
133,5,39546,Keith Mitchell,70.89,638,900,-199.00
133,5,25493,Nick Taylor,70.89,638,900,-187.00
135,5,33948,Byeong Hun An,70.83,765,1080,-206.00
136,5,27644,Brian Harman,70.81,905,1278,-296.00
137,5,29908,C.T. Pan,70.80,548,774,-134.00
138,-12,23320,Ryan Palmer,70.72,751,1062,-232.00
139,4,48887,Matt Wallace,70.69,509,720,-145.00
140,4,26758,David Hearn,70.68,458,648,-107.00
141,4,29970,Dylan Frittelli,70.67,865,1224,-249.00
142,4,39977,Max Homa,70.66,725,1026,-224.00
143,5,27942,Rob Oppenheim,70.62,572,810,-135.00
144,5,32640,Troy Merritt,70.61,699,990,-203.00
145,5,39324,J.J. Spaun,70.60,610,864,-181.00
146,5,26300,Matt Jones,70.49,812,1152,-240.00
147,5,28307,Matt Every,70.46,520,738,-153.00
148,-29,29420,Billy Horschel,70.43,748,1062,-247.00
149,4,28089,Jason Day,70.42,507,720,-153.00
150,5,31560,Brian Stuard,70.23,809,1152,-228.00
151,5,27963,Chris Stroud,70.22,455,648,-125.00
152,5,31557,Jim Herman,70.19,657,936,-169.00
153,5,22371,Aaron Baddeley,70.12,467,666,-144.00
153,5,27349,Alex Noren,70.12,568,810,-179.00
155,5,29926,Danny Lee,70.10,694,990,-205.00
156,5,34213,Grayson Murray,70.07,391,558,-129.00
157,5,32150,Michael Thompson,70.04,706,1008,-200.00
158,5,29479,Scott Brown,70.00,630,900,-166.00
159,5,22405,Justin Rose,69.87,415,594,-137.00
160,5,51894,Vince Whaley,69.84,352,504,-89.00
161,5,27554,Scott Harrington,69.75,678,972,-196.00
162,6,33410,Andrew Landry,69.64,702,1008,-184.00
163,6,35461,Beau Hossler,69.50,613,882,-179.00
164,6,32791,K.H. Lee,69.44,675,972,-185.00
165,6,26499,Rafa Cabrera Bello,69.37,487,702,-138.00
166,1,30927,Brendon Todd,69.33,936,1350,-253.00
167,5,49771,J.T. Poston,69.31,786,1134,-240.00
168,5,32366,Kevin Chappell,69.27,399,576,-121.00
169,5,34021,Bud Cauley,69.25,723,1044,-194.00
170,6,23623,Bo Van Pelt,69.00,385,558,-92.00
171,6,26329,Louis Oosthuizen,68.89,496,720,-134.00
172,6,34314,Sebastian Cappelen,68.57,432,630,-112.00
173,7,23621,Rory Sabbatini,68.44,616,900,-172.00
174,10,35891,Cameron Smith,68.38,677,990,-219.00
175,7,25572,Graeme McDowell,68.32,455,666,-120.00
176,-1,25396,Kevin Na,68.27,725,1062,-220.00
177,6,34466,Peter Malnati,68.20,577,846,-177.00
178,7,34046,Jordan Spieth,68.09,576,846,-183.00
179,7,35230,Nelson Ledesma,68.06,294,432,-79.00
180,-1,35506,Mackenzie Hughes,68.01,759,1116,-241.00
181,6,01810,Phil Mickelson,67.98,465,684,-160.00
182,6,19846,Brian Gay,67.89,611,900,-179.00
183,6,32139,Danny Willett,67.88,391,576,-114.00
184,6,32333,Kevin Tway,67.62,426,630,-119.00
185,8,23325,Vaughn Taylor,67.17,532,792,-161.00
186,8,40058,Zac Blair,66.78,601,900,-155.00
187,8,40009,Dominic Bozzelli,66.67,288,432,-89.00
187,8,25632,Jimmy Walker,66.67,492,738,-132.00
189,3,26851,Marc Leishman,66.56,623,936,-179.00
190,7,24138,Ian Poulter,66.08,452,684,-153.00
191,7,51766,Wyndham Clark,65.58,543,828,-179.00
192,7,34256,Andrew Putnam,65.28,376,576,-90.00
193,8,35617,Martin Trainer,58.12,408,702,-110.00
