RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
1,0,56762,Will Gordon,81.82,324,396,-93.00
2,0,28252,Seamus Power,78.84,298,378,-91.00
3,1,32448,James Hahn,78.19,380,486,-118.00
4,1,34098,Russell Henley,77.87,813,1044,-214.00
5,1,39997,Corey Conners,77.78,868,1116,-229.00
6,1,25364,Paul Casey,77.53,614,792,-165.00
7,1,10809,Jim Furyk,77.47,502,648,-117.00
8,1,31646,Emiliano Grillo,77.43,669,864,-179.00
9,-6,29221,Webb Simpson,77.34,710,918,-259.00
10,3,30110,Kyle Stanley,77.00,596,774,-153.00
11,3,35658,Kris Ventura,76.98,388,504,-140.00
12,-1,48081,Xander Schauffele,76.96,845,1098,-257.00
13,2,27129,Luke List,76.93,817,1062,-248.00
14,2,21209,Sergio Garcia,76.91,443,576,-124.00
15,-3,46970,Jon Rahm,76.90,789,1026,-272.00
16,1,45157,Cam Davis,76.81,636,828,-209.00
17,-7,34099,Harris English,76.80,940,1224,-278.00
18,0,37189,Harold Varner III,76.61,786,1026,-235.00
19,0,33404,Chris Baker,76.43,454,594,-113.00
20,0,33419,Cameron Tringale,76.42,729,954,-215.00
21,0,27330,Josh Teater,76.34,371,486,-97.00
22,0,24924,Bill Haas,76.31,467,612,-105.00
23,0,49964,Aaron Wise,76.14,466,612,-110.00
24,0,53165,Doc Redman,76.11,959,1260,-285.00
25,1,28420,Ryan Brehm,75.87,437,576,-132.00
26,1,33448,Justin Thomas,75.77,791,1044,-284.00
27,2,30163,Henrik Norlander,75.69,763,1008,-207.00
28,3,52375,Doug Ghim,75.60,381,504,-89.00
29,-1,50525,Collin Morikawa,75.59,966,1278,-312.00
30,3,29535,Brice Garnett,75.56,612,810,-155.00
31,1,47959,Bryson DeChambeau,75.54,843,1116,-310.00
32,2,27064,Jhonattan Vegas,75.53,503,666,-156.00
33,2,34563,Chesson Hadley,75.48,625,828,-203.00
33,2,27936,Martin Laird,75.48,394,522,-106.00
35,2,27095,Nick Watney,75.46,489,648,-144.00
36,2,30692,Scott Stallings,75.37,719,954,-224.00
37,6,46046,Scottie Scheffler,75.32,949,1260,-307.00
38,2,30925,Dustin Johnson,75.30,637,846,-224.00
39,-9,52372,Cameron Champ,75.23,826,1098,-262.00
40,4,23788,D.J. Trahan,75.08,446,594,-112.00
40,4,29484,Peter Uihlein,75.08,446,594,-144.00
42,4,27214,Kevin Streelman,75.05,770,1026,-221.00
43,-18,45486,Joaquin Niemann,75.04,878,1170,-246.00
44,3,49960,Sepp Straka,75.00,837,1116,-253.00
44,3,33449,Zack Sucher,75.00,324,432,-90.00
46,-4,28237,Rory McIlroy,74.95,688,918,-229.00
47,2,33122,Russell Knox,74.94,661,882,-167.00
