RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,46717,Viktor Hovland,31.33%,26,83
2,0,50484,Hayden Springer,28.57%,26,91
3,0,48153,Matthieu Pavon,27.40%,20,73
4,0,34563,Chesson Hadley,26.79%,30,112
5,0,32640,Troy Merritt,26.56%,17,64
6,0,33968,Thorbjørn Olesen,26.39%,19,72
7,0,29725,Tony Finau,26.23%,32,122
8,0,38991,Alejandro Tosti,23.44%,30,128
9,0,59095,Chris Gotterup,23.08%,27,117
10,0,33653,Thomas Detry,22.68%,22,97
11,0,28237,Rory McIlroy,22.50%,18,80
12,0,39327,Ben Silverman,22.43%,24,107
13,0,34587,Chan Kim,22.13%,27,122
14,0,36699,Patrick Rodgers,22.00%,33,150
15,0,52215,Robert MacIntyre,21.93%,25,114
16,0,46046,Scottie Scheffler,21.78%,22,101
17,0,32102,Rickie Fowler,21.59%,19,88
18,0,39971,Sungjae Im,21.37%,28,131
19,0,54591,Ben Griffin,21.05%,32,152
20,0,60767,Blaine Hale Jr.,20.51%,16,78
21,0,32839,Hideki Matsuyama,20.39%,21,103
22,0,48084,Wesley Bryan,20.27%,15,74
23,0,30926,Chris Kirk,20.24%,17,84
24,0,26596,Ryan Moore,20.21%,19,94
25,0,51766,Wyndham Clark,20.20%,20,99
26,0,52513,Carson Young,20.19%,21,104
27,0,46442,Maverick McNealy,20.00%,26,130
28,0,39546,Keith Mitchell,19.88%,33,166
29,0,57975,Harry Hall,19.72%,28,142
30,0,47504,Sam Burns,19.57%,18,92
31,0,56630,Akshay Bhatia,19.51%,24,123
32,0,40250,Taylor Pendrith,19.40%,26,134
32,0,51634,Sahith Theegala,19.40%,26,134
34,0,55789,Taylor Montgomery,19.33%,23,119
34,0,31323,Gary Woodland,19.33%,23,119
36,0,34046,Jordan Spieth,19.32%,17,88
37,0,27349,Alex Noren,19.27%,21,109
38,0,58168,Davis Thompson,19.26%,26,135
39,0,33948,Byeong Hun An,19.12%,26,136
40,0,32366,Kevin Chappell,18.97%,11,58
41,0,39977,Max Homa,18.85%,23,122
42,0,46340,Alex Smalley,18.82%,16,85
43,0,55893,Sam Stevens,18.54%,28,151
44,0,46441,Robby Shelton,18.45%,19,103
45,0,60004,Jacob Bridgeman,18.42%,21,114
45,0,52375,Doug Ghim,18.42%,21,114
47,0,28089,Jason Day,18.39%,16,87
48,0,35506,Mackenzie Hughes,18.34%,31,169
49,0,51696,Rico Hoey,18.28%,17,93
50,0,49947,Taylor Moore,18.18%,26,143
51,0,35532,Tom Hoge,18.11%,23,127
52,0,35617,Martin Trainer,18.07%,15,83
53,0,35461,Beau Hossler,17.95%,28,156
54,0,47988,Nick Hardy,17.92%,19,106
55,0,57362,Austin Eckroat,17.86%,15,84
56,0,55454,Carl Yuan,17.82%,18,101
57,0,48117,Kurt Kitayama,17.71%,17,96
58,0,34255,Joseph Bramlett,17.57%,26,148
59,0,51977,Max Greyserman,17.54%,20,114
60,0,51287,Ryo Hisatsune,17.53%,17,97
61,0,47995,Davis Riley,17.50%,28,160
62,0,39324,J.J. Spaun,17.48%,18,103
63,0,37212,Paul Barjon,17.39%,12,69
63,0,32367,Jorge Campillo,17.39%,16,92
63,0,30163,Henrik Norlander,17.39%,12,69
66,0,47983,Chad Ramey,17.20%,16,93
67,0,40026,Daniel Berger,17.19%,11,64
67,0,40058,Zac Blair,17.19%,11,64
69,0,57366,Cameron Young,17.09%,20,117
70,0,27644,Brian Harman,17.05%,22,129
71,0,47993,Denny McCarthy,16.83%,17,101
72,0,40006,Erik van Rooyen,16.81%,19,113
73,0,34374,Erik Barnes,16.67%,16,96
73,0,32333,Kevin Tway,16.67%,14,84
75,0,59836,Pierceson Coody,16.53%,20,121
76,0,39997,Corey Conners,16.50%,17,103
77,0,40115,Adam Svensson,16.44%,24,146
78,0,29420,Billy Horschel,16.42%,22,134
78,0,46414,Aaron Rai,16.42%,11,67
80,0,52372,Cameron Champ,16.33%,16,98
81,0,48887,Matt Wallace,16.28%,21,129
82,0,31646,Emiliano Grillo,16.22%,18,111
82,0,29908,C.T. Pan,16.22%,12,74
84,0,40098,Matt Fitzpatrick,16.19%,17,105
85,0,56149,Wilson Furr,16.13%,15,93
85,0,51894,Vince Whaley,16.13%,20,124
87,0,47483,Will Zalatoris,16.09%,14,87
88,0,49960,Sepp Straka,16.05%,13,81
89,0,40162,Justin Lower,16.03%,25,156
90,0,37455,Si Woo Kim,16.00%,16,100
91,0,45157,Cam Davis,15.97%,19,119
92,0,50188,S.H. Kim,15.96%,30,188
93,0,47420,Jake Knapp,15.94%,22,138
94,0,45242,Kevin Yu,15.93%,18,113
95,0,52955,Ludvig Åberg,15.84%,16,101
96,0,33408,Tyson Alexander,15.83%,19,120
97,0,27214,Kevin Streelman,15.73%,14,89
98,0,51997,Andrew Novak,15.70%,19,121
99,0,47347,Adam Schenk,15.57%,19,122
100,0,46113,Ryan McCormick,15.53%,16,103
101,0,52453,Nicolai Højgaard,15.49%,11,71
102,0,54421,Garrick Higgo,15.45%,17,110
103,0,27064,Jhonattan Vegas,15.44%,21,136
104,0,32070,Rafael Campos,15.38%,14,91
104,0,59866,Nick Dunlap,15.38%,16,104
106,0,34099,Harris English,15.31%,15,98
107,0,34076,Joel Dahmen,15.24%,16,105
107,0,48081,Xander Schauffele,15.24%,16,105
109,0,55182,Tom Kim,15.22%,14,92
110,0,23108,Matt Kuchar,15.09%,16,106
111,0,33486,Roger Sloan,15.07%,11,73
112,0,34021,Bud Cauley,15.00%,12,80
113,0,35450,Patrick Cantlay,14.95%,16,107
113,0,36799,Stephan Jaeger,14.95%,16,107
115,0,59442,Parker Coody,14.85%,15,101
115,0,27649,Brandt Snedeker,14.85%,15,101
117,0,28775,Nate Lashley,14.81%,16,108
117,0,48867,Matti Schmid,14.81%,16,108
119,0,22405,Justin Rose,14.67%,11,75
120,0,52666,Sami Valimaki,14.58%,14,96
121,0,50497,Adrien Dumont de Chassart,14.53%,17,117
122,0,54783,Dylan Wu,14.49%,20,138
123,0,37378,Min Woo Lee,14.43%,14,97
124,0,48699,Callum Tarren,14.41%,17,118
125,0,47663,Kevin Dougherty,14.29%,13,91
125,0,29936,Ryan Fox,14.29%,18,126
125,0,24024,Zach Johnson,14.29%,10,70
125,0,33204,Shane Lowry,14.29%,12,84
125,0,36871,Matt NeSmith,14.29%,14,98
130,0,33448,Justin Thomas,14.16%,16,113
131,0,27770,Camilo Villegas,14.12%,12,85
132,0,28420,Ryan Brehm,13.98%,13,93
133,0,34256,Andrew Putnam,13.86%,14,101
134,0,25493,Nick Taylor,13.79%,16,116
135,0,34098,Russell Henley,13.73%,14,102
135,0,27936,Martin Laird,13.73%,14,102
137,0,28252,Seamus Power,13.60%,17,125
138,0,52514,Trace Crowe,13.59%,14,103
139,0,30927,Brendon Todd,13.57%,19,140
140,0,59143,Mac Meissner,13.33%,16,120
140,0,50095,Austin Smotherman,13.33%,8,60
142,0,35310,Lanto Griffin,13.27%,13,98
143,0,48319,Tom Whitney,13.25%,11,83
144,0,60067,Joe Highsmith,13.11%,16,122
145,0,54576,Patrick Fishburn,13.04%,12,92
146,0,39975,Michael Kim,12.90%,16,124
147,0,55708,Hayden Buckley,12.79%,11,86
148,0,27139,David Skinns,12.66%,20,158
149,0,24502,Adam Scott,12.63%,12,95
150,0,47591,Eric Cole,12.57%,24,191
151,0,27129,Luke List,12.50%,16,128
151,0,50525,Collin Morikawa,12.50%,9,72
153,0,12716,Charley Hoffman,12.38%,13,105
154,0,50493,Justin Suh,12.16%,9,74
155,0,29478,Kevin Kisner,11.84%,9,76
155,0,47806,Raul Pereda,11.84%,9,76
157,0,37275,Sam Ryder,11.46%,11,96
157,0,29221,Webb Simpson,11.46%,11,96
159,0,34466,Peter Malnati,11.36%,15,132
160,0,32791,K.H. Lee,11.32%,12,106
161,0,25900,Lucas Glover,11.11%,11,99
161,0,48119,Ben Taylor,11.11%,11,99
163,0,49771,J.T. Poston,10.99%,10,91
164,0,29535,Brice Garnett,10.87%,5,46
165,0,54628,Lee Hodges,10.71%,12,112
166,0,51349,Nico Echavarria,10.68%,11,103
167,0,32757,Patton Kizzire,10.67%,8,75
168,0,33141,Keegan Bradley,10.66%,13,122
169,0,22371,Aaron Baddeley,10.48%,11,105
170,0,26476,Chez Reavie,10.34%,9,87
171,0,36326,David Lipsky,10.31%,10,97
172,0,45609,Tyler Duncan,10.17%,6,59
173,0,52374,Brandon Wu,10.14%,7,69
174,0,36801,Mark Hubbard,9.90%,10,101
175,0,45522,Christiaan Bezuidenhout,9.73%,11,113
176,0,36884,Ben Kohles,9.57%,9,94
177,0,57900,Chandler Phillips,9.52%,12,126
178,0,27330,Josh Teater,9.26%,5,54
179,0,51890,Greyson Sigg,9.18%,9,98
180,0,33399,Adam Hadwin,9.09%,11,121
181,0,47679,Victor Perez,8.74%,9,103
182,0,30911,Tommy Fleetwood,8.33%,6,72
183,0,51070,Vincent Norrman,8.20%,5,61
184,0,23320,Ryan Palmer,7.41%,6,81
