RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,27942,Rob Oppenheim,90.91
2,0,28089,Jason Day,90.00
3,0,33204,Shane Lowry,88.89
4,1,34021,Bud Cauley,84.62
5,1,51894,Vince Whaley,83.33
6,2,29420,Billy Horschel,82.35
6,2,34360,Patrick Reed,82.35
6,2,48081,Xander Schauffele,82.35
9,2,52375,Doug Ghim,80.00
9,-5,25396,Kevin Na,80.00
9,4,23320,Ryan Palmer,80.00
12,5,46970,Jon Rahm,78.57
13,2,35449,Adam Long,77.78
13,2,27064,Jhonattan Vegas,77.78
15,6,35891,Cameron Smith,76.92
16,3,34076,Joel Dahmen,76.47
16,3,27644,Brian Harman,76.47
18,3,25900,Lucas Glover,75.00
18,3,27556,Ted Potter Jr.,75.00
20,-7,40026,Daniel Berger,73.33
20,5,33399,Adam Hadwin,73.33
20,10,28237,Rory McIlroy,73.33
20,10,33448,Justin Thomas,73.33
24,2,47504,Sam Burns,72.73
24,2,35450,Patrick Cantlay,72.73
24,2,45157,Cam Davis,72.73
24,2,23325,Vaughn Taylor,72.73
28,-11,47959,Bryson DeChambeau,71.43
28,2,56762,Will Gordon,71.43
28,2,27936,Martin Laird,71.43
28,2,28252,Seamus Power,71.43
28,2,34256,Andrew Putnam,71.43
33,-12,45526,Abraham Ancer,70.59
33,4,53165,Doc Redman,70.59
35,8,34363,Tyrrell Hatton,70.00
35,3,49960,Sepp Straka,70.00
37,2,36871,Matthew NeSmith,69.23
38,2,33597,Harry Higgs,68.75
38,2,31560,Brian Stuard,68.75
40,3,33948,Byeong Hun An,66.67
40,3,29535,Brice Garnett,66.67
40,3,35230,Nelson Ledesma,66.67
40,3,01810,Phil Mickelson,66.67
40,-10,45486,Joaquin Niemann,66.67
40,3,29908,C.T. Pan,66.67
40,12,29221,Webb Simpson,66.67
40,3,49964,Aaron Wise,66.67
48,7,46717,Viktor Hovland,64.71
48,-8,32839,Hideki Matsuyama,64.71
50,1,29518,Brendan Steele,64.29
51,14,30925,Dustin Johnson,63.64
51,1,30944,Jason Kokrak,63.64
51,1,39546,Keith Mitchell,63.64
54,1,32102,Rickie Fowler,62.50
54,1,32662,Michael Gligic,62.50
54,11,48822,Sebastián Muñoz,62.50
54,1,49771,J.T. Poston,62.50
58,-8,35310,Lanto Griffin,61.90
59,0,34098,Russell Henley,61.54
59,0,29926,Danny Lee,61.54
59,0,32791,K.H. Lee,61.54
59,0,27349,Alex Noren,61.54
59,0,46441,Robby Shelton,61.54
64,0,46402,Talor Gooch,61.11
65,0,34255,Joseph Bramlett,60.00
65,0,26499,Rafa Cabrera Bello,60.00
65,0,39997,Corey Conners,60.00
65,0,21209,Sergio Garcia,60.00
65,0,34213,Grayson Murray,60.00
65,0,39953,Chase Seiffert,60.00
65,0,27649,Brandt Snedeker,60.00
65,0,33449,Zack Sucher,60.00
73,2,40058,Zac Blair,58.33
73,2,40098,Matt Fitzpatrick,58.33
73,2,37275,Sam Ryder,58.33
73,2,47128,Richy Werenski,58.33
77,2,39977,Max Homa,57.14
77,2,36689,Brooks Koepka,57.14
77,2,30163,Henrik Norlander,57.14
77,2,33667,Carlos Ortiz,57.14
77,2,32333,Kevin Tway,57.14
77,2,31323,Gary Woodland,57.14
83,3,56278,Matthew Wolff,56.25
84,3,28420,Ryan Brehm,55.56
84,3,29268,Bronson Burgoon,55.56
84,15,34099,Harris English,55.56
84,3,30911,Tommy Fleetwood,55.56
84,15,46046,Scottie Scheffler,55.56
84,3,24502,Adam Scott,55.56
84,3,29484,Peter Uihlein,55.56
84,3,48887,Matt Wallace,55.56
92,1,25493,Nick Taylor,54.55
93,1,35461,Beau Hossler,53.85
93,1,27214,Kevin Streelman,53.85
93,1,32254,Xinjun Zhang,53.85
96,8,52372,Cameron Champ,53.33
96,1,37455,Si Woo Kim,53.33
96,1,30692,Scott Stallings,53.33
99,0,29970,Dylan Frittelli,52.94
99,0,46442,Maverick McNealy,52.94
101,3,19803,Ryan Armour,50.00
101,3,34314,Sebastian Cappelen,50.00
101,3,51766,Wyndham Clark,50.00
101,3,46550,Brandon Hagy,50.00
101,3,32757,Patton Kizzire,50.00
101,3,23108,Matt Kuchar,50.00
101,3,28775,Nate Lashley,50.00
101,3,49766,Hank Lebioda,50.00
101,3,27129,Luke List,50.00
101,3,33413,Ben Martin,50.00
101,3,25572,Graeme McDowell,50.00
101,3,25818,Scott Piercy,50.00
101,3,22405,Justin Rose,50.00
101,3,48119,Ben Taylor,50.00
101,3,27330,Josh Teater,50.00
101,-2,30927,Brendon Todd,50.00
101,3,35617,Martin Trainer,50.00
101,3,23623,Bo Van Pelt,50.00
101,3,37189,Harold Varner III,50.00
101,3,25632,Jimmy Walker,50.00
121,-17,39971,Sungjae Im,47.62
122,17,29478,Kevin Kisner,46.67
123,3,25364,Paul Casey,46.15
123,3,35532,Tom Hoge,46.15
123,3,23621,Rory Sabbatini,46.15
123,3,25804,Bubba Watson,46.15
127,3,46435,Austin Cook,45.45
127,3,12716,Charley Hoffman,45.45
127,3,33122,Russell Knox,45.45
127,3,24138,Ian Poulter,45.45
131,3,33404,Chris Baker,44.44
131,3,34466,Peter Malnati,44.44
131,3,47993,Denny McCarthy,44.44
131,3,26596,Ryan Moore,44.44
135,-10,29725,Tony Finau,43.75
135,3,26300,Matt Jones,43.75
137,2,22371,Aaron Baddeley,42.86
137,2,33141,Keegan Bradley,42.86
137,2,48045,Michael Gellerman,42.86
137,2,49298,Kramer Hickok,42.86
137,2,21961,Charles Howell III,42.86
137,2,32640,Troy Merritt,42.86
137,2,35732,Wes Roach,42.86
137,2,33486,Roger Sloan,42.86
137,2,35658,Kris Ventura,42.86
137,2,32139,Danny Willett,42.86
147,3,36801,Mark Hubbard,42.11
148,3,25686,Jason Dufner,41.67
148,19,35506,Mackenzie Hughes,41.67
150,3,21407,Arjun Atwal,40.00
150,3,40009,Dominic Bozzelli,40.00
150,3,32448,James Hahn,40.00
150,3,40042,Tyler McCumber,40.00
150,3,47347,Adam Schenk,40.00
150,3,39324,J.J. Spaun,40.00
150,3,32150,Michael Thompson,40.00
157,-6,26851,Marc Leishman,38.46
158,5,45609,Tyler Duncan,37.50
