RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
54,0,28307,Matt Every,70.60,2965,42
55,0,24361,Pat Perez,70.64,2331,33
56,0,30163,Henrik Norlander,70.66,2685,38
57,0,20848,Ángel Cabrera,70.67,2544,36
57,0,27963,Chris Stroud,70.67,3392,48
59,0,24138,Ian Poulter,70.68,1555,22
60,0,21731,Freddie Jacobson,70.71,2192,31
61,0,28310,Lee Williams,70.72,2546,36
62,0,32366,Kevin Chappell,70.73,3112,44
62,0,27214,Kevin Streelman,70.73,2900,41
64,0,21753,Brian Davis,70.75,3396,48
64,0,20104,Ken Duke,70.75,3396,48
66,0,24490,George McNeill,70.78,2619,37
66,0,26289,Boo Weekley,70.78,3893,55
68,0,34360,Patrick Reed,70.80,2832,40
69,0,23353,J.J. Henry,70.81,2974,42
70,0,23788,D.J. Trahan,70.82,1558,22
71,0,34098,Russell Henley,70.83,2904,41
72,0,30852,Ryo Ishikawa,70.84,2621,37
72,0,22056,Cameron Percy,70.84,2692,38
74,0,23409,James Driscoll,70.85,2409,34
75,0,10213,Dicky Pride,70.86,2480,35
76,0,25572,Graeme McDowell,70.87,1630,23
77,0,12510,Chad Campbell,70.88,2977,42
77,0,31557,Jim Herman,70.88,1772,25
77,0,30925,Dustin Johnson,70.88,2339,33
80,0,20396,Lee Westwood,70.91,2411,34
81,0,24846,Ricky Barnes,70.93,2979,42
82,0,20098,Stuart Appleby,70.94,3334,47
82,0,27503,Steve LeBrun,70.94,2412,34
82,0,01724,Jeff Maggert,70.94,2412,34
82,0,23497,Tag Ridings,70.94,2199,31
82,0,29518,Brendan Steele,70.94,3405,48
87,0,25444,Justin Hicks,70.95,2838,40
88,0,27644,Brian Harman,70.98,3194,45
88,0,31202,William McGirt,70.98,3123,44
90,0,28259,Sangmoon Bae,71.00,3337,47
90,0,25562,Andres Romero,71.00,2130,30
92,0,26851,Marc Leishman,71.03,2344,33
93,0,29740,Brad Fritsch,71.05,2984,42
93,0,36884,Ben Kohles,71.05,2629,37
95,0,28780,Nicholas Thompson,71.06,3766,53
96,0,23135,Tim Clark,71.07,2132,30
96,0,28500,Martin Flores,71.07,3198,45
98,0,24507,Jason Bohn,71.08,2630,37
98,0,20645,John Senden,71.08,2843,40
100,0,26758,David Hearn,71.11,3769,53
100,0,06573,Brandt Jobe,71.11,2560,36
100,0,34409,David Lingmerth,71.11,2631,37
103,0,24357,K.J. Choi,71.12,3556,50
103,0,29425,Andrew Svoboda,71.12,1849,26
105,0,19846,Brian Gay,71.14,3557,50
105,0,27556,Ted Potter Jr.,71.14,1992,28
107,0,35539,Luke Guthrie,71.17,2562,36
108,0,26596,Ryan Moore,71.18,2420,34
108,0,31560,Brian Stuard,71.18,2705,38
110,0,32448,James Hahn,71.21,2421,34
111,0,20572,Rod Pampling,71.23,1852,26
112,0,22371,Aaron Baddeley,71.24,2351,33
112,0,34021,Bud Cauley,71.24,2351,33
112,0,28475,Jeff Overton,71.24,2921,41
115,0,06567,Vijay Singh,71.26,2423,34
115,0,10423,Mike Weir,71.26,2209,31
117,0,28237,Rory McIlroy,71.27,1568,22
118,0,28135,Aaron Watkins,71.28,1782,25
119,0,12782,Tim Herron,71.29,1711,24
120,0,08725,Tom Gillis,71.30,2638,37
120,0,22806,Doug LaBelle II,71.30,2852,40
122,0,34174,John Huh,71.31,3209,45
122,0,35139,Richard Lee,71.31,2995,42
124,0,02206,David Toms,71.32,1569,22
125,0,20443,Jin Park,71.33,1926,27
126,0,28455,Will Claxton,71.39,2570,36
126,0,24358,Robert Garrigus,71.39,2570,36
128,0,20229,Stewart Cink,71.40,2856,40
128,0,23623,Bo Van Pelt,71.40,3070,43
130,0,27408,Martin Kaymer,71.41,2285,32
131,0,06522,Ernie Els,71.42,2571,36
132,0,21099,David Lynn,71.43,2500,35
132,0,33869,Eric Meierdierks,71.43,1500,21
132,0,24663,Y.E. Yang,71.43,2143,30
135,0,28679,Fabián Gómez,71.45,2358,33
136,0,06004,Stephen Ames,71.46,1715,24
137,0,27120,Troy Matteson,71.48,2216,31
137,0,22295,Darron Stiles,71.48,1787,25
139,0,27895,Jonas Blixt,71.50,3003,42
139,0,22913,John Rollins,71.50,2288,32
141,0,25818,Scott Piercy,71.51,2646,37
142,0,22792,Peter Hanson,71.52,1502,21
143,0,25274,Steven Bowditch,71.53,2575,36
143,0,27129,Luke List,71.53,2575,36
143,0,33418,Shawn Stefani,71.53,2289,32
146,0,29479,Scott Brown,71.55,2361,33
147,0,23541,Ben Crane,71.58,1861,26
147,0,27936,Martin Laird,71.58,2577,36
147,0,27330,Josh Teater,71.58,3221,45
147,0,21878,Mark Wilson,71.58,1861,26
151,0,20593,Greg Chalmers,71.59,2792,39
151,0,25345,Carl Pettersson,71.59,3651,51
153,0,19970,Robert Karlsson,71.62,2077,29
154,0,30750,Tommy Gainey,71.63,3080,43
155,0,20766,Padraig Harrington,71.67,1935,27
155,0,25240,D.A. Points,71.67,3225,45
157,0,22046,Geoff Ogilvy,71.74,2439,34
158,0,22961,David Mathis,71.78,2584,36
158,0,29289,S.Y. Noh,71.78,2584,36
160,0,24399,Scott Gardiner,71.79,2010,28
160,0,34261,Scott Langley,71.79,2800,39
162,0,30711,Colt Knost,71.82,2729,38
163,0,32334,Charlie Beljan,71.84,2299,32
163,0,20691,Greg Owen,71.84,2730,38
165,0,23452,Nicolas Colsaerts,71.87,1653,23
166,0,30692,Scott Stallings,71.88,3091,43
166,0,26497,Casey Wittenberg,71.88,2300,32
168,0,22378,Trevor Immelman,71.97,2447,34
168,0,32150,Michael Thompson,71.97,2447,34
170,0,24140,Sean O'Hair,72.00,2016,28
171,0,10885,Robert Allenby,72.06,2306,32
172,0,22621,Ben Curtis,72.17,2165,30
173,0,25336,Alistair Presnell,72.18,2021,28
174,0,01116,Michael Bradley,72.22,1950,27
175,0,37273,Derek Ernst,72.30,2169,30
176,0,30110,Kyle Stanley,72.35,2460,34
177,0,26951,Johnson Wagner,72.36,2026,28
178,0,32698,Bobby Gates,72.48,1522,21
179,0,25900,Lucas Glover,72.55,2249,31
180,0,24227,Justin Bolli,72.71,2036,28
