RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,22548,Patrick Sheehan,44,742,5.9
2,0,20663,Brenden Pappas,38,724,5.2
3,0,20850,Daniel Chopra,30,660,4.5
3,0,25345,Carl Pettersson,30,593,5.1
5,0,24781,Hunter Mahan,29,602,4.8
5,0,21959,Ted Purdy,29,711,4.1
7,0,12394,Tom Carter,28,650,4.3
7,0,08931,Glen Day,28,653,4.3
7,0,20572,Rod Pampling,28,558,5.0
10,0,06004,Stephen Ames,27,567,4.8
10,0,12652,Cameron Beckman,27,602,4.5
10,0,01948,Tim Petrovic,27,626,4.3
10,0,07749,Brett Quigley,27,611,4.4
14,0,07721,Pat Bates,26,596,4.4
14,0,01127,Danny Briggs,26,500,5.2
14,0,12645,Brent Geiberger,26,589,4.4
14,0,11032,Frank Lickliter II,26,566,4.6
18,0,24024,Zach Johnson,25,631,4.0
18,0,06332,Neal Lancaster,25,642,3.9
18,0,20548,Hidemichi Tanaka,25,517,4.8
21,0,21633,Steve Allan,24,597,4.0
21,0,20498,Briny Baird,24,485,4.9
21,0,20229,Stewart Cink,24,614,3.9
21,0,21805,Harrison Frazar,24,511,4.7
21,0,02104,Jeff Sluman,24,524,4.6
26,0,22371,Aaron Baddeley,23,578,4.0
26,0,24925,Jonathan Byrd,23,562,4.1
26,0,12510,Chad Campbell,23,506,4.5
26,0,01378,David Frost,23,511,4.5
26,0,23552,Hank Kuehne,23,631,3.6
26,0,01685,J.L. Lewis,23,601,3.8
26,0,12753,David Morland IV,23,452,5.1
26,0,22046,Geoff Ogilvy,23,545,4.2
26,0,02101,Joey Sindelar,23,564,4.1
26,0,02106,Chris Smith,23,560,4.1
26,0,10425,Jay Williamson,23,618,3.7
37,0,01024,Billy Andrade,22,649,3.4
37,0,06809,Bob Burns,22,552,4.0
37,0,23541,Ben Crane,22,603,3.6
37,0,19881,Robert Damron,22,596,3.7
37,0,07457,Steve Flesch,22,581,3.8
37,0,20433,Mark Hensby,22,612,3.6
37,0,23108,Matt Kuchar,22,512,4.3
37,0,01941,Tom Pernice Jr.,22,598,3.7
37,0,20645,John Senden,22,547,4.0
46,0,10885,Robert Allenby,21,455,4.6
46,0,23613,Rich Barcelo,21,403,5.2
46,0,24507,Jason Bohn,21,590,3.6
46,0,20472,Alex Cejka,21,404,5.2
46,0,01329,Brad Faxon,21,543,3.9
46,0,23063,Scott Hend,21,467,4.5
46,0,23353,J.J. Henry,21,612,3.4
46,0,01766,Billy Mayfair,21,574,3.7
46,0,06515,Shaun Micheel,21,466,4.5
46,0,24361,Pat Perez,21,597,3.5
46,0,02049,Gene Sauers,21,492,4.3
46,0,23325,Vaughn Taylor,21,512,4.1
58,0,06197,Michael Allen,20,557,3.6
58,0,01035,Tommy Armour III,20,506,4.0
58,0,07223,Brian Bateman,20,508,3.9
58,0,20593,Greg Chalmers,20,497,4.0
58,0,01707,Steve Lowery,20,523,3.8
58,0,01926,Steve Pate,20,395,5.1
58,0,23621,Rory Sabbatini,20,538,3.7
58,0,06527,Steve Stricker,20,514,3.9
58,0,23623,Bo Van Pelt,20,571,3.5
58,0,21878,Mark Wilson,20,366,5.5
68,0,01249,John Daly,19,483,3.9
68,0,25686,Jason Dufner,19,475,4.0
68,0,20121,Todd Fischer,19,646,2.9
68,0,01361,Dan Forsman,19,459,4.1
68,0,19846,Brian Gay,19,671,2.8
68,0,20094,Jonathan Kaye,19,415,4.6
68,0,01677,Tom Lehman,19,381,5.0
68,0,10585,Scott McCarron,19,538,3.5
68,0,21949,Joe Ogilvie,19,630,3.0
77,0,01142,Bart Bryant,18,434,4.1
77,0,06621,Joe Durant,18,477,3.8
77,0,10201,Matt Gogel,18,535,3.4
77,0,21731,Freddie Jacobson,18,466,3.9
77,0,26420,Richard Johnson,18,673,2.7
77,0,12680,Shigeki Maruyama,18,596,3.0
77,0,10107,Deane Pappas,18,450,4.0
77,0,20127,Chris Riley,18,371,4.9
77,0,23307,Roger Tambellini,18,458,3.9
77,0,02206,David Toms,18,394,4.6
77,0,02223,Bob Tway,18,488,3.7
77,0,02246,Duffy Waldorf,18,398,4.5
77,0,08793,Tiger Woods,18,420,4.3
90,0,06214,Guy Boros,17,401,4.2
90,0,01139,Olin Browne,17,542,3.1
90,0,23135,Tim Clark,17,514,3.3
90,0,01203,Russ Cochran,17,367,4.6
90,0,06251,Chris DiMarco,17,558,3.0
90,0,23983,Luke Donald,17,391,4.3
90,0,12823,Carlos Franco,17,596,2.9
90,0,25900,Lucas Glover,17,535,3.2
90,0,10733,Kent Jones,17,567,3.0
90,0,08075,Jerry Kelly,17,624,2.7
90,0,01619,Skip Kendall,17,585,2.9
90,0,01887,Mark O'Meara,17,311,5.5
90,0,07939,Dan Olsen,17,451,3.8
90,0,01928,Corey Pavin,17,485,3.5
90,0,01945,Kenny Perry,17,408,4.2
90,0,22405,Justin Rose,17,447,3.8
90,0,06078,Esteban Toledo,17,559,3.0
90,0,12602,Dean Wilson,17,682,2.5
108,0,21407,Arjun Atwal,16,545,2.9
108,0,07867,Woody Austin,16,548,2.9
108,0,08123,Jeff Brehaut,16,633,2.5
108,0,20104,Ken Duke,16,548,2.9
108,0,01388,Robert Gamez,16,647,2.5
108,0,21961,Charles Howell III,16,517,3.1
108,0,12682,Hirofumi Miyase,16,371,4.3
108,0,25396,Kevin Na,16,611,2.6
108,0,20628,Arron Oberholser,16,420,3.8
108,0,01938,David Peoples,16,539,3.0
108,0,02010,Loren Roberts,16,495,3.2
108,0,22293,Heath Slocum,16,558,2.9
108,0,02214,Kirk Triplett,16,478,3.3
121,0,20098,Stuart Appleby,15,434,3.5
121,0,24290,D.J. Brigman,15,462,3.2
121,0,11123,Chris Couch,15,289,5.2
121,0,01226,Fred Couples,15,285,5.3
121,0,01261,Jay Delsing,15,436,3.4
121,0,01313,Steve Elkington,15,374,4.0
121,0,01527,Scott Hoch,15,313,4.8
121,0,06567,Vijay Singh,15,598,2.5
129,0,23614,Rich Beem,14,404,3.5
129,0,07363,Craig Bowden,14,517,2.7
129,0,21646,David Branshaw,14,475,2.9
129,0,01157,Tom Byrum,14,522,2.7
129,0,19972,José Coceres,14,471,3.0
129,0,01219,John Cook,14,325,4.3
129,0,01381,Fred Funk,14,565,2.5
129,0,23338,David Gossett,14,348,4.0
129,0,08881,Tripp Isenhour,14,312,4.5
129,0,01577,Lee Janzen,14,492,2.8
129,0,20634,Peter Lonard,14,356,3.9
129,0,22913,John Rollins,14,547,2.6
129,0,02239,Scott Verplank,14,492,2.8
129,0,02245,Grant Waite,14,426,3.3
129,0,10423,Mike Weir,14,419,3.3
144,0,01161,Mark Calcavecchia,13,421,3.1
144,0,24357,K.J. Choi,13,437,3.0
144,0,12760,Danny Ellis,13,478,2.7
144,0,01320,Bob Estes,13,353,3.7
144,0,20585,Niclas Fasth,13,377,3.4
144,0,01553,John Huston,13,313,4.2
144,0,12705,Cliff Kresge,13,529,2.5
144,0,01761,Len Mattiace,13,530,2.5
144,0,01771,Blaine McCallister,13,416,3.1
