RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,27644,Brian Harman,38,0,1,7,2020110
2,0,32791,K.H. Lee,28,1,1,12,2020060
3,0,40058,Zac Blair,27,0,1,14,2020190
3,0,35450,Patrick Cantlay,27,0,4,14,2020030
3,0,25364,Paul Casey,27,1,3,16,2020410
3,0,33399,Adam Hadwin,27,0,1,14,2020040
3,0,30944,Jason Kokrak,27,2,1,4,2020490
8,0,29535,Brice Garnett,26,3,1,14,2020010
8,0,35449,Adam Long,26,1,2,2,2020110
8,0,30163,Henrik Norlander,26,0,4,8,2020415
11,0,29420,Billy Horschel,25,4,2,17,2020220
11,0,46717,Viktor Hovland,25,4,1,8,2020210
11,0,24140,Sean O'Hair,25,0,1,3,2020190
11,0,30110,Kyle Stanley,25,0,1,14,2020110
11,0,27095,Nick Watney,25,2,1,2,2020050
11,0,25349,Tim Wilkinson,25,0,2,11,2020110
17,0,45526,Abraham Ancer,24,3,3,15,2020405
17,0,20229,Stewart Cink,24,5,2,11,2020110
17,0,34098,Russell Henley,24,0,3,14,2020020
17,0,21961,Charles Howell III,24,1,3,16,2020060
17,0,27936,Martin Laird,24,0,2,12,2020210
17,0,49766,Hank Lebioda,24,1,4,2,2020470
17,0,32150,Michael Thompson,24,2,2,15,2020445
24,0,36801,Mark Hubbard,23,0,4,18,2020030
24,0,30925,Dustin Johnson,23,5,3,14,2020500
26,0,46435,Austin Cook,22,0,1,1,2020050
26,0,28307,Matt Every,22,2,3,4,2020190
26,0,32662,Michael Gligic,22,4,4,10,2020470
26,0,45486,Joaquin Niemann,22,2,1,10,2020040
26,0,46441,Robby Shelton,22,0,3,18,2020470
26,0,39324,J.J. Spaun,22,2,1,3,2020110
32,0,31646,Emiliano Grillo,21,3,4,17,2020410
32,0,49298,Kramer Hickok,21,1,3,14,2020470
32,0,32839,Hideki Matsuyama,21,4,1,14,2020445
32,0,29908,C.T. Pan,21,7,1,4,2020040
32,0,23621,Rory Sabbatini,21,1,4,13,2020070
32,0,46046,Scottie Scheffler,21,3,1,6,2020010
32,0,31560,Brian Stuard,21,1,2,6,2020410
32,0,25493,Nick Taylor,21,0,1,13,2020110
32,0,33448,Justin Thomas,21,1,2,4,2020405
32,0,33419,Cameron Tringale,21,3,2,6,2020415
