RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
72,0,12705,Cliff Kresge,225.0,900,4
74,0,27649,Brandt Snedeker,228.9,1602,7
75,0,01577,Lee Janzen,231.0,1386,6
76,0,23353,J.J. Henry,236.6,1656,7
77,0,08537,J.P. Hayes,237.0,1422,6
77,0,26596,Ryan Moore,237.0,1422,6
79,0,28158,Steve Marino,243.0,1458,6
80,0,24357,K.J. Choi,246.0,1476,6
81,0,22378,Trevor Immelman,247.5,990,4
82,0,29910,Blake Adams,252.0,1512,6
82,0,24507,Jason Bohn,252.0,1512,6
82,0,27120,Troy Matteson,252.0,1512,6
82,0,23320,Ryan Palmer,252.0,1512,6
82,0,28620,Aron Price,252.0,1260,5
82,0,20686,Jeev Milkha Singh,252.0,1008,4
88,0,08075,Jerry Kelly,254.6,1782,7
89,0,24925,Jonathan Byrd,255.0,1530,6
89,0,26951,Johnson Wagner,255.0,1530,6
91,0,24358,Robert Garrigus,255.6,1278,5
92,0,24912,Will MacKenzie,259.2,1296,5
92,0,06527,Steve Stricker,259.2,1296,5
94,0,20098,Stuart Appleby,259.7,1818,7
95,0,23325,Vaughn Taylor,261.0,1566,6
95,0,12755,Vance Veazey,261.0,1044,4
97,0,20127,Chris Riley,262.8,1314,5
98,0,28780,Nicholas Thompson,264.0,1584,6
99,0,20850,Daniel Chopra,266.4,1332,5
99,0,01313,Steve Elkington,266.4,1332,5
99,0,01941,Tom Pernice Jr.,266.4,1332,5
102,0,28500,Martin Flores,270.0,1350,5
102,0,25240,D.A. Points,270.0,1620,6
102,0,27214,Kevin Streelman,270.0,1620,6
105,0,01724,Jeff Maggert,273.6,1368,5
105,0,10425,Jay Williamson,273.6,1368,5
107,0,20593,Greg Chalmers,279.0,1674,6
107,0,06514,Kevin Johnson,279.0,1116,4
109,0,27060,John Mallinger,280.8,1404,5
109,0,23621,Rory Sabbatini,280.8,1404,5
111,0,20848,Ángel Cabrera,283.5,1134,4
112,0,07749,Brett Quigley,288.0,1728,6
113,0,28089,Jason Day,295.2,1476,5
113,0,25632,Jimmy Walker,295.2,1476,5
113,0,20436,Garrett Willis,295.2,1476,5
116,0,01707,Steve Lowery,301.5,1206,4
117,0,21753,Brian Davis,303.0,1818,6
118,0,23135,Tim Clark,306.0,1530,5
119,0,23718,Nathan Green,309.6,1548,5
120,0,27613,David Lutterus,310.5,1242,4
121,0,23623,Bo Van Pelt,312.0,1872,6
122,0,20498,Briny Baird,313.2,1566,5
123,0,24663,Y.E. Yang,315.0,1260,4
124,0,27436,Graham DeLaet,316.8,1584,5
124,0,06251,Chris DiMarco,316.8,1584,5
124,0,10860,Justin Leonard,316.8,1584,5
127,0,20157,Retief Goosen,319.5,1278,4
128,0,22946,Henrik Bjornstad,324.0,1296,4
128,0,26881,Jarrod Lyle,324.0,972,3
128,0,26287,Roland Thatcher,324.0,1296,4
128,0,23322,Brett Wetterich,324.0,972,3
132,0,27933,John Merrick,327.0,1962,6
133,0,02239,Scott Verplank,328.5,1314,4
134,0,06004,Stephen Ames,333.0,1332,4
134,0,25892,Steve Wheatcroft,333.0,1332,4
136,0,12510,Chad Campbell,334.8,1674,5
136,0,25396,Kevin Na,334.8,1674,5
138,0,20105,Jeff Gove,342.0,1026,3
138,0,20160,Charlie Wi,342.0,1710,5
140,0,23307,Roger Tambellini,346.5,1386,4
140,0,12714,Chris Tidland,346.5,1386,4
142,0,01619,Skip Kendall,348.0,1044,3
143,0,06643,Paul Goydos,351.0,1404,4
144,0,12782,Tim Herron,355.5,1422,4
145,0,28307,Matt Every,360.0,1080,3
146,0,31560,Brian Stuard,364.5,1458,4
147,0,20645,John Senden,370.8,1854,5
148,0,23800,Bryce Molder,378.0,1512,4
149,0,02206,David Toms,382.5,1530,4
150,0,26392,Chris Wilson,390.0,1170,3
151,0,26851,Marc Leishman,391.5,1566,4
151,0,21878,Mark Wilson,391.5,1566,4
153,0,20663,Brenden Pappas,396.0,1188,3
154,0,21350,Ryuji Imada,405.0,1620,4
154,0,24361,Pat Perez,405.0,1620,4
156,0,25190,Jeff Quinney,409.5,1638,4
157,0,20691,Greg Owen,414.0,1242,3
158,0,06522,Ernie Els,420.0,1260,3
159,0,09011,David Duval,426.0,1278,3
160,0,22293,Heath Slocum,436.5,1746,4
161,0,22056,Cameron Percy,438.0,1314,3
162,0,19846,Brian Gay,441.0,1764,4
162,0,24138,Ian Poulter,441.0,882,2
164,0,10809,Jim Furyk,444.0,1332,3
165,0,21209,Sergio Garcia,468.0,936,2
165,0,22122,Andrew McLardy,468.0,936,2
167,0,01320,Bob Estes,474.0,1422,3
168,0,32617,Jerod Turner,486.0,972,2
169,0,24227,Justin Bolli,495.0,990,2
170,0,21731,Freddie Jacobson,498.0,1494,3
171,0,21959,Ted Purdy,516.0,1548,3
172,0,01329,Brad Faxon,522.0,1044,2
173,0,20378,Mathias Grönberg,549.0,1098,2
174,0,08375,Paul Stankowski,558.0,1116,2
175,0,26882,Michael Sim,567.0,1134,2
176,0,12652,Cameron Beckman,612.0,1224,2
177,0,06515,Shaun Micheel,630.0,1260,2
177,0,01948,Tim Petrovic,630.0,1890,3
179,0,01116,Michael Bradley,693.0,1386,2
180,0,22621,Ben Curtis,702.0,1404,2
180,0,22405,Justin Rose,702.0,1404,2
182,0,27963,Chris Stroud,810.0,1620,2
183,0,28087,Kris Blanks,819.0,1638,2
183,0,24024,Zach Johnson,819.0,1638,2
185,0,06012,Greg Kraft,936.0,936,1
186,0,12602,Dean Wilson,972.0,972,1
187,0,27466,Spencer Levin,990.0,1980,2
188,0,29285,Brent Delahoussaye,1026.0,1026,1
189,0,22046,Geoff Ogilvy,1080.0,1080,1
190,0,23983,Luke Donald,1224.0,1224,1
191,0,08385,Omar Uresti,1332.0,1332,1
