RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,30925,Dustin Johnson,92.3,1476,16
2,0,20070,Matt Bettencourt,96.4,1638,17
3,0,25804,Bubba Watson,106.6,1386,13
4,0,24502,Adam Scott,111.3,1224,11
5,0,01810,Phil Mickelson,114.0,1368,12
6,0,27936,Martin Laird,117.0,1638,14
7,0,01706,Davis Love III,118.5,1422,12
8,0,01249,John Daly,126.0,1134,9
9,0,23349,Charles Warren,128.0,1152,9
10,0,27141,J.B. Holmes,128.6,1800,14
11,0,22371,Aaron Baddeley,130.2,1692,13
12,0,25562,Andres Romero,131.4,1314,10
13,0,25818,Scott Piercy,132.0,1584,12
14,0,01945,Kenny Perry,136.0,1224,9
15,0,01797,Rocco Mediate,142.0,1278,9
16,0,10885,Robert Allenby,148.0,1332,9
17,0,25364,Paul Casey,149.1,1044,7
18,0,23788,D.J. Trahan,150.5,1656,11
19,0,26695,Michael Letzig,151.2,1512,10
19,0,24781,Hunter Mahan,151.2,1512,10
21,0,12716,Charley Hoffman,153.0,1530,10
22,0,26679,Kevin Stadler,154.8,1548,10
22,0,06595,Kevin Sutherland,154.8,1548,10
24,0,01766,Billy Mayfair,156.0,1404,9
24,0,28237,Rory McIlroy,156.0,936,6
26,0,23548,Bill Lunde,158.0,1422,9
27,0,30946,Alex Prugh,158.4,1584,10
27,0,27095,Nick Watney,158.4,1584,10
29,0,27302,Garth Mulroy,159.0,954,6
30,0,26300,Matt Jones,160.2,1602,10
31,0,32102,Rickie Fowler,160.4,1764,11
32,0,26420,Richard Johnson,162.0,1620,10
32,0,27797,Derek Lamely,162.0,1458,9
34,0,24140,Sean O'Hair,164.0,1476,9
35,0,06567,Vijay Singh,166.5,1332,8
36,0,11123,Chris Couch,169.7,1188,7
37,0,10423,Mike Weir,171.0,1026,6
38,0,20572,Rod Pampling,173.3,1386,8
39,0,25686,Jason Dufner,174.0,1566,9
39,0,24924,Bill Haas,174.0,1566,9
41,0,07457,Steve Flesch,175.5,1404,8
42,0,24490,George McNeill,177.8,1422,8
43,0,28475,Jeff Overton,178.0,1602,9
44,0,23613,Rich Barcelo,180.0,1260,7
44,0,20229,Stewart Cink,180.0,1440,8
44,0,10585,Scott McCarron,180.0,1620,9
47,0,27330,Josh Teater,181.8,1818,10
48,0,22913,John Rollins,182.3,1458,8
49,0,23541,Ben Crane,184.5,1476,8
50,0,24846,Ricky Barnes,185.4,1854,10
51,0,07867,Woody Austin,186.0,1674,9
52,0,23638,Brendon de Jonge,186.5,2052,11
53,0,23108,Matt Kuchar,190.0,1710,9
54,0,25900,Lucas Glover,190.3,1332,7
55,0,08725,Tom Gillis,194.0,1746,9
56,0,21949,Joe Ogilvie,198.0,1782,9
56,0,25345,Carl Pettersson,198.0,1782,9
56,0,33419,Cameron Tringale,198.0,990,5
56,0,26289,Boo Weekley,198.0,1584,8
60,0,23673,Michael Connell,200.3,1602,8
61,0,23409,James Driscoll,200.6,1404,7
62,0,06621,Joe Durant,201.0,1206,6
63,0,20766,Padraig Harrington,201.6,1008,5
64,0,21961,Charles Howell III,206.0,1854,9
65,0,26301,James Nitties,207.0,1656,8
66,0,20472,Alex Cejka,208.3,1458,7
67,0,27770,Camilo Villegas,216.0,1296,6
68,0,20574,Mathew Goggin,218.6,1530,7
69,0,29221,Webb Simpson,220.5,1764,8
70,0,32640,Troy Merritt,221.1,1548,7
71,0,25720,Chad Collins,223.7,1566,7
72,0,01161,Mark Calcavecchia,225.0,900,4
