RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,35230,Nelson Ledesma,3.000,3,1
2,0,29479,Scott Brown,3.500,7,2
2,0,32333,Kevin Tway,3.500,7,2
4,0,24024,Zach Johnson,3.667,11,3
4,0,32839,Hideki Matsuyama,3.667,11,3
4,0,45486,Joaquin Niemann,3.667,11,3
7,0,19846,Brian Gay,3.800,19,5
7,0,35532,Tom Hoge,3.800,19,5
7,0,48822,Sebastián Muñoz,3.800,19,5
10,0,45526,Abraham Ancer,4.000,12,3
10,0,22371,Aaron Baddeley,4.000,4,1
10,0,33404,Chris Baker,4.000,4,1
10,0,33141,Keegan Bradley,4.000,12,3
10,0,47504,Sam Burns,4.000,20,5
10,0,32070,Rafael Campos,4.000,4,1
10,0,25364,Paul Casey,4.000,8,2
10,0,52372,Cameron Champ,4.000,4,1
10,0,24357,K.J. Choi,4.000,8,2
10,0,34076,Joel Dahmen,4.000,8,2
10,0,47959,Bryson DeChambeau,4.000,8,2
10,0,29725,Tony Finau,4.000,8,2
10,0,30911,Tommy Fleetwood,4.000,8,2
10,0,21209,Sergio Garcia,4.000,12,3
10,0,29535,Brice Garnett,4.000,12,3
10,0,52375,Doug Ghim,4.000,16,4
10,0,24924,Bill Haas,4.000,4,1
10,0,34363,Tyrrell Hatton,4.000,12,3
10,0,33490,Bo Hoag,4.000,16,4
10,0,27141,J.B. Holmes,4.000,8,2
10,0,39977,Max Homa,4.000,12,3
10,0,29420,Billy Horschel,4.000,16,4
10,0,35461,Beau Hossler,4.000,4,1
10,0,46717,Viktor Hovland,4.000,12,3
10,0,34174,John Huh,4.000,4,1
10,0,39971,Sungjae Im,4.000,16,4
10,0,26300,Matt Jones,4.000,16,4
10,0,39975,Michael Kim,4.000,8,2
10,0,30926,Chris Kirk,4.000,16,4
10,0,32757,Patton Kizzire,4.000,12,3
10,0,32816,Satoshi Kodaira,4.000,8,2
10,0,36689,Brooks Koepka,4.000,8,2
10,0,27936,Martin Laird,4.000,8,2
10,0,35104,Tom Lewis,4.000,8,2
10,0,24781,Hunter Mahan,4.000,4,1
10,0,34466,Peter Malnati,4.000,16,4
10,0,39546,Keith Mitchell,4.000,8,2
10,0,50525,Collin Morikawa,4.000,20,5
10,0,25396,Kevin Na,4.000,20,5
10,0,33667,Carlos Ortiz,4.000,12,3
10,0,23320,Ryan Palmer,4.000,4,1
10,0,24361,Pat Perez,4.000,16,4
10,0,27556,Ted Potter Jr.,4.000,4,1
10,0,24138,Ian Poulter,4.000,12,3
10,0,46970,Jon Rahm,4.000,8,2
10,0,53165,Doc Redman,4.000,12,3
10,0,34360,Patrick Reed,4.000,4,1
10,0,22405,Justin Rose,4.000,4,1
10,0,48081,Xander Schauffele,4.000,8,2
10,0,46046,Scottie Scheffler,4.000,8,2
10,0,29221,Webb Simpson,4.000,12,3
10,0,34046,Jordan Spieth,4.000,12,3
10,0,30692,Scott Stallings,4.000,4,1
10,0,29518,Brendan Steele,4.000,16,4
10,0,33448,Justin Thomas,4.000,4,1
10,0,30927,Brendon Todd,4.000,20,5
10,0,35617,Martin Trainer,4.000,8,2
10,0,33419,Cameron Tringale,4.000,12,3
10,0,23623,Bo Van Pelt,4.000,4,1
10,0,40006,Erik van Rooyen,4.000,4,1
10,0,35658,Kris Ventura,4.000,4,1
10,0,25632,Jimmy Walker,4.000,4,1
10,0,27095,Nick Watney,4.000,4,1
10,0,25804,Bubba Watson,4.000,4,1
10,0,20396,Lee Westwood,4.000,12,3
10,0,32139,Danny Willett,4.000,12,3
10,0,49964,Aaron Wise,4.000,8,2
10,0,56278,Matthew Wolff,4.000,8,2
10,0,31323,Gary Woodland,4.000,4,1
79,0,45157,Cam Davis,4.167,25,6
79,0,32791,K.H. Lee,4.167,25,6
81,0,40098,Matt Fitzpatrick,4.200,21,5
81,0,29974,Branden Grace,4.200,21,5
81,0,34098,Russell Henley,4.200,21,5
81,0,35506,Mackenzie Hughes,4.200,21,5
81,0,27974,Sung Kang,4.200,21,5
81,0,36871,Matthew NeSmith,4.200,21,5
81,0,27349,Alex Noren,4.200,21,5
81,0,31560,Brian Stuard,4.200,21,5
89,0,20229,Stewart Cink,4.250,17,4
89,0,46435,Austin Cook,4.250,17,4
89,0,29970,Dylan Frittelli,4.250,17,4
89,0,35310,Lanto Griffin,4.250,17,4
89,0,27554,Scott Harrington,4.250,17,4
89,0,31557,Jim Herman,4.250,17,4
89,0,33597,Harry Higgs,4.250,17,4
89,0,37455,Si Woo Kim,4.250,17,4
89,0,33410,Andrew Landry,4.250,17,4
89,0,29926,Danny Lee,4.250,17,4
89,0,27129,Luke List,4.250,17,4
89,0,46442,Maverick McNealy,4.250,17,4
89,0,49771,J.T. Poston,4.250,17,4
89,0,30110,Kyle Stanley,4.250,17,4
89,0,27214,Kevin Streelman,4.250,17,4
89,0,27770,Camilo Villegas,4.250,17,4
