RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,35104,Tom Lewis,4.000,4,1
1,0,34256,Andrew Putnam,4.000,4,1
3,0,48081,Xander Schauffele,4.267,64,15
4,0,35310,Lanto Griffin,4.400,66,15
4,0,24502,Adam Scott,4.400,66,15
6,0,27644,Brian Harman,4.455,49,11
7,0,34099,Harris English,4.467,67,15
8,0,19846,Brian Gay,4.500,18,4
8,0,34174,John Huh,4.500,27,6
8,0,36689,Brooks Koepka,4.500,45,10
8,0,46046,Scottie Scheffler,4.500,63,14
8,0,25493,Nick Taylor,4.500,18,4
13,0,45486,Joaquin Niemann,4.533,68,15
13,0,46970,Jon Rahm,4.533,68,15
15,0,25364,Paul Casey,4.545,50,11
15,0,28237,Rory McIlroy,4.545,50,11
17,0,47959,Bryson DeChambeau,4.600,69,15
17,0,35532,Tom Hoge,4.600,46,10
17,0,27936,Martin Laird,4.600,46,10
20,0,29974,Branden Grace,4.636,51,11
20,0,30944,Jason Kokrak,4.636,51,11
20,0,01810,Phil Mickelson,4.636,51,11
20,0,26329,Louis Oosthuizen,4.636,51,11
20,0,35891,Cameron Smith,4.636,51,11
20,0,25804,Bubba Watson,4.636,51,11
26,0,40026,Daniel Berger,4.667,70,15
26,0,47504,Sam Burns,4.667,28,6
26,0,51766,Wyndham Clark,4.667,28,6
26,0,39971,Sungjae Im,4.667,70,15
26,0,50525,Collin Morikawa,4.667,70,15
26,0,37275,Sam Ryder,4.667,28,6
32,0,12716,Charley Hoffman,4.700,47,10
33,0,24024,Zach Johnson,4.714,33,7
34,0,26499,Rafa Cabrera Bello,4.727,52,11
34,0,40098,Matt Fitzpatrick,4.727,52,11
34,0,37455,Si Woo Kim,4.727,52,11
34,0,23320,Ryan Palmer,4.727,52,11
34,0,49771,J.T. Poston,4.727,52,11
34,0,24138,Ian Poulter,4.727,52,11
34,0,29221,Webb Simpson,4.727,52,11
41,0,35450,Patrick Cantlay,4.733,71,15
41,0,21209,Sergio Garcia,4.733,71,15
41,0,33448,Justin Thomas,4.733,71,15
44,0,34431,Robert Streb,4.750,19,4
44,0,34264,Hudson Swafford,4.750,19,4
46,0,20229,Stewart Cink,4.786,67,14
47,0,29970,Dylan Frittelli,4.800,48,10
47,0,35506,Mackenzie Hughes,4.800,72,15
47,0,30925,Dustin Johnson,4.800,72,15
47,0,33667,Carlos Ortiz,4.800,48,10
47,0,34360,Patrick Reed,4.800,72,15
47,0,32150,Michael Thompson,4.800,24,5
47,0,47128,Richy Werenski,4.800,24,5
54,0,45526,Abraham Ancer,4.818,53,11
54,0,52372,Cameron Champ,4.818,53,11
54,0,56278,Matthew Wolff,4.818,53,11
54,0,31323,Gary Woodland,4.818,53,11
58,0,46441,Robby Shelton,4.833,29,6
58,0,29518,Brendan Steele,4.833,29,6
60,0,39997,Corey Conners,4.857,34,7
61,0,33404,Chris Baker,4.900,49,10
61,0,34098,Russell Henley,4.900,49,10
61,0,26331,Charl Schwartzel,4.900,49,10
61,0,27064,Jhonattan Vegas,4.900,49,10
65,0,29725,Tony Finau,4.909,54,11
65,0,25396,Kevin Na,4.909,54,11
65,0,30927,Brendon Todd,4.909,54,11
68,0,26851,Marc Leishman,4.933,74,15
68,0,32839,Hideki Matsuyama,4.933,74,15
70,0,33948,Byeong Hun An,5.000,5,1
70,0,34076,Joel Dahmen,5.000,5,1
70,0,28089,Jason Day,5.000,5,1
70,0,45609,Tyler Duncan,5.000,5,1
70,0,30911,Tommy Fleetwood,5.000,55,11
70,0,32102,Rickie Fowler,5.000,5,1
70,0,33399,Adam Hadwin,5.000,55,11
70,0,34363,Tyrrell Hatton,5.000,35,7
70,0,31557,Jim Herman,5.000,5,1
70,0,46717,Viktor Hovland,5.000,40,8
70,0,21961,Charles Howell III,5.000,5,1
70,0,29478,Kevin Kisner,5.000,75,15
70,0,33410,Andrew Landry,5.000,20,4
70,0,29926,Danny Lee,5.000,5,1
70,0,32791,K.H. Lee,5.000,30,6
70,0,35449,Adam Long,5.000,5,1
70,0,48822,Sebastián Muñoz,5.000,55,11
70,0,27349,Alex Noren,5.000,5,1
70,0,22405,Justin Rose,5.000,35,7
70,0,23621,Rory Sabbatini,5.000,5,1
70,0,27649,Brandt Snedeker,5.000,5,1
70,0,39324,J.J. Spaun,5.000,30,6
70,0,31560,Brian Stuard,5.000,30,6
93,0,29420,Billy Horschel,5.091,56,11
93,0,26300,Matt Jones,5.091,56,11
93,0,33204,Shane Lowry,5.091,56,11
93,0,32640,Troy Merritt,5.091,56,11
93,0,26476,Chez Reavie,5.091,56,11
93,0,27214,Kevin Streelman,5.091,56,11
93,0,20396,Lee Westwood,5.091,56,11
100,0,39977,Max Homa,5.143,36,7
100,0,40006,Erik van Rooyen,5.143,36,7
100,0,48887,Matt Wallace,5.143,36,7
100,0,47483,Will Zalatoris,5.143,36,7
104,0,34046,Jordan Spieth,5.182,57,11
104,0,25632,Jimmy Walker,5.182,57,11
106,0,28679,Fabián Gómez,5.200,52,10
106,0,36699,Patrick Rodgers,5.200,52,10
108,0,27974,Sung Kang,5.286,37,7
108,0,23108,Matt Kuchar,5.286,37,7
110,0,34466,Peter Malnati,5.500,33,6
111,0,33490,Bo Hoag,5.667,34,6
112,0,33141,Keegan Bradley,6.000,6,1
112,0,25900,Lucas Glover,6.000,6,1
112,0,34563,Chesson Hadley,6.000,6,1
112,0,36801,Mark Hubbard,6.000,6,1
112,0,32139,Danny Willett,6.000,6,1
