RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,06567,Vijay Singh,11.89,760.74,-448.90,442.03
2,0,06522,Ernie Els,9.23,480.07,-336.93,235.03
3,0,20157,Retief Goosen,8.29,430.86,-218.63,253.34
4,0,24502,Adam Scott,5.70,296.63,-130.31,201.96
5,0,20848,Ángel Cabrera,5.20,207.93,-57.07,140.48
6,0,23135,Tim Clark,4.24,233.32,-74.92,209.10
7,0,20400,Michael Campbell,4.13,210.84,-48.90,180.90
8,0,20098,Stuart Appleby,3.49,188.63,-145.80,97.46
9,0,10423,Mike Weir,3.33,156.48,-156.80,75.78
10,0,22348,Nick O'Hern,3.26,176.30,-62.82,116.63
11,0,20433,Mark Hensby,3.24,184.90,-65.19,112.11
12,0,20634,Peter Lonard,2.95,188.68,-89.59,113.08
13,0,24357,K.J. Choi,2.65,167.01,-113.65,77.43
14,0,12680,Shigeki Maruyama,2.62,141.72,-90.52,67.96
15,0,06004,Stephen Ames,2.59,139.87,-93.60,39.43
16,0,20572,Rod Pampling,2.56,138.04,-67.63,78.79
17,0,22046,Geoff Ogilvy,2.48,138.89,-63.71,103.55
18,0,23621,Rory Sabbatini,2.47,125.99,-69.21,50.67
19,0,01313,Steve Elkington,2.44,97.53,-9.01,94.56
20,0,01920,Craig Parry,2.30,108.15,-50.93,79.11
21,0,20569,Richard Green,2.26,119.86,-46.80,53.90
22,0,22378,Trevor Immelman,2.18,124.23,-74.60,69.58
23,0,10885,Robert Allenby,2.09,133.50,-88.83,61.69
24,0,25732,S.K. Ho,1.71,77.06,-34.77,45.10
25,0,01968,Nick Price,1.71,68.25,-61.47,43.80
26,0,20218,Shingo Katayama,1.65,90.48,-59.40,35.87
27,0,24511,Thongchai Jaidee,1.63,74.98,-32.56,45.00
28,0,20382,Stephen Leaney,1.44,73.19,-57.41,35.54
29,0,24459,Richard Sterne,1.38,77.12,-24.75,62.08
30,0,12823,Carlos Franco,1.34,74.88,-53.65,24.78
31,0,20935,Toru Taniguchi,1.31,73.60,-41.01,16.17
32,0,24663,Y.E. Yang,1.29,58.02,-26.17,17.53
33,0,20624,David Smail,1.28,66.40,-33.44,25.71
34,0,22117,Jyoti Randhawa,1.26,64.08,-35.25,26.71
35,0,23043,Paul Sheehan,1.24,66.88,-36.11,28.48
36,0,20643,Steven Conran,1.24,64.39,-29.57,27.49
37,0,20381,Ryoken Kawagishi,1.20,63.71,-20.32,30.78
38,0,20939,Keiichiro Fukabori,1.17,64.29,-35.00,32.69
39,0,21284,Hiroyuki Fujita,1.05,55.57,-25.81,33.34
40,0,01886,Peter O'Malley,1.04,52.79,-28.01,28.51
41,0,01905,Joe Ozaki,1.01,44.29,-18.54,36.43
42,0,22371,Aaron Baddeley,1.01,56.34,-26.90,45.14
43,0,26808,Tadahiro Takayama,.97,49.51,-16.27,41.35
44,0,20645,John Senden,.96,62.47,-30.26,40.55
45,0,23580,Tetsuji Hiratsuka,.95,54.08,-38.62,22.64
46,0,22275,Terry Pilkadaris,.94,37.59,-11.74,17.17
47,0,26331,Charl Schwartzel,.94,54.46,-26.58,32.83
48,0,22110,Thaworn Wiratchant,.93,43.94,-14.46,31.63
49,0,21350,Ryuji Imada,.93,46.73,-9.80,41.90
50,0,21407,Arjun Atwal,.92,52.31,-21.33,42.94
51,0,10821,Toshi Izawa,.91,39.02,-41.73,13.56
52,0,23725,Brendan Jones,.88,53.98,-40.05,19.09
53,0,20669,James Kingston,.88,48.38,-25.48,29.00
54,0,21187,Hidemasa Hoshino,.82,45.24,-17.24,27.56
55,0,25274,Steven Bowditch,.82,32.77,-7.88,21.51
56,0,23797,Brett Rumford,.82,43.22,-28.77,19.08
57,0,21498,Hideto Tanihara,.79,47.52,-31.54,17.71
58,0,24748,WC Liang,.79,31.56,-9.69,18.93
59,0,19972,José Coceres,.78,31.11,-23.29,11.36
60,0,02076,Peter Senior,.77,30.82,-16.72,12.30
61,0,02020,Eduardo Romero,.76,30.59,-33.32,4.79
62,0,22032,Tomohiro Kondo,.75,41.92,-18.63,16.77
63,0,23165,Takashi Kamiyama,.74,29.65,-14.32,1.23
64,0,22122,Andrew McLardy,.74,35.46,-14.73,29.53
65,0,22034,Yasuharu Imano,.71,39.22,-16.56,25.30
66,0,23167,Dinesh Chand,.71,39.18,-19.36,15.07
67,0,20213,Katsumasa Miyamoto,.71,37.64,-32.92,12.09
68,0,20548,Hidemichi Tanaka,.69,40.81,-32.87,16.42
69,0,07465,Hideki Kase,.66,37.15,-22.92,2.93
70,0,20580,Andre Stolz,.66,30.92,-27.56,5.06
71,0,08555,Terry Price,.63,36.07,-23.75,13.56
72,0,22328,Marc Cayeux,.63,33.93,-8.26,25.16
73,0,24083,Marcus Fraser,.63,35.13,-28.53,19.42
74,0,20992,Kazuhiko Hosokawa,.62,33.57,-11.83,22.61
75,0,21188,Tatsuhiko Takahashi,.60,24.11,-2.55,22.90
76,0,20566,Kaname Yokoo,.58,31.41,-13.85,12.15
77,0,22080,Prayad Marksaeng,.58,34.79,-24.62,11.70
78,0,20928,Kiyoshi Maita,.58,27.69,-12.22,14.86
79,0,26507,I J Jang,.57,22.79,.00,22.79
80,0,20684,Chawalit Plaphol,.57,30.76,-9.47,12.61
81,0,22075,Ricardo Gonzalez,.57,24.46,-33.17,2.15
82,0,24509,Wei-tze Yeh,.57,27.77,-19.13,5.54
83,0,26329,Louis Oosthuizen,.56,29.35,-15.87,14.76
84,0,26881,Jarrod Lyle,.56,22.26,-4.86,25.78
85,0,23828,Satoru Hirota,.55,27.74,-4.68,22.34
86,0,21470,Daisuke Maruyama,.55,31.90,-21.36,18.45
87,0,24739,Katsumune Imai,.54,29.79,-18.64,6.77
88,0,01364,Peter Fowler,.54,32.43,-28.14,13.97
89,0,20565,Shinichi Yokota,.54,28.39,-11.80,15.44
90,0,20721,Darren Fichardt,.53,28.57,-26.92,9.97
91,0,21633,Steve Allan,.53,34.27,-24.01,15.95
92,0,20595,Craig Jones,.52,24.64,-8.86,15.43
93,0,25586,Takuya Taniguchi,.52,24.90,-13.27,9.38
94,0,25398,Ryuichi Oda,.52,23.73,-9.12,11.43
95,0,26341,Wade Ormsby,.51,29.24,-7.58,20.61
96,0,23063,Scott Hend,.51,30.17,-13.92,19.65
97,0,27770,Camilo Villegas,.50,19.89,-6.15,14.22
98,0,01378,David Frost,.48,26.54,-20.33,9.54
99,0,20631,David McKenzie,.48,26.20,-12.51,8.13
100,0,25478,Kiyoshi Miyazato,.48,23.31,-7.35,8.83
101,0,20772,Toru Suzuki,.47,27.54,-21.60,1.40
102,0,20962,Keng-Chi Lin,.46,27.87,-9.52,18.61
103,0,20753,Jong-Duck Kim,.46,23.02,-19.07,2.48
104,0,20593,Greg Chalmers,.45,27.86,-17.18,6.31
105,0,21943,Boonchu Ruangkit,.43,17.08,-11.27,6.22
106,0,37416,T.C. Wang,.42,16.93,-4.39,11.50
107,0,10912,Craig Perks,.42,22.83,-12.29,8.00
108,0,22307,Nozomi Kawahara,.42,23.60,-13.98,13.88
109,0,21185,Takao Nogami,.42,16.82,-.49,16.00
110,0,20663,Brenden Pappas,.42,24.12,-29.66,8.63
111,0,21489,Nobuhito Sato,.41,24.68,-15.22,13.10
112,0,21806,Paul Gow,.41,24.09,-11.58,13.99
113,0,20773,Taichi Teshima,.41,21.87,-30.36,5.79
114,0,20484,Thammanoon Sriroj,.40,24.65,-10.38,5.52
115,0,20160,Charlie Wi,.40,17.51,-9.43,2.49
116,0,23795,Nobuhiro Masuda,.39,20.53,-13.59,4.98
117,0,22400,Hennie Otto,.39,16.17,-17.14,12.30
118,0,20686,Jeev Milkha Singh,.39,27.05,-10.18,11.97
119,0,20944,Tsuyoshi Yoneyama,.39,15.62,-22.39,.00
120,0,26758,David Hearn,.39,17.81,-7.32,6.30
121,0,26301,James Nitties,.39,15.41,-5.39,5.54
122,0,23802,Brad Kennedy,.38,20.27,-13.15,3.42
123,0,20573,Scott Laycock,.38,15.44,-11.54,6.19
124,0,10823,Kiyoshi Murota,.38,21.05,-19.82,8.72
125,0,21339,Keith Horne,.37,14.95,-6.02,12.00
126,0,20623,Gavin Coles,.37,20.45,-6.66,11.85
127,0,25842,Jon Mills,.37,17.78,-5.09,16.32
128,0,21736,Lian-Wei Zhang,.37,19.61,-16.71,12.37
129,0,20701,Warren Abery,.37,14.73,-2.91,12.00
130,0,22724,Martin Maritz,.35,21.16,-16.95,4.36
131,0,19932,Nic Henning,.35,14.09,-5.34,15.00
132,0,23821,Yusaku Miyazato,.35,14.61,-10.45,6.39
133,0,25335,Marcus Both,.35,15.22,-6.13,11.16
134,0,20584,Stephen Scahill,.34,20.09,-15.30,11.92
135,0,24601,Tatsuya Mitsuhashi,.34,14.82,-9.65,.00
136,0,23042,Kim Felton,.34,14.44,-3.99,11.96
137,0,08545,Glen Hnatiuk,.33,13.25,-10.56,10.67
138,0,20650,Jarrod Moseley,.32,18.42,-17.04,10.71
139,0,21134,Takashi Kanemoto,.32,17.12,-10.84,8.83
140,0,24617,Rafael Gómez,.32,12.90,-3.84,7.88
141,0,22404,Titch Moore,.32,17.33,-11.01,14.40
142,0,24115,Makoto Inoue,.32,13.47,-8.58,.00
143,0,20988,Shinichi Akiba,.31,12.89,-2.11,11.92
144,0,24425,Adam Groom,.31,12.25,-4.69,7.66
145,0,20418,Ariel Cañete,.30,13.06,-2.61,9.92
146,0,20259,Hisayuki Sasaki,.29,14.94,-11.99,.00
147,0,01858,Tommy Nakajima,.28,11.67,-8.30,.00
148,0,20812,Tjaart van der Walt,.28,11.88,-9.24,10.88
149,0,01409,Rick Gibson,.27,11.48,-4.13,8.11
150,0,25273,Andrew Buckle,.26,10.28,-3.34,10.06
151,0,24067,Katsuya Nakagawa,.26,13.28,-5.52,6.37
152,0,10962,Bradley Hughes,.26,14.28,-7.81,1.26
153,0,20929,Katsunori Kuwabara,.25,13.51,-9.94,1.23
154,0,27312,Yasuhiko Takashima,.25,10.13,-.53,9.60
155,0,22036,Mamo Osanai,.25,13.06,-6.05,2.66
156,0,22048,Scott Barr,.25,10.04,-3.98,6.72
157,0,21977,Jun Kikuchi,.25,12.70,-7.78,6.88
158,0,26364,Eddie Lee,.24,9.76,-2.80,10.26
159,0,24527,Mo Joong-kyung,.24,9.56,-4.36,6.59
160,0,23718,Nathan Green,.24,12.18,-5.72,7.26
161,0,20480,Marco Ruiz,.24,9.42,-3.96,4.86
162,0,01906,Masashi Jumbo Ozaki,.23,11.92,-14.90,2.24
163,0,24435,Martin Doyle,.23,9.22,-5.13,4.13
164,0,19808,Sebastián Fernández,.23,11.47,-6.48,7.34
165,0,23061,Jason Dawes,.23,10.49,-5.23,3.84
166,0,24399,Scott Gardiner,.22,8.92,-8.29,2.82
167,0,24080,Scott Strange,.22,8.84,-1.26,10.10
168,0,27293,Simon Nash,.22,8.75,-2.92,8.40
169,0,20976,Masayuki Kawamura,.22,10.36,-6.84,4.22
170,0,22033,Wook-Soon Kang,.21,8.34,-2.43,6.27
171,0,25115,Michael Kirk,.21,13.12,-7.29,8.44
172,0,27939,Matt McQuillan,.21,8.28,-1.71,6.00
173,0,11758,Richard Lee,.21,8.25,-4.38,6.00
174,0,20594,David Bransdon,.20,8.14,-3.31,6.48
175,0,19975,Hendrick Buhrmann,.20,8.64,-3.81,5.74
176,0,23903,Stephen Gangluff,.20,8.02,-2.35,5.34
177,0,22224,Euan Walters,.20,9.37,-7.94,.00
