RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,01330,David Feherty,.10,7,68
2,0,01388,Robert Gamez,.07,5,76
3,0,01306,David Edwards,.05,4,82
4,0,01006,John Adams,.04,3,81
4,0,01133,Billy Ray Brown,.04,2,56
4,0,06034,Marco Dawson,.04,3,85
4,0,10213,Dicky Pride,.04,3,74
8,0,01887,Mark O'Meara,.03,3,91
8,0,02090,Tom Sieckmann,.03,2,79
8,0,02146,Payne Stewart,.03,2,76
11,0,01014,Fulton Allem,.02,2,82
11,0,06020,Steve Brodie,.02,2,85
11,0,01132,Mark Brooks,.02,2,112
11,0,01196,Brian Claar,.02,2,99
11,0,01226,Fred Couples,.02,1,51
11,0,01288,Ed Dougherty,.02,2,98
11,0,01353,Bruce Fleisher,.02,2,82
11,0,01381,Fred Funk,.02,2,105
11,0,01385,Jim Gallagher Jr.,.02,2,83
11,0,01435,Wayne Grady,.02,1,56
11,0,01550,Ed Humenik,.02,2,89
11,0,01607,Brian Kamm,.02,2,94
11,0,06332,Neal Lancaster,.02,2,95
11,0,06016,Brad Lardon,.02,1,55
11,0,01864,Larry Nelson,.02,1,55
11,0,01876,Greg Norman,.02,1,63
11,0,01890,Brett Ogle,.02,1,58
11,0,12660,Jesper Parnevik,.02,1,56
11,0,01938,David Peoples,.02,2,88
11,0,01971,Dillard Pruitt,.02,2,88
11,0,06062,Charles Raulerson,.02,1,62
11,0,02101,Joey Sindelar,.02,1,65
11,0,02170,Hal Sutton,.02,2,97
11,0,02190,Doug Tewell,.02,2,84
11,0,02224,Greg Twiggs,.02,1,64
11,0,02239,Scott Verplank,.02,1,64
37,0,06197,Michael Allen,.01,1,98
37,0,01060,Dave Barr,.01,1,94
37,0,12661,Todd Barranger,.01,1,67
37,0,01093,Ronnie Black,.01,1,80
37,0,01096,Phil Blackmar,.01,1,67
37,0,01116,Michael Bradley,.01,1,89
37,0,01143,Brad Bryant,.01,1,109
37,0,07569,Mark Carnevale,.01,1,86
37,0,01203,Russ Cochran,.01,1,94
37,0,01235,Ben Crenshaw,.01,1,86
37,0,01261,Jay Delsing,.01,1,88
37,0,06251,Chris DiMarco,.01,1,86
37,0,01307,Joel Edwards,.01,1,85
37,0,01414,Bob Gilder,.01,1,82
37,0,01418,Bill Glasson,.01,1,75
37,0,01457,Jay Haas,.01,1,102
37,0,01468,Gary Hallberg,.01,1,78
37,0,06575,Dudley Hart,.01,1,81
37,0,08337,Mike Heinen,.01,1,79
37,0,06617,Brian Henninger,.01,1,69
37,0,01527,Scott Hoch,.01,1,94
37,0,01553,John Huston,.01,1,84
37,0,01557,John Inman,.01,1,101
37,0,06315,Pete Jordan,.01,1,88
37,0,06012,Greg Kraft,.01,1,86
37,0,01682,Wayne Levi,.01,1,83
37,0,01701,Bob Lohr,.01,1,88
37,0,01707,Steve Lowery,.01,1,94
37,0,01724,Jeff Maggert,.01,1,88
37,0,01748,Doug Martin,.01,1,81
37,0,01755,Dick Mast,.01,1,84
37,0,01823,Larry Mize,.01,1,75
37,0,07235,John Morse,.01,1,76
37,0,01927,Dennis Paulson,.01,1,77
37,0,01928,Corey Pavin,.01,1,68
37,0,01945,Kenny Perry,.01,1,99
37,0,01986,Joey Rassett,.01,1,71
37,0,02067,Ted Schulz,.01,1,78
37,0,02099,Scott Simpson,.01,1,70
37,0,02100,Tim Simpson,.01,1,91
37,0,02131,Mike Springer,.01,1,84
37,0,02133,Craig Stadler,.01,1,69
37,0,07101,Dave Stockton Jr.,.01,1,90
37,0,02159,Curtis Strange,.01,1,83
37,0,02223,Bob Tway,.01,1,80
37,0,02245,Grant Waite,.01,1,70
37,0,02246,Duffy Waldorf,.01,1,80
37,0,06577,John Wilson,.01,1,84
37,0,02294,Willie Wood,.01,1,77
37,0,06589,Jeff Woodland,.01,1,83
37,0,02322,Richard Zokol,.01,1,74
