RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,33141,Keegan Bradley,38.61,122,316
2,0,12716,Charley Hoffman,38.18,105,275
3,0,21528,Henrik Stenson,37.67,84,223
4,0,06527,Steve Stricker,37.50,57,152
5,0,34099,Harris English,37.35,121,324
6,0,25274,Steven Bowditch,36.64,85,232
7,0,26331,Charl Schwartzel,36.07,79,219
8,0,30163,Henrik Norlander,35.87,80,223
9,0,25834,Daniel Summerhays,35.71,110,308
10,0,30925,Dustin Johnson,35.20,69,196
11,0,31557,Jim Herman,35.09,60,171
12,0,24781,Hunter Mahan,34.84,100,287
13,0,21961,Charles Howell III,34.62,108,312
14,0,25345,Carl Pettersson,34.48,80,232
15,0,27649,Brandt Snedeker,34.38,77,224
16,0,32448,James Hahn,34.17,82,240
17,0,08793,Tiger Woods,34.12,72,211
18,0,23621,Rory Sabbatini,34.07,92,270
19,0,23108,Matt Kuchar,33.96,90,265
19,0,01810,Phil Mickelson,33.96,90,265
21,0,23320,Ryan Palmer,33.86,86,254
21,0,30110,Kyle Stanley,33.86,86,254
23,0,24502,Adam Scott,33.83,68,201
24,0,30692,Scott Stallings,33.76,79,234
25,0,25804,Bubba Watson,33.58,89,265
26,0,26679,Kevin Stadler,33.45,95,284
27,0,28500,Martin Flores,33.33,93,279
27,0,22792,Peter Hanson,33.33,40,120
27,0,30944,Jason Kokrak,33.33,93,279
27,0,28237,Rory McIlroy,33.33,59,177
31,0,31323,Gary Woodland,33.04,112,339
32,0,32334,Charlie Beljan,33.02,70,212
33,0,20396,Lee Westwood,32.90,76,231
34,0,21209,Sergio Garcia,32.88,73,222
35,0,34046,Jordan Spieth,32.71,88,269
36,0,27214,Kevin Streelman,32.64,94,288
37,0,33418,Shawn Stefani,32.56,56,172
38,0,25562,Andres Romero,32.42,71,219
39,0,20572,Rod Pampling,32.41,47,145
40,0,27330,Josh Teater,32.39,80,247
41,0,32102,Rickie Fowler,32.35,77,238
42,0,29479,Scott Brown,32.33,75,232
42,0,20766,Padraig Harrington,32.33,43,133
44,0,27129,Luke List,32.31,63,195
45,0,20645,John Senden,32.28,82,254
46,0,29221,Webb Simpson,32.20,95,295
47,0,24358,Robert Garrigus,32.16,73,227
48,0,27436,Graham DeLaet,32.11,105,327
49,0,06522,Ernie Els,32.04,58,181
50,0,23497,Tag Ridings,32.02,65,203
51,0,27408,Martin Kaymer,31.90,52,163
52,0,29420,Billy Horschel,31.88,102,320
53,0,34360,Patrick Reed,31.77,88,277
54,0,34098,Russell Henley,31.62,74,234
54,0,23788,D.J. Trahan,31.62,43,136
56,0,20691,Greg Owen,31.47,79,251
57,0,28089,Jason Day,31.37,80,255
58,0,25900,Lucas Glover,31.34,68,217
59,0,32366,Kevin Chappell,31.23,79,253
60,0,29289,S.Y. Noh,31.14,71,228
61,0,22913,John Rollins,31.03,81,261
62,0,24361,Pat Perez,30.86,75,243
63,0,26300,Matt Jones,30.85,91,295
