RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,32070,Rafael Campos,66.50,266,4
2,0,52372,Cameron Champ,67.00,134,2
3,0,25900,Lucas Glover,67.25,538,8
4,0,39975,Michael Kim,67.43,472,7
5,0,36699,Patrick Rodgers,67.44,607,9
6,0,57975,Harry Hall,67.46,877,13
7,0,48117,Kurt Kitayama,67.50,540,8
8,0,28252,Seamus Power,67.57,473,7
9,0,52955,Ludvig Ãberg,67.60,338,5
10,0,59143,Mac Meissner,67.78,610,9
11,0,46442,Maverick McNealy,67.86,475,7
11,0,39324,J.J. Spaun,67.86,475,7
13,0,33948,Byeong Hun An,68.00,408,6
13,0,51766,Wyndham Clark,68.00,408,6
13,0,39546,Keith Mitchell,68.00,612,9
16,0,30911,Tommy Fleetwood,68.17,409,6
17,0,24502,Adam Scott,68.29,478,7
18,0,39971,Sungjae Im,68.33,410,6
18,0,57900,Chandler Phillips,68.33,820,12
20,0,32839,Hideki Matsuyama,68.43,479,7
21,0,34256,Andrew Putnam,68.55,754,11
22,0,39997,Corey Conners,68.60,686,10
22,0,40250,Taylor Pendrith,68.60,343,5
24,0,54591,Ben Griffin,68.64,755,11
25,0,32367,Jorge Campillo,68.67,412,6
25,0,50497,Adrien Dumont de Chassart,68.67,618,9
27,0,40098,Matt Fitzpatrick,68.71,481,7
27,0,51287,Ryo Hisatsune,68.71,962,14
27,0,29420,Billy Horschel,68.71,481,7
27,0,37275,Sam Ryder,68.71,481,7
31,0,27644,Brian Harman,68.73,756,11
32,0,47483,Will Zalatoris,68.75,275,4
33,0,47995,Davis Riley,68.78,619,9
34,0,51890,Greyson Sigg,68.80,344,5
35,0,54783,Dylan Wu,68.82,757,11
36,0,12716,Charley Hoffman,68.83,413,6
37,0,40026,Daniel Berger,68.86,482,7
37,0,28089,Jason Day,68.86,482,7
37,0,33968,ThorbjÃ¸rn Olesen,68.86,482,7
37,0,48887,Matt Wallace,68.86,482,7
41,0,60067,Joe Highsmith,68.88,551,8
41,0,47679,Victor Perez,68.88,551,8
43,0,39977,Max Homa,68.90,689,10
44,0,35506,Mackenzie Hughes,68.91,758,11
45,0,37455,Si Woo Kim,68.92,827,12
46,0,29535,Brice Garnett,69.00,207,3
46,0,51977,Max Greyserman,69.00,414,6
46,0,28775,Nate Lashley,69.00,414,6
46,0,52215,Robert MacIntyre,69.00,345,5
46,0,33448,Justin Thomas,69.00,414,6
46,0,35617,Martin Trainer,69.00,69,1
46,0,40006,Erik van Rooyen,69.00,690,10
53,0,33408,Tyson Alexander,69.20,346,5
54,0,47504,Sam Burns,69.25,277,4
54,0,34098,Russell Henley,69.25,277,4
54,0,35461,Beau Hossler,69.25,554,8
57,0,47591,Eric Cole,69.27,762,11
57,0,31323,Gary Woodland,69.27,762,11
59,0,30926,Chris Kirk,69.29,485,7
59,0,27139,David Skinns,69.29,485,7
61,0,40162,Justin Lower,69.30,693,10
62,0,34099,Harris English,69.33,832,12
62,0,32757,Patton Kizzire,69.33,208,3
62,0,46113,Ryan McCormick,69.33,416,6
65,0,39327,Ben Silverman,69.43,486,7
66,0,34587,Chan Kim,69.44,625,9
67,0,32366,Kevin Chappell,69.50,417,6
67,0,47663,Kevin Dougherty,69.50,278,4
67,0,54576,Patrick Fishburn,69.50,278,4
67,0,52375,Doug Ghim,69.50,695,10
67,0,48081,Xander Schauffele,69.50,139,2
67,0,48319,Tom Whitney,69.50,417,6
73,0,52513,Carson Young,69.56,626,9
74,0,24024,Zach Johnson,69.57,487,7
74,0,51894,Vince Whaley,69.57,487,7
76,0,47993,Denny McCarthy,69.60,696,10
76,0,46414,Aaron Rai,69.60,696,10
78,0,29936,Ryan Fox,69.63,557,8
79,0,32791,K.H. Lee,69.71,488,7
80,0,58168,Davis Thompson,69.73,767,11
81,0,56149,Wilson Furr,69.75,279,4
81,0,50525,Collin Morikawa,69.75,279,4
81,0,29908,C.T. Pan,69.75,279,4
81,0,27214,Kevin Streelman,69.75,558,8
85,0,36801,Mark Hubbard,69.76,1186,17
86,0,54628,Lee Hodges,69.80,349,5
87,0,50493,Justin Suh,69.83,419,6
88,0,51997,Andrew Novak,69.86,489,7
89,0,51349,Nico Echavarria,69.89,629,9
90,0,31646,Emiliano Grillo,69.91,769,11
90,0,37378,Min Woo Lee,69.91,769,11
90,0,47347,Adam Schenk,69.91,769,11
93,0,45522,Christiaan Bezuidenhout,70.00,560,8
93,0,34255,Joseph Bramlett,70.00,630,9
93,0,60004,Jacob Bridgeman,70.00,280,4
93,0,45157,Cam Davis,70.00,630,9
93,0,35310,Lanto Griffin,70.00,770,11
93,0,60767,Blaine Hale Jr.,70.00,210,3
93,0,49771,J.T. Poston,70.00,630,9
93,0,46340,Alex Smalley,70.00,280,4
93,0,50484,Hayden Springer,70.00,350,5
102,0,55893,Sam Stevens,70.08,911,13
103,0,59095,Chris Gotterup,70.11,631,9
