RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,25686,Jason Dufner,21
2,0,29289,S.Y. Noh,17
3,0,24138,Ian Poulter,15
4,0,06567,Vijay Singh,12
5,0,29420,Billy Horschel,11
5,0,24024,Zach Johnson,11
5,0,30926,Chris Kirk,11
5,0,06527,Steve Stricker,11
9,0,24358,Robert Garrigus,10
9,0,20766,Padraig Harrington,10
9,0,25345,Carl Pettersson,10
9,0,24502,Adam Scott,10
13,0,30925,Dustin Johnson,9
13,0,20645,John Senden,9
13,0,25632,Jimmy Walker,9
16,0,34174,John Huh,8
16,0,33122,Russell Knox,8
16,0,26329,Louis Oosthuizen,8
16,0,27214,Kevin Streelman,8
20,0,27895,Jonas Blixt,7
20,0,23983,Luke Donald,7
20,0,06522,Ernie Els,7
20,0,08725,Tom Gillis,7
20,0,28237,Rory McIlroy,7
20,0,20127,Chris Riley,7
20,0,26331,Charl Schwartzel,7
20,0,23623,Bo Van Pelt,7
20,0,08793,Tiger Woods,7
29,0,35450,Patrick Cantlay,6
29,0,34021,Bud Cauley,6
29,0,20593,Greg Chalmers,6
29,0,34099,Harris English,6
29,0,12782,Tim Herron,6
29,0,19904,Paul Lawrie,6
29,0,01810,Phil Mickelson,6
29,0,26596,Ryan Moore,6
29,0,22046,Geoff Ogilvy,6
29,0,26679,Kevin Stadler,6
29,0,27095,Nick Watney,6
40,0,23638,Brendon de Jonge,5
40,0,20157,Retief Goosen,5
40,0,27141,J.B. Holmes,5
40,0,06573,Brandt Jobe,5
40,0,24140,Sean O'Hair,5
40,0,28475,Jeff Overton,5
40,0,27649,Brandt Snedeker,5
40,0,27770,Camilo Villegas,5
48,0,20848,Ángel Cabrera,4
48,0,28455,Will Claxton,4
48,0,22621,Ben Curtis,4
48,0,28089,Jason Day,4
48,0,25369,Jamie Donaldson,4
48,0,01320,Bob Estes,4
48,0,32102,Rickie Fowler,4
48,0,10809,Jim Furyk,4
48,0,21209,Sergio Garcia,4
48,0,20574,Mathew Goggin,4
48,0,23718,Nathan Green,4
48,0,31558,J.J. Killeen,4
48,0,23108,Matt Kuchar,4
48,0,01706,Davis Love III,4
48,0,25198,Francesco Molinari,4
48,0,24361,Pat Perez,4
48,0,25818,Scott Piercy,4
48,0,20396,Lee Westwood,4
66,0,33120,Mark Anderson,3
66,0,12652,Cameron Beckman,3
66,0,32334,Charlie Beljan,3
66,0,10944,Thomas Bjørn,3
66,0,33141,Keegan Bradley,3
66,0,20229,Stewart Cink,3
66,0,01226,Fred Couples,3
66,0,20104,Ken Duke,3
66,0,25191,Gonzalo Fernandez-Castaño,3
66,0,28500,Martin Flores,3
66,0,19846,Brian Gay,3
66,0,22792,Peter Hanson,3
66,0,21961,Charles Howell III,3
66,0,21350,Ryuji Imada,3
66,0,26300,Matt Jones,3
66,0,30944,Jason Kokrak,3
66,0,34261,Scott Langley,3
66,0,28300,Joost Luiten,3
66,0,24781,Hunter Mahan,3
66,0,27933,John Merrick,3
66,0,25396,Kevin Na,3
66,0,23320,Ryan Palmer,3
66,0,25457,Alexandre Rocha,3
66,0,22913,John Rollins,3
66,0,29221,Webb Simpson,3
66,0,21528,Henrik Stenson,3
66,0,23788,D.J. Trahan,3
66,0,21878,Mark Wilson,3
66,0,24663,Y.E. Yang,3
95,0,20098,Stuart Appleby,2
95,0,32622,Matthew Baldwin,2
95,0,24507,Jason Bohn,2
95,0,06214,Guy Boros,2
95,0,32200,Roberto Castro,2
95,0,20472,Alex Cejka,2
95,0,32366,Kevin Chappell,2
95,0,20850,Daniel Chopra,2
95,0,20623,Gavin Coles,2
95,0,23452,Nicolas Colsaerts,2
95,0,23541,Ben Crane,2
95,0,06034,Marco Dawson,2
95,0,08931,Glen Day,2
95,0,06251,Chris DiMarco,2
95,0,28307,Matt Every,2
95,0,27896,Ross Fisher,2
95,0,29833,Yoshinori Fujimoto,2
95,0,30750,Tommy Gainey,2
95,0,24924,Bill Haas,2
95,0,27644,Brian Harman,2
95,0,35461,Beau Hossler,2
95,0,19958,Miguel Angel Jiménez,2
95,0,28258,K.T. Kim,2
95,0,26851,Marc Leishman,2
95,0,10860,Justin Leonard,2
95,0,24940,Edward Loar,2
95,0,26881,Jarrod Lyle,2
95,0,25572,Graeme McDowell,2
95,0,27302,Garth Mulroy,2
95,0,27118,Toshinori Muto,2
95,0,27349,Alex Noren,2
95,0,33968,Thorbjørn Olesen,2
95,0,26444,Juvic Pagunsan,2
95,0,20095,Carl Paulson,2
95,0,01928,Corey Pavin,2
95,0,21959,Ted Purdy,2
95,0,29476,Kyle Reifers,2
95,0,22405,Justin Rose,2
95,0,23481,Marcel Siem,2
95,0,25321,Lee Slattery,2
95,0,30692,Scott Stallings,2
95,0,30110,Kyle Stanley,2
95,0,29518,Brendan Steele,2
95,0,20935,Toru Taniguchi,2
95,0,32150,Michael Thompson,2
95,0,08385,Omar Uresti,2
95,0,25804,Bubba Watson,2
95,0,02256,Tom Watson,2
95,0,26289,Boo Weekley,2
95,0,23322,Brett Wetterich,2
95,0,20160,Charlie Wi,2
