RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,40098,Matt Fitzpatrick,34' 7",53,1834.417,+4.00
2,0,27214,Kevin Streelman,37' 1",96,3558.000,+11.00
3,0,01810,Phil Mickelson,37' 5",110,4112.000,+9.00
4,0,47990,Kyle Jones,38' 1",104,3964.417,+12.00
4,0,29223,Sam Saunders,38' 1",171,6506.667,+19.00
6,0,21209,Sergio Garcia,38' 8",81,3131.250,+4.00
7,0,25364,Paul Casey,38' 9",84,3252.417,-2.00
8,0,22371,Aaron Baddeley,38' 10",77,2989.750,+11.00
9,0,20472,Alex Cejka,38' 11",57,2219.333,+7.00
10,0,27556,Ted Potter Jr.,39' 1",100,3909.000,+4.00
11,0,32139,Danny Willett,39' 3",102,4000.917,+6.00
12,0,30786,Brady Schnell,39' 4",70,2753.000,+17.00
13,0,45157,Cam Davis,39' 5",139,5475.333,+10.00
13,0,33448,Justin Thomas,39' 5",110,4332.417,-4.00
15,0,34563,Chesson Hadley,39' 7",82,3247.500,+6.00
16,0,46402,Talor Gooch,39' 10",96,3822.333,-1.00
17,0,49766,Hank Lebioda,40' 0",110,4403.167,+11.00
18,0,30911,Tommy Fleetwood,40' 1",79,3167.083,-7.00
19,0,49303,Anders Albertson,40' 2",106,4257.333,-1.00
20,0,25900,Lucas Glover,40' 5",128,5172.583,+2.00
20,0,39954,Cody Gribble,40' 5",119,4805.917,+20.00
22,0,45526,Abraham Ancer,40' 7",122,4947.000,E
22,0,24024,Zach Johnson,40' 7",66,2678.833,+10.00
24,0,26499,Rafa Cabrera Bello,40' 9",90,3668.250,+3.00
24,0,36689,Brooks Koepka,40' 9",115,4685.167,-1.00
26,0,28775,Nate Lashley,40' 10",99,4039.583,+2.00
27,0,45486,Joaquin Niemann,40' 11",165,6744.500,+1.00
27,0,37189,Harold Varner III,40' 11",133,5437.167,+6.00
29,0,29926,Danny Lee,41' 0",139,5700.167,+9.00
29,0,37340,Chase Wright,41' 0",84,3445.750,+2.00
31,0,34261,Scott Langley,41' 1",109,4480.500,+8.00
32,0,30925,Dustin Johnson,41' 3",123,5072.000,-8.00
32,0,27330,Josh Teater,41' 3",118,4867.083,-7.00
32,0,27064,Jhonattan Vegas,41' 3",118,4868.917,E
35,0,35449,Adam Long,41' 7",80,3326.583,+12.00
36,0,28237,Rory McIlroy,41' 8",103,4291.417,+5.00
36,0,34046,Jordan Spieth,41' 8",143,5954.083,+19.00
36,0,31323,Gary Woodland,41' 8",119,4962.833,-1.00
39,0,35732,Wes Roach,41' 9",114,4762.500,+11.00
39,0,46501,Ollie Schniederjans,41' 9",137,5724.167,+15.00
39,0,25493,Nick Taylor,41' 9",161,6724.167,-4.00
39,0,25804,Bubba Watson,41' 9",95,3965.750,+5.00
43,0,25632,Jimmy Walker,41' 11",128,5365.417,+13.00
44,0,30944,Jason Kokrak,42' 2",115,4845.333,-1.00
45,0,25686,Jason Dufner,42' 3",77,3254.500,+19.00
45,0,30110,Kyle Stanley,42' 3",80,3376.917,+20.00
47,0,29268,Bronson Burgoon,42' 4",81,3430.917,+13.00
47,0,35421,Brandon Harkins,42' 4",157,6646.167,+15.00
47,0,33667,Carlos Ortiz,42' 4",107,4533.083,+1.00
47,0,24138,Ian Poulter,42' 4",82,3467.917,+4.00
47,0,39327,Ben Silverman,42' 4",85,3598.833,+13.00
52,0,52372,Cameron Champ,42' 6",149,6328.167,+16.00
52,0,39997,Corey Conners,42' 6",127,5394.000,+8.00
52,0,34466,Peter Malnati,42' 6",164,6975.000,+18.00
52,0,29221,Webb Simpson,42' 6",117,4975.583,-8.00
56,0,47959,Bryson DeChambeau,42' 7",106,4517.500,+14.00
57,0,23353,J.J. Henry,42' 8",62,2646.583,+7.00
57,0,26851,Marc Leishman,42' 8",135,5754.583,-8.00
