RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,25562,Andres Romero,4.40,299,68
2,0,19970,Robert Karlsson,4.43,248,56
3,0,20848,Ángel Cabrera,4.44,240,54
4,0,25804,Bubba Watson,4.46,504,113
5,0,25274,Steven Bowditch,4.47,295,66
6,0,32698,Bobby Gates,4.48,278,62
6,0,23623,Bo Van Pelt,4.48,385,86
6,0,24663,Y.E. Yang,4.48,278,62
9,0,28089,Jason Day,4.49,440,98
10,0,23983,Luke Donald,4.51,568,126
10,0,20766,Padraig Harrington,4.51,302,67
10,0,31557,Jim Herman,4.51,293,65
10,0,30110,Kyle Stanley,4.51,352,78
10,0,06527,Steve Stricker,4.51,568,126
15,0,24604,Hunter Haas,4.52,425,94
16,0,28679,Fabián Gómez,4.53,349,77
16,0,27141,J.B. Holmes,4.53,240,53
16,0,01810,Phil Mickelson,4.53,507,112
19,0,30750,Tommy Gainey,4.54,459,101
19,0,24358,Robert Garrigus,4.54,372,82
19,0,24502,Adam Scott,4.54,449,99
22,0,33141,Keegan Bradley,4.55,478,105
22,0,24925,Jonathan Byrd,4.55,391,86
22,0,30925,Dustin Johnson,4.55,441,97
22,0,24781,Hunter Mahan,4.55,542,119
22,0,24490,George McNeill,4.55,296,65
22,0,25396,Kevin Na,4.55,346,76
22,0,28620,Aron Price,4.55,241,53
22,0,29221,Webb Simpson,4.55,701,154
30,0,10809,Jim Furyk,4.56,511,112
30,0,25345,Carl Pettersson,4.56,397,87
30,0,27330,Josh Teater,4.56,424,93
30,0,27095,Nick Watney,4.56,561,123
34,0,23108,Matt Kuchar,4.57,631,138
34,0,22961,David Mathis,4.57,274,60
34,0,24140,Sean O'Hair,4.57,210,46
34,0,22913,John Rollins,4.57,347,76
38,0,25900,Lucas Glover,4.58,366,80
38,0,21961,Charles Howell III,4.58,596,130
38,0,27936,Martin Laird,4.58,435,95
38,0,01766,Billy Mayfair,4.58,298,65
38,0,23788,D.J. Trahan,4.58,298,65
43,0,01116,Michael Bradley,4.59,170,37
43,0,07457,Steve Flesch,4.59,367,80
43,0,26881,Jarrod Lyle,4.59,294,64
43,0,01948,Tim Petrovic,4.59,381,83
47,0,11123,Chris Couch,4.60,419,91
47,0,35087,Bio Kim,4.60,221,48
47,0,26851,Marc Leishman,4.60,267,58
47,0,25572,Graeme McDowell,4.60,267,58
47,0,06567,Vijay Singh,4.60,414,90
52,0,27974,Sung Kang,4.61,272,59
52,0,28475,Jeff Overton,4.61,318,69
52,0,25457,Alexandre Rocha,4.61,235,51
52,0,20645,John Senden,4.61,526,114
56,0,23548,Bill Lunde,4.62,374,81
56,0,10585,Scott McCarron,4.62,208,45
56,0,25818,Scott Piercy,4.62,319,69
56,0,26679,Kevin Stadler,4.62,305,66
56,0,20436,Garrett Willis,4.62,291,63
61,0,07867,Woody Austin,4.63,176,38
61,0,22371,Aaron Baddeley,4.63,505,109
61,0,23638,Brendon de Jonge,4.63,560,121
61,0,24924,Bill Haas,4.63,556,120
61,0,21731,Freddie Jacobson,4.63,458,99
61,0,27466,Spencer Levin,4.63,532,115
61,0,01706,Davis Love III,4.63,444,96
61,0,27939,Matt McQuillan,4.63,213,46
61,0,27649,Brandt Snedeker,4.63,551,119
61,0,30692,Scott Stallings,4.63,296,64
61,0,33419,Cameron Tringale,4.63,472,102
72,0,20593,Greg Chalmers,4.64,371,80
72,0,29718,Anthony Kim,4.64,334,72
72,0,02206,David Toms,4.64,496,107
72,0,26668,Marc Turnesa,4.64,167,36
72,0,26951,Johnson Wagner,4.64,353,76
77,0,24357,K.J. Choi,4.65,535,115
77,0,22378,Trevor Immelman,4.65,460,99
77,0,10860,Justin Leonard,4.65,414,89
77,0,28158,Steve Marino,4.65,400,86
77,0,23320,Ryan Palmer,4.65,409,88
77,0,29518,Brendan Steele,4.65,460,99
77,0,27064,Jhonattan Vegas,4.65,442,95
84,0,06522,Ernie Els,4.66,345,74
84,0,21209,Sergio Garcia,4.66,387,83
84,0,19846,Brian Gay,4.66,359,77
84,0,33413,Ben Martin,4.66,298,64
84,0,21949,Joe Ogilvie,4.66,270,58
89,0,10885,Robert Allenby,4.67,285,61
89,0,06643,Paul Goydos,4.67,355,76
89,0,29420,Billy Horschel,4.67,355,76
89,0,10733,Kent Jones,4.67,266,57
89,0,20572,Rod Pampling,4.67,350,75
89,0,25240,D.A. Points,4.67,280,60
89,0,27963,Chris Stroud,4.67,369,79
96,0,24846,Ricky Barnes,4.68,398,85
96,0,29720,Andres Gonzales,4.68,159,34
96,0,24024,Zach Johnson,4.68,365,78
96,0,26300,Matt Jones,4.68,295,63
96,0,08075,Jerry Kelly,4.68,309,66
96,0,31202,William McGirt,4.68,520,111
96,0,27933,John Merrick,4.68,332,71
96,0,23800,Bryce Molder,4.68,407,87
96,0,20160,Charlie Wi,4.68,332,71
105,0,12652,Cameron Beckman,4.69,244,52
105,0,24507,Jason Bohn,4.69,253,54
105,0,25686,Jason Dufner,4.69,375,80
105,0,31401,Zack Miller,4.69,319,68
105,0,22348,Nick O'Hern,4.69,492,105
105,0,24361,Pat Perez,4.69,338,72
105,0,27214,Kevin Streelman,4.69,380,81
105,0,26287,Roland Thatcher,4.69,300,64
105,0,12602,Dean Wilson,4.69,319,68
105,0,21878,Mark Wilson,4.69,389,83
105,0,31323,Gary Woodland,4.69,657,140
116,0,21407,Arjun Atwal,4.70,235,50
116,0,20472,Alex Cejka,4.70,296,63
116,0,32366,Kevin Chappell,4.70,348,74
116,0,21753,Brian Davis,4.70,592,126
116,0,06621,Joe Durant,4.70,268,57
116,0,23718,Nathan Green,4.70,249,53
116,0,01577,Lee Janzen,4.70,174,37
116,0,26596,Ryan Moore,4.70,418,89
116,0,26476,Chez Reavie,4.70,390,83
116,0,23621,Rory Sabbatini,4.70,296,63
116,0,33911,Nate Smith,4.70,202,43
116,0,23325,Vaughn Taylor,4.70,461,98
116,0,32150,Michael Thompson,4.70,376,80
129,0,34255,Joseph Bramlett,4.71,259,55
129,0,20157,Retief Goosen,4.71,132,28
129,0,12716,Charley Hoffman,4.71,358,76
129,0,06573,Brandt Jobe,4.71,419,89
129,0,31193,Jim Renner,4.71,193,41
129,0,20127,Chris Riley,4.71,325,69
135,0,25834,Daniel Summerhays,4.72,250,53
135,0,27770,Camilo Villegas,4.72,382,81
137,0,20229,Stewart Cink,4.73,397,84
137,0,09011,David Duval,4.73,227,48
137,0,29478,Kevin Kisner,4.73,246,52
137,0,32640,Troy Merritt,4.73,156,33
137,0,24138,Ian Poulter,4.73,246,52
137,0,22405,Justin Rose,4.73,355,75
143,0,06251,Chris DiMarco,4.74,360,76
143,0,32102,Rickie Fowler,4.74,512,108
143,0,21805,Harrison Frazar,4.74,166,35
143,0,30926,Chris Kirk,4.74,370,78
143,0,27797,Derek Lamely,4.74,223,47
143,0,30946,Alex Prugh,4.74,218,46
149,0,20098,Stuart Appleby,4.75,271,57
149,0,12510,Chad Campbell,4.75,385,81
151,0,29910,Blake Adams,4.76,371,78
151,0,20498,Briny Baird,4.76,214,45
151,0,22046,Geoff Ogilvy,4.76,319,67
151,0,26331,Charl Schwartzel,4.76,276,58
151,0,26289,Boo Weekley,4.76,195,41
156,0,20070,Matt Bettencourt,4.77,296,62
156,0,01313,Steve Elkington,4.77,253,53
156,0,32876,Martin Piller,4.77,186,39
159,0,28087,Kris Blanks,4.78,411,86
159,0,22621,Ben Curtis,4.78,172,36
159,0,27120,Troy Matteson,4.78,473,99
159,0,25632,Jimmy Walker,4.78,306,64
163,0,12782,Tim Herron,4.79,383,80
163,0,06515,Shaun Micheel,4.79,297,62
165,0,06004,Stephen Ames,4.81,337,70
165,0,23409,James Driscoll,4.81,346,72
165,0,21350,Ryuji Imada,4.81,279,58
165,0,26420,Richard Johnson,4.81,125,26
165,0,30711,Colt Knost,4.81,351,73
165,0,23497,Tag Ridings,4.81,298,62
171,0,08537,J.P. Hayes,4.82,313,65
172,0,23673,Michael Connell,4.83,348,72
172,0,24980,Scott Gutschewski,4.83,256,53
174,0,26758,David Hearn,4.84,445,92
174,0,01797,Rocco Mediate,4.84,237,49
174,0,22293,Heath Slocum,4.84,334,69
177,0,10505,Shane Bertsch,4.85,330,68
177,0,23541,Ben Crane,4.85,286,59
177,0,08725,Tom Gillis,4.85,131,27
