RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,63.79,458,718,-0.260
2,0,27141,J.B. Holmes,54.30,593,1092,-0.153
3,0,30925,Dustin Johnson,54.25,402,741,-0.187
4,0,28237,Rory McIlroy,51.79,290,560,-0.252
5,0,32334,Charlie Beljan,50.50,303,600,-0.125
6,0,24358,Robert Garrigus,49.71,512,1030,-0.201
7,0,01249,John Daly,49.05,259,528,-0.135
8,0,31323,Gary Woodland,46.77,347,742,-0.161
9,0,28089,Jason Day,46.18,302,654,-0.152
10,0,30110,Kyle Stanley,46.17,452,979,-0.168
11,0,23320,Ryan Palmer,46.02,457,993,-0.158
12,0,24502,Adam Scott,45.82,263,574,-0.160
13,0,25818,Scott Piercy,45.05,542,1203,-0.205
14,0,33141,Keegan Bradley,43.39,433,998,-0.136
15,0,30692,Scott Stallings,41.82,399,954,-0.095
16,0,27064,Jhonattan Vegas,41.78,404,967,-0.094
17,0,08793,Tiger Woods,39.58,266,672,-0.218
18,0,27330,Josh Teater,39.38,456,1158,-0.186
19,0,30944,Jason Kokrak,39.04,376,963,-0.114
20,0,27936,Martin Laird,39.02,295,756,-0.207
21,0,24140,Sean O'Hair,38.93,415,1066,-0.188
22,0,29289,S.Y. Noh,38.75,460,1187,-0.133
23,0,21805,Harrison Frazar,38.52,260,675,-0.096
24,0,24940,Edward Loar,38.21,230,602,-0.074
25,0,27436,Graham DeLaet,38.10,378,992,-0.159
26,0,27120,Troy Matteson,37.86,438,1157,-0.105
27,0,28308,Troy Kelly,37.22,265,712,-0.121
28,0,32698,Bobby Gates,36.42,386,1060,-0.127
29,0,26329,Louis Oosthuizen,36.36,248,682,-0.198
30,0,20848,Ángel Cabrera,36.24,187,516,-0.160
31,0,28500,Martin Flores,36.21,415,1146,-0.157
32,0,34099,Harris English,35.58,432,1214,-0.111
33,0,21961,Charles Howell III,33.64,362,1076,-0.229
34,0,20850,Daniel Chopra,33.55,202,602,-0.139
35,0,22371,Aaron Baddeley,33.33,258,774,-0.205
36,0,01810,Phil Mickelson,32.94,276,838,-0.210
37,0,27095,Nick Watney,32.71,348,1064,-0.210
38,0,11123,Chris Couch,32.62,245,751,-0.131
39,0,20396,Lee Westwood,32.32,181,560,-0.138
40,0,01706,Davis Love III,32.28,235,728,-0.119
41,0,24494,Erik Compton,32.10,287,894,-0.129
42,0,06567,Vijay Singh,31.59,357,1130,-0.213
43,0,25345,Carl Pettersson,31.54,352,1116,-0.185
44,0,12716,Charley Hoffman,31.44,333,1059,-0.159
45,0,22913,John Rollins,30.81,305,990,-0.167
46,0,25632,Jimmy Walker,30.76,390,1268,-0.159
47,0,26289,Boo Weekley,30.62,248,810,-0.093
48,0,32102,Rickie Fowler,30.52,282,924,-0.149
49,0,21209,Sergio Garcia,30.39,186,612,-0.253
50,0,23623,Bo Van Pelt,30.09,272,904,-0.151
51,0,32366,Kevin Chappell,30.04,301,1002,-0.163
52,0,30750,Tommy Gainey,29.75,374,1257,-0.088
53,0,33120,Mark Anderson,29.63,253,854,-0.087
54,0,20691,Greg Owen,29.61,318,1074,-0.164
55,0,24924,Bill Haas,29.32,251,856,-0.219
56,0,26331,Charl Schwartzel,28.67,160,558,-0.206
57,0,25686,Jason Dufner,28.65,255,890,-0.200
58,0,28475,Jeff Overton,28.00,359,1282,-0.195
59,0,29479,Scott Brown,27.85,198,711,-0.167
60,0,30852,Ryo Ishikawa,27.71,143,516,-0.126
61,0,26300,Matt Jones,27.69,170,614,-0.094
62,0,06522,Ernie Els,27.59,250,906,-0.128
63,0,25562,Andres Romero,27.53,207,752,-0.184
64,0,27302,Garth Mulroy,27.48,177,644,-0.158
65,0,24925,Jonathan Byrd,27.42,215,784,-0.214
66,0,20645,John Senden,27.26,235,862,-0.196
67,0,06573,Brandt Jobe,26.87,169,629,-0.124
68,0,19970,Robert Karlsson,26.66,153,574,-0.131
69,0,27214,Kevin Streelman,26.65,286,1073,-0.157
70,0,26851,Marc Leishman,26.42,280,1060,-0.193
71,0,25834,Daniel Summerhays,25.74,245,952,-0.106
72,0,30926,Chris Kirk,25.67,306,1192,-0.209
73,0,23788,D.J. Trahan,25.43,220,865,-0.141
74,0,23621,Rory Sabbatini,25.35,255,1006,-0.188
75,0,29221,Webb Simpson,25.22,233,924,-0.279
76,0,24781,Hunter Mahan,25.11,225,896,-0.116
77,0,23548,Bill Lunde,25.08,234,933,-0.141
78,0,27770,Camilo Villegas,25.05,255,1018,-0.192
79,0,34021,Bud Cauley,25.00,317,1268,-0.211
79,0,29420,Billy Horschel,25.00,168,672,-0.173
79,0,26679,Kevin Stadler,25.00,245,980,-0.139
82,0,06527,Steve Stricker,24.87,189,760,-0.249
83,0,23903,Stephen Gangluff,24.13,145,601,-0.083
84,0,27644,Brian Harman,24.10,296,1228,-0.186
85,0,27933,John Merrick,24.08,242,1005,-0.215
86,0,26287,Roland Thatcher,24.03,148,616,-0.122
87,0,20229,Stewart Cink,23.94,180,752,-0.094
88,0,28259,Sangmoon Bae,23.86,189,792,-0.143
89,0,24361,Pat Perez,23.44,225,960,-0.244
89,0,22405,Justin Rose,23.44,173,738,-0.208
91,0,29518,Brendan Steele,23.39,210,898,-0.214
92,0,31558,J.J. Killeen,23.27,273,1173,-0.187
93,0,33419,Cameron Tringale,23.13,248,1072,-0.242
94,0,28455,Will Claxton,23.00,276,1200,-0.178
95,0,22378,Trevor Immelman,22.96,183,797,-0.131
96,0,23409,James Driscoll,22.92,223,973,-0.148
97,0,32200,Roberto Castro,22.90,240,1048,-0.163
98,0,29926,Danny Lee,22.82,188,824,-0.133
99,0,27797,Derek Lamely,22.79,178,781,-0.039
100,0,28093,Miguel Angel Carballo,22.61,180,796,-0.067
101,0,21528,Henrik Stenson,22.45,132,588,-0.212
102,0,12510,Chad Campbell,22.37,228,1019,-0.101
103,0,22046,Geoff Ogilvy,22.32,171,766,-0.158
104,0,29476,Kyle Reifers,22.23,229,1030,-0.122
105,0,21731,Freddie Jacobson,22.08,136,616,-0.096
106,0,20574,Mathew Goggin,21.59,166,769,-0.187
107,0,12782,Tim Herron,21.58,229,1061,-0.179
108,0,24357,K.J. Choi,21.30,167,784,-0.186
109,0,20766,Padraig Harrington,21.25,133,626,-0.143
110,0,29478,Kevin Kisner,21.22,157,740,-0.127
111,0,23541,Ben Crane,20.80,181,870,-0.298
112,0,34174,John Huh,20.79,247,1188,-0.219
113,0,23542,Tommy Biershenk,20.74,168,810,-0.173
114,0,08725,Tom Gillis,20.71,199,961,-0.106
115,0,24846,Ricky Barnes,20.68,237,1146,-0.165
116,0,29910,Blake Adams,20.60,253,1228,-0.202
117,0,26951,Johnson Wagner,20.36,217,1066,-0.184
118,0,23638,Brendon de Jonge,20.29,289,1424,-0.166
119,0,20070,Matt Bettencourt,20.19,169,837,-0.107
120,0,23353,J.J. Henry,20.12,199,989,-0.095
121,0,24490,George McNeill,19.74,195,988,-0.262
122,0,01766,Billy Mayfair,19.65,214,1089,-0.145
123,0,20572,Rod Pampling,19.63,189,963,-0.169
124,0,24604,Hunter Haas,19.39,141,727,-0.142
125,0,28307,Matt Every,19.24,172,894,-0.209
126,0,27649,Brandt Snedeker,18.81,170,904,-0.194
127,0,27466,Spencer Levin,18.76,173,922,-0.156
128,0,27895,Jonas Blixt,18.55,166,895,-0.343
129,0,10885,Robert Allenby,18.15,167,920,-0.096
130,0,26596,Ryan Moore,18.14,205,1130,-0.166
131,0,24138,Ian Poulter,18.05,96,532,-0.146
132,0,25240,D.A. Points,17.68,198,1120,-0.172
133,0,26758,David Hearn,17.58,216,1229,-0.241
134,0,25892,Steve Wheatcroft,17.52,103,588,-0.078
135,0,24663,Y.E. Yang,17.41,117,672,-0.154
136,0,27556,Ted Potter Jr.,17.37,148,852,-0.054
137,0,23108,Matt Kuchar,17.10,157,918,-0.045
138,0,01116,Michael Bradley,17.04,131,769,-0.099
139,0,35139,Richard Lee,16.81,134,797,-0.112
140,0,01724,Jeff Maggert,16.64,181,1088,-0.182
141,0,12652,Cameron Beckman,16.61,160,963,-0.056
142,0,31202,William McGirt,16.55,182,1100,-0.170
143,0,28087,Kris Blanks,16.53,138,835,-0.210
144,0,33122,Russell Knox,16.48,129,783,-0.217
145,0,27963,Chris Stroud,16.30,171,1049,-0.175
146,0,20160,Charlie Wi,16.24,165,1016,-0.176
147,0,21407,Arjun Atwal,16.00,147,919,-0.136
148,0,23718,Nathan Green,15.91,127,798,-0.220
149,0,26476,Chez Reavie,15.80,145,918,-0.138
150,0,25572,Graeme McDowell,15.79,84,532,-0.238
151,0,23325,Vaughn Taylor,15.53,139,895,-0.187
152,0,25457,Alexandre Rocha,15.14,106,700,-0.170
153,0,25396,Kevin Na,14.98,136,908,-0.272
154,0,06034,Marco Dawson,14.95,96,642,-0.156
155,0,30927,Brendon Todd,14.58,128,878,-0.109
156,0,01320,Bob Estes,14.57,132,906,-0.098
157,0,20098,Stuart Appleby,14.44,131,907,-0.145
158,0,27974,Sung Kang,14.14,122,863,-0.123
159,0,22582,Kyle Thompson,13.54,70,517,+0.057
160,0,06036,Scott Dunlap,13.20,85,644,-0.071
161,0,23204,Gary Christian,13.19,138,1046,-0.101
162,0,32150,Michael Thompson,13.16,119,904,-0.168
163,0,10213,Dicky Pride,13.12,90,686,-0.211
164,0,01797,Rocco Mediate,12.61,102,809,-0.167
165,0,20104,Ken Duke,12.60,158,1254,-0.241
166,0,06004,Stephen Ames,12.36,67,542,-0.179
167,0,24024,Zach Johnson,12.33,127,1030,-0.173
168,0,10809,Jim Furyk,12.25,111,906,-0.252
169,0,02206,David Toms,12.21,75,614,-0.107
170,0,20593,Greg Chalmers,12.15,127,1045,-0.205
171,0,24507,Jason Bohn,11.87,109,918,-0.156
172,0,22548,Patrick Sheehan,11.85,73,616,-0.027
173,0,23135,Tim Clark,11.46,80,698,-0.100
174,0,23983,Luke Donald,11.23,75,668,-0.173
175,0,10860,Justin Leonard,11.21,106,946,-0.113
176,0,23800,Bryce Molder,10.88,108,993,-0.231
177,0,21350,Ryuji Imada,10.49,101,963,-0.119
178,0,22961,David Mathis,10.38,100,963,-0.180
179,0,22293,Heath Slocum,10.11,106,1048,-0.132
180,0,27060,John Mallinger,10.05,88,876,-0.193
181,0,21753,Brian Davis,9.90,109,1101,-0.156
182,0,21878,Mark Wilson,9.68,92,950,-0.228
183,0,19846,Brian Gay,9.67,105,1086,-0.086
184,0,22621,Ben Curtis,8.78,59,672,-0.119
185,0,29222,Billy Hurley III,7.89,63,798,-0.143
186,0,01941,Tom Pernice Jr.,7.86,57,725,-0.158
187,0,30711,Colt Knost,6.94,65,936,-0.062
188,0,08075,Jerry Kelly,6.88,70,1017,-0.171
189,0,06251,Chris DiMarco,6.59,66,1002,-0.273
190,0,22348,Nick O'Hern,6.22,59,948,-0.051
191,0,20623,Gavin Coles,5.77,46,797,-0.109
