RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,25804,Bubba Watson,315.5,41652,132
2,0,32334,Charlie Beljan,311.6,33027,106
3,0,24358,Robert Garrigus,310.3,55241,178
4,0,30925,Dustin Johnson,310.2,40948,132
5,0,28237,Rory McIlroy,310.1,32868,106
6,0,27141,J.B. Holmes,309.7,50785,164
7,0,28089,Jason Day,308.6,33333,108
8,0,30110,Kyle Stanley,306.9,51249,167
9,0,01249,John Daly,306.7,28216,92
10,0,24502,Adam Scott,304.6,35335,116
10,0,27064,Jhonattan Vegas,304.6,45697,150
12,0,25818,Scott Piercy,304.5,57860,190
13,0,27436,Graham DeLaet,304.3,45649,150
14,0,30944,Jason Kokrak,304.1,45616,150
15,0,23320,Ryan Palmer,303.1,48797,161
16,0,33141,Keegan Bradley,302.7,52663,174
17,0,30692,Scott Stallings,302.4,46871,155
18,0,31323,Gary Woodland,301.6,40413,134
19,0,29289,S.Y. Noh,300.4,58274,194
20,0,34099,Harris English,300.3,58851,196
21,0,32698,Bobby Gates,300.2,49837,166
22,0,20848,Ángel Cabrera,299.7,29375,98
23,0,28308,Troy Kelly,299.5,37140,124
23,0,26329,Louis Oosthuizen,299.5,37141,124
25,0,06573,Brandt Jobe,299.2,31714,106
26,0,27120,Troy Matteson,298.9,56196,188
27,0,27330,Josh Teater,298.6,55543,186
28,0,27936,Martin Laird,298.2,42945,144
29,0,20396,Lee Westwood,298.1,31596,106
30,0,21805,Harrison Frazar,297.7,32147,108
31,0,24140,Sean O'Hair,297.5,49980,168
32,0,08793,Tiger Woods,297.4,39856,134
33,0,24494,Erik Compton,297.2,43385,146
33,0,30750,Tommy Gainey,297.2,57955,195
35,0,25345,Carl Pettersson,297.1,54366,183
36,0,27095,Nick Watney,296.8,55800,188
36,0,26289,Boo Weekley,296.8,39173,132
38,0,25632,Jimmy Walker,296.5,59902,202
39,0,01706,Davis Love III,296.3,37929,128
40,0,23623,Bo Van Pelt,296.1,49152,166
41,0,20691,Greg Owen,295.9,53268,180
42,0,26331,Charl Schwartzel,295.8,31652,107
43,0,33120,Mark Anderson,295.7,40806,138
44,0,20850,Daniel Chopra,295.6,30151,102
44,0,24940,Edward Loar,295.6,31329,106
46,0,12716,Charley Hoffman,295.5,51712,175
47,0,22913,John Rollins,295.4,45487,154
47,0,06567,Vijay Singh,295.4,58486,198
49,0,28500,Martin Flores,295.0,54877,186
50,0,19970,Robert Karlsson,294.7,30353,103
51,0,06522,Ernie Els,294.6,45951,156
51,0,21961,Charles Howell III,294.6,57448,195
53,0,01810,Phil Mickelson,294.4,46511,158
54,0,11123,Chris Couch,293.8,34664,118
55,0,26300,Matt Jones,293.7,28779,98
55,0,27302,Garth Mulroy,293.7,33477,114
57,0,20766,Padraig Harrington,293.6,36995,126
58,0,32366,Kevin Chappell,293.3,51033,174
58,0,27933,John Merrick,293.3,46346,158
60,0,32102,Rickie Fowler,293.2,48676,166
61,0,24781,Hunter Mahan,293.1,48073,164
62,0,26679,Kevin Stadler,292.9,45114,154
