RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,25804,Bubba Watson,67.05,2220011,331091
2,0,32334,Charlie Beljan,65.84,1780303,270380
3,0,01249,John Daly,65.83,1561914,237250
4,0,27141,J.B. Holmes,65.75,3281858,499138
5,0,30925,Dustin Johnson,65.19,2235985,342996
6,0,24358,Robert Garrigus,64.80,3055247,471493
7,0,28237,Rory McIlroy,64.76,1672195,258219
8,0,30692,Scott Stallings,64.65,2795451,432367
9,0,31323,Gary Woodland,64.52,2195406,340287
10,0,30110,Kyle Stanley,64.46,2882656,447231
11,0,24940,Edward Loar,64.38,1750445,271889
12,0,21805,Harrison Frazar,64.33,1971127,306397
13,0,25818,Scott Piercy,64.24,3547480,552218
14,0,33141,Keegan Bradley,64.21,2936184,457291
15,0,23320,Ryan Palmer,64.18,2911358,453623
16,0,27330,Josh Teater,64.11,3385841,528129
17,0,30944,Jason Kokrak,64.04,2785338,434962
18,0,27064,Jhonattan Vegas,64.02,2819786,440437
19,0,24140,Sean O'Hair,63.98,3097926,484240
20,0,24502,Adam Scott,63.75,1694881,265858
21,0,27436,Graham DeLaet,63.74,2873440,450833
22,0,28089,Jason Day,63.62,1913943,300848
22,0,27120,Troy Matteson,63.62,3366531,529180
24,0,20850,Daniel Chopra,63.58,1725817,271426
25,0,27936,Martin Laird,63.56,2218022,348985
26,0,28308,Troy Kelly,63.50,2062775,324825
26,0,26329,Louis Oosthuizen,63.50,1986477,312808
28,0,29289,S.Y. Noh,63.46,3441877,542409
29,0,20848,Ángel Cabrera,63.41,1492781,235421
30,0,34099,Harris English,63.33,3502226,553035
31,0,28500,Martin Flores,63.32,3307212,522320
32,0,19970,Robert Karlsson,63.30,1641251,259279
33,0,29420,Billy Horschel,63.28,1908603,301631
34,0,01706,Davis Love III,63.24,2087391,330083
35,0,27302,Garth Mulroy,63.22,1835995,290431
35,0,26289,Boo Weekley,63.22,2330672,368673
37,0,30750,Tommy Gainey,63.19,3605957,570627
38,0,32698,Bobby Gates,63.13,3049505,483027
39,0,22371,Aaron Baddeley,63.10,2234311,354100
40,0,33120,Mark Anderson,63.09,2444941,387524
41,0,21961,Charles Howell III,63.08,3094046,490467
42,0,06567,Vijay Singh,63.05,3247917,515160
43,0,26300,Matt Jones,63.00,1750332,277822
44,0,24494,Erik Compton,62.99,2565623,407292
45,0,25345,Carl Pettersson,62.98,3215395,510578
46,0,29479,Scott Brown,62.97,2025319,321652
46,0,22913,John Rollins,62.97,2837600,450631
