RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,08075,Jerry Kelly,41.59,423,1017,-0.047
2,0,22293,Heath Slocum,41.41,434,1048,-0.016
3,0,23135,Tim Clark,41.40,289,698,-0.059
4,0,20623,Gavin Coles,40.15,320,797,-0.047
5,0,10860,Justin Leonard,39.96,378,946,+0.003
6,0,30711,Colt Knost,39.64,371,936,+0.043
7,0,22348,Nick O'Hern,39.45,374,948,-0.016
8,0,22621,Ben Curtis,39.14,263,672,-0.019
9,0,19846,Brian Gay,38.58,419,1086,-0.021
10,0,24024,Zach Johnson,38.06,392,1030,-0.041
11,0,06251,Chris DiMarco,38.02,381,1002,-0.018
12,0,06004,Stephen Ames,38.01,206,542,+0.097
13,0,01941,Tom Pernice Jr.,37.93,275,725,+0.036
14,0,10213,Dicky Pride,37.90,260,686,+0.031
15,0,21878,Mark Wilson,37.89,360,950,-0.061
16,0,22548,Patrick Sheehan,37.66,232,616,+0.091
17,0,21753,Brian Davis,37.60,414,1101,-0.051
18,0,29222,Billy Hurley III,37.34,298,798,+0.070
19,0,23983,Luke Donald,37.28,249,668,-0.112
20,0,24507,Jason Bohn,37.25,342,918,-0.018
21,0,02206,David Toms,37.13,228,614,-0.061
22,0,27060,John Mallinger,36.64,321,876,-0.016
23,0,23542,Tommy Biershenk,36.42,295,810,+0.115
24,0,01797,Rocco Mediate,36.09,292,809,E
25,0,22582,Kyle Thompson,35.98,186,517,+0.075
26,0,22961,David Mathis,35.93,346,963,+0.014
27,0,06036,Scott Dunlap,35.71,230,644,+0.035
27,0,25572,Graeme McDowell,35.71,190,532,+0.021
29,0,21350,Ryuji Imada,35.41,341,963,+0.029
30,0,23108,Matt Kuchar,35.19,323,918,-0.105
31,0,25457,Alexandre Rocha,35.00,245,700,+0.041
32,0,10809,Jim Furyk,34.66,314,906,-0.089
33,0,35139,Richard Lee,34.63,276,797,-0.040
34,0,25396,Kevin Na,34.58,314,908,+0.006
35,0,25892,Steve Wheatcroft,34.52,203,588,-0.064
36,0,30927,Brendon Todd,34.51,303,878,+0.116
37,0,23800,Bryce Molder,34.44,342,993,-0.041
