RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
47,0,06373,José María Olazábal,1.561,1405,900
47,0,21878,Mark Wilson,1.561,2445,1566
49,0,20634,Peter Lonard,1.562,2390,1530
50,0,25396,Kevin Na,1.563,2364,1512
51,0,24290,D.J. Brigman,1.565,1887,1206
51,0,08075,Jerry Kelly,1.565,2846,1818
51,0,22806,Doug LaBelle II,1.565,2930,1872
54,0,12782,Tim Herron,1.568,2766,1764
54,0,22295,Darron Stiles,1.568,1834,1170
56,0,22371,Aaron Baddeley,1.570,2261,1440
57,0,21470,Daisuke Maruyama,1.571,2432,1548
57,0,20160,Charlie Wi,1.571,2545,1620
59,0,19803,Ryan Armour,1.572,3027,1926
60,0,07363,Craig Bowden,1.573,2208,1404
60,0,20766,Padraig Harrington,1.573,1756,1116
60,0,28158,Steve Marino,1.573,3001,1908
60,0,02036,Jim Rutledge,1.573,1671,1062
64,0,23621,Rory Sabbatini,1.575,2240,1422
65,0,01388,Robert Gamez,1.576,2496,1584
66,0,01035,Tommy Armour III,1.577,2299,1458
66,0,28475,Jeff Overton,1.577,1703,1080
68,0,24924,Bill Haas,1.579,2643,1674
69,0,24925,Jonathan Byrd,1.581,2078,1314
70,0,25273,Andrew Buckle,1.582,2192,1386
71,0,27963,Chris Stroud,1.583,1881,1188
72,0,21731,Freddie Jacobson,1.585,1997,1260
73,0,26289,Boo Weekley,1.586,2884,1818
74,0,12652,Cameron Beckman,1.587,2742,1728
75,0,20472,Alex Cejka,1.589,2288,1440
76,0,21209,Sergio Garcia,1.590,1889,1188
77,0,08123,Jeff Brehaut,1.591,1690,1062
77,0,01948,Tim Petrovic,1.591,3035,1908
77,0,06527,Steve Stricker,1.591,2291,1440
80,0,01577,Lee Janzen,1.592,1891,1188
80,0,24457,Jaco Van Zyl,1.592,1461,918
82,0,21959,Ted Purdy,1.593,2925,1836
82,0,02239,Scott Verplank,1.593,2322,1458
84,0,12195,Tom Johnson,1.595,2124,1332
84,0,24024,Zach Johnson,1.595,2153,1350
86,0,20850,Daniel Chopra,1.596,3046,1908
87,0,27933,John Merrick,1.599,2648,1656
88,0,01157,Tom Byrum,1.600,1440,900
88,0,01320,Bob Estes,1.600,2535,1584
88,0,01810,Phil Mickelson,1.600,2045,1278
88,0,20628,Arron Oberholser,1.600,1959,1224
92,0,20498,Briny Baird,1.601,3314,2070
92,0,06643,Paul Goydos,1.601,1700,1062
92,0,22046,Geoff Ogilvy,1.601,2248,1404
92,0,01941,Tom Pernice Jr.,1.601,2998,1872
92,0,22293,Heath Slocum,1.601,2911,1818
97,0,24357,K.J. Choi,1.602,2451,1530
97,0,02206,David Toms,1.602,2220,1386
99,0,21805,Harrison Frazar,1.604,2541,1584
100,0,20433,Mark Hensby,1.605,2340,1458
100,0,24138,Ian Poulter,1.605,1733,1080
100,0,26882,Michael Sim,1.605,1502,936
103,0,26420,Richard Johnson,1.606,2689,1674
103,0,27060,John Mallinger,1.606,2776,1728
103,0,01928,Corey Pavin,1.606,2342,1458
106,0,12716,Charley Hoffman,1.607,2805,1746
106,0,27141,J.B. Holmes,1.607,2054,1278
106,0,22405,Justin Rose,1.607,1707,1062
106,0,08793,Tiger Woods,1.607,1736,1080
110,0,06522,Ernie Els,1.608,1679,1044
110,0,27702,Matt Hendrix,1.608,1823,1134
110,0,10423,Mike Weir,1.608,2344,1458
113,0,08537,J.P. Hayes,1.609,2577,1602
113,0,22913,John Rollins,1.609,2926,1818
113,0,10425,Jay Williamson,1.609,1448,900
113,0,12602,Dean Wilson,1.609,2664,1656
117,0,20157,Retief Goosen,1.611,1392,864
117,0,28486,Michael Putnam,1.611,2783,1728
119,0,20104,Ken Duke,1.612,3249,2016
119,0,12705,Cliff Kresge,1.612,3104,1926
121,0,06251,Chris DiMarco,1.613,2236,1386
121,0,23983,Luke Donald,1.613,1945,1206
121,0,23623,Bo Van Pelt,1.613,3019,1872
124,0,21753,Brian Davis,1.614,2934,1818
124,0,01797,Rocco Mediate,1.614,2092,1296
124,0,06567,Vijay Singh,1.614,2905,1800
127,0,23048,Eric Axley,1.616,3112,1926
128,0,25345,Carl Pettersson,1.617,3201,1980
129,0,20098,Stuart Appleby,1.618,2126,1314
129,0,01473,Todd Hamilton,1.618,2214,1368
129,0,10860,Justin Leonard,1.618,2767,1710
129,0,22348,Nick O'Hern,1.618,1981,1224
133,0,25900,Lucas Glover,1.619,2827,1746
133,0,26679,Kevin Stadler,1.619,2769,1710
135,0,26596,Ryan Moore,1.620,2682,1656
135,0,25190,Jeff Quinney,1.620,2770,1710
137,0,20229,Stewart Cink,1.621,2568,1584
137,0,23320,Ryan Palmer,1.621,2656,1638
139,0,07867,Woody Austin,1.622,2773,1710
139,0,20378,Mathias Grönberg,1.622,2774,1710
139,0,29718,Anthony Kim,1.622,2715,1674
139,0,29476,Kyle Reifers,1.622,2073,1278
143,0,01142,Bart Bryant,1.625,2515,1548
144,0,06004,Stephen Ames,1.627,2226,1368
144,0,11032,Frank Lickliter II,1.627,2783,1710
146,0,21528,Henrik Stenson,1.629,1349,828
147,0,24502,Adam Scott,1.630,1995,1224
148,0,01724,Jeff Maggert,1.632,2321,1422
148,0,27770,Camilo Villegas,1.632,2409,1476
150,0,27120,Troy Matteson,1.633,2557,1566
150,0,24140,Sean O'Hair,1.633,2881,1764
152,0,07457,Steve Flesch,1.634,2942,1800
152,0,22892,Jason Gore,1.634,2530,1548
154,0,06595,Kevin Sutherland,1.635,2501,1530
154,0,25804,Bubba Watson,1.635,2354,1440
156,0,23614,Rich Beem,1.636,2621,1602
157,0,22621,Ben Curtis,1.638,2358,1440
157,0,10809,Jim Furyk,1.638,2417,1476
159,0,24781,Hunter Mahan,1.639,2685,1638
160,0,20572,Rod Pampling,1.640,2656,1620
161,0,01945,Kenny Perry,1.641,2451,1494
162,0,24912,Will MacKenzie,1.642,2956,1800
163,0,01249,John Daly,1.643,1745,1062
164,0,11123,Chris Couch,1.644,2249,1368
164,0,25686,Jason Dufner,1.644,2959,1800
166,0,24507,Jason Bohn,1.645,1688,1026
166,0,10733,Kent Jones,1.645,2873,1746
166,0,01707,Steve Lowery,1.645,2191,1332
169,0,20691,Greg Owen,1.647,2401,1458
169,0,27095,Nick Watney,1.647,2579,1566
171,0,07749,Brett Quigley,1.648,2314,1404
172,0,21961,Charles Howell III,1.649,2552,1548
173,0,20382,Stephen Leaney,1.650,2435,1476
173,0,02246,Duffy Waldorf,1.650,2049,1242
175,0,23349,Charles Warren,1.652,3004,1818
176,0,01024,Billy Andrade,1.653,2618,1584
177,0,26951,Johnson Wagner,1.655,2890,1746
178,0,19824,Craig Barlow,1.656,1550,936
178,0,01766,Billy Mayfair,1.656,2921,1764
178,0,02214,Kirk Triplett,1.656,2295,1386
181,0,06515,Shaun Micheel,1.657,2624,1584
182,0,23788,D.J. Trahan,1.660,2958,1782
183,0,24358,Robert Garrigus,1.664,2845,1710
184,0,21646,David Branshaw,1.667,2491,1494
185,0,01677,Tom Lehman,1.668,1862,1116
186,0,12510,Chad Campbell,1.669,2703,1620
186,0,20574,Mathew Goggin,1.669,2914,1746
188,0,02101,Joey Sindelar,1.672,2257,1350
189,0,23353,J.J. Henry,1.673,2559,1530
190,0,01706,Davis Love III,1.674,1958,1170
191,0,10885,Robert Allenby,1.677,2686,1602
191,0,22378,Trevor Immelman,1.677,2053,1224
193,0,20645,John Senden,1.680,2933,1746
193,0,23322,Brett Wetterich,1.680,2631,1566
195,0,20105,Jeff Gove,1.694,3141,1854
196,0,06621,Joe Durant,1.702,2666,1566
