RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,20127,Chris Riley,1.465,1556,1062
2,0,19972,José Coceres,1.473,1326,900
3,0,26360,Bubba Dickerson,1.500,1377,918
4,0,07223,Brian Bateman,1.502,1487,990
5,0,12714,Chris Tidland,1.509,1603,1062
6,0,19846,Brian Gay,1.514,2916,1926
6,0,10117,Bob Heintz,1.514,2316,1530
6,0,24449,Parker McLachlin,1.514,2262,1494
9,0,23933,Michael Boyd,1.515,1663,1098
9,0,08375,Paul Stankowski,1.515,1418,936
11,0,23718,Nathan Green,1.517,2812,1854
12,0,21949,Joe Ogilvie,1.519,2789,1836
13,0,10213,Dicky Pride,1.521,1944,1278
14,0,21660,Jason Schultz,1.522,1726,1134
15,0,21350,Ryuji Imada,1.524,2853,1872
16,0,21633,Steve Allan,1.526,1730,1134
16,0,20623,Gavin Coles,1.526,2390,1566
18,0,12660,Jesper Parnevik,1.528,2421,1584
18,0,27649,Brandt Snedeker,1.528,2887,1890
20,0,01313,Steve Elkington,1.530,2396,1566
21,0,01132,Mark Brooks,1.532,1462,954
22,0,20859,Anders Hansen,1.534,1519,990
22,0,08881,Tripp Isenhour,1.534,2375,1548
24,0,23497,Tag Ridings,1.536,1438,936
25,0,23108,Matt Kuchar,1.537,2352,1530
25,0,26881,Jarrod Lyle,1.537,2130,1386
27,0,06197,Michael Allen,1.541,2053,1332
28,0,01161,Mark Calcavecchia,1.542,2581,1674
29,0,01381,Fred Funk,1.543,1805,1170
29,0,21806,Paul Gow,1.543,1944,1260
31,0,25892,Steve Wheatcroft,1.544,2029,1314
32,0,23325,Vaughn Taylor,1.546,2532,1638
33,0,24490,George McNeill,1.547,2646,1710
34,0,08931,Glen Day,1.548,2369,1530
35,0,23135,Tim Clark,1.549,1784,1152
35,0,24980,Scott Gutschewski,1.549,1868,1206
37,0,07547,Craig Kanada,1.551,3043,1962
38,0,02223,Bob Tway,1.552,2877,1854
39,0,23638,Brendon de Jonge,1.553,2125,1368
39,0,24361,Pat Perez,1.553,2348,1512
39,0,02104,Jeff Sluman,1.553,1677,1080
42,0,23800,Bryce Molder,1.554,1566,1008
43,0,06034,Marco Dawson,1.556,2044,1314
43,0,12680,Shigeki Maruyama,1.556,2352,1512
45,0,22212,Craig Lile,1.557,2158,1386
46,0,23613,Rich Barcelo,1.560,2246,1440
