RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,20433,Mark Hensby,31,0,3,6,2015380
2,0,35539,Luke Guthrie,30,4,1,1,2015230
3,0,26951,Johnson Wagner,29,1,1,4,2015230
4,0,36689,Brooks Koepka,28,0,3,2,2015450
4,0,27064,Jhonattan Vegas,28,2,1,14,2015360
6,0,27649,Brandt Snedeker,27,5,1,1,2015150
7,0,30750,Tommy Gainey,26,8,3,5,2015030
8,0,24494,Erik Compton,25,2,4,16,2015410
8,0,34099,Harris English,25,0,1,11,2015260
8,0,33418,Shawn Stefani,25,0,4,10,2015120
11,0,21753,Brian Davis,24,6,1,1,2015230
11,0,31557,Jim Herman,24,1,3,1,2015450
11,0,24024,Zach Johnson,24,1,1,13,2015100
11,0,33122,Russell Knox,24,0,3,3,2015260
11,0,23108,Matt Kuchar,24,0,1,13,2015100
11,0,24490,George McNeill,24,2,4,7,2015360
17,0,23638,Brendon de Jonge,23,2,2,11,2015110
17,0,10809,Jim Furyk,23,1,1,14,2015470
17,0,33399,Adam Hadwin,23,0,3,3,2015020
17,0,34098,Russell Henley,23,1,2,18,2015030
17,0,27933,John Merrick,23,2,2,11,2015380
17,0,24502,Adam Scott,23,0,3,8,2015390
17,0,06567,Vijay Singh,23,3,3,7,2015440
17,0,27095,Nick Watney,23,0,1,15,2015450
25,0,24461,Thomas Aiken,22,1,1,18,2015390
25,0,27436,Graham DeLaet,22,2,4,12,2015360
25,0,33413,Ben Martin,22,2,2,18,2015390
25,0,26331,Charl Schwartzel,22,0,1,12,2015450
25,0,29518,Brendan Steele,22,1,2,18,2015350
30,0,24507,Jason Bohn,21,1,2,8,2015010
30,0,12510,Chad Campbell,21,1,1,2,2015230
30,0,32366,Kevin Chappell,21,0,2,15,2015030
30,0,29535,Brice Garnett,21,0,3,1,2015350
30,0,25444,Justin Hicks,21,2,2,18,2015030
30,0,33461,Morgan Hoffmann,21,1,3,17,2015340
30,0,29420,Billy Horschel,21,2,4,9,2015100
30,0,30852,Ryo Ishikawa,21,2,2,9,2015020
30,0,22046,Geoff Ogilvy,21,2,4,8,2015340
30,0,30946,Alex Prugh,21,5,4,3,2015380
30,0,29221,Webb Simpson,21,2,4,5,2015390
30,0,31560,Brian Stuard,21,1,2,7,2015410
30,0,25834,Daniel Summerhays,21,1,3,7,2015110
30,0,30927,Brendon Todd,21,3,1,14,2015100
44,0,28259,Sangmoon Bae,20,0,2,13,2015100
44,0,40058,Zac Blair,20,5,1,13,2015370
44,0,33141,Keegan Bradley,20,5,2,11,2015230
44,0,01116,Michael Bradley,20,0,2,17,2015180
44,0,20472,Alex Cejka,20,1,4,17,2015360
44,0,20229,Stewart Cink,20,0,3,7,2015040
44,0,31416,Derek Fathauer,20,0,1,1,2015070
44,0,34174,John Huh,20,1,1,9,2015020
44,0,08075,Jerry Kelly,20,2,1,7,2015260
44,0,06515,Shaun Micheel,20,0,2,18,2015180
44,0,26329,Louis Oosthuizen,20,5,2,15,2015390
44,0,24361,Pat Perez,20,0,4,18,2015110
44,0,28486,Michael Putnam,20,2,1,9,2015410
44,0,36699,Patrick Rodgers,20,1,1,8,2015450
44,0,22405,Justin Rose,20,0,1,7,2015230
44,0,21528,Henrik Stenson,20,1,3,2,2015470
44,0,27214,Kevin Streelman,20,2,3,5,2015020
44,0,26289,Boo Weekley,20,0,1,16,2015260
44,0,20436,Garrett Willis,20,1,3,15,2015380
63,0,20771,Steven Alker,19,2,2,18,2015410
63,0,10885,Robert Allenby,19,2,1,6,2015030
63,0,25274,Steven Bowditch,19,3,4,2,2015100
63,0,08725,Tom Gillis,19,5,1,17,2015370
63,0,06575,Dudley Hart,19,0,2,6,2015020
63,0,21961,Charles Howell III,19,2,2,7,2015360
63,0,27936,Martin Laird,19,3,4,18,2015010
63,0,35541,John Peterson,19,3,4,5,2015030
63,0,34360,Patrick Reed,19,1,1,5,2015100
63,0,29476,Kyle Reifers,19,1,4,13,2015410
63,0,30692,Scott Stallings,19,3,1,7,2015100
63,0,33449,Zack Sucher,19,7,2,8,2015150
63,0,27330,Josh Teater,19,0,1,16,2015310
63,0,34265,Will Wilcox,19,1,2,10,2015050
77,0,12652,Cameron Beckman,18,1,3,5,2015150
77,0,25364,Paul Casey,18,1,1,13,2015350
77,0,28089,Jason Day,18,5,2,9,2015260
77,0,25191,Gonzalo Fernandez-Castaño,18,0,1,13,2015350
77,0,21209,Sergio Garcia,18,2,3,2,2015390
77,0,29720,Andres Gonzales,18,1,2,18,2015010
77,0,27644,Brian Harman,18,0,1,16,2015370
77,0,36801,Mark Hubbard,18,2,1,5,2015030
77,0,37454,Whee Kim,18,0,2,18,2015380
77,0,26851,Marc Leishman,18,2,4,15,2015280
77,0,24912,Will MacKenzie,18,0,3,18,2015030
77,0,24781,Hunter Mahan,18,0,2,12,2015100
77,0,31202,William McGirt,18,6,2,17,2015110
77,0,34305,Daniel Miernicki,18,1,2,13,2015140
77,0,22056,Cameron Percy,18,0,1,11,2015020
77,0,24138,Ian Poulter,18,5,2,18,2015240
77,0,34256,Andrew Putnam,18,0,4,1,2015050
77,0,22913,John Rollins,18,1,2,1,2015030
77,0,23621,Rory Sabbatini,18,0,3,5,2015300
77,0,29223,Sam Saunders,18,0,2,15,2015210
77,0,25493,Nick Taylor,18,2,2,11,2015020
77,0,28780,Nicholas Thompson,18,2,2,18,2015250
77,0,25804,Bubba Watson,18,1,4,15,2015360
100,0,29910,Blake Adams,17,0,4,4,2015250
100,0,40026,Daniel Berger,17,1,4,2,2015110
100,0,27895,Jonas Blixt,17,0,1,10,2015370
100,0,24925,Jonathan Byrd,17,1,4,9,2015360
100,0,23541,Ben Crane,17,2,4,18,2015250
100,0,34262,Jon Curran,17,1,1,15,2015450
100,0,25369,Jamie Donaldson,17,0,2,2,2015230
100,0,20104,Ken Duke,17,5,2,9,2015150
100,0,28500,Martin Flores,17,2,2,17,2015450
100,0,25900,Lucas Glover,17,4,2,13,2015260
100,0,22892,Jason Gore,17,0,4,15,2015330
