RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
1,0,24502,Adam Scott,237.2,760139.000,89
2,0,28237,Rory McIlroy,238.0,848202.000,99
3,0,08793,Tiger Woods,239.3,887188.000,103
4,0,28089,Jason Day,242.4,881540.000,101
5,0,24358,Robert Garrigus,242.9,1792618.000,205
6,0,32334,Charlie Beljan,243.5,815352.000,93
7,0,21961,Charles Howell III,245.2,1279786.000,145
8,0,30925,Dustin Johnson,245.4,1121892.000,127
8,0,22405,Justin Rose,245.4,909920.000,103
10,0,02206,David Toms,246.0,557984.000,63
11,0,20766,Padraig Harrington,246.3,789043.000,89
12,0,30852,Ryo Ishikawa,246.4,505639.000,57
13,0,22378,Trevor Immelman,246.5,860720.000,97
14,0,25686,Jason Dufner,248.1,1125566.000,126
15,0,28259,Sangmoon Bae,248.3,965393.000,108
15,0,21209,Sergio Garcia,248.3,893736.000,100
15,0,26289,Boo Weekley,248.3,947590.000,106
18,0,27095,Nick Watney,248.5,1395506.000,156
19,0,06527,Steve Stricker,248.6,868217.000,97
19,0,32150,Michael Thompson,248.6,769783.000,86
21,0,01706,Davis Love III,249.1,852015.000,95
22,0,27060,John Mallinger,249.2,735608.000,82
23,0,27936,Martin Laird,249.5,1293335.000,144
24,0,10809,Jim Furyk,249.7,764214.000,85
24,0,24138,Ian Poulter,249.7,638224.000,71
26,0,23983,Luke Donald,249.8,656379.000,73
27,0,27933,John Merrick,250.0,1178827.000,131
28,0,25572,Graeme McDowell,250.1,576188.000,64
29,0,28308,Troy Kelly,250.3,820056.000,91
30,0,27330,Josh Teater,250.6,1768401.000,196
31,0,19846,Brian Gay,250.8,686275.000,76
32,0,25457,Alexandre Rocha,250.9,641281.000,71
33,0,20691,Greg Owen,251.0,1337170.000,148
33,0,27649,Brandt Snedeker,251.0,994004.000,110
35,0,27141,J.B. Holmes,251.1,1735721.000,192
36,0,31202,William McGirt,251.2,1057957.000,117
