RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
170,0,08075,Jerry Kelly,49.52,52,105,-54,-28.00
171,0,23353,J.J. Henry,49.07,53,108,-54,-1.00
172,0,24781,Hunter Mahan,48.87,65,133,-69,-3.00
173,0,30926,Chris Kirk,48.59,86,177,-95,+6.00
174,0,21805,Harrison Frazar,48.57,51,105,-56,-11.00
175,0,22582,Kyle Thompson,48.33,29,60,-29,E
176,0,29479,Scott Brown,47.71,52,109,-55,-1.00
177,0,29518,Brendan Steele,46.92,61,130,-67,-8.00
178,0,26287,Roland Thatcher,46.84,37,79,-40,+1.00
179,0,22348,Nick O'Hern,46.15,30,65,-30,-22.00
180,0,31558,J.J. Killeen,46.05,70,152,-73,-6.00
181,0,23903,Stephen Gangluff,45.95,34,74,-36,+5.00
181,0,26679,Kevin Stadler,45.95,68,148,-69,-4.00
183,0,27556,Ted Potter Jr.,45.65,42,92,-44,-17.00
184,0,12510,Chad Campbell,45.45,60,132,-62,-12.00
184,0,23135,Tim Clark,45.45,30,66,-34,-18.00
186,0,28308,Troy Kelly,43.96,40,91,-47,+11.00
187,0,27797,Derek Lamely,42.57,43,101,-45,+6.00
188,0,06036,Scott Dunlap,42.31,33,78,-36,+4.00
189,0,01116,Michael Bradley,41.86,36,86,-40,-3.00
190,0,10885,Robert Allenby,40.95,43,105,-43,+1.00
191,0,24604,Hunter Haas,39.47,45,114,-48,+4.00
