RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,26329,Louis Oosthuizen,68.63,70,102,-75,+2.00
2,0,24361,Pat Perez,68.38,93,136,-95,-16.00
3,0,08793,Tiger Woods,67.96,70,103,-74,-8.00
4,0,21961,Charles Howell III,66.21,96,145,-108,-8.00
5,0,23983,Luke Donald,65.75,48,73,-52,-25.00
6,0,24502,Adam Scott,65.17,58,89,-63,+3.00
7,0,06527,Steve Stricker,64.95,63,97,-65,-19.00
8,0,30925,Dustin Johnson,64.57,82,127,-88,+1.00
9,0,27895,Jonas Blixt,64.46,78,121,-89,-4.00
10,0,33122,Russell Knox,64.44,58,90,-67,-11.00
11,0,34021,Bud Cauley,64.00,112,175,-119,-3.00
12,0,32150,Michael Thompson,63.95,55,86,-62,-19.00
13,0,23623,Bo Van Pelt,63.91,85,133,-91,-8.00
14,0,28237,Rory McIlroy,63.64,63,99,-72,-6.00
14,0,27649,Brandt Snedeker,63.64,70,110,-74,-17.00
16,0,06004,Stephen Ames,63.27,31,49,-31,-4.00
17,0,23800,Bryce Molder,62.82,49,78,-51,-41.00
18,0,22621,Ben Curtis,62.69,42,67,-44,-20.00
19,0,23542,Tommy Biershenk,62.63,62,99,-66,+2.00
20,0,27141,J.B. Holmes,62.50,120,192,-128,+7.00
21,0,28089,Jason Day,62.38,63,101,-68,+5.00
22,0,12782,Tim Herron,62.30,76,122,-79,-13.00
23,0,32366,Kevin Chappell,62.16,92,148,-100,-8.00
24,0,25632,Jimmy Walker,62.00,124,200,-137,+4.00
25,0,01810,Phil Mickelson,61.97,88,142,-91,-11.00
26,0,22046,Geoff Ogilvy,61.95,70,113,-74,-7.00
27,0,20593,Greg Chalmers,61.90,78,126,-83,-13.00
28,0,20766,Padraig Harrington,61.80,55,89,-59,-5.00
29,0,23638,Brendon de Jonge,61.39,124,202,-138,-23.00
30,0,29420,Billy Horschel,61.29,57,93,-62,E
31,0,25686,Jason Dufner,61.11,77,126,-81,-12.00
32,0,26758,David Hearn,61.07,80,131,-82,-13.00
33,0,21209,Sergio Garcia,61.00,61,100,-66,-7.00
34,0,08725,Tom Gillis,60.99,86,141,-90,+10.00
35,0,32102,Rickie Fowler,60.93,92,151,-99,-1.00
36,0,06567,Vijay Singh,60.89,109,179,-118,+2.00
37,0,20098,Stuart Appleby,60.82,59,97,-62,-14.00
38,0,27330,Josh Teater,60.71,119,196,-126,E
39,0,26289,Boo Weekley,60.38,64,106,-68,+7.00
40,0,19970,Robert Karlsson,60.20,59,98,-60,-4.00
41,0,28087,Kris Blanks,60.18,68,113,-74,-5.00
42,0,24507,Jason Bohn,60.00,57,95,-60,-15.00
42,0,28500,Martin Flores,60.00,90,150,-94,-17.00
44,0,23541,Ben Crane,59.85,79,132,-88,-15.00
45,0,27060,John Mallinger,59.76,49,82,-53,-10.00
46,0,30110,Kyle Stanley,59.67,108,181,-116,-3.00
47,0,24140,Sean O'Hair,59.66,105,176,-113,-4.00
48,0,27095,Nick Watney,59.62,93,156,-105,-8.00
49,0,26300,Matt Jones,59.09,52,88,-55,+4.00
50,0,23548,Bill Lunde,59.02,72,122,-76,-6.00
51,0,34174,John Huh,58.96,102,173,-105,-10.00
52,0,24357,K.J. Choi,58.82,60,102,-63,-15.00
53,0,25804,Bubba Watson,58.68,98,167,-110,-4.00
54,0,33141,Keegan Bradley,58.56,106,181,-115,-8.00
55,0,20848,Ángel Cabrera,58.54,48,82,-54,+1.00
56,0,24024,Zach Johnson,58.27,74,127,-81,-31.00
57,0,20574,Mathew Goggin,58.12,68,117,-72,-9.00
58,0,32334,Charlie Beljan,58.06,54,93,-58,+1.00
58,0,06522,Ernie Els,58.06,72,124,-76,-2.00
60,0,06251,Chris DiMarco,57.89,55,95,-60,-22.00
60,0,28307,Matt Every,57.89,66,114,-66,-10.00
60,0,30852,Ryo Ishikawa,57.89,33,57,-39,-8.00
63,0,22371,Aaron Baddeley,57.76,67,116,-69,-10.00
64,0,06034,Marco Dawson,57.75,41,71,-44,-1.00
64,0,10213,Dicky Pride,57.75,41,71,-43,-11.00
66,0,27436,Graham DeLaet,57.72,86,149,-93,+6.00
67,0,23409,James Driscoll,57.69,90,156,-100,-1.00
68,0,10809,Jim Furyk,57.65,49,85,-52,-32.00
69,0,27936,Martin Laird,57.64,83,144,-85,E
70,0,33120,Mark Anderson,57.63,68,118,-69,+10.00
71,0,29478,Kevin Kisner,57.61,53,92,-57,+1.00
72,0,20691,Greg Owen,57.43,85,148,-87,-17.00
72,0,20396,Lee Westwood,57.43,58,101,-62,+4.00
74,0,28259,Sangmoon Bae,57.41,62,108,-63,+2.00
75,0,27770,Camilo Villegas,57.34,82,143,-85,-13.00
76,0,01941,Tom Pernice Jr.,57.33,43,75,-47,-3.00
77,0,11123,Chris Couch,57.25,75,131,-81,+11.00
78,0,31323,Gary Woodland,57.24,83,145,-93,+14.00
79,0,23108,Matt Kuchar,57.14,60,105,-64,-10.00
80,0,25818,Scott Piercy,57.00,118,207,-129,-2.00
81,0,21350,Ryuji Imada,56.99,53,93,-54,-9.00
82,0,30927,Brendon Todd,56.96,45,79,-49,-5.00
83,0,25345,Carl Pettersson,56.95,86,151,-92,+3.00
84,0,20623,Gavin Coles,56.90,33,58,-33,-28.00
85,0,30692,Scott Stallings,56.89,95,167,-104,-1.00
86,0,21878,Mark Wilson,56.86,58,102,-63,-18.00
87,0,33419,Cameron Tringale,56.80,96,169,-99,-7.00
88,0,06573,Brandt Jobe,56.76,42,74,-44,+5.00
89,0,27963,Chris Stroud,56.56,69,122,-72,-1.00
90,0,20645,John Senden,56.46,83,147,-87,-6.00
91,0,29289,S.Y. Noh,56.45,105,186,-115,-4.00
92,0,23621,Rory Sabbatini,56.44,92,163,-95,-5.00
93,0,31202,William McGirt,56.41,66,117,-70,-31.00
94,0,24138,Ian Poulter,56.34,40,71,-41,-5.00
95,0,20229,Stewart Cink,56.25,54,96,-58,-7.00
96,0,26331,Charl Schwartzel,56.10,46,82,-48,-6.00
97,0,20160,Charlie Wi,56.00,70,125,-74,-18.00
98,0,20572,Rod Pampling,55.93,66,118,-70,-12.00
99,0,27302,Garth Mulroy,55.91,52,93,-57,+4.00
100,0,01706,Davis Love III,55.79,53,95,-54,E
101,0,27933,John Merrick,55.73,73,131,-78,-6.00
102,0,26596,Ryan Moore,55.63,79,142,-85,-9.00
103,0,21731,Freddie Jacobson,55.56,40,72,-41,+2.00
104,0,29926,Danny Lee,55.45,61,110,-65,+8.00
105,0,20850,Daniel Chopra,55.26,42,76,-44,-3.00
105,0,19846,Brian Gay,55.26,42,76,-42,-43.00
107,0,27214,Kevin Streelman,55.19,85,154,-88,+1.00
108,0,29221,Webb Simpson,55.13,86,156,-92,-20.00
109,0,01320,Bob Estes,55.06,49,89,-50,-13.00
110,0,29910,Blake Adams,54.97,94,171,-99,-4.00
110,0,30750,Tommy Gainey,54.97,94,171,-99,E
112,0,28475,Jeff Overton,54.95,111,202,-117,-26.00
113,0,28093,Miguel Angel Carballo,54.90,56,102,-59,-5.00
114,0,24490,George McNeill,54.79,80,146,-86,-3.00
115,0,12716,Charley Hoffman,54.70,99,181,-107,E
116,0,22913,John Rollins,54.67,82,150,-86,-10.00
117,0,22378,Trevor Immelman,54.64,53,97,-55,+3.00
118,0,32200,Roberto Castro,54.55,78,143,-83,-16.00
119,0,23788,D.J. Trahan,54.40,68,125,-69,-3.00
120,0,22405,Justin Rose,54.37,56,103,-60,-10.00
121,0,24925,Jonathan Byrd,54.33,69,127,-73,-17.00
122,0,26951,Johnson Wagner,54.29,76,140,-84,-15.00
123,0,34099,Harris English,54.21,103,190,-109,-1.00
124,0,23718,Nathan Green,54.17,65,120,-68,-4.00
125,0,23320,Ryan Palmer,54.04,87,161,-88,-11.00
126,0,21753,Brian Davis,53.91,62,115,-68,-10.00
127,0,27644,Brian Harman,53.75,86,160,-98,-23.00
128,0,24846,Ricky Barnes,53.52,76,142,-80,-11.00
129,0,32698,Bobby Gates,53.49,92,172,-100,E
130,0,01249,John Daly,53.41,47,88,-50,-6.00
131,0,28455,Will Claxton,53.33,88,165,-93,-22.00
131,0,24940,Edward Loar,53.33,48,90,-54,+5.00
131,0,27120,Troy Matteson,53.33,96,180,-102,+6.00
134,0,26851,Marc Leishman,53.15,76,143,-79,-20.00
135,0,25240,D.A. Points,53.01,88,166,-93,-11.00
136,0,30711,Colt Knost,52.94,36,68,-39,-14.00
136,0,22961,David Mathis,52.94,45,85,-49,-1.00
138,0,30944,Jason Kokrak,52.78,76,144,-83,+5.00
139,0,29476,Kyle Reifers,52.63,60,114,-69,-11.00
140,0,25562,Andres Romero,52.46,64,122,-69,-4.00
141,0,02206,David Toms,52.38,33,63,-36,-10.00
142,0,01724,Jeff Maggert,52.24,70,134,-77,-14.00
143,0,23325,Vaughn Taylor,52.17,48,92,-51,-16.00
144,0,21528,Henrik Stenson,52.04,51,98,-53,-7.00
145,0,35139,Richard Lee,52.00,52,100,-53,-14.00
146,0,27466,Spencer Levin,51.91,68,131,-75,-13.00
147,0,27064,Jhonattan Vegas,51.81,86,166,-90,+1.00
148,0,24358,Robert Garrigus,51.71,106,205,-118,E
149,0,23204,Gary Christian,51.67,62,120,-67,-11.00
150,0,22548,Patrick Sheehan,51.56,33,64,-35,-1.00
151,0,20070,Matt Bettencourt,51.40,55,107,-58,E
152,0,10860,Justin Leonard,51.28,40,78,-40,-27.00
153,0,24494,Erik Compton,51.11,69,135,-76,-5.00
154,0,12652,Cameron Beckman,50.98,52,102,-56,-17.00
154,0,01766,Billy Mayfair,50.98,78,153,-80,-1.00
156,0,29222,Billy Hurley III,50.94,27,53,-30,-9.00
156,0,26476,Chez Reavie,50.94,54,106,-55,-18.00
158,0,25457,Alexandre Rocha,50.70,36,71,-37,-16.00
159,0,24663,Y.E. Yang,50.68,37,73,-38,-7.00
160,0,24924,Bill Haas,50.67,76,150,-81,-2.00
161,0,27974,Sung Kang,50.50,51,101,-58,-7.00
161,0,01797,Rocco Mediate,50.50,51,101,-58,-15.00
163,0,22293,Heath Slocum,50.44,57,113,-61,-12.00
164,0,21407,Arjun Atwal,50.41,61,121,-70,+6.00
165,0,25396,Kevin Na,50.36,69,137,-70,-1.00
166,0,20104,Ken Duke,50.33,77,153,-87,-27.00
167,0,25572,Graeme McDowell,50.00,32,64,-35,-9.00
167,0,25892,Steve Wheatcroft,50.00,34,68,-39,-5.00
169,0,25834,Daniel Summerhays,49.59,61,123,-67,-11.00
