RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
1,0,24138,Ian Poulter,8.17,392,48
2,0,25396,Kevin Na,8.03,570,71
3,0,34360,Patrick Reed,7.99,591,74
4,5,40026,Daniel Berger,7.89,505,64
5,1,30927,Brendon Todd,7.87,677,86
6,1,40009,Dominic Bozzelli,7.86,283,36
6,1,34466,Peter Malnati,7.86,448,57
8,-4,47959,Bryson DeChambeau,7.77,482,62
9,2,51766,Wyndham Clark,7.75,473,61
10,2,34046,Jordan Spieth,7.74,480,62
11,2,27644,Brian Harman,7.73,603,78
12,2,46442,Maverick McNealy,7.71,586,76
13,3,29221,Webb Simpson,7.69,400,52
14,3,49771,J.T. Poston,7.68,599,78
15,9,29478,Kevin Kisner,7.63,557,73
15,3,27963,Chris Stroud,7.63,351,46
17,13,48081,Xander Schauffele,7.61,533,70
17,2,23325,Vaughn Taylor,7.61,464,61
19,2,35617,Martin Trainer,7.59,349,46
20,2,40058,Zac Blair,7.58,500,66
21,-2,39971,Sungjae Im,7.56,711,94
22,2,22371,Aaron Baddeley,7.55,355,47
22,2,32757,Patton Kizzire,7.55,415,55
22,1,35891,Cameron Smith,7.55,483,64
25,2,32139,Danny Willett,7.53,301,40
26,2,29268,Bronson Burgoon,7.51,398,53
26,2,26499,Rafa Cabrera Bello,7.51,398,53
28,2,40098,Matt Fitzpatrick,7.50,405,54
28,2,32102,Rickie Fowler,7.50,330,44
28,27,35506,Mackenzie Hughes,7.50,525,70
31,3,28089,Jason Day,7.47,396,53
31,3,22405,Justin Rose,7.47,284,38
33,-3,45526,Abraham Ancer,7.46,552,74
33,3,35450,Patrick Cantlay,7.46,343,46
35,11,35310,Lanto Griffin,7.45,685,92
35,2,29926,Danny Lee,7.45,514,69
37,1,34076,Joel Dahmen,7.44,588,79
38,0,30925,Dustin Johnson,7.43,364,49
38,2,01810,Phil Mickelson,7.43,379,51
40,1,33948,Byeong Hun An,7.41,556,75
40,1,36801,Mark Hubbard,7.41,637,86
40,1,47128,Richy Werenski,7.41,415,56
43,4,23108,Matt Kuchar,7.38,413,56
43,4,32791,K.H. Lee,7.38,531,72
43,10,28237,Rory McIlroy,7.38,443,60
43,19,46970,Jon Rahm,7.38,428,58
43,2,33448,Justin Thomas,7.38,487,66
48,1,19846,Brian Gay,7.37,464,63
48,5,23320,Ryan Palmer,7.37,501,68
48,1,34256,Andrew Putnam,7.37,339,46
48,1,31560,Brian Stuard,7.37,597,81
48,1,51894,Vince Whaley,7.37,280,38
53,2,37455,Si Woo Kim,7.35,544,74
53,2,47993,Denny McCarthy,7.35,566,77
55,3,32366,Kevin Chappell,7.34,301,41
56,3,33597,Harry Higgs,7.33,608,83
56,11,48822,Sebastián Muñoz,7.33,616,84
56,4,46046,Scottie Scheffler,7.33,601,82
59,8,29725,Tony Finau,7.32,527,72
60,2,35532,Tom Hoge,7.30,540,74
60,2,35230,Nelson Ledesma,7.30,292,40
60,2,27349,Alex Noren,7.30,409,56
60,2,48887,Matt Wallace,7.30,321,44
64,5,26596,Ryan Moore,7.27,320,44
64,5,26329,Louis Oosthuizen,7.27,349,48
66,5,29970,Dylan Frittelli,7.26,595,82
67,5,27649,Brandt Snedeker,7.25,384,53
68,5,33410,Andrew Landry,7.22,455,63
68,5,35449,Adam Long,7.22,635,88
