RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
1,0,10809,Jim Furyk,11.54,450,39
2,0,23623,Bo Van Pelt,11.12,478,43
3,0,31646,Emiliano Grillo,11.11,722,65
3,0,32448,James Hahn,11.11,400,36
5,0,29908,C.T. Pan,11.05,619,56
6,0,39997,Corey Conners,11.03,816,74
7,0,33490,Bo Hoag,10.99,736,67
8,1,28420,Ryan Brehm,10.88,544,50
9,1,33404,Chris Baker,10.86,532,49
10,1,52375,Doug Ghim,10.85,434,40
11,1,56762,Will Gordon,10.81,346,32
12,1,25364,Paul Casey,10.80,605,56
13,1,34431,Robert Streb,10.78,539,50
14,1,31557,Jim Herman,10.77,646,60
15,1,48119,Ben Taylor,10.74,451,42
16,1,20229,Stewart Cink,10.73,547,51
17,1,30110,Kyle Stanley,10.72,568,53
18,1,27129,Luke List,10.71,739,69
19,1,34098,Russell Henley,10.70,674,63
19,1,27064,Jhonattan Vegas,10.70,535,50
21,1,29535,Brice Garnett,10.67,619,58
22,1,33141,Keegan Bradley,10.66,725,68
23,1,46441,Robby Shelton,10.65,756,71
23,1,29484,Peter Uihlein,10.65,458,43
25,1,36871,Matthew NeSmith,10.63,723,68
26,1,34255,Joseph Bramlett,10.62,563,53
26,1,33122,Russell Knox,10.62,669,63
28,1,53165,Doc Redman,10.60,869,82
29,1,25804,Bubba Watson,10.58,698,66
30,1,30163,Henrik Norlander,10.57,782,74
30,1,37189,Harold Varner III,10.57,782,74
32,1,25818,Scott Piercy,10.56,697,66
33,1,24361,Pat Perez,10.55,580,55
33,1,23788,D.J. Trahan,10.55,496,47
35,1,27936,Martin Laird,10.54,411,39
35,1,32333,Kevin Tway,10.54,506,48
37,1,26476,Chez Reavie,10.53,811,77
38,1,21961,Charles Howell III,10.51,725,69
39,1,30944,Jason Kokrak,10.50,651,62
40,1,22056,Cameron Percy,10.49,472,45
41,1,24924,Bill Haas,10.48,461,44
42,2,49964,Aaron Wise,10.47,471,45
43,2,46402,Talor Gooch,10.46,868,83
43,2,49960,Sepp Straka,10.46,732,70
45,2,36699,Patrick Rodgers,10.45,951,91
46,2,40042,Tyler McCumber,10.42,552,53
47,2,19803,Ryan Armour,10.41,604,58
47,2,25493,Nick Taylor,10.41,614,59
47,2,25349,Tim Wilkinson,10.41,479,46
50,2,47504,Sam Burns,10.40,603,58
50,2,46435,Austin Cook,10.40,624,60
50,2,35461,Beau Hossler,10.40,697,67
50,2,27214,Kevin Streelman,10.40,759,73
50,2,31323,Gary Woodland,10.40,645,62
55,2,27330,Josh Teater,10.39,426,41
55,2,27095,Nick Watney,10.39,457,44
57,2,49766,Hank Lebioda,10.38,571,55
58,2,33399,Adam Hadwin,10.37,674,65
58,2,24502,Adam Scott,10.37,394,38
60,2,25900,Lucas Glover,10.36,694,67
60,2,33204,Shane Lowry,10.36,456,44
60,2,27556,Ted Potter Jr.,10.36,456,44
60,2,39324,J.J. Spaun,10.36,601,58
60,2,56278,Matthew Wolff,10.36,767,74
65,2,28679,Fabián Gómez,10.35,569,55
65,2,39953,Chase Seiffert,10.35,559,54
67,4,29974,Branden Grace,10.32,423,41
67,4,35658,Kris Ventura,10.32,454,44
69,5,32662,Michael Gligic,10.31,495,48
69,5,33449,Zack Sucher,10.31,371,36
71,5,33120,Mark Anderson,10.30,484,47
71,5,34021,Bud Cauley,10.30,628,61
71,5,30692,Scott Stallings,10.30,690,67
74,5,25686,Jason Dufner,10.29,638,62
74,5,45609,Tyler Duncan,10.29,854,83
74,5,49298,Kramer Hickok,10.29,504,49
77,6,32640,Troy Merritt,10.28,699,68
78,6,21407,Arjun Atwal,10.26,318,31
78,-11,34099,Harris English,10.26,780,76
78,-8,34363,Tyrrell Hatton,10.26,431,42
78,23,46717,Viktor Hovland,10.26,759,74
78,-7,45486,Joaquin Niemann,10.26,780,76
78,6,25632,Jimmy Walker,10.26,472,46
84,2,26300,Matt Jones,10.25,779,76
84,2,27974,Sung Kang,10.25,748,73
84,2,25572,Graeme McDowell,10.25,492,48
87,3,29479,Scott Brown,10.23,655,64
87,3,24024,Zach Johnson,10.23,624,61
87,3,36689,Brooks Koepka,10.23,409,40
87,3,32150,Michael Thompson,10.23,634,62
91,3,26758,David Hearn,10.22,521,51
92,3,27554,Scott Harrington,10.21,694,68
93,-7,29420,Billy Horschel,10.19,805,79
93,5,28775,Nate Lashley,10.19,530,52
93,5,33413,Ben Martin,10.19,367,36
96,4,21209,Sergio Garcia,10.18,448,44
96,-1,26851,Marc Leishman,10.18,621,61
98,4,28307,Matt Every,10.16,457,45
99,4,30911,Tommy Fleetwood,10.15,406,40
99,4,46550,Brandon Hagy,10.15,467,46
99,4,12716,Charley Hoffman,10.15,599,59
102,1,52372,Cameron Champ,10.14,710,70
102,5,39977,Max Homa,10.14,710,70
102,5,33486,Roger Sloan,10.14,517,51
105,4,23108,Matt Kuchar,10.13,567,56
105,4,33667,Carlos Ortiz,10.13,729,72
105,4,34256,Andrew Putnam,10.13,466,46
105,4,27649,Brandt Snedeker,10.13,537,53
105,4,33419,Cameron Tringale,10.13,638,63
110,4,48045,Michael Gellerman,10.12,425,42
110,-13,46970,Jon Rahm,10.12,587,58
112,3,36801,Mark Hubbard,10.10,869,86
112,3,35732,Wes Roach,10.10,404,40
114,3,26596,Ryan Moore,10.09,444,44
114,3,29518,Brendan Steele,10.09,646,64
116,3,32618,Rhein Gibson,10.08,504,50
116,3,35230,Nelson Ledesma,10.08,403,40
118,3,35449,Adam Long,10.07,886,88
119,4,47993,Denny McCarthy,10.06,775,77
119,4,37275,Sam Ryder,10.06,704,70
121,4,33597,Harry Higgs,10.05,834,83
122,4,26329,Louis Oosthuizen,10.04,482,48
122,4,31560,Brian Stuard,10.04,813,81
124,7,45526,Abraham Ancer,10.03,742,74
124,4,27942,Rob Oppenheim,10.03,612,61
126,3,19846,Brian Gay,10.02,631,63
126,3,34563,Chesson Hadley,10.02,581,58
128,-7,29725,Tony Finau,10.00,720,72
128,5,31420,Anirban Lahiri,10.00,350,35
128,3,50525,Collin Morikawa,10.00,800,80
131,4,33410,Andrew Landry,9.98,629,63
131,5,33448,Justin Thomas,9.98,659,66
133,4,32757,Patton Kizzire,9.95,547,55
133,4,27349,Alex Noren,9.95,557,56
135,5,34314,Sebastian Cappelen,9.94,527,53
135,5,40098,Matt Fitzpatrick,9.94,537,54
135,5,01810,Phil Mickelson,9.94,507,51
135,5,34213,Grayson Murray,9.94,358,36
139,5,37455,Si Woo Kim,9.93,735,74
139,5,48887,Matt Wallace,9.93,437,44
139,5,47128,Richy Werenski,9.93,556,56
142,5,28089,Jason Day,9.92,526,53
143,5,26499,Rafa Cabrera Bello,9.91,525,53
143,5,35532,Tom Hoge,9.91,733,74
143,5,28252,Seamus Power,9.91,317,32
143,5,47347,Adam Schenk,9.91,733,74
147,5,32254,Xinjun Zhang,9.90,762,77
148,5,35450,Patrick Cantlay,9.89,455,46
149,6,23621,Rory Sabbatini,9.88,652,66
149,12,46046,Scottie Scheffler,9.88,810,82
151,2,28237,Rory McIlroy,9.87,592,60
152,5,32791,K.H. Lee,9.86,710,72
152,5,32839,Hideki Matsuyama,9.86,730,74
152,3,48822,Sebastián Muñoz,9.86,828,84
152,5,49771,J.T. Poston,9.86,769,78
156,1,23320,Ryan Palmer,9.85,670,68
157,5,32102,Rickie Fowler,9.84,433,44
157,5,39546,Keith Mitchell,9.84,630,64
157,5,51894,Vince Whaley,9.84,374,38
160,-23,35506,Mackenzie Hughes,9.83,688,70
160,11,29221,Webb Simpson,9.83,511,52
162,5,34076,Joel Dahmen,9.82,776,79
162,5,29970,Dylan Frittelli,9.82,805,82
162,7,30925,Dustin Johnson,9.82,481,49
165,12,35891,Cameron Smith,9.81,628,64
166,5,22371,Aaron Baddeley,9.79,460,47
166,5,29268,Bronson Burgoon,9.79,519,53
166,-4,35310,Lanto Griffin,9.79,901,92
166,12,39971,Sungjae Im,9.79,920,94
166,5,22405,Justin Rose,9.79,372,38
166,5,23325,Vaughn Taylor,9.79,597,61
172,4,32366,Kevin Chappell,9.78,401,41
173,-7,29478,Kevin Kisner,9.75,712,73
174,-5,48081,Xander Schauffele,9.73,681,70
174,5,32139,Danny Willett,9.73,389,40
176,4,45157,Cam Davis,9.72,564,58
177,5,27963,Chris Stroud,9.70,446,46
