RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
117,6,30944,Jason Kokrak,8' 10",2287.333,259
117,6,33410,Andrew Landry,8' 10",2951.583,334
117,6,34256,Andrew Putnam,8' 10",1650.083,186
117,6,29518,Brendan Steele,8' 10",2409.167,273
125,6,40058,Zac Blair,8' 11",2646.333,296
125,6,46435,Austin Cook,8' 11",2056.000,231
125,6,45609,Tyler Duncan,8' 11",3427.000,386
125,6,30911,Tommy Fleetwood,8' 11",1388.333,155
125,6,46550,Brandon Hagy,8' 11",1538.917,172
125,6,35532,Tom Hoge,8' 11",3259.000,367
125,6,36699,Patrick Rodgers,8' 11",3508.667,394
125,6,39324,J.J. Spaun,8' 11",2307.000,259
125,6,25632,Jimmy Walker,8' 11",2059.000,231
125,6,32254,Xinjun Zhang,8' 11",3027.500,339
135,-4,52372,Cameron Champ,9' 0",2990.833,331
135,7,25900,Lucas Glover,9' 0",2272.583,252
135,7,35732,Wes Roach,9' 0",987.500,110
135,7,39953,Chase Seiffert,9' 0",1705.083,190
135,7,49960,Sepp Straka,9' 0",2823.250,314
135,7,48119,Ben Taylor,9' 0",1229.000,136
135,7,56278,Matthew Wolff,9' 0",2953.917,328
142,7,31420,Anirban Lahiri,9' 1",1062.583,117
142,0,45486,Joaquin Niemann,9' 1",2851.917,314
142,15,46046,Scottie Scheffler,9' 1",3273.000,359
142,7,23623,Bo Van Pelt,9' 1",1479.750,163
142,7,31323,Gary Woodland,9' 1",2427.083,267
147,6,45157,Cam Davis,9' 2",2049.833,223
147,6,48045,Michael Gellerman,9' 2",1369.500,149
147,6,46441,Robby Shelton,9' 2",2768.333,301
147,6,25804,Bubba Watson,9' 2",2770.833,303
151,6,40098,Matt Fitzpatrick,9' 3",2220.000,240
151,6,32448,James Hahn,9' 3",1209.333,131
151,6,39977,Max Homa,9' 3",3159.250,342
151,6,49964,Aaron Wise,9' 3",1377.667,149
155,8,40009,Dominic Bozzelli,9' 4",1245.250,133
155,8,25572,Graeme McDowell,9' 4",2077.750,223
155,8,30163,Henrik Norlander,9' 4",2450.083,262
155,8,32139,Danny Willett,9' 4",1780.167,191
159,8,28420,Ryan Brehm,9' 5",1471.417,156
159,8,47504,Sam Burns,9' 5",2578.167,275
159,8,32757,Patton Kizzire,9' 5",2218.417,236
159,8,23108,Matt Kuchar,9' 5",2572.500,274
159,8,35230,Nelson Ledesma,9' 5",1294.917,137
159,8,32640,Troy Merritt,9' 5",2878.250,307
159,8,33486,Roger Sloan,9' 5",1982.083,210
166,8,30110,Kyle Stanley,9' 6",1786.417,188
166,8,51894,Vince Whaley,9' 6",1421.083,149
168,8,10809,Jim Furyk,9' 7",1457.333,152
168,8,46402,Talor Gooch,9' 7",3798.333,397
168,8,27554,Scott Harrington,9' 7",2828.917,295
168,19,46717,Viktor Hovland,9' 7",2851.583,297
168,8,35449,Adam Long,9' 7",3556.333,372
168,8,33413,Ben Martin,9' 7",1193.000,124
168,8,53165,Doc Redman,9' 7",3112.000,325
168,8,25493,Nick Taylor,9' 7",2616.583,272
168,8,27330,Josh Teater,9' 7",1207.333,126
168,8,29484,Peter Uihlein,9' 7",1491.167,156
178,7,20229,Stewart Cink,9' 8",2171.167,224
178,7,40042,Tyler McCumber,9' 8",1883.917,195
180,7,25364,Paul Casey,9' 9",2116.833,218
180,7,25818,Scott Piercy,9' 9",2986.250,305
182,8,33490,Bo Hoag,9' 10",2235.917,227
182,8,35617,Martin Trainer,9' 10",2813.417,287
184,8,34255,Joseph Bramlett,9' 11",1872.083,189
184,8,34563,Chesson Hadley,9' 11",2106.917,213
184,8,24024,Zach Johnson,9' 11",2749.750,277
184,8,23325,Vaughn Taylor,9' 11",2623.000,265
188,8,47993,Denny McCarthy,10' 1",3368.583,335
189,8,31557,Jim Herman,10' 3",3153.333,307
190,8,28307,Matt Every,10' 7",2314.417,218
191,8,39546,Keith Mitchell,11' 1",2936.083,265
192,8,56762,Will Gordon,11' 2",1051.167,94
193,8,35658,Kris Ventura,11' 9",1679.083,143
