RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,12510,Chad Campbell,2.000,4,2
1,0,08075,Jerry Kelly,2.000,2,1
3,0,08123,Jeff Brehaut,2.500,5,2
3,0,12782,Tim Herron,2.500,5,2
3,0,01771,Blaine McCallister,2.500,5,2
3,0,23497,Tag Ridings,2.500,5,2
3,0,08385,Omar Uresti,2.500,5,2
8,0,20498,Briny Baird,2.667,8,3
8,0,01127,Danny Briggs,2.667,8,3
8,0,01139,Olin Browne,2.667,8,3
8,0,01157,Tom Byrum,2.667,8,3
8,0,12760,Danny Ellis,2.667,8,3
8,0,01619,Skip Kendall,2.667,8,3
8,0,21949,Joe Ogilvie,2.667,8,3
15,0,23541,Ben Crane,2.750,11,4
15,0,01766,Billy Mayfair,2.750,11,4
17,0,06197,Michael Allen,3.000,3,1
17,0,10885,Robert Allenby,3.000,9,3
17,0,01024,Billy Andrade,3.000,6,2
17,0,20098,Stuart Appleby,3.000,9,3
17,0,01035,Tommy Armour III,3.000,6,2
17,0,22371,Aaron Baddeley,3.000,6,2
17,0,19824,Craig Barlow,3.000,3,1
17,0,07223,Brian Bateman,3.000,6,2
17,0,24507,Jason Bohn,3.000,6,2
17,0,06214,Guy Boros,3.000,3,1
17,0,07363,Craig Bowden,3.000,9,3
17,0,24290,D.J. Brigman,3.000,6,2
17,0,06809,Bob Burns,3.000,9,3
17,0,24925,Jonathan Byrd,3.000,6,2
17,0,01161,Mark Calcavecchia,3.000,3,1
17,0,12394,Tom Carter,3.000,3,1
17,0,20472,Alex Cejka,3.000,3,1
17,0,20593,Greg Chalmers,3.000,3,1
17,0,24357,K.J. Choi,3.000,3,1
17,0,20229,Stewart Cink,3.000,9,3
17,0,23135,Tim Clark,3.000,6,2
17,0,19972,José Coceres,3.000,6,2
17,0,01219,John Cook,3.000,3,1
17,0,22621,Ben Curtis,3.000,3,1
17,0,19881,Robert Damron,3.000,3,1
17,0,08931,Glen Day,3.000,9,3
17,0,01261,Jay Delsing,3.000,3,1
17,0,06251,Chris DiMarco,3.000,9,3
17,0,23983,Luke Donald,3.000,9,3
17,0,25686,Jason Dufner,3.000,3,1
17,0,01313,Steve Elkington,3.000,6,2
17,0,01320,Bob Estes,3.000,6,2
17,0,20121,Todd Fischer,3.000,3,1
17,0,01361,Dan Forsman,3.000,6,2
17,0,12823,Carlos Franco,3.000,3,1
17,0,21805,Harrison Frazar,3.000,12,4
17,0,01378,David Frost,3.000,9,3
17,0,01381,Fred Funk,3.000,6,2
17,0,25900,Lucas Glover,3.000,12,4
17,0,10201,Matt Gogel,3.000,6,2
17,0,23338,David Gossett,3.000,3,1
17,0,01457,Jay Haas,3.000,3,1
17,0,01473,Todd Hamilton,3.000,6,2
17,0,06575,Dudley Hart,3.000,6,2
17,0,08537,J.P. Hayes,3.000,3,1
17,0,23063,Scott Hend,3.000,9,3
17,0,23353,J.J. Henry,3.000,6,2
17,0,20433,Mark Hensby,3.000,6,2
17,0,01553,John Huston,3.000,6,2
17,0,20094,Jonathan Kaye,3.000,12,4
17,0,21893,Brian Kortan,3.000,3,1
17,0,12705,Cliff Kresge,3.000,3,1
17,0,23108,Matt Kuchar,3.000,3,1
17,0,23552,Hank Kuehne,3.000,6,2
17,0,06332,Neal Lancaster,3.000,9,3
17,0,20382,Stephen Leaney,3.000,6,2
17,0,11032,Frank Lickliter II,3.000,9,3
17,0,01706,Davis Love III,3.000,6,2
17,0,01724,Jeff Maggert,3.000,6,2
17,0,24781,Hunter Mahan,3.000,6,2
17,0,12680,Shigeki Maruyama,3.000,6,2
17,0,01797,Rocco Mediate,3.000,3,1
17,0,06515,Shaun Micheel,3.000,6,2
17,0,12682,Hirofumi Miyase,3.000,3,1
17,0,25396,Kevin Na,3.000,6,2
17,0,22046,Geoff Ogilvy,3.000,9,3
17,0,06373,José María Olazábal,3.000,3,1
17,0,07939,Dan Olsen,3.000,3,1
17,0,20572,Rod Pampling,3.000,3,1
17,0,20663,Brenden Pappas,3.000,3,1
17,0,10107,Deane Pappas,3.000,6,2
17,0,12660,Jesper Parnevik,3.000,6,2
17,0,01927,Dennis Paulson,3.000,6,2
17,0,01928,Corey Pavin,3.000,9,3
17,0,24361,Pat Perez,3.000,9,3
17,0,01968,Nick Price,3.000,3,1
17,0,02002,John Riegger,3.000,6,2
17,0,02010,Loren Roberts,3.000,3,1
17,0,02099,Scott Simpson,3.000,3,1
17,0,02101,Joey Sindelar,3.000,6,2
17,0,06567,Vijay Singh,3.000,3,1
17,0,22293,Heath Slocum,3.000,6,2
17,0,20580,Andre Stolz,3.000,3,1
17,0,06527,Steve Stricker,3.000,6,2
17,0,06595,Kevin Sutherland,3.000,3,1
17,0,23325,Vaughn Taylor,3.000,3,1
17,0,26287,Roland Thatcher,3.000,3,1
17,0,06078,Esteban Toledo,3.000,6,2
17,0,02206,David Toms,3.000,6,2
17,0,02214,Kirk Triplett,3.000,6,2
17,0,23623,Bo Van Pelt,3.000,9,3
17,0,10423,Mike Weir,3.000,9,3
17,0,21878,Mark Wilson,3.000,3,1
110,0,19846,Brian Gay,3.250,13,4
110,0,01948,Tim Petrovic,3.250,13,4
110,0,25345,Carl Pettersson,3.250,13,4
110,0,02246,Duffy Waldorf,3.250,13,4
114,0,21633,Steve Allan,3.333,10,3
114,0,07867,Woody Austin,3.333,10,3
114,0,23614,Rich Beem,3.333,10,3
114,0,21646,David Branshaw,3.333,10,3
114,0,07457,Steve Flesch,3.333,10,3
114,0,12645,Brent Geiberger,3.333,10,3
114,0,01685,J.L. Lewis,3.333,10,3
114,0,20634,Peter Lonard,3.333,10,3
114,0,01707,Steve Lowery,3.333,10,3
114,0,01810,Phil Mickelson,3.333,10,3
114,0,23320,Ryan Palmer,3.333,10,3
114,0,10912,Craig Perks,3.333,10,3
114,0,22913,John Rollins,3.333,10,3
114,0,23621,Rory Sabbatini,3.333,10,3
114,0,02106,Chris Smith,3.333,10,3
114,0,12602,Dean Wilson,3.333,10,3
130,0,23613,Rich Barcelo,3.500,7,2
130,0,07721,Pat Bates,3.500,7,2
130,0,12652,Cameron Beckman,3.500,7,2
130,0,20029,Notah Begay III,3.500,7,2
130,0,01132,Mark Brooks,3.500,7,2
130,0,06621,Joe Durant,3.500,7,2
130,0,01329,Brad Faxon,3.500,7,2
130,0,01388,Robert Gamez,3.500,14,4
130,0,21209,Sergio Garcia,3.500,7,2
130,0,08881,Tripp Isenhour,3.500,7,2
130,0,01577,Lee Janzen,3.500,14,4
130,0,01761,Len Mattiace,3.500,7,2
130,0,20628,Arron Oberholser,3.500,7,2
130,0,01938,David Peoples,3.500,7,2
130,0,01941,Tom Pernice Jr.,3.500,7,2
130,0,10213,Dicky Pride,3.500,7,2
130,0,20645,John Senden,3.500,7,2
130,0,23307,Roger Tambellini,3.500,7,2
130,0,20548,Hidemichi Tanaka,3.500,7,2
130,0,02239,Scott Verplank,3.500,7,2
130,0,10425,Jay Williamson,3.500,7,2
151,0,20850,Daniel Chopra,3.667,11,3
151,0,26420,Richard Johnson,3.667,11,3
151,0,24024,Zach Johnson,3.667,11,3
151,0,10733,Kent Jones,3.667,11,3
151,0,08339,Spike McRoy,3.667,11,3
151,0,21959,Ted Purdy,3.667,11,3
151,0,07749,Brett Quigley,3.667,11,3
151,0,02104,Jeff Sluman,3.667,11,3
159,0,06004,Stephen Ames,4.000,4,1
159,0,21407,Arjun Atwal,4.000,4,1
159,0,01042,Paul Azinger,4.000,4,1
159,0,01203,Russ Cochran,4.000,4,1
159,0,08835,Kris Cox,4.000,8,2
159,0,20104,Ken Duke,4.000,4,1
159,0,20378,Mathias Grönberg,4.000,8,2
159,0,01527,Scott Hoch,4.000,4,1
159,0,21961,Charles Howell III,4.000,4,1
159,0,01677,Tom Lehman,4.000,4,1
159,0,10860,Justin Leonard,4.000,12,3
159,0,10585,Scott McCarron,4.000,8,2
159,0,12753,David Morland IV,4.000,8,2
159,0,01887,Mark O'Meara,4.000,4,1
159,0,01945,Kenny Perry,4.000,4,1
159,0,20127,Chris Riley,4.000,4,1
159,0,02049,Gene Sauers,4.000,4,1
159,0,22548,Patrick Sheehan,4.000,4,1
159,0,02223,Bob Tway,4.000,4,1
159,0,02245,Grant Waite,4.000,8,2
159,0,08793,Tiger Woods,4.000,4,1
180,0,11123,Chris Couch,5.000,5,1
