RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,20127,Chris Riley,28.43
2,0,24925,Jonathan Byrd,27.62
3,0,27095,Nick Watney,26.97
4,0,10860,Justin Leonard,26.87
5,0,26300,Matt Jones,26.06
6,0,24924,Bill Haas,25.41
7,0,21949,Joe Ogilvie,25.32
8,0,22548,Patrick Sheehan,25.20
9,0,21805,Harrison Frazar,25.19
10,0,28089,Jason Day,24.84
11,0,28780,Nicholas Thompson,24.57
12,0,20572,Rod Pampling,24.27
13,0,24024,Zach Johnson,24.09
14,0,25804,Bubba Watson,23.71
15,0,20070,Matt Bettencourt,23.55
16,0,21753,Brian Davis,23.51
17,0,23135,Tim Clark,23.44
18,0,24140,Sean O'Hair,23.42
19,0,20850,Daniel Chopra,23.30
19,0,07457,Steve Flesch,23.30
21,0,23983,Luke Donald,22.96
21,0,26695,Michael Letzig,22.96
23,0,30925,Dustin Johnson,22.95
24,0,21209,Sergio Garcia,22.93
25,0,25190,Jeff Quinney,22.83
26,0,25686,Jason Dufner,22.69
27,0,27214,Kevin Streelman,22.68
28,0,24781,Hunter Mahan,22.67
29,0,08075,Jerry Kelly,22.55
30,0,23325,Vaughn Taylor,22.40
31,0,28158,Steve Marino,22.27
32,0,25818,Scott Piercy,22.22
32,0,02206,David Toms,22.22
34,0,31323,Gary Woodland,22.17
35,0,27120,Troy Matteson,22.13
36,0,01707,Steve Lowery,22.09
37,0,24663,Y.E. Yang,22.08
38,0,24502,Adam Scott,22.04
38,0,26498,Matt Weibring,22.04
40,0,21350,Ryuji Imada,21.95
41,0,28475,Jeff Overton,21.91
42,0,01132,Mark Brooks,21.85
43,0,23497,Tag Ridings,21.71
44,0,23638,Brendon de Jonge,21.56
44,0,02239,Scott Verplank,21.56
46,0,06527,Steve Stricker,21.51
47,0,31416,Derek Fathauer,21.46
48,0,23548,Bill Lunde,21.33
49,0,26596,Ryan Moore,21.30
50,0,01810,Phil Mickelson,21.28
51,0,23623,Bo Van Pelt,21.25
52,0,23788,D.J. Trahan,21.24
53,0,24490,George McNeill,21.21
54,0,12510,Chad Campbell,21.17
55,0,23108,Matt Kuchar,21.11
56,0,22961,David Mathis,21.03
57,0,25900,Lucas Glover,20.99
58,0,06197,Michael Allen,20.98
59,0,27770,Camilo Villegas,20.93
60,0,06567,Vijay Singh,20.83
61,0,26851,Marc Leishman,20.82
62,0,25240,D.A. Points,20.77
63,0,24846,Ricky Barnes,20.75
63,0,01941,Tom Pernice Jr.,20.75
63,0,25632,Jimmy Walker,20.75
66,0,07749,Brett Quigley,20.72
67,0,01320,Bob Estes,20.69
68,0,01577,Lee Janzen,20.67
69,0,26289,Boo Weekley,20.59
70,0,23541,Ben Crane,20.58
71,0,06522,Ernie Els,20.56
71,0,06595,Kevin Sutherland,20.56
73,0,01226,Fred Couples,20.48
74,0,27649,Brandt Snedeker,20.47
75,0,25396,Kevin Na,20.44
76,0,21959,Ted Purdy,20.39
77,0,26679,Kevin Stadler,20.37
78,0,07223,Brian Bateman,20.35
79,0,01706,Davis Love III,20.32
80,0,22405,Justin Rose,20.30
81,0,22892,Jason Gore,20.26
81,0,23320,Ryan Palmer,20.26
81,0,01945,Kenny Perry,20.26
84,0,01724,Jeff Maggert,20.18
85,0,06621,Joe Durant,19.89
86,0,25562,Andres Romero,19.80
87,0,24507,Jason Bohn,19.75
88,0,26420,Richard Johnson,19.65
89,0,01161,Mark Calcavecchia,19.63
89,0,08931,Glen Day,19.63
91,0,21961,Charles Howell III,19.62
91,0,27963,Chris Stroud,19.62
93,0,20472,Alex Cejka,19.58
94,0,21878,Mark Wilson,19.51
95,0,10117,Bob Heintz,19.46
96,0,20766,Padraig Harrington,19.44
97,0,24361,Pat Perez,19.42
98,0,26951,Johnson Wagner,19.38
99,0,27936,Martin Laird,19.33
99,0,01948,Tim Petrovic,19.33
101,0,20104,Ken Duke,19.31
101,0,23621,Rory Sabbatini,19.31
103,0,12716,Charley Hoffman,19.29
104,0,22913,John Rollins,19.26
105,0,07867,Woody Austin,19.20
106,0,06004,Stephen Ames,19.16
107,0,01797,Rocco Mediate,19.11
108,0,22046,Geoff Ogilvy,19.07
109,0,21731,Freddie Jacobson,19.03
110,0,20574,Mathew Goggin,19.00
111,0,23353,J.J. Henry,18.99
112,0,10809,Jim Furyk,18.97
113,0,29221,Webb Simpson,18.94
114,0,01473,Todd Hamilton,18.90
115,0,20498,Briny Baird,18.85
116,0,30711,Colt Knost,18.78
117,0,10585,Scott McCarron,18.70
118,0,12782,Tim Herron,18.68
119,0,28087,Kris Blanks,18.64
119,0,12602,Dean Wilson,18.64
121,0,06251,Chris DiMarco,18.62
122,0,02214,Kirk Triplett,18.60
123,0,01329,Brad Faxon,18.55
123,0,27141,J.B. Holmes,18.55
125,0,24358,Robert Garrigus,18.52
126,0,29718,Anthony Kim,18.50
127,0,10425,Jay Williamson,18.48
128,0,24138,Ian Poulter,18.37
129,0,06539,Rick Price,18.29
130,0,27933,John Merrick,18.25
131,0,28620,Aron Price,18.22
132,0,23349,Charles Warren,18.18
132,0,20160,Charlie Wi,18.18
134,0,25919,Brian Vranesh,18.06
135,0,20848,Ángel Cabrera,18.02
136,0,08793,Tiger Woods,17.95
137,0,01677,Tom Lehman,17.88
138,0,19846,Brian Gay,17.80
139,0,10733,Kent Jones,17.76
140,0,10423,Mike Weir,17.75
141,0,20691,Greg Owen,17.69
142,0,12705,Cliff Kresge,17.67
143,0,26301,James Nitties,17.65
144,0,23778,Brad Adamonis,17.62
145,0,20634,Peter Lonard,17.54
146,0,06643,Paul Goydos,17.51
147,0,26881,Jarrod Lyle,17.50
148,0,20593,Greg Chalmers,17.45
149,0,22621,Ben Curtis,17.44
149,0,27683,Leif Olson,17.44
151,0,01142,Bart Bryant,17.42
152,0,08845,Scott Sterling,17.32
153,0,23718,Nathan Green,17.29
154,0,27060,John Mallinger,17.19
155,0,22371,Aaron Baddeley,17.17
156,0,25345,Carl Pettersson,17.03
157,0,24912,Will MacKenzie,16.90
158,0,12652,Cameron Beckman,16.87
159,0,20229,Stewart Cink,16.82
160,0,01766,Billy Mayfair,16.67
160,0,28118,Peter Tomasulo,16.67
162,0,01928,Corey Pavin,16.49
163,0,20157,Retief Goosen,16.43
164,0,09011,David Duval,16.41
165,0,26476,Chez Reavie,16.37
166,0,20098,Stuart Appleby,16.34
167,0,23048,Eric Axley,16.24
168,0,27466,Spencer Levin,16.11
169,0,23800,Bryce Molder,16.09
170,0,24357,K.J. Choi,16.00
171,0,26668,Marc Turnesa,15.91
172,0,23614,Rich Beem,15.81
173,0,10885,Robert Allenby,15.74
174,0,01035,Tommy Armour III,15.53
175,0,30927,Brendon Todd,15.42
176,0,22348,Nick O'Hern,15.32
177,0,22293,Heath Slocum,15.12
178,0,24449,Parker McLachlin,14.86
179,0,01313,Steve Elkington,14.75
180,0,20645,John Senden,14.62
181,0,06012,Greg Kraft,13.97
182,0,26497,Casey Wittenberg,13.16
183,0,24503,Jeff Klauk,12.55
184,0,22295,Darron Stiles,12.27
