RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,08793,Tiger Woods,23.92,267,1116
2,0,24925,Jonathan Byrd,23.41,375,1602
2,0,30925,Dustin Johnson,23.41,354,1512
4,0,29718,Anthony Kim,23.27,310,1332
5,0,24781,Hunter Mahan,23.07,382,1656
6,0,06004,Stephen Ames,23.04,311,1350
7,0,06527,Steve Stricker,22.64,322,1422
8,0,01226,Fred Couples,22.63,220,972
9,0,28089,Jason Day,22.50,247,1098
10,0,21805,Harrison Frazar,22.46,376,1674
11,0,20850,Daniel Chopra,22.41,359,1602
11,0,10860,Justin Leonard,22.41,367,1638
13,0,23623,Bo Van Pelt,22.39,403,1800
14,0,23135,Tim Clark,22.29,313,1404
15,0,12716,Charley Hoffman,22.05,385,1746
16,0,27095,Nick Watney,22.03,341,1548
17,0,27936,Martin Laird,21.99,285,1296
18,0,25818,Scott Piercy,21.96,336,1530
19,0,25900,Lucas Glover,21.92,367,1674
20,0,01810,Phil Mickelson,21.87,248,1134
21,0,12602,Dean Wilson,21.81,318,1458
22,0,24140,Sean O'Hair,21.71,297,1368
22,0,26498,Matt Weibring,21.71,254,1170
24,0,06621,Joe Durant,21.68,242,1116
25,0,21959,Ted Purdy,21.62,393,1818
26,0,25804,Bubba Watson,21.61,284,1314
27,0,20593,Greg Chalmers,21.57,330,1530
28,0,24024,Zach Johnson,21.56,357,1656
29,0,22046,Geoff Ogilvy,21.53,279,1296
29,0,27214,Kevin Streelman,21.53,376,1746
29,0,23788,D.J. Trahan,21.53,372,1728
32,0,23497,Tag Ridings,21.44,193,900
33,0,21753,Brian Davis,21.41,397,1854
34,0,26300,Matt Jones,21.33,215,1008
35,0,10809,Jim Furyk,21.22,317,1494
35,0,24358,Robert Garrigus,21.22,317,1494
35,0,26596,Ryan Moore,21.22,340,1602
38,0,23108,Matt Kuchar,21.21,313,1476
38,0,27963,Chris Stroud,21.21,336,1584
40,0,20070,Matt Bettencourt,21.20,374,1764
40,0,28087,Kris Blanks,21.20,229,1080
42,0,23621,Rory Sabbatini,21.18,305,1440
43,0,08075,Jerry Kelly,21.17,343,1620
44,0,23325,Vaughn Taylor,21.15,335,1584
45,0,24924,Bill Haas,21.12,346,1638
46,0,24663,Y.E. Yang,21.08,315,1494
47,0,26695,Michael Letzig,21.06,364,1728
48,0,21949,Joe Ogilvie,21.05,322,1530
49,0,20160,Charlie Wi,21.01,348,1656
50,0,25396,Kevin Na,21.00,344,1638
50,0,01945,Kenny Perry,21.00,344,1638
52,0,02206,David Toms,20.98,370,1764
53,0,23541,Ben Crane,20.97,351,1674
54,0,22405,Justin Rose,20.95,264,1260
55,0,23638,Brendon de Jonge,20.93,339,1620
55,0,27770,Camilo Villegas,20.93,275,1314
57,0,02239,Scott Verplank,20.90,331,1584
58,0,28780,Nicholas Thompson,20.89,361,1728
59,0,28158,Steve Marino,20.86,368,1764
60,0,01161,Mark Calcavecchia,20.83,270,1296
60,0,24361,Pat Perez,20.83,270,1296
62,0,20127,Chris Riley,20.78,288,1386
63,0,25562,Andres Romero,20.76,213,1026
64,0,25240,D.A. Points,20.71,369,1782
65,0,25686,Jason Dufner,20.68,335,1620
66,0,24490,George McNeill,20.66,305,1476
66,0,20572,Rod Pampling,20.66,264,1278
68,0,31323,Gary Woodland,20.65,197,954
69,0,23349,Charles Warren,20.63,234,1134
70,0,26851,Marc Leishman,20.57,337,1638
70,0,27933,John Merrick,20.57,337,1638
70,0,29221,Webb Simpson,20.57,348,1692
73,0,12510,Chad Campbell,20.56,333,1620
74,0,20645,John Senden,20.44,368,1800
75,0,22371,Aaron Baddeley,20.43,239,1170
76,0,20691,Greg Owen,20.39,356,1746
77,0,20848,Ángel Cabrera,20.37,198,972
78,0,23983,Luke Donald,20.32,278,1368
78,0,06643,Paul Goydos,20.32,289,1422
80,0,10423,Mike Weir,20.30,307,1512
81,0,20498,Briny Baird,20.29,325,1602
81,0,28475,Jeff Overton,20.29,336,1656
83,0,24507,Jason Bohn,20.27,321,1584
84,0,20472,Alex Cejka,20.26,299,1476
85,0,12782,Tim Herron,20.24,317,1566
86,0,26301,James Nitties,20.22,313,1548
87,0,06595,Kevin Sutherland,20.18,345,1710
88,0,07867,Woody Austin,20.17,305,1512
89,0,25190,Jeff Quinney,20.16,283,1404
90,0,06197,Michael Allen,20.09,264,1314
90,0,23320,Ryan Palmer,20.09,282,1404
90,0,21878,Mark Wilson,20.09,358,1782
93,0,23800,Bryce Molder,20.05,249,1242
93,0,01948,Tim Petrovic,20.05,350,1746
95,0,26289,Boo Weekley,19.99,277,1386
96,0,01577,Lee Janzen,19.97,266,1332
97,0,06522,Ernie Els,19.95,237,1188
97,0,21731,Freddie Jacobson,19.95,298,1494
97,0,01707,Steve Lowery,19.95,298,1494
100,0,10585,Scott McCarron,19.90,326,1638
101,0,10117,Bob Heintz,19.87,211,1062
101,0,21961,Charles Howell III,19.87,354,1782
101,0,07749,Brett Quigley,19.87,329,1656
104,0,01706,Davis Love III,19.86,311,1566
105,0,27649,Brandt Snedeker,19.82,289,1458
106,0,02214,Kirk Triplett,19.72,213,1080
107,0,27120,Troy Matteson,19.71,337,1710
108,0,23614,Rich Beem,19.70,273,1386
109,0,27060,John Mallinger,19.69,319,1620
110,0,22913,John Rollins,19.63,325,1656
111,0,27141,J.B. Holmes,19.59,261,1332
112,0,19846,Brian Gay,19.56,338,1728
113,0,23548,Bill Lunde,19.54,292,1494
114,0,22548,Patrick Sheehan,19.50,179,918
115,0,01928,Corey Pavin,19.48,256,1314
116,0,01320,Bob Estes,19.44,273,1404
116,0,21209,Sergio Garcia,19.44,203,1044
116,0,12705,Cliff Kresge,19.44,273,1404
119,0,30711,Colt Knost,19.41,248,1278
119,0,26951,Johnson Wagner,19.41,283,1458
