RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,09011,David Duval,24.43,365,1494
2,0,01706,Davis Love III,23.72,316,1332
3,0,01553,John Huston,22.82,382,1674
4,0,01226,Fred Couples,22.30,273,1224
5,0,08793,Tiger Woods,22.22,292,1314
6,0,20229,Stewart Cink,22.11,386,1746
7,0,07101,Dave Stockton Jr.,21.97,257,1170
8,0,01042,Paul Azinger,21.83,275,1260
9,0,01577,Lee Janzen,21.82,322,1476
10,0,02239,Scott Verplank,21.64,374,1728
11,0,07457,Steve Flesch,21.55,384,1782
12,0,01943,Chris Perry,21.50,414,1926
13,0,08931,Glen Day,21.44,355,1656
14,0,01619,Skip Kendall,21.42,401,1872
15,0,01161,Mark Calcavecchia,21.35,369,1728
16,0,02133,Craig Stadler,21.31,234,1098
17,0,01185,Brandel Chamblee,21.25,306,1440
18,0,08375,Paul Stankowski,21.21,294,1386
19,0,01361,Dan Forsman,21.14,293,1386
19,0,06527,Steve Stricker,21.14,312,1476
21,0,02223,Bob Tway,21.11,380,1800
22,0,02170,Hal Sutton,21.10,395,1872
23,0,01249,John Daly,21.07,292,1386
24,0,01527,Scott Hoch,21.06,379,1800
25,0,01724,Jeff Maggert,21.02,314,1494
26,0,01887,Mark O'Meara,21.00,257,1224
26,0,01945,Kenny Perry,21.00,310,1476
28,0,10809,Jim Furyk,20.96,381,1818
29,0,01723,Andrew Magee,20.92,354,1692
30,0,06567,Vijay Singh,20.85,349,1674
31,0,19881,Robert Damron,20.64,327,1584
32,0,01302,R.W. Eaks,20.63,297,1440
33,0,12645,Brent Geiberger,20.54,329,1602
34,0,06617,Brian Henninger,20.53,351,1710
35,0,01024,Billy Andrade,20.47,350,1710
36,0,01063,Ben Bates,20.44,368,1800
37,0,01191,Barry Cheesman,20.43,342,1674
37,0,01569,Peter Jacobsen,20.43,239,1170
39,0,01599,Steve Jones,20.42,294,1440
40,0,02206,David Toms,20.39,312,1530
41,0,01766,Billy Mayfair,20.37,330,1620
41,0,02131,Mike Springer,20.37,385,1890
43,0,01810,Phil Mickelson,20.32,289,1422
44,0,21805,Harrison Frazar,20.30,296,1458
44,0,06613,Tommy Tolles,20.30,296,1458
46,0,06643,Paul Goydos,20.28,365,1800
46,0,06012,Greg Kraft,20.28,303,1494
48,0,12782,Tim Herron,20.27,343,1692
48,0,01685,J.L. Lewis,20.27,343,1692
50,0,01035,Tommy Armour III,20.24,317,1566
51,0,01926,Steve Pate,20.20,309,1530
52,0,01320,Bob Estes,20.19,378,1872
52,0,02246,Duffy Waldorf,20.19,298,1476
54,0,01941,Tom Pernice Jr.,20.18,287,1422
55,0,01266,Clark Dennis,20.15,272,1350
56,0,11032,Frank Lickliter II,20.07,383,1908
57,0,01203,Russ Cochran,20.01,317,1584
58,0,01408,Kelly Gibson,19.83,382,1926
59,0,01331,Rick Fehr,19.80,221,1116
60,0,01707,Steve Lowery,19.77,306,1548
61,0,01797,Rocco Mediate,19.72,291,1476
62,0,01381,Fred Funk,19.69,404,2052
63,0,10585,Scott McCarron,19.68,294,1494
64,0,02146,Payne Stewart,19.66,269,1368
65,0,01388,Robert Gamez,19.65,244,1242
65,0,02010,Loren Roberts,19.65,283,1440
67,0,07749,Brett Quigley,19.63,311,1584
68,0,02321,Fuzzy Zoeller,19.61,240,1224
69,0,01823,Larry Mize,19.55,285,1458
70,0,10860,Justin Leonard,19.50,351,1800
71,0,01468,Gary Hallberg,19.49,214,1098
72,0,01261,Jay Delsing,19.48,263,1350
73,0,06004,Stephen Ames,19.44,182,936
73,0,01510,Nolan Henke,19.44,308,1584
75,0,02218,Ted Tryba,19.42,367,1890
76,0,20099,Doug Barron,19.41,311,1602
77,0,08537,J.P. Hayes,19.40,234,1206
78,0,08993,Franklin Langham,19.38,321,1656
78,0,02214,Kirk Triplett,19.38,286,1476
80,0,08385,Omar Uresti,19.37,380,1962
81,0,02007,Larry Rinker,19.35,324,1674
82,0,06621,Joe Durant,19.34,275,1422
82,0,01457,Jay Haas,19.34,275,1422
84,0,01891,David Ogrin,19.28,347,1800
85,0,06332,Neal Lancaster,19.25,298,1548
86,0,01282,Trevor Dodds,19.23,315,1638
87,0,07753,Kevin Wentworth,19.16,269,1404
88,0,01761,Len Mattiace,19.15,355,1854
89,0,01771,Blaine McCallister,19.07,357,1872
90,0,12660,Jesper Parnevik,19.00,236,1242
91,0,01533,P.H. Horgan III,18.99,359,1890
92,0,02023,Clarence Rose,18.93,334,1764
93,0,01705,Tim Loustalot,18.92,218,1152
94,0,06581,David Sutherland,18.82,315,1674
94,0,06078,Esteban Toledo,18.82,315,1674
96,0,01116,Michael Bradley,18.81,237,1260
97,0,10962,Bradley Hughes,18.78,213,1134
98,0,01329,Brad Faxon,18.77,277,1476
99,0,08075,Jerry Kelly,18.76,314,1674
100,0,01098,Jay Don Blake,18.73,263,1404
101,0,06595,Kevin Sutherland,18.72,337,1800
102,0,06251,Chris DiMarco,18.69,323,1728
103,0,21584,Richie Coughlan,18.68,316,1692
104,0,02002,John Riegger,18.67,279,1494
105,0,06064,Jeff Gallagher,18.66,299,1602
106,0,01677,Tom Lehman,18.64,265,1422
