RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,10809,Jim Furyk,+.569,58,+33.00
2,0,23541,Ben Crane,+.587,46,+27.00
3,0,25686,Jason Dufner,+.614,70,+43.00
4,0,24024,Zach Johnson,+.635,85,+54.00
5,0,23108,Matt Kuchar,+.647,68,+44.00
6,0,35891,Cameron Smith,+.650,80,+52.00
7,0,19803,Ryan Armour,+.651,83,+54.00
8,0,40026,Daniel Berger,+.662,74,+49.00
9,0,25493,Nick Taylor,+.667,72,+48.00
10,0,27349,Alex Noren,+.689,61,+42.00
11,0,26758,David Hearn,+.700,40,+28.00
12,0,26596,Ryan Moore,+.714,35,+25.00
13,0,24924,Bill Haas,+.724,87,+63.00
14,0,23621,Rory Sabbatini,+.732,71,+52.00
15,0,24781,Hunter Mahan,+.738,42,+31.00
15,0,26951,Johnson Wagner,+.738,42,+31.00
17,0,21961,Charles Howell III,+.740,77,+57.00
18,0,34076,Joel Dahmen,+.741,54,+40.00
18,0,28089,Jason Day,+.741,54,+40.00
18,0,27141,J.B. Holmes,+.741,54,+40.00
18,0,47993,Denny McCarthy,+.741,54,+40.00
22,0,25396,Kevin Na,+.747,87,+65.00
23,0,37278,Nicholas Lindheim,+.750,92,+69.00
24,0,29484,Peter Uihlein,+.753,77,+58.00
25,0,29221,Webb Simpson,+.758,91,+69.00
26,0,20229,Stewart Cink,+.759,83,+63.00
27,0,31420,Anirban Lahiri,+.761,71,+54.00
28,0,29420,Billy Horschel,+.763,59,+45.00
29,0,32839,Hideki Matsuyama,+.764,55,+42.00
30,0,40058,Zac Blair,+.765,51,+39.00
31,0,39997,Corey Conners,+.767,73,+56.00
32,0,19846,Brian Gay,+.773,97,+75.00
32,0,34256,Andrew Putnam,+.773,66,+51.00
34,0,31646,Emiliano Grillo,+.775,71,+55.00
34,0,46501,Ollie Schniederjans,+.775,102,+79.00
36,0,36699,Patrick Rodgers,+.779,95,+74.00
37,0,20157,Retief Goosen,+.782,55,+43.00
38,0,39327,Ben Silverman,+.792,72,+57.00
39,0,34563,Chesson Hadley,+.794,102,+81.00
40,0,37455,Si Woo Kim,+.795,83,+66.00
40,0,24138,Ian Poulter,+.795,44,+35.00
42,0,26476,Chez Reavie,+.796,49,+39.00
43,0,35461,Beau Hossler,+.798,109,+87.00
44,0,27649,Brandt Snedeker,+.802,86,+69.00
44,0,34431,Robert Streb,+.802,91,+73.00
46,0,35310,Lanto Griffin,+.803,61,+49.00
47,0,26329,Louis Oosthuizen,+.804,46,+37.00
48,0,48084,Wesley Bryan,+.806,67,+54.00
49,0,25198,Francesco Molinari,+.807,57,+46.00
50,0,29926,Danny Lee,+.808,73,+59.00
51,0,34360,Patrick Reed,+.809,68,+55.00
52,0,20472,Alex Cejka,+.810,58,+47.00
52,0,34174,John Huh,+.810,84,+68.00
52,0,25632,Jimmy Walker,+.810,105,+85.00
55,0,33948,Byeong Hun An,+.813,80,+65.00
55,0,22056,Cameron Percy,+.813,32,+26.00
55,0,33418,Shawn Stefani,+.813,48,+39.00
58,0,25818,Scott Piercy,+.815,54,+44.00
59,0,28775,Nate Lashley,+.818,33,+27.00
59,0,30692,Scott Stallings,+.818,88,+72.00
61,0,31560,Brian Stuard,+.819,94,+77.00
62,0,34358,Jonathan Randolph,+.821,67,+55.00
62,0,22405,Justin Rose,+.821,39,+32.00
62,0,24502,Adam Scott,+.821,56,+46.00
65,0,30925,Dustin Johnson,+.824,51,+42.00
65,0,29478,Kevin Kisner,+.824,68,+56.00
67,0,49964,Aaron Wise,+.827,75,+62.00
68,0,30110,Kyle Stanley,+.828,58,+48.00
69,0,25900,Lucas Glover,+.829,41,+34.00
70,0,39324,J.J. Spaun,+.831,65,+54.00
71,0,33399,Adam Hadwin,+.833,60,+50.00
71,0,29518,Brendan Steele,+.833,60,+50.00
71,0,08793,Tiger Woods,+.833,60,+50.00
74,0,29908,C.T. Pan,+.836,61,+51.00
75,0,29974,Branden Grace,+.837,49,+41.00
75,0,27214,Kevin Streelman,+.837,49,+41.00
77,0,32757,Patton Kizzire,+.838,111,+93.00
77,0,29461,Jamie Lovemark,+.838,80,+67.00
79,0,27942,Rob Oppenheim,+.839,56,+47.00
80,0,29535,Brice Garnett,+.840,94,+79.00
81,0,24361,Pat Perez,+.843,51,+43.00
82,0,34363,Tyrrell Hatton,+.846,39,+33.00
83,0,26499,Rafa Cabrera Bello,+.848,46,+39.00
84,0,30926,Chris Kirk,+.849,86,+73.00
84,0,25804,Bubba Watson,+.849,73,+62.00
86,0,36689,Brooks Koepka,+.852,54,+46.00
86,0,28252,Seamus Power,+.852,54,+46.00
88,0,27958,Ryan Blaum,+.855,69,+59.00
88,0,32366,Kevin Chappell,+.855,62,+53.00
88,0,28500,Martin Flores,+.855,83,+71.00
88,0,48081,Xander Schauffele,+.855,83,+71.00
92,0,33141,Keegan Bradley,+.857,77,+66.00
92,0,46970,Jon Rahm,+.857,49,+42.00
92,0,25892,Steve Wheatcroft,+.857,49,+42.00
95,0,25364,Paul Casey,+.862,58,+50.00
95,0,21528,Henrik Stenson,+.862,29,+25.00
95,0,27064,Jhonattan Vegas,+.862,58,+50.00
98,0,46601,Trey Mullinax,+.863,73,+63.00
99,0,40009,Dominic Bozzelli,+.865,74,+64.00
100,0,25572,Graeme McDowell,+.867,45,+39.00
101,0,12510,Chad Campbell,+.868,68,+59.00
102,0,27556,Ted Potter Jr.,+.869,84,+73.00
102,0,31323,Gary Woodland,+.869,61,+53.00
104,0,32816,Satoshi Kodaira,+.870,54,+47.00
104,0,47287,Ethan Tracy,+.870,54,+47.00
106,0,35506,Mackenzie Hughes,+.873,79,+69.00
106,0,29222,Billy Hurley III,+.873,79,+69.00
106,0,35879,Kelly Kraft,+.873,79,+69.00
109,0,32333,Kevin Tway,+.874,103,+90.00
110,0,33448,Justin Thomas,+.877,73,+64.00
111,0,20593,Greg Chalmers,+.878,74,+65.00
111,0,46435,Austin Cook,+.878,90,+79.00
111,0,49771,J.T. Poston,+.878,49,+43.00
114,0,33413,Ben Martin,+.879,58,+51.00
115,0,27129,Luke List,+.881,67,+59.00
115,0,39328,Conrad Shindler,+.881,42,+37.00
117,0,37275,Sam Ryder,+.882,68,+60.00
118,0,28679,Fabián Gómez,+.883,60,+53.00
119,0,35376,Roberto Díaz,+.885,61,+54.00
120,0,35544,Andrew Yun,+.889,45,+40.00
121,0,25834,Daniel Summerhays,+.891,55,+49.00
122,0,31202,William McGirt,+.893,75,+67.00
123,0,26851,Marc Leishman,+.895,76,+68.00
124,0,27095,Nick Watney,+.897,78,+70.00
125,0,32640,Troy Merritt,+.898,59,+53.00
125,0,26331,Charl Schwartzel,+.898,59,+53.00
127,0,39546,Keith Mitchell,+.899,69,+62.00
128,0,34021,Bud Cauley,+.900,50,+45.00
129,0,34466,Peter Malnati,+.901,101,+91.00
129,0,28132,Tyrone Van Aswegen,+.901,101,+91.00
131,0,34409,David Lingmerth,+.902,61,+55.00
132,0,22582,Kyle Thompson,+.907,43,+39.00
133,0,35450,Patrick Cantlay,+.912,57,+52.00
134,0,32102,Rickie Fowler,+.914,58,+53.00
135,0,26300,Matt Jones,+.915,47,+43.00
136,0,22371,Aaron Baddeley,+.926,81,+75.00
136,0,33204,Shane Lowry,+.926,54,+50.00
138,0,33122,Russell Knox,+.929,70,+65.00
139,0,29479,Scott Brown,+.931,102,+95.00
139,0,35532,Tom Hoge,+.931,72,+67.00
141,0,32448,James Hahn,+.932,59,+55.00
141,0,33410,Andrew Landry,+.932,74,+69.00
143,0,35421,Brandon Harkins,+.934,106,+99.00
144,0,37338,Zecheng Dou,+.938,48,+45.00
144,0,27644,Brian Harman,+.938,65,+61.00
146,0,01810,Phil Mickelson,+.940,84,+79.00
146,0,32150,Michael Thompson,+.940,67,+63.00
148,0,20572,Rod Pampling,+.941,51,+48.00
149,0,27963,Chris Stroud,+.943,70,+66.00
150,0,30978,Kiradech Aphibarnrat,+.944,36,+34.00
150,0,24140,Sean O'Hair,+.944,54,+51.00
152,0,23353,J.J. Henry,+.945,55,+52.00
153,0,36799,Stephan Jaeger,+.947,57,+54.00
154,0,34046,Jordan Spieth,+.948,58,+55.00
155,0,31416,Derek Fathauer,+.949,98,+93.00
156,0,27895,Jonas Blixt,+.952,62,+59.00
157,0,47125,Matt Atkins,+.957,46,+44.00
157,0,24358,Robert Garrigus,+.957,69,+66.00
157,0,34213,Grayson Murray,+.957,70,+67.00
160,0,30911,Tommy Fleetwood,+.959,49,+47.00
161,0,47347,Adam Schenk,+.960,75,+72.00
162,0,35545,Blayne Barber,+.962,53,+51.00
163,0,45526,Abraham Ancer,+.966,59,+57.00
164,0,37454,Whee Kim,+.969,97,+94.00
165,0,29725,Tony Finau,+.973,75,+73.00
166,0,34099,Harris English,+.976,85,+83.00
167,0,32876,Martin Piller,+.977,86,+84.00
168,0,47959,Bryson DeChambeau,+.981,52,+51.00
169,0,29223,Sam Saunders,+.982,57,+56.00
170,0,39954,Cody Gribble,+.984,63,+62.00
171,0,12716,Charley Hoffman,+.985,67,+66.00
172,0,47128,Richy Werenski,+.988,80,+79.00
173,0,45609,Tyler Duncan,+1.000,82,+82.00
173,0,34098,Russell Henley,+1.000,63,+63.00
173,0,30944,Jason Kokrak,+1.000,68,+68.00
173,0,25240,D.A. Points,+1.000,77,+77.00
173,0,33419,Cameron Tringale,+1.000,91,+91.00
178,0,27936,Martin Laird,+1.014,70,+71.00
179,0,46402,Talor Gooch,+1.015,65,+66.00
179,0,23320,Ryan Palmer,+1.015,65,+66.00
179,0,23325,Vaughn Taylor,+1.015,66,+67.00
182,0,24846,Ricky Barnes,+1.017,59,+60.00
183,0,32254,Xinjun Zhang,+1.018,57,+58.00
184,0,29485,Brett Stegmaier,+1.020,51,+52.00
185,0,39975,Michael Kim,+1.024,85,+87.00
186,0,24925,Jonathan Byrd,+1.035,57,+59.00
187,0,29268,Bronson Burgoon,+1.041,49,+51.00
188,0,28237,Rory McIlroy,+1.043,47,+49.00
189,0,28307,Matt Every,+1.057,70,+74.00
190,0,34264,Hudson Swafford,+1.068,44,+47.00
191,0,50526,Tom Lovelady,+1.111,72,+80.00
192,0,37189,Harold Varner III,+1.122,74,+83.00
193,0,27974,Sung Kang,+1.126,87,+98.00
