RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,30925,Dustin Johnson,10.36,455.76,-348.02,335.37
2,0,22405,Justin Rose,10.11,454.92,-198.54,300.75
3,0,36689,Brooks Koepka,9.80,421.25,-174.92,298.73
4,0,33448,Justin Thomas,9.46,463.61,-274.68,303.54
5,1,28237,Rory McIlroy,7.30,306.62,-198.26,279.34
6,-1,25198,Francesco Molinari,7.17,358.69,-129.04,295.49
7,0,47959,Bryson DeChambeau,6.91,359.54,-64.15,347.15
8,0,46970,Jon Rahm,6.81,340.42,-205.79,224.04
9,0,32102,Rickie Fowler,6.63,298.55,-193.22,165.60
10,0,34046,Jordan Spieth,6.36,305.05,-272.67,135.74
11,0,28089,Jason Day,6.16,246.45,-173.84,208.48
12,0,30911,Tommy Fleetwood,5.92,308.02,-160.02,232.32
13,0,08793,Tiger Woods,5.80,231.89,-14.98,237.58
14,0,25804,Bubba Watson,5.36,246.64,-84.94,260.26
15,0,34360,Patrick Reed,5.13,266.66,-158.73,226.39
16,0,29221,Webb Simpson,4.92,255.59,-91.70,224.01
17,0,29725,Tony Finau,4.88,254.01,-92.15,211.93
18,1,48081,Xander Schauffele,4.77,248.03,-96.41,165.31
19,-1,27349,Alex Noren,4.75,237.33,-163.59,193.87
20,1,25364,Paul Casey,4.69,220.48,-166.40,157.09
21,-1,32839,Hideki Matsuyama,4.67,229.01,-262.74,103.69
22,0,35450,Patrick Cantlay,4.14,165.75,-60.15,121.38
23,0,26851,Marc Leishman,4.11,213.59,-151.24,98.79
24,1,01810,Phil Mickelson,4.03,189.40,-114.85,179.03
25,-1,21528,Henrik Stenson,3.96,170.29,-190.33,100.96
26,0,34363,Tyrrell Hatton,3.84,199.53,-155.56,123.55
27,0,30110,Kyle Stanley,3.76,195.35,-75.47,148.39
28,1,29478,Kevin Kisner,3.58,185.97,-111.33,123.28
29,-1,21209,Sergio Garcia,3.57,164.36,-170.41,85.51
30,0,26499,Rafa Cabrera Bello,3.56,185.31,-137.12,114.01
31,0,33141,Keegan Bradley,3.41,177.55,-62.85,145.85
32,0,35891,Cameron Smith,3.34,173.78,-67.47,131.68
33,0,23108,Matt Kuchar,3.22,167.43,-159.44,78.79
34,0,24138,Ian Poulter,3.21,166.68,-70.95,130.49
35,0,29420,Billy Horschel,3.15,164.05,-64.20,139.32
36,0,26329,Louis Oosthuizen,3.04,127.66,-107.86,70.62
37,0,40098,Matt Fitzpatrick,2.96,153.71,-106.94,95.67
38,0,27644,Brian Harman,2.95,153.26,-113.56,93.65
39,1,31323,Gary Woodland,2.95,150.26,-99.90,133.78
40,-1,30978,Kiradech Aphibarnrat,2.95,153.20,-76.87,109.55
41,1,24502,Adam Scott,2.89,124.40,-100.70,100.40
42,1,25396,Kevin Na,2.82,146.63,-65.80,130.57
43,-2,12716,Charley Hoffman,2.81,146.27,-113.49,62.82
44,1,33968,Thorbjørn Olesen,2.71,141.03,-56.45,109.68
45,-1,29974,Branden Grace,2.70,140.32,-110.56,89.68
46,1,40026,Daniel Berger,2.59,124.33,-112.79,74.25
47,-1,33948,Byeong Hun An,2.57,133.70,-62.13,118.63
48,0,32816,Satoshi Kodaira,2.54,132.24,-79.37,92.61
49,0,34709,Eddie Pepperell,2.53,118.97,-31.98,95.10
50,0,49964,Aaron Wise,2.45,122.39,-27.16,117.44
51,1,27649,Brandt Snedeker,2.43,104.64,-74.37,85.07
52,-1,24024,Zach Johnson,2.42,115.94,-76.30,72.83
53,0,24361,Pat Perez,2.29,119.08,-99.06,47.32
54,0,27129,Luke List,2.29,118.95,-53.58,111.15
55,1,35296,Haotong Li,2.28,116.25,-73.08,82.09
56,-1,37455,Si Woo Kim,2.25,116.91,-97.80,79.70
57,1,33122,Russell Knox,2.22,115.63,-77.75,108.44
58,-1,33399,Adam Hadwin,2.21,114.90,-82.24,86.41
59,0,48887,Matt Wallace,2.20,110.09,-36.95,95.10
60,2,32366,Kevin Chappell,2.17,110.49,-107.45,67.57
61,-1,31646,Emiliano Grillo,2.17,112.61,-82.68,100.21
62,-1,26476,Chez Reavie,2.16,112.19,-60.39,94.56
62,1,26331,Charl Schwartzel,2.16,103.57,-96.91,63.92
64,1,27896,Ross Fisher,2.11,105.33,-95.02,58.65
65,-1,29484,Peter Uihlein,2.09,108.49,-57.06,63.80
66,0,34098,Russell Henley,2.07,101.47,-77.18,57.37
67,0,33293,Thomas Pieters,2.05,100.55,-89.81,63.75
